,SET (6418)
ACH-000160,0.023423631470804285
ACH-000163,-0.5154700651562942
ACH-000167,0.7021213807358725
ACH-000168,-0.2441704401598469
ACH-000169,-0.2569969648403664
ACH-000178,-0.3425788753223062
ACH-000183,-0.3211716179143267
ACH-000188,-0.5835486924977379
ACH-000189,-0.2389856888033891
ACH-000190,-0.33129759645295354
ACH-000198,-0.613839069529218
ACH-000203,-0.183342574976974
ACH-000204,-0.3619144720025964
ACH-000206,-0.799252938181169
ACH-000207,-0.08484697870192781
ACH-000208,-0.5190560064483171
ACH-000210,-0.3325739928020261
ACH-000211,-0.4164773471463104
ACH-000215,-0.3601361174710358
ACH-000221,-0.23691988385548654
ACH-000222,-0.4137812793254471
ACH-000223,-0.2485047194689415
ACH-000226,-0.4782472082721129
ACH-000227,-0.5636492920411638
ACH-000228,-0.4169931432448115
ACH-000231,-0.4607824543167382
ACH-000232,-0.4510022104173551
ACH-000233,-0.3667456412353775
ACH-000234,-0.5283140386585674
ACH-000235,-0.41447036330089343
ACH-000237,-0.4744154316242196
ACH-000238,-0.3519046253300285
ACH-000242,-0.26363588060611515
ACH-000243,-0.09754495774044944
ACH-000244,-0.3429513819670961
ACH-000246,-0.6021919590224951
ACH-000248,-0.3734031568326266
ACH-000250,-0.5218428081335311
ACH-000251,-0.4190276115191753
ACH-000252,-0.1607677001441664
ACH-000253,-0.2560478231513241
ACH-000255,-0.4671903341070153
ACH-000256,-0.4457149940108784
ACH-000257,-0.29315768449675306
ACH-000258,-0.4267454477297121
ACH-000259,-0.4435659503538014
ACH-000260,-0.3758239793282014
ACH-000261,-0.4854469021392622
ACH-000262,-0.4580632134607688
ACH-000263,-0.2610401116250195
ACH-000264,-0.4381972891626322
ACH-000265,-0.4015347969080939
ACH-000266,-0.39846289380172334
ACH-000272,-0.4490479741052886
ACH-000274,-0.534185745443587
ACH-000277,-0.472888326824736
ACH-000278,-0.6015605856874843
ACH-000279,-0.393442714872334
ACH-000280,-0.26766577553911997
ACH-000281,-0.16591768801047846
ACH-000288,-0.21580501002873534
ACH-000291,-0.39028078101269903
ACH-000293,-0.3800546414132097
ACH-000294,0.012132450003955506
ACH-000295,-0.24490209346541836
ACH-000296,-0.24504974820492095
ACH-000302,-0.21233064148762065
ACH-000304,-0.6582428894410256
ACH-000307,-0.19423240491794566
ACH-000308,-0.5360039358300034
ACH-000310,-0.45678545880899
ACH-000311,-0.5255700914380761
ACH-000312,-0.3181629255105038
ACH-000315,-0.3910201246037711
ACH-000316,-0.4455143976372301
ACH-000317,-0.37645766867318464
ACH-000318,-0.4634364354209183
ACH-000319,-0.3773269375265701
ACH-000320,-0.2631341278033178
ACH-000322,-0.4060613826484273
ACH-000323,-0.6496567184717046
ACH-000324,-0.4263125177811517
ACH-000329,-0.40289935375353697
ACH-000330,-0.19066905869820944
ACH-000331,-0.2956065913031456
ACH-000332,-0.4815351869624702
ACH-000334,-0.4037954999820097
ACH-000335,-0.4992065802202736
ACH-000336,-0.29653545623867233
ACH-000337,-0.4348582041872016
ACH-000338,-0.6305782710736483
ACH-000339,-0.4030623775469387
ACH-000341,-0.3295672935655309
ACH-000348,-0.3821164543749876
ACH-000350,-0.28620473765714
ACH-000352,-0.3969198947116468
ACH-000356,-0.33551620810829563
ACH-000361,-0.4188769018406368
ACH-000362,-0.4849853906734116
ACH-000363,-0.4291468484058013
ACH-000364,-0.4641783352259061
ACH-000365,-0.4603130364960808
ACH-000366,-0.4181550800013853
ACH-000368,-0.3361754798451426
ACH-000374,-0.5517281052103477
ACH-000375,-0.09948212026095526
ACH-000376,-0.4311931342136844
ACH-000381,-0.4108492189602245
ACH-000383,-0.24625714474451216
ACH-000387,-0.4425092961684074
ACH-000389,-0.573841114644092
ACH-000390,-0.3106891091116999
ACH-000393,-0.2911776764137462
ACH-000395,-0.3860495286337924
ACH-000396,-0.4840381553848977
ACH-000397,-0.3425919343650764
ACH-000401,-0.33592855559055
ACH-000402,-0.2874058238368578
ACH-000403,-0.4633893181092213
ACH-000404,-0.4814035179308598
ACH-000406,-0.1847663419170433
ACH-000407,-0.38682045714454216
ACH-000408,-0.20133784865883148
ACH-000410,-0.3820264114058041
ACH-000411,-0.6399543863218076
ACH-000414,-0.4218039177898298
ACH-000415,-0.2435835343463141
ACH-000416,-0.417505225369596
ACH-000420,-0.2619680438654544
ACH-000421,-0.31825071426414764
ACH-000424,-0.30088906125399034
ACH-000425,-0.4838481060719769
ACH-000426,-0.17532321996562472
ACH-000427,-0.4722298173942778
ACH-000433,-0.12484156480823252
ACH-000435,-0.3704576399642057
ACH-000436,-0.4146845307209999
ACH-000444,-0.3335947650611233
ACH-000445,-0.3660279224696963
ACH-000448,-0.4006485131681687
ACH-000450,-0.4943653661545399
ACH-000452,-0.3742839998500792
ACH-000454,-0.2406005873019445
ACH-000458,-0.35173420592691623
ACH-000459,-0.15656467386352488
ACH-000460,-0.4583352282550544
ACH-000461,-0.57797123361249
ACH-000463,-0.40652898166654383
ACH-000464,-0.4328999892306071
ACH-000466,-0.4393330303820297
ACH-000467,-0.5807986631172846
ACH-000468,-0.23784376689449385
ACH-000469,-0.6089748920012874
ACH-000470,-0.5304977532366468
ACH-000471,-0.25990599426640826
ACH-000472,-0.3346758656572357
ACH-000473,-0.1591701658548811
ACH-000475,-0.5252740547363578
ACH-000476,-0.2650726830727153
ACH-000477,-0.4085805217394191
ACH-000479,-0.3062574574156967
ACH-000480,-0.3660891922862348
ACH-000481,-0.494270780750436
ACH-000483,-0.21754993261947095
ACH-000484,-0.2840116603873281
ACH-000485,-0.3779995156666076
ACH-000486,-0.34742990754336506
ACH-000487,-0.5645899131797382
ACH-000488,-0.288128098378557
ACH-000490,-0.4694226995932464
ACH-000491,-0.4992705601041941
ACH-000495,-0.5302811543377979
ACH-000496,-0.3007045985284819
ACH-000499,-0.2613176733906261
ACH-000500,-0.4653821639626111
ACH-000502,-0.2937299288977041
ACH-000503,-0.34650068964405106
ACH-000505,-0.37705400422639895
ACH-000507,-0.4548496578393789
ACH-000510,-0.3422686290899332
ACH-000511,-0.342369769423092
ACH-000512,-0.32425506538049137
ACH-000516,-0.5700076196918216
ACH-000517,-0.4977263146151736
ACH-000518,-0.34234505034085416
ACH-000520,-0.4195104084069761
ACH-000521,-0.4268073353503609
ACH-000522,-0.41908313395094937
ACH-000524,-0.32692384147402165
ACH-000527,-0.3909219455140295
ACH-000528,-0.2892498923712117
ACH-000537,-0.30326090047845505
ACH-000541,-0.8218055137494658
ACH-000542,-0.3963196197058805
ACH-000544,-0.4200748343984612
ACH-000545,-0.3584569223199559
ACH-000547,-0.4751266827809254
ACH-000548,-0.2777515546550484
ACH-000549,-0.5504648198118796
ACH-000550,-0.3544319854511511
ACH-000552,-0.3985420947556307
ACH-000556,-0.34232731109651715
ACH-000557,-0.4099714213850306
ACH-000569,-0.3617923971113208
ACH-000570,-0.4325512834533381
ACH-000571,-0.2565133331815416
ACH-000573,-0.20305384851746805
ACH-000576,-0.6042813259793853
ACH-000579,-0.4990722657834705
ACH-000580,-0.34235404384482193
ACH-000584,-0.3093483992846877
ACH-000585,-0.21147763482345844
ACH-000588,0.013703115376258469
ACH-000589,-0.3712650686318181
ACH-000591,-0.2571215185892883
ACH-000593,-0.2904023390591554
ACH-000600,-0.4274511157475868
ACH-000601,-0.41620025912226416
ACH-000605,-0.43990714437185496
ACH-000606,-0.3588121958579261
ACH-000608,-0.4266326281993336
ACH-000614,-0.6704627441039214
ACH-000616,-0.4534793319762029
ACH-000618,-0.3789567481344529
ACH-000619,-0.37778349957157853
ACH-000620,-0.22376429041299215
ACH-000621,-0.3561604044123655
ACH-000622,-0.4527405186779799
ACH-000623,-0.2976389219596952
ACH-000624,-0.29543503821482314
ACH-000627,-0.2385132143751014
ACH-000630,-0.3461887578571937
ACH-000631,-0.8170868857486835
ACH-000632,-0.2870589422324437
ACH-000633,-0.17493130611189067
ACH-000637,-0.2604853903471968
ACH-000638,-0.3907539765333673
ACH-000646,-0.36379603518144776
ACH-000647,-0.4259758160153394
ACH-000648,-0.564929251866879
ACH-000649,-0.3966709575153321
ACH-000651,-0.4041037269238568
ACH-000652,-0.331485965739496
ACH-000653,-0.5247268426240779
ACH-000657,-0.3599111203947364
ACH-000658,-0.4604166242876132
ACH-000661,-0.4015040046191254
ACH-000662,-0.3916290144769053
ACH-000663,-0.4071767988982316
ACH-000665,-0.3756026592169593
ACH-000671,-0.2757377564974246
ACH-000672,-0.5951987229464901
ACH-000673,-0.36356478983539176
ACH-000676,-0.2641083939628949
ACH-000677,-0.4639218689390921
ACH-000681,-0.3422137009801683
ACH-000683,-0.3931530215733609
ACH-000684,-0.4467602098055411
ACH-000688,-0.3635942286663691
ACH-000693,-0.2222912200721797
ACH-000694,-0.27641815553486937
ACH-000695,-0.4055276171321009
ACH-000696,-0.41984877628905976
ACH-000697,-0.6663822602576868
ACH-000699,-0.3378353605539928
ACH-000701,-0.5512388928446096
ACH-000706,-0.3049469278649455
ACH-000711,-0.4373118109415045
ACH-000713,-0.3964105168610806
ACH-000714,-0.549974050700209
ACH-000718,-0.5173881456716668
ACH-000720,-0.38900693406019504
ACH-000721,-0.3779111469831683
ACH-000724,-0.342200510120469
ACH-000725,-0.4835420127351656
ACH-000732,-0.4862198127857563
ACH-000734,-0.25377093631402703
ACH-000735,-0.3289818707064352
ACH-000736,-0.2496842322975001
ACH-000738,-0.35718561879228405
ACH-000746,-0.20784258967724006
ACH-000747,-0.425988305429202
ACH-000748,-0.3118878076571127
ACH-000753,-0.18451839303517925
ACH-000756,-0.4667381399193924
ACH-000757,-0.315976249070385
ACH-000758,-0.3265945476652292
ACH-000760,-0.3198968636256125
ACH-000762,-0.3923386155577282
ACH-000763,-0.6003232569490216
ACH-000764,-0.2475499206537165
ACH-000765,-0.35180279619642785
ACH-000766,-0.5191387136318755
ACH-000767,-0.4836692037723776
ACH-000768,-0.320882819144391
ACH-000769,-0.25045283350393355
ACH-000770,-0.3077318610430825
ACH-000771,-0.2846520408505803
ACH-000773,-0.34169756667452383
ACH-000776,-0.5483176415050729
ACH-000777,-0.4119255325949993
ACH-000778,-0.21302851304127046
ACH-000781,-0.3162192756931515
ACH-000782,-0.494090493753483
ACH-000783,-0.5812757601751786
ACH-000784,-0.2010488188728984
ACH-000785,-0.6602924011213689
ACH-000787,-0.28590882606997753
ACH-000788,-0.4359554678015435
ACH-000791,-0.5875690040775696
ACH-000792,-0.36541018801695146
ACH-000794,-0.4126388298454599
ACH-000796,-0.6425853850425551
ACH-000798,-0.22709248352839875
ACH-000799,-0.4900945430623322
ACH-000800,-0.5013762085716008
ACH-000802,-0.12493158416217573
ACH-000804,-0.6369045561391125
ACH-000805,-0.3285197397294734
ACH-000809,-0.35948067462787603
ACH-000810,-0.4916936796068265
ACH-000811,-0.1784149850370544
ACH-000817,-0.2817768777478621
ACH-000819,-0.2605776203604544
ACH-000820,-0.4339630985076843
ACH-000821,-0.44809288012680215
ACH-000822,-0.5528220197566553
ACH-000823,-0.2678036735161302
ACH-000824,-0.4903826508006003
ACH-000827,-0.3999022725252089
ACH-000829,-0.3716101951213804
ACH-000831,-0.3819772767926429
ACH-000832,-0.5471670264718373
ACH-000833,-0.20897527180189387
ACH-000834,-0.23474273372440396
ACH-000835,-0.4458075965593135
ACH-000836,-0.03420567639889893
ACH-000837,-0.1567207594085395
ACH-000838,-0.4174453578346696
ACH-000839,-0.42553814819750985
ACH-000840,-0.3595732680047474
ACH-000841,-0.383705362961406
ACH-000843,-0.2663202340943744
ACH-000846,-0.6775381794010762
ACH-000847,-0.2925017580845617
ACH-000848,-0.4599225641325744
ACH-000849,-0.5388461881241332
ACH-000851,-0.3756728654661552
ACH-000855,-0.31735736235688344
ACH-000856,-0.12261902140769455
ACH-000858,-0.22433625053635525
ACH-000859,-0.2832061191864609
ACH-000861,-0.385228081098279
ACH-000862,-0.3987982586667646
ACH-000865,-0.22427770640265512
ACH-000866,-0.37713950590476736
ACH-000867,-0.4539301786663888
ACH-000869,-0.21783350592110864
ACH-000872,-0.32877551365354385
ACH-000873,-0.4812309797218244
ACH-000876,-0.3414312414186769
ACH-000878,-0.3617104984267699
ACH-000880,-0.5609969151694439
ACH-000881,-0.3211899841905177
ACH-000882,-0.3724993804983575
ACH-000884,-0.5212531893716569
ACH-000885,-0.3464603506432923
ACH-000887,-0.4794032725507568
ACH-000889,-0.34638987556294776
ACH-000896,-0.3830372362262666
ACH-000898,-0.4393751167415698
ACH-000900,-0.3664505931256449
ACH-000901,-0.37687861243972426
ACH-000905,-0.2869777367775791
ACH-000906,-0.3716267683466201
ACH-000907,-0.3864944664242218
ACH-000910,-0.206128000640103
ACH-000911,-0.4059457364217515
ACH-000912,-0.3165515651054777
ACH-000913,-0.4203674538467427
ACH-000915,-0.3011983730455043
ACH-000916,-0.6952460446848856
ACH-000917,-0.13891649895043248
ACH-000920,-0.3888226330660553
ACH-000921,-0.2738860868523708
ACH-000924,-0.2255037500049064
ACH-000926,-0.3710864996648992
ACH-000928,-0.6359040174321651
ACH-000929,-0.3505227987632353
ACH-000932,-0.4240187173326296
ACH-000935,-0.3444595151371779
ACH-000936,-0.4681066808098349
ACH-000937,-0.5467119441251449
ACH-000938,-0.34392249873021624
ACH-000939,0.057917234094241266
ACH-000941,-0.2221540577517853
ACH-000943,-0.3219213432086618
ACH-000946,-0.34352513599111545
ACH-000947,-0.3661582604016678
ACH-000948,-0.46564828949381204
ACH-000950,-0.4895205867626515
ACH-000953,-0.383474311517832
ACH-000954,-0.2264346890676867
ACH-000957,-0.4511981817744313
ACH-000958,-0.4706412895068627
ACH-000960,-0.4036904012852192
ACH-000963,-0.4243902287112987
ACH-000968,-0.23084199679508466
ACH-000969,-0.4458584743802397
ACH-000972,-0.5795002192470993
ACH-000973,-0.5210920951105358
ACH-000974,-0.4274290012879953
ACH-000978,-0.5057231110491943
ACH-000984,-0.4800564790382256
ACH-000986,-0.3589260410542514
ACH-000988,-0.1904777573303432
ACH-000993,-0.3313083570684824
ACH-000994,-0.6039377154187208
ACH-000996,-0.229761941780072
ACH-001001,-0.2899811908776789
ACH-001020,-0.019507586810238103
ACH-001028,-0.4850510464340163
ACH-001031,-0.3851279224894219
ACH-001038,-0.5277283208357515
ACH-001048,-0.33315145285030273
ACH-001050,-0.5225771539779811
ACH-001053,-0.3148556519017624
ACH-001054,-0.17672475211847855
ACH-001061,-0.3193864885733781
ACH-001067,-0.4571706500342072
ACH-001075,-0.4917254067806057
ACH-001096,-0.3726136310669588
ACH-001111,-0.2512257324954685
ACH-001119,-0.4549441736094045
ACH-001128,0.25683749825774743
ACH-001134,-0.5037991462271564
ACH-001151,-0.4025957996801616
ACH-001163,-0.44250185872129294
ACH-001164,-0.2045586290980032
ACH-001183,-0.16728435014300572
ACH-001192,-0.4102875552398788
ACH-001193,-0.4873406285757207
ACH-001196,-0.4494719042467736
ACH-001197,-0.4406673841750092
ACH-001205,-0.5813696589184602
ACH-001211,-0.311106894004022
ACH-001212,-0.4052091159091012
ACH-001228,-0.5098624028870576
ACH-001232,-0.4726479152293132
ACH-001239,-0.4650140999045928
ACH-001270,-0.51562808697262
ACH-001274,-0.3957131736310041
ACH-001275,-0.4172710051589089
ACH-001277,-0.427050680290695
ACH-001278,-0.1902276255284452
ACH-001280,-0.3000492973042851
ACH-001283,-0.2815079982929137
ACH-001289,-0.3239027514012782
ACH-001300,-0.3395651955376698
ACH-001301,-0.4810877376237635
ACH-001302,-0.4609011199189582
ACH-001306,-0.2651844039647616
ACH-001318,-0.3682725710566739
ACH-001322,-0.2215313936310768
ACH-001328,-0.5498239218524834
ACH-001332,-0.18075434472034696
ACH-001336,-0.37079372154455104
ACH-001346,-0.3163267321275282
ACH-001353,-0.6909276471307599
ACH-001354,-0.3920857647784742
ACH-001367,-0.32212156869909164
ACH-001368,-0.4507116870216206
ACH-001374,-0.2622166506558837
ACH-001377,-0.44946858854415983
ACH-001380,-0.41966888587317996
ACH-001391,-0.363493897386768
ACH-001408,-0.4772304781568546
ACH-001430,-0.6379631042087732
ACH-001431,-0.4059927298947657
ACH-001450,-0.4283589344686696
ACH-001496,-0.20217356660800087
ACH-001500,-0.28780480908269684
ACH-001523,-0.3349888983833004
ACH-001532,-0.5100637534228609
ACH-001550,-0.03345935184889312
ACH-001552,-0.3808174319891261
ACH-001554,-0.5205013664667745
ACH-001654,-0.4158636856049659
ACH-001735,-0.41393770357403614
ACH-001736,-0.5166001206206635
ACH-001737,-0.6329697933164294
ACH-001740,-0.37057454867755024
ACH-001745,-0.5012821955758099
ACH-001765,-0.2325542386719304
