,INPP4A (3631)
ACH-000004,-0.20210467125206472
ACH-000005,-0.5884707290206521
ACH-000007,-0.2822056011201185
ACH-000009,-0.17521318058896468
ACH-000011,-0.2211362030885428
ACH-000012,-0.07580687085435271
ACH-000013,-0.026432556387779117
ACH-000014,-0.13249915324084366
ACH-000015,-0.22456433109563412
ACH-000017,-0.1873079445619992
ACH-000018,-0.11300193698566001
ACH-000019,-0.142427431728921
ACH-000021,0.08277423090169879
ACH-000022,-0.07810820121712997
ACH-000025,-0.17657231084472053
ACH-000028,-0.05119005701415651
ACH-000030,-0.1521657075292413
ACH-000035,-0.3113568946947589
ACH-000036,-0.15181871987510642
ACH-000037,-0.263838928061314
ACH-000039,-0.06062079503402301
ACH-000040,0.105655120527645
ACH-000041,-0.0009696895491065221
ACH-000042,-0.09487270996727556
ACH-000045,0.08726583897795019
ACH-000047,-0.1963254941992544
ACH-000052,-0.22960003091997716
ACH-000053,-0.16180822988758614
ACH-000054,-0.4060918368867321
ACH-000055,0.06070764569214185
ACH-000060,0.021637367067401263
ACH-000067,-0.17031079717707032
ACH-000070,-0.2013218194008624
ACH-000075,-0.14442520880372814
ACH-000078,-0.08101065734099397
ACH-000082,-0.07908470908103225
ACH-000085,-0.1180884279813824
ACH-000086,-0.1616236285763433
ACH-000087,-0.14381721605434575
ACH-000092,-0.2872634095879833
ACH-000095,-0.07709106412359494
ACH-000097,-0.07895408870582385
ACH-000098,-0.1748078190013448
ACH-000099,-0.16701665182030098
ACH-000108,-0.1336233517450071
ACH-000113,-0.27500055693971803
ACH-000116,-0.0188307729286714
ACH-000118,-0.2424512389618857
ACH-000120,-0.1823813579300235
ACH-000123,-0.10868861212339467
ACH-000127,-0.16066152344466308
ACH-000128,-0.07929881318477193
ACH-000132,0.025278298798284082
ACH-000133,-0.25643647093223315
ACH-000137,-0.16466555525177662
ACH-000138,-0.004298859337180577
ACH-000142,-0.2747800774324725
ACH-000143,-0.1435288102874426
ACH-000146,-0.03475158390710648
ACH-000148,-0.2045899118454704
ACH-000150,0.12022033006768065
ACH-000152,-0.11624081729839394
ACH-000153,-0.08998996530040702
ACH-000159,-0.05046429078176761
ACH-000160,-0.09903658210301737
ACH-000163,-0.09988637377989662
ACH-000167,0.06594013071315713
ACH-000168,-0.060133873088636935
ACH-000169,0.12637449907352485
ACH-000178,-0.16370859985997374
ACH-000183,-0.10830536340193783
ACH-000188,-0.0744595070119012
ACH-000189,-0.10171105727578997
ACH-000190,-0.20201344199227975
ACH-000198,-0.2890920642447394
ACH-000203,-0.03166450481117457
ACH-000204,-0.08205602163239459
ACH-000206,-0.2634643795121987
ACH-000207,-0.029701406430145755
ACH-000208,-0.4185814634258539
ACH-000210,-0.403594990676258
ACH-000211,-0.13359139341399515
ACH-000215,-0.13872094291908255
ACH-000221,-0.22294691105172165
ACH-000222,-0.018215403377747925
ACH-000223,-0.29708106687656644
ACH-000226,-0.10357429469069812
ACH-000227,0.04034205737138028
ACH-000228,-0.07044908686747663
ACH-000231,-0.20350574180790604
ACH-000232,0.22180942880588775
ACH-000233,0.03651530835895248
ACH-000234,-0.14857919081518314
ACH-000235,-0.14308160367411552
ACH-000237,-0.042266420903700884
ACH-000238,0.03014665519200538
ACH-000242,-0.4697903621007011
ACH-000243,-0.15494323974530055
ACH-000244,-0.08100288643135008
ACH-000246,-0.08515046618510401
ACH-000248,-0.11402104343129993
ACH-000250,-0.08291241106548522
ACH-000251,-0.11426523009617852
ACH-000252,-0.21259678562307666
ACH-000253,-0.0797894486215893
ACH-000255,-0.2092670520498585
ACH-000256,0.007327821555252865
ACH-000257,0.03808534999703066
ACH-000258,-0.2684893134132708
ACH-000259,-0.1287406817984724
ACH-000260,-0.013199111255472492
ACH-000261,-0.10066679380619133
ACH-000262,-0.2728558602768526
ACH-000263,-0.1643319595018328
ACH-000264,-0.011326619435008962
ACH-000265,-0.2655508007511881
ACH-000266,-0.08218284011811079
ACH-000272,-0.06831294781239199
ACH-000274,-0.18149113943552775
ACH-000277,0.04432863334485495
ACH-000278,-0.0592202259929009
ACH-000279,0.26662110712350623
ACH-000280,0.006086943415506126
ACH-000281,-0.1264628263111662
ACH-000288,-0.08823137322885262
ACH-000291,-0.12939760128030542
ACH-000293,-0.14053711950872405
ACH-000294,-0.20059934387076245
ACH-000295,-0.3338113549869482
ACH-000296,-0.07967222221038524
ACH-000302,-0.15569971073175615
ACH-000304,-0.23505541724580445
ACH-000307,-0.14077118123168425
ACH-000308,-0.1455004916751884
ACH-000310,-0.10348198036474172
ACH-000311,-0.049117366800044485
ACH-000312,-0.14394964806411695
ACH-000315,-0.13696063440886544
ACH-000316,-0.2274618870974096
ACH-000317,-0.2495516124242495
ACH-000318,-0.181801898379412
ACH-000319,0.047946000588153695
ACH-000320,0.07465430685745622
ACH-000322,-0.21697382614780103
ACH-000323,-0.21492474274851986
ACH-000324,-0.2573936984087358
ACH-000329,-0.1928076777541856
ACH-000330,-0.13026803989750899
ACH-000331,-0.20375742987023016
ACH-000332,-0.11273144571980576
ACH-000334,-0.21780008550136498
ACH-000335,-0.18959541313314904
