,OR4N2 (390429)
ACH-000004,-0.27407226285950675
ACH-000005,-0.3393041779476636
ACH-000007,-0.3586971623981513
ACH-000009,-0.4049273038766507
ACH-000011,-0.39038075684183227
ACH-000012,-0.27203818028277266
ACH-000013,-0.35231147657183404
ACH-000014,-0.216427449554284
ACH-000015,-0.2875824421323906
ACH-000017,-0.6295957019014354
ACH-000018,-0.31803853608252475
ACH-000019,-0.2419681183747111
ACH-000021,-0.3441572324790398
ACH-000022,-0.34065824754280977
ACH-000025,-0.3870027571398403
ACH-000028,-0.3069185739771113
ACH-000030,-0.36735905669834457
ACH-000035,-0.24698351758175355
ACH-000036,-0.4312719139105885
ACH-000037,-0.31354714149721946
ACH-000039,-0.07992300303469653
ACH-000040,-0.5855617074888896
ACH-000041,-0.35813230849483857
ACH-000042,-0.14344340284911988
ACH-000045,-0.3944728129657079
ACH-000047,-0.2532472986266022
ACH-000052,-0.2548721421698396
ACH-000053,-0.41181678696401597
ACH-000054,-0.3527594116548816
ACH-000055,-0.301597496219386
ACH-000060,-0.3937477359722053
ACH-000067,-0.2904542834591268
ACH-000070,-0.3238263269755933
ACH-000075,-0.19848140239452647
ACH-000078,-0.4012405860159444
ACH-000082,-0.16551689044877324
ACH-000085,-0.3255738557923109
ACH-000086,-0.3004856621276211
ACH-000087,-0.15734633392287753
ACH-000092,-0.5088486176298084
ACH-000095,-0.5077753126480253
ACH-000097,-0.3583418454817307
ACH-000098,-0.4855679530162818
ACH-000099,-0.5160925640977855
ACH-000108,-0.4360224627217868
ACH-000113,-0.5217453123184609
ACH-000116,-0.608918151781014
ACH-000118,-0.493033442767274
ACH-000120,-0.5873750831099194
ACH-000123,-0.3367618623618274
ACH-000127,-0.5104952028742269
ACH-000128,-0.4240471286526202
ACH-000132,-0.5038539549589389
ACH-000133,-0.38376768517958
ACH-000137,-0.4853722370521599
ACH-000138,-0.2668207871321542
ACH-000142,-0.2304271283633457
ACH-000143,-0.6834816550950055
ACH-000146,-0.4692769823644045
ACH-000148,-0.3745779866974115
ACH-000150,-0.2887965717751268
ACH-000152,-0.4084392770219345
ACH-000153,-0.22546947031559006
ACH-000159,-0.604365906208893
ACH-000160,-0.6512818866233516
ACH-000163,-0.3368954916224655
ACH-000167,-0.805135580457083
ACH-000168,-0.3846026157732336
ACH-000169,-0.4094503543587157
ACH-000178,-0.514512023132037
ACH-000183,-0.5188002917901918
ACH-000188,-0.5888302909318444
ACH-000189,-0.26136115945172794
ACH-000190,-0.4434143285656189
ACH-000198,-0.6231600598475212
ACH-000203,-0.4957900838139906
ACH-000204,-0.13935532986907442
ACH-000206,-0.021236689712772927
ACH-000207,-0.4813696724252637
ACH-000208,-0.596493950057785
ACH-000210,-0.4414108652604052
ACH-000211,-0.4956910333318813
ACH-000215,-0.27002137822893346
ACH-000221,-0.773798635150307
ACH-000222,-0.3674006135442884
ACH-000223,-0.5057908850463428
