,TIMM23 (100287932)
ACH-000004,-0.441028032680314
ACH-000005,-0.6952641317325974
ACH-000007,-0.5771666963929164
ACH-000009,-0.1444250308915963
ACH-000011,-0.6864677135584204
ACH-000012,-0.5630689204485619
ACH-000013,-0.4990806673432311
ACH-000014,-0.5603150241790076
ACH-000015,-0.5708007942198537
ACH-000017,-0.5545166901929136
ACH-000018,-0.5698452752720532
ACH-000019,-0.6080708278981889
ACH-000021,-0.5320113430968225
ACH-000022,-0.5162344856264695
ACH-000025,-0.7916809787192992
ACH-000028,-0.5432976846644998
ACH-000030,-0.3413113959747894
ACH-000035,-0.4370603076536256
ACH-000036,-0.4478825572076744
ACH-000037,-0.6908151483359667
ACH-000039,-0.6762296009287321
ACH-000040,-0.5715075489855529
ACH-000041,-0.4405037816020859
ACH-000042,-0.631364253067111
ACH-000045,-0.3474567923775717
ACH-000047,-0.6000794131209006
ACH-000052,-0.3279370872693444
ACH-000053,-0.4850521352317075
ACH-000054,-0.4450134188740944
ACH-000055,-0.6647389510605518
ACH-000060,-0.7531356252982276
ACH-000067,-0.7834683440007095
ACH-000070,-0.5843070463959611
ACH-000075,-0.4266761678744181
ACH-000078,-0.2579566535084775
ACH-000082,-0.7234201774935277
ACH-000085,-0.4760301532445994
ACH-000086,-0.5594046680703361
ACH-000087,-0.8346852248983722
ACH-000092,-0.5124384959121999
ACH-000095,-0.446058748944733
ACH-000097,-0.5800795909628822
ACH-000098,-0.610829114898203
ACH-000099,-0.3853840552347872
ACH-000108,-0.4530675604343879
ACH-000113,-0.6516391287653814
ACH-000116,-0.6451612699624681
ACH-000118,-0.8499900532738077
ACH-000120,-0.4978409601402395
ACH-000123,-0.31840750404318835
ACH-000127,-0.6870238049656567
ACH-000128,-0.8304322042366866
ACH-000132,-0.7967988248651284
ACH-000133,-0.7134542619801921
ACH-000137,-0.4120958112105392
ACH-000138,-0.4478139642526451
ACH-000142,-0.7101950427403456
ACH-000143,-0.6998282846570802
ACH-000146,-0.5696567259761195
ACH-000148,-0.6421708417195346
ACH-000150,-0.4100560152337029
ACH-000152,-0.8226817826115473
ACH-000153,-0.3382701754903087
ACH-000159,-0.3556736137325147
ACH-000160,-0.7912770098493312
ACH-000163,-0.6501841541403485
ACH-000167,-1.165288630527766
ACH-000168,-0.6003233085448983
ACH-000169,-0.41537188466287417
ACH-000178,-0.4981950046348734
ACH-000183,-0.5492429440511993
ACH-000188,-0.4220761789254552
ACH-000189,-0.47533626584259897
ACH-000190,-0.7272716514892588
ACH-000198,-0.43286767734454296
ACH-000203,-0.5419383077845742
ACH-000204,-0.6447607557885465
ACH-000206,-0.6054891556093741
ACH-000207,-0.5128229306562718
ACH-000208,-0.3265533221799993
ACH-000210,-0.6313121312395928
ACH-000211,-0.5667766050857339
ACH-000215,-0.4548529461301761
ACH-000221,-0.6601548617897504
ACH-000222,-0.4818317729369493
ACH-000223,-0.58162895626723
ACH-000226,-0.5265025314430755
ACH-000227,-0.4038728305479503
ACH-000228,-0.8353603351924576
ACH-000231,-0.4417787220248216
ACH-000232,-0.3989730787621224
ACH-000233,-0.4120636404906116
ACH-000234,-0.37769743974612136
ACH-000235,-0.4264868229066932
ACH-000237,-0.2256656862784509
ACH-000238,-0.2715617946298999
ACH-000242,-0.3892112127205892
ACH-000243,-0.4386251314288664
ACH-000244,-0.9020353642494372
ACH-000246,-0.4555775324813786
ACH-000248,-0.7378413919342197
ACH-000250,-0.4006744331352543
ACH-000251,-0.95210055344407
ACH-000252,-0.6339202708270899
ACH-000253,-0.7308244261794142
