,ARHGAP11A (9824)
ACH-000208,-0.2546941138710469
ACH-000210,-0.20243956352568734
ACH-000211,-0.20389161198842293
ACH-000215,-0.1475751460950041
ACH-000221,-0.15072782682589242
ACH-000222,-0.16939423515586666
ACH-000223,-0.2092619564858328
ACH-000226,-0.16815316354395127
ACH-000227,-0.17951052186071054
ACH-000228,-0.14522047244179082
ACH-000231,-0.18769829774932265
ACH-000232,0.003446077095418511
ACH-000233,-0.4219653750376921
ACH-000234,-0.2909966380140116
ACH-000235,-0.3026587763366746
ACH-000237,-0.20849773714186245
ACH-000238,-0.13557746224042766
ACH-000242,-0.32266055668642524
ACH-000243,-0.1492444665423959
ACH-000244,-0.4257485562161739
ACH-000246,-0.09956567134668448
ACH-000248,-0.3625360479428403
ACH-000250,-0.3334860315725197
ACH-000251,-0.06733374483968306
ACH-000252,-0.11498344269533943
ACH-000253,-0.21691712788661044
ACH-000255,-0.2707626255198984
ACH-000256,-0.2462477952085828
ACH-000257,-0.2485921069636456
ACH-000258,-0.05654431172385496
ACH-000259,-0.1909162706800545
ACH-000260,-0.2774945532460463
ACH-000261,-0.33500395607266376
ACH-000262,-0.3924105350319523
ACH-000263,-0.19246880323023696
ACH-000264,-0.13488168294856484
ACH-000265,-0.31833554721145346
ACH-000266,-0.20152082463517046
ACH-000272,-0.17474752513135766
ACH-000274,-0.2542341616743709
ACH-000277,-0.16513482743848812
ACH-000278,-0.1717802160908447
ACH-000279,-0.06605004061382852
ACH-000280,-0.2305234492079637
ACH-000281,0.022030445994255927
ACH-000288,-0.21999934786335665
ACH-000291,-0.08431396803352258
ACH-000293,-0.21533826614155746
ACH-000294,-0.4421678871883665
ACH-000295,-0.09200291544865498
ACH-000296,-0.08361838547301219
ACH-000302,-0.1565857682318544
ACH-000304,-0.3380008877601765
ACH-000307,-0.08336834795950337
ACH-000308,-0.08703906602584363
ACH-000310,-0.14782452454858028
ACH-000311,-0.13703822119186002
ACH-000312,-0.12756397391426355
ACH-000315,-0.16414000725744576
ACH-000316,-0.2811681161183873
ACH-000317,-0.374969996062188
ACH-000318,-0.16362011008369048
ACH-000319,-0.4090324210398324
ACH-000320,-0.1982243942283425
ACH-000322,-0.4385454000648241
ACH-000323,-0.08953773766891078
ACH-000324,-0.221022268614034
ACH-000329,-0.3247582376975135
ACH-000330,-0.1545058478186999
ACH-000331,-0.3620685231057369
ACH-000332,-0.3791478254790789
ACH-000334,-0.32969845874833303
ACH-000335,-0.227793378374242
ACH-000336,-0.2835625411759112
ACH-000337,-0.2138964572451514
ACH-000338,-0.5739494107113007
ACH-000339,-0.23913355862449265
ACH-000341,-0.22342520700402685
ACH-000348,-0.2677982145068232
ACH-000350,-0.14255876189063246
ACH-000352,-0.2927900326234512
ACH-000356,-0.07798066379977918
ACH-000361,-0.3929877371149618
ACH-000362,-0.21768440141498366
ACH-000363,-0.15471116014686148
ACH-000364,-0.25500862709185795
ACH-000365,-0.12602278517108198
ACH-000366,-0.07241815393725405
ACH-000368,-0.2985153299436936
ACH-000374,-0.2802734091972489
ACH-000375,-0.3497935018172953
ACH-000376,-0.2797475011930623
ACH-000381,-0.16360041104023015
ACH-000383,-0.19429142037786415
ACH-000387,-0.2977505331318654
ACH-000389,-0.19358759454121152
ACH-000390,-0.2188230092547166
ACH-000393,-0.3781134418987049
ACH-000395,-0.1929398535706386
ACH-000396,-0.4221857594597847
ACH-000397,-0.1203001267719567
ACH-000401,-0.1701198694531458
ACH-000402,0.18352167597804653
ACH-000403,-0.2867103365426958
ACH-000404,-0.5900476756575308
ACH-000406,-0.19572932085482966
ACH-000407,-0.4311238059653644
ACH-000408,-0.10779888506120372
ACH-000410,-0.29464177841680994
ACH-000411,-0.22442699106976288
ACH-000414,-0.2708522292388284
ACH-000415,-0.14160580755752442
ACH-000416,-0.11016262259030844
ACH-000420,-0.2937950608000109
ACH-000421,-0.13431482887301505
ACH-000424,-0.08631634356080843
ACH-000425,-0.3007308369894041
ACH-000426,-0.09498475754186947
ACH-000427,-0.18189407132993132
ACH-000433,-0.3938732277056303
ACH-000435,-0.028499749681821087
ACH-000436,-0.3986541532291756
ACH-000444,-0.2431109984703177
ACH-000445,-0.479690716743031
ACH-000448,-0.17953638784569897
ACH-000450,-0.16521768846800464
ACH-000452,-0.1367741960974875
ACH-000454,-0.20595308269729276
ACH-000458,-0.2652863330810587
ACH-000459,-0.1312915950320333
ACH-000460,-0.37983830321636575
ACH-000461,-0.4240578233934414
ACH-000463,-0.15551881606373313
ACH-000464,-0.40294007760783934
ACH-000466,-0.12793619019480051
ACH-000467,-0.1721789507613433
ACH-000468,-0.2434557594065057
ACH-000469,-0.2438133602708525
ACH-000470,-0.2670276057436056
ACH-000471,-0.1463532056427899
ACH-000472,-0.14901415262277976
ACH-000473,-0.2883392922740694
ACH-000475,-0.0201290626392651
ACH-000476,-0.4326063069432344
ACH-000477,-0.3196097299835299
ACH-000479,-0.23207205353145066
ACH-000480,-0.323606452255618
ACH-000481,-0.3260352165715549
ACH-000483,-0.6016681605294043
ACH-000484,-0.2908887640618523
ACH-000485,-0.3387877523682241
ACH-000486,-0.2177605005787869
ACH-000487,-0.1777212277334487
ACH-000488,-0.1897847236351127
ACH-000490,-0.3360778615818747
ACH-000491,-0.15378911523207506
ACH-000495,-0.4829208775994593
ACH-000496,-0.22220894892990128
ACH-000499,-0.14926422017894966
ACH-000500,-0.2146953880574218
ACH-000502,-0.3490859495479185
ACH-000503,-0.21299502600443468
ACH-000505,-0.31414695901576123
ACH-000507,-0.3320915947672505
ACH-000510,-0.15052925896858196
ACH-000511,-0.2924343251254174
ACH-000512,-0.4460392420374332
ACH-000516,-0.2588792445014958
ACH-000517,-0.2572532628263557
ACH-000518,-0.2664940189410708
ACH-000520,-0.3924774395437456
ACH-000521,-0.15875385647280613
ACH-000522,-0.19274068456954305
ACH-000524,-0.040285439769028736
ACH-000527,-0.2490966284967533
ACH-000528,-0.08630842749758229
ACH-000537,-0.2767667749675519
ACH-000541,-0.3955550308907424
ACH-000542,-0.2103253980926088
ACH-000544,-0.20162872779155586
ACH-000545,-0.22564015023024606
ACH-000547,-0.2188199164409619
ACH-000548,-0.16828384191016996
ACH-000549,-0.05277300735836845
ACH-000550,-0.1417965752243869
ACH-000552,-0.35174134683935426
ACH-000556,-0.15636041621762614
ACH-000557,-0.2803525905001285
ACH-000569,-0.2736539270998989
ACH-000570,-0.33941848384425954
ACH-000571,-0.21288196161751727
ACH-000573,-0.16602103315060632
ACH-000576,-0.23443761491645546
ACH-000579,-0.13052577953435246
ACH-000580,-0.2325189869947544
ACH-000584,-0.3112531354974138
ACH-000585,-0.25872243737446954
ACH-000588,-0.22704665707976274
ACH-000589,-0.16549291759221993
ACH-000591,-0.3670298285605863
ACH-000593,-0.18472810997500974
ACH-000600,-0.1840835057721243
ACH-000601,-0.3329311905552276
ACH-000605,-0.10304479476054712
ACH-000606,-0.07492674849832982
ACH-000608,-0.2651577547617789
ACH-000614,-0.4645257945695767
ACH-000616,-0.11847365293665164
ACH-000618,-0.17679422690436475
ACH-000619,-0.26941062752376743
ACH-000620,-0.17621718832415534
ACH-000621,-0.2366248707057561
ACH-000622,-0.12481242018585707
ACH-000623,-0.19673034058631592
ACH-000624,-0.1097374134524691
ACH-000627,-0.4208382424401861
ACH-000630,-0.2359753076024393
ACH-000631,-0.2879297305032009
ACH-000632,-0.4411114862750948
ACH-000633,-0.16377371961852505
ACH-000637,-0.14895198227688364
ACH-000638,-0.3197867950191539
ACH-000646,-0.1182107552035015
ACH-000647,-0.22346635742038648
ACH-000648,-0.16740094375637024
ACH-000649,-0.5038732031507347
ACH-000651,-0.35033858304459153
ACH-000652,-0.14276598183818195
ACH-000653,-0.19648705856271767
ACH-000657,-0.22714732364621004
ACH-000658,-0.08295589392863836
ACH-000661,-0.4388503411513948
ACH-000662,-0.1266749570498393
ACH-000663,-0.2780435925746006
ACH-000665,-0.3708650390976801
ACH-000671,-0.24293479407095825
ACH-000672,-0.25256774842478524
ACH-000673,-0.23875477223031386
ACH-000676,-0.2231785162581444
ACH-000677,-0.14769813781804794
ACH-000681,-0.3340910111385945
ACH-000683,-0.1762869796859396
ACH-000684,-0.2917509594480061
ACH-000688,-0.3071378040620049
ACH-000693,-0.15906905053337306
ACH-000694,-0.16578930536846942
ACH-000695,-0.1945601294782416
ACH-000696,-0.2847130848239145
ACH-000697,-0.6160344862775945
ACH-000699,-0.1302245526650113
ACH-000701,-0.26496434727648843
ACH-000706,-0.19726482166336645
ACH-000711,-0.2005813743239223
ACH-000713,-0.4994022703575775
ACH-000714,-0.8160082948977648
ACH-000718,-0.2618381767607321
ACH-000720,-0.2574706216287208
ACH-000721,-0.4677974835084273
ACH-000724,-0.19057293364487196
ACH-000725,-0.10569185867860266
ACH-000732,-0.16889414821895993
ACH-000734,-0.29541631367670185
ACH-000735,-0.16859141606422734
ACH-000736,-0.17120794210142865
ACH-000738,-0.3006928971216121
ACH-000746,-0.13887107931826706
ACH-000747,-0.6647802759265578
ACH-000748,-0.14810553085665915
ACH-000753,-0.35691539402067224
ACH-000756,-0.5002501384157007
ACH-000757,-0.3705419609593784
ACH-000758,-0.2298073076421581
ACH-000760,-0.14832063967874268
ACH-000762,-0.15577465856616626
ACH-000763,-0.2333644666183172
ACH-000764,-0.33297839502234416
ACH-000765,-0.21385502021463074
ACH-000766,-0.5339447655776615
ACH-000767,-0.189012442795147
ACH-000768,-0.2465220872006932
ACH-000769,-0.10045560217944197
ACH-000770,-0.1748750452956185
ACH-000771,-0.0413965795707635
ACH-000773,-0.4776071033243633
ACH-000776,-0.3441499205671925
ACH-000777,-0.2048427816605325
ACH-000778,-0.18612607793967528
ACH-000781,-0.3484629046411653
ACH-000782,-0.20146264435157732
ACH-000783,-0.3444059245111453
ACH-000784,-0.2984278898066634
ACH-000785,-0.20441352036822572
ACH-000787,-0.26532399552610914
ACH-000788,-0.2979581673605629
ACH-000791,-0.20898772628491316
ACH-000792,-0.11192622322734506
ACH-000794,-0.20071943058390815
ACH-000796,-0.22012799919787773
ACH-000798,-0.3655152725412404
ACH-000799,-0.4456294573809101
ACH-000800,-0.15131324839716642
ACH-000802,-0.11598630016427106
ACH-000804,-0.2604108880997077
ACH-000805,-0.5023358039991398
ACH-000809,-0.15570166928520213
ACH-000810,-0.275512618852305
ACH-000811,-0.1859263238506687
ACH-000817,-0.4906192758061916
ACH-000819,-0.14133708311249754
ACH-000820,-0.11417495044734975
ACH-000821,-0.2831966394734139
ACH-000822,-0.26892048575952315
ACH-000823,-0.18361430741554916
ACH-000824,-0.1831935338881611
ACH-000827,-0.32154323100375043
ACH-000829,-0.04268488339967357
ACH-000831,-0.2172345965783142
ACH-000832,-0.1952668820554088
ACH-000833,-0.2019469248871726
ACH-000834,-0.2675473979553636
ACH-000835,-0.2106064809031559
ACH-000836,-0.1595465523954769
ACH-000837,-0.19025118584565792
ACH-000838,-0.2791803135341269
ACH-000839,-0.11602071498887605
ACH-000840,-0.2833842604044055
ACH-000841,-0.3629892846696131
ACH-000843,-0.2363614508768437
ACH-000846,-0.05077729785870152
ACH-000847,-0.35841979634050863
ACH-000848,-0.012744933784068336
ACH-000849,-0.13790307017327436
ACH-000851,-0.17443374908532872
ACH-000855,-0.08064497680026572
ACH-000856,-0.09086013779852926
ACH-000858,-0.14939216558668453
ACH-000859,-0.3188532325736995
ACH-000861,-0.3476588948054533
ACH-000862,-0.004956049809732225
ACH-000865,-0.17580671054721875
ACH-000866,-0.16052346158396086
ACH-000867,-0.3677754382620072
ACH-000869,-0.15016082578695056
ACH-000872,-0.251203614985032
ACH-000873,-0.2411562903858425
ACH-000876,-0.12171642069126135
ACH-000878,-0.36734051323658135
ACH-000880,-0.18168791606161305
ACH-000881,-0.5672040296405856
ACH-000882,-0.47532336529341707
ACH-000884,-0.23775818330323206
ACH-000885,0.0246724190527025
ACH-000887,-0.12510890670461378
ACH-000889,-0.19091222461765087
ACH-000896,-0.19842078711289346
ACH-000898,-0.2038674368160404
ACH-000900,-0.4887636177815629
ACH-000901,-0.2154870151132197
ACH-000905,-0.28390493586628784
ACH-000906,-0.1492042285344524
ACH-000907,-0.4472008335426776
ACH-000910,-0.2539382299809484
ACH-000911,-0.3889570792801852
ACH-000912,-0.3515536610257359
ACH-000913,-0.3874875970640351
ACH-000915,-0.2719737395558189
ACH-000916,-0.2925737166081082
ACH-000917,-0.13540229224977532
ACH-000920,-0.1029484276704528
ACH-000921,-0.3632023384635612
ACH-000924,-0.1760129788600875
ACH-000926,-0.23651644070039066
ACH-000928,-0.19587831268266534
ACH-000929,-0.37923549995702976
ACH-000932,-0.24054862400388785
ACH-000935,-0.1703013837450988
ACH-000936,-0.23180184934261666
ACH-000937,-0.023796190808335657
ACH-000938,-0.2033589079475909
ACH-000939,-0.26636538148662997
ACH-000941,-0.09858940364376004
ACH-000943,-0.2925754708372954
ACH-000946,-0.10859309307722127
ACH-000947,-0.1491394123731435
ACH-000948,-0.33431826693108196
ACH-000950,-0.3754784165150585
ACH-000953,-0.15080111552537565
ACH-000954,-0.2043686027201559
ACH-000957,-0.1095254546383642
ACH-000958,-0.1850780783275316
ACH-000960,-0.10621248814353874
ACH-000963,-0.3189206143344261
ACH-000968,-0.33767584341297274
ACH-000969,-0.10635410412010847
ACH-000972,-0.3042992438883835
ACH-000973,-0.1871515650298201
ACH-000974,-0.12235347884498125
ACH-000978,-0.6601266507971155
ACH-000984,-0.14790306865877434
ACH-000986,-0.20457283892546416
ACH-000988,-0.2493153510034392
ACH-000993,-0.10033042022123613
ACH-000994,-0.1956064865297304
ACH-000996,-0.3063792990314152
ACH-001001,-0.17848056681746774
ACH-001020,-0.3125631474730676
ACH-001028,-0.29726882498906115
ACH-001031,-0.03249403443242672
ACH-001038,-0.201310897882362
ACH-001048,-0.19046883095354775
ACH-001050,-0.24813397249139604
ACH-001053,-0.026120446585433964
ACH-001054,-0.2839490218932594
ACH-001061,-0.2697695279438038
ACH-001067,-0.2420066099260794
ACH-001075,-0.2489094501086496
ACH-001096,-0.35589973618786563
ACH-001111,-0.16607306888752574
ACH-001119,-0.2766238404898816
ACH-001128,-0.6296943773793311
ACH-001134,-0.05113544376442393
ACH-001151,-0.1907432057478848
ACH-001163,-0.4455196475481358
ACH-001164,-0.12704350645790113
ACH-001183,-0.23424635887311496
ACH-001192,-0.05025402332876243
ACH-001193,-0.17895727667657393
ACH-001196,-0.2761459511939147
ACH-001197,-0.2629245223833885
ACH-001205,-0.11740651714773412
ACH-001211,-0.30717225442002943
ACH-001212,-0.19367776688334595
ACH-001228,-0.29452996124576714
ACH-001232,-0.34741582824059875
ACH-001239,-0.30406692422306664
ACH-001270,-0.4954209984587287
ACH-001274,-0.22608583974771185
ACH-001275,-0.2284407792048356
ACH-001277,-0.1310562188770321
ACH-001278,-0.33610894872824915
ACH-001280,-0.3279201031115141
ACH-001283,-0.09564152757422628
ACH-001289,-0.2742862876509116
ACH-001300,-0.07540381899713848
ACH-001301,-0.1502711055575718
ACH-001302,-0.1003095917698369
ACH-001306,-0.4437586181138765
ACH-001318,-0.17864834053389808
ACH-001322,-0.1643814570099673
ACH-001328,-0.09630131267635524
ACH-001332,-0.2532240701367533
ACH-001336,-0.16404161403788378
ACH-001346,-0.21467110350895527
ACH-001353,-0.25181300449409233
ACH-001354,-0.2561198235746403
ACH-001367,-0.1936713569683184
ACH-001368,-0.18233135694724434
ACH-001374,-0.1495019114768945
ACH-001377,-0.031266788258344794
ACH-001380,-0.21657946737409095
ACH-001391,-0.32923857907589377
ACH-001408,-0.2399228259134669
ACH-001430,-0.2953360503152522
ACH-001431,-0.20434966459212192
ACH-001450,-0.06399637142232639
ACH-001496,-0.39513146162138746
ACH-001500,-0.13811139083502308
ACH-001523,0.04585534282814066
ACH-001532,-0.2158323237108024
ACH-001550,-0.2232504719664913
ACH-001552,-0.2567314670492163
ACH-001554,-0.2549951274826935
ACH-001654,-0.3263592124594004
ACH-001735,-0.014146835446108659
ACH-001736,-0.13253621721922232
ACH-001737,0.031539656551289284
ACH-001740,-0.2974765452872829
ACH-001745,-0.2530921956147233
ACH-001765,-0.21743808358836292
