,UBAP2L (9898)
ACH-000004,-0.2416596348895428
ACH-000005,-0.21922956786355796
ACH-000007,-0.3542328585371402
ACH-000009,-0.2054536246513523
ACH-000011,-0.14239297200277087
ACH-000012,-0.10045780897255252
ACH-000013,-0.28784835318903884
ACH-000014,-0.2579502910812112
ACH-000015,-0.12306763772110813
ACH-000017,-0.19838400352961905
ACH-000018,-0.31118798828769745
ACH-000019,-0.2718927414877747
ACH-000021,-0.13930668769035787
ACH-000022,-0.11355252778768625
ACH-000025,-0.3783220819590996
ACH-000028,-0.3938329629130858
ACH-000030,-0.2553248697223006
ACH-000035,0.0029479474406573234
ACH-000036,-0.04693258206549615
ACH-000037,0.06572595176800546
ACH-000039,-0.24681343664645744
ACH-000040,-0.41278250062093697
ACH-000041,-0.2356280602886193
ACH-000042,-0.32967511369071323
ACH-000045,-0.2865708260656348
ACH-000047,-0.05966398262770092
ACH-000052,0.10350294924744773
ACH-000053,-0.05442261079384173
ACH-000054,-0.10603380264548312
ACH-000055,-0.4721186489243211
ACH-000060,-0.20216611474131035
ACH-000067,-0.18601810136983934
ACH-000070,-0.3452955171949297
ACH-000075,-0.16470384158289206
ACH-000078,-0.3900612538015799
ACH-000082,-0.14135884319504727
ACH-000085,-0.2756585148004307
ACH-000086,0.058720763009219384
ACH-000087,-0.2421243158045575
ACH-000092,-0.1727762179738537
ACH-000095,-0.3121378573301681
ACH-000097,-0.4815717014541762
ACH-000098,-0.07504789507426048
ACH-000099,-0.26701813970925364
ACH-000108,-0.290125464523475
ACH-000113,-0.22477123247389708
ACH-000116,-0.5530939615128564
ACH-000118,-0.02857014051210105
ACH-000120,-0.1102700531159994
ACH-000123,-0.31364269337888395
ACH-000127,-0.16019783803778312
ACH-000128,-0.2350139055726795
ACH-000132,-0.07795571322252222
ACH-000133,-0.18828493385452894
ACH-000137,0.039626158250370636
ACH-000138,-0.12933358329826725
ACH-000142,0.06466899735920133
ACH-000143,-0.06726817609376197
ACH-000146,-0.2300113129633387
ACH-000148,-0.1557062141246503
ACH-000150,-0.08301924443662556
ACH-000152,-0.03193986032122235
ACH-000153,-0.49611622296680397
ACH-000159,-0.08419772759105543
ACH-000160,0.09560507619759676
ACH-000163,-0.025701094057915968
ACH-000167,0.7156909599724133
ACH-000168,-0.1253368144779397
ACH-000169,-0.2876681309275515
ACH-000178,-0.3429390968668113
ACH-000183,0.006081278215252448
ACH-000188,-0.31046230344605635
ACH-000189,-0.08717306731495195
ACH-000190,-0.06891584413717908
ACH-000198,-0.4631298381873058
ACH-000203,-0.4609324312615585
ACH-000204,-0.13211622377825455
ACH-000206,0.025433191693734224
ACH-000207,0.026592326227460373
ACH-000208,0.02626589150527181
ACH-000210,-0.18706232550417334
ACH-000211,-0.15041605122160814
ACH-000215,-0.4139358625636313
ACH-000221,-0.1178222369680168
ACH-000222,-0.16581161730248414
ACH-000223,-0.19624374515318396
ACH-000226,-0.22633358993673386
ACH-000227,-0.17408511201194446
ACH-000228,-0.053490744160998624
ACH-000231,0.008454270802269412
ACH-000232,-0.29461750130602743
ACH-000233,-0.06255864784719918
ACH-000234,-0.2335667984753322
ACH-000235,0.02480362016464186
ACH-000237,-0.08923862540610095
ACH-000238,0.13557018030360546
ACH-000242,0.13150080736850378
ACH-000243,-0.1305040046295971
ACH-000244,-0.4824640344512215
ACH-000246,-0.3567695993322372
ACH-000248,-0.3561533393649419
ACH-000250,-0.3334694081679411
ACH-000251,-0.3128714400117352
ACH-000252,-0.10571558844296904
ACH-000253,-0.2459631988347901
ACH-000255,-0.18492483691342532
ACH-000256,-0.15126774872289145
ACH-000257,-0.4317733996131241
ACH-000258,0.014107605228965488
ACH-000259,-0.3092533975480479
ACH-000260,-0.019673708905635003
ACH-000261,0.011942014247865822
ACH-000262,-0.3530591704082892
ACH-000263,-0.25486231162255096
ACH-000264,-0.28688407054047205
ACH-000265,-0.035666260073143705
ACH-000266,-0.040385236050487376
ACH-000272,0.03403058972921332
ACH-000274,0.01750742065756476
ACH-000277,-0.3772988591812925
ACH-000278,-0.1681036614969066
ACH-000279,-0.2643950504631939
ACH-000280,-0.14593799073918284
ACH-000281,-0.3232582213872257
ACH-000288,-0.2946292613117033
ACH-000291,-0.37702062072144493
ACH-000293,-0.14947328156466202
ACH-000294,-0.060280313582774324
ACH-000295,-0.3338351862337635
ACH-000296,-0.3512441377359972
ACH-000302,-0.10760416981766008
ACH-000304,-0.1113949462635549
ACH-000307,-0.0844427150332356
ACH-000308,-0.2009542206997815
ACH-000310,-0.26696303368389296
ACH-000311,-0.01863494150674841
ACH-000312,-0.2549899459157381
ACH-000315,0.17269785810198066
ACH-000316,0.006007368879635824
ACH-000317,-0.3525180647320013
ACH-000318,-0.07247602960324642
ACH-000319,-0.0498438199658074
ACH-000320,0.08636069149313537
ACH-000322,-0.2755783403570439
ACH-000323,-0.07042435108415347
ACH-000324,-0.2895092258311678
ACH-000329,-0.2145785044496537
ACH-000330,-0.35349654000755115
ACH-000331,-0.3456240416293031
ACH-000332,-0.20388012688934165
ACH-000334,-0.0900909116749388
ACH-000335,-0.10610547658142347
ACH-000336,-0.4187240276288666
ACH-000337,-0.12039786055102285
ACH-000338,-0.3930569828409871
ACH-000339,-0.17866002740826428
ACH-000341,-0.3687323412459957
ACH-000348,-0.15923849647432772
