,DLK2 (65989)
ACH-000004,-0.12402952198257737
ACH-000005,0.1807472318206836
ACH-000007,-0.10638230781353547
ACH-000009,-0.02231350672482909
ACH-000011,-0.06681011412569804
ACH-000012,-0.08671109945501279
ACH-000013,-0.06631076207225513
ACH-000014,-0.1372246996690314
ACH-000015,-0.12166108796343952
ACH-000017,-0.06669313887606261
ACH-000018,-0.30594214152108745
ACH-000019,-0.03802614145232229
ACH-000021,-0.017513201911067068
ACH-000022,-0.13577765865669505
ACH-000025,-0.052986567010276535
ACH-000028,-0.07978960757868779
ACH-000030,-0.1262470535961899
ACH-000035,-0.2509320631149737
ACH-000036,-0.24040528746294054
ACH-000037,-0.15240249069338566
ACH-000039,-0.2833611416601444
ACH-000040,-0.1760187897145193
ACH-000041,-0.01807267911893491
ACH-000042,-0.08601409647612716
ACH-000045,-0.2423246705142545
ACH-000047,-0.2522648850877605
ACH-000052,-0.2344920760477209
ACH-000053,-0.03751636592442404
ACH-000054,-0.00456032177621952
ACH-000055,-0.2625132316184286
ACH-000060,-0.09827002380433801
ACH-000067,-0.5107812644868039
ACH-000070,-0.1884603518318195
ACH-000075,0.07776593770294278
ACH-000078,-0.017970055972595652
ACH-000082,-0.14453409003656675
ACH-000085,0.030799753127432068
ACH-000086,-0.12474187165564447
ACH-000087,0.07987237632114534
ACH-000092,-0.16833610906916333
ACH-000095,-0.0913352046859799
ACH-000097,-0.0398132570199087
ACH-000098,-0.13339293899872204
ACH-000099,-0.10267454867998506
ACH-000108,-0.23890525375729765
ACH-000113,-0.13435239612593794
ACH-000116,-0.049491879490819464
ACH-000118,-0.09469338514725052
ACH-000120,-0.2837833764969814
ACH-000123,-0.14597745783406188
ACH-000127,-0.17789835542547444
ACH-000128,-0.014440357279485004
ACH-000132,-0.1795625465281748
ACH-000133,-0.17015247091046118
ACH-000137,-0.19337056987203766
ACH-000138,-0.10796357136279684
ACH-000142,-0.06266539398345655
ACH-000143,0.0035066599957366946
ACH-000146,-0.16992551696886626
ACH-000148,0.02734346685376289
ACH-000150,-0.005306286967073971
ACH-000152,-0.15185625068710898
ACH-000153,-0.2852258290235639
ACH-000159,-0.05321699843358485
ACH-000160,-0.055983152419135866
ACH-000163,-0.0549558654904683
ACH-000167,-0.10876759933291012
ACH-000168,-0.10000702437959894
ACH-000169,-0.06700937609517643
ACH-000178,-0.044295408173203266
ACH-000183,-0.01337470407764846
ACH-000188,-0.01598756722495652
ACH-000189,0.15530886055132845
ACH-000190,-0.2886022570006875
ACH-000198,-0.14046889525647802
ACH-000203,-0.2247673891654476
ACH-000204,-0.09654443297359214
ACH-000206,-0.5010081231398342
ACH-000207,-0.2889830672134639
ACH-000208,-0.2642246358600561
ACH-000210,0.19663664529204344
ACH-000211,0.01821322487907781
ACH-000215,-0.16298999851285045
ACH-000221,0.03869088526342978
ACH-000222,-0.06862665786926894
ACH-000223,-0.14821478631118334
ACH-000226,-0.11787037165337093
ACH-000227,-0.2408317067011736
ACH-000228,-0.16965902470247676
ACH-000231,-0.19982361258663173
ACH-000232,-0.05590184204084249
ACH-000233,-0.16481488373017875
ACH-000234,-0.0036822015059486046
ACH-000235,-0.1047128413132795
ACH-000237,-0.08413861358577243
ACH-000238,-0.12234180748741685
ACH-000242,-0.27667824725762136
ACH-000243,-0.13586719849745446
ACH-000244,-0.11908809298745025
ACH-000246,-0.1273141152694479
ACH-000248,-0.15179773477605307
ACH-000250,-0.19151923492274536
ACH-000251,-0.3802699339200231
ACH-000252,-0.2539634648393273
ACH-000253,-0.0699513830436107
ACH-000255,-0.1151804798511422
ACH-000256,-0.006269334237207914
ACH-000257,-0.02320374831970394
ACH-000258,0.017095493842703726
ACH-000259,-0.1205255374054051
ACH-000260,-0.04139037868056111
ACH-000261,-0.23732676190002944
ACH-000262,-0.10914355446933546
ACH-000263,0.16813362352290845
ACH-000264,-0.11687001408448786
ACH-000265,-0.1454049871647516
ACH-000266,-0.06403072297180251
ACH-000272,-0.15096586449264968
ACH-000274,-0.01715074541405084
ACH-000277,-0.14239153921887793
ACH-000278,-0.09540503593086468
ACH-000279,-0.15354320471717742
ACH-000280,-0.04464349437924084
ACH-000281,-0.26652389078073463
ACH-000288,-0.0813245292657714
ACH-000291,-0.1379747447788444
ACH-000293,-0.044447535036980325
ACH-000294,0.09006085399883025
ACH-000295,-0.2644782758089141
ACH-000296,-0.08924458635499173
ACH-000302,-0.17318357044002386
ACH-000304,0.15764992602423586
ACH-000307,-0.2081595863863323
ACH-000308,-0.125927441870086
ACH-000310,-0.17359843462738833
ACH-000311,-0.0921228680672531
ACH-000312,-0.1457210724226676
ACH-000315,-0.0278498875904699
ACH-000316,-0.1224653979037756
ACH-000317,-0.047394682591338506
ACH-000318,0.004207905778562728
ACH-000319,-0.1777341672721428
ACH-000320,-0.3022934708874237
ACH-000322,-0.1258450786717026
ACH-000323,-0.0669573944720284
ACH-000324,-0.07399748152572748
ACH-000329,-0.181780523430684
ACH-000330,-0.29556146919362913
ACH-000331,-0.17122443224925585
ACH-000332,-0.2766503991952193
ACH-000334,-0.07940361252486858
ACH-000335,-0.0636015611360567
ACH-000336,-0.02754272511476628
ACH-000337,-0.26031609747638906
ACH-000338,-0.32233872996978685
ACH-000339,-0.08923851924176587
ACH-000341,-0.029636510302517207
ACH-000348,-0.08288972884063016
ACH-000350,0.01944350351087355
ACH-000352,-0.047619462634914116
ACH-000356,-0.14818602577434334
ACH-000361,-0.06722022432676962
ACH-000362,-0.019180255332933063
ACH-000363,-0.06170541692750889
ACH-000364,-0.16284732380580266
ACH-000365,-0.04202932440966476
ACH-000366,-0.07990066250486078
ACH-000368,-0.0461451656006615
ACH-000374,-0.16852386975666545
ACH-000375,-0.04681791223550415
ACH-000376,-0.07915390846546375
ACH-000381,-0.11896583512236153
ACH-000383,-0.054793892732248835
ACH-000387,-0.11203886976425452
ACH-000389,-0.1952221164293498
ACH-000390,-0.0417285835149819
ACH-000393,-0.15154864539415666
ACH-000395,-0.00047072321813833117
ACH-000396,-0.14408742409277808
ACH-000397,-0.010693477830689791
ACH-000401,-0.28708119602418336
ACH-000402,-0.24988542787085166
ACH-000403,-0.034451113493611484
ACH-000404,-0.1405861345627184
ACH-000406,-0.1620524340805551
ACH-000407,-0.08229892531937043
ACH-000408,0.005082810633694885
ACH-000410,-0.18220771845085929
ACH-000411,0.12080966883856176
ACH-000414,-0.10621401535936803
ACH-000415,-0.07430381256569255
ACH-000416,-0.18411023383310476
ACH-000420,0.037409706944737164
ACH-000421,-0.17444396192632616
ACH-000424,0.05507223442324617
ACH-000425,0.02775398841647996
ACH-000426,-0.06615369585199017
ACH-000427,-4.5151979108315476e-05
ACH-000433,0.00020349941511425568
ACH-000435,0.2435499669653124
ACH-000436,-0.08433390898409686
ACH-000444,-0.3715724197783759
ACH-000445,-0.27652589726294385
ACH-000448,-0.11261351220046993
ACH-000450,-0.12635329429151104
ACH-000452,-0.26116751719153924
ACH-000454,-0.32184787942229304
ACH-000458,-0.13845113490334035
ACH-000459,-0.05802316741548595
ACH-000460,-0.090255216482062
ACH-000461,-0.2657133610293741
ACH-000463,-0.06156078784314128
ACH-000464,0.03914077624657273
ACH-000466,-0.244110576087664
ACH-000467,-0.01877593166387702
ACH-000468,-0.14268971399642738
ACH-000469,-0.1600633948459988
ACH-000470,-0.1465176327574375
ACH-000471,-0.08773522553782362
ACH-000472,-0.03417527831155449
ACH-000473,-0.2303232602889865
ACH-000475,0.021250708474323952
ACH-000476,-0.01805639146045685
ACH-000477,0.20976315507538096
ACH-000479,-0.08715213709673893
ACH-000480,-0.05657727001951165
ACH-000481,-0.20459762768070933
ACH-000483,0.020743516621731142
ACH-000484,0.0374064024068145
ACH-000485,0.027688787108484825
ACH-000486,-0.06714420065925877
ACH-000487,-0.2363052863069875
ACH-000488,-0.1255809780518536
ACH-000490,-0.15661925409305075
ACH-000491,-0.22478972232236166
ACH-000495,-0.15498653581085592
ACH-000496,-0.1375090118412823
ACH-000499,-0.19750439825495744
ACH-000500,-0.21133289527568494
ACH-000502,-0.14824913082632352
ACH-000503,0.0499772990177066
ACH-000505,-0.04015518846256713
ACH-000507,-0.007462538763946048
ACH-000510,-0.1062435065966267
ACH-000511,-0.214115566309124
ACH-000512,-0.17415325455858546
ACH-000516,0.002865760552489999
ACH-000517,-0.07311850147483799
ACH-000518,-0.08286327218055414
ACH-000520,-0.17349619385675874
ACH-000521,-0.15669014867080713
ACH-000522,-0.12002475927424128
ACH-000524,-0.18273571657246016
ACH-000527,-0.14275082186900973
ACH-000528,-0.11867250743378233
ACH-000537,-0.054669770380668815
ACH-000541,-0.0002073007751805168
ACH-000542,-0.09910686994189424
ACH-000544,-0.0817792530452964
ACH-000545,-0.07957524478313245
ACH-000547,-0.17894053386143774
ACH-000548,-0.1945744551697045
ACH-000549,0.07987546411464065
ACH-000550,-0.12792922596209716
ACH-000552,-0.3039586570404131
ACH-000556,-0.1187148636944879
ACH-000557,-0.014167118643390698
ACH-000569,-0.11516429082432687
ACH-000570,-0.017003561381085056
ACH-000571,-0.2595082744593041
ACH-000573,-0.08031566576123278
ACH-000576,-0.2418333511467247
ACH-000579,-0.05946899561289167
ACH-000580,0.18532505181284528
ACH-000584,-0.07992118649847597
ACH-000585,-0.10776029999835604
ACH-000588,-0.3087871866225105
ACH-000589,-0.2161759737747201
ACH-000591,-0.10516727378532373
ACH-000593,0.013960955068483022
ACH-000600,-0.11864684605587665
ACH-000601,-0.11137628570481836
ACH-000605,-0.16657616713425835
ACH-000606,-0.07533754897736444
ACH-000608,-0.1455287094758684
ACH-000614,-0.0330633988715421
ACH-000616,-0.06752783791794381
ACH-000618,-0.027047036871332027
ACH-000619,-0.2381816906392915
ACH-000620,-0.08328614207809118
ACH-000621,-0.1945705649456596
ACH-000622,-0.16948755735300913
ACH-000623,-0.18074692038285534
ACH-000624,-0.11383182305094658
ACH-000627,-0.06785966611745224
ACH-000630,-0.0676287177090339
ACH-000631,-0.00824836895052638
ACH-000632,-0.044558753752552915
ACH-000633,-0.08250964154880909
ACH-000637,-0.23110972455040416
ACH-000638,-0.13519505455996492
ACH-000646,-0.23000625758265744
ACH-000647,-0.10916297579570944
ACH-000648,-0.09951948720589156
ACH-000649,-0.06086009436449321
ACH-000651,0.041472702273395036
ACH-000652,-0.060782551913950565
ACH-000653,-0.2762989129153829
ACH-000657,-0.10344184726865356
ACH-000658,-0.20613139266070105
ACH-000661,-0.1646318039285011
ACH-000662,0.004565547489717573
ACH-000663,-0.013221714394529877
ACH-000665,-0.14309318099879328
ACH-000671,-0.05614905732460139
ACH-000672,-0.33751052295555817
ACH-000673,-0.16554856915484167
ACH-000676,-0.15355058311596614
ACH-000677,-0.08637556448210877
ACH-000681,-0.16489814434513408
ACH-000683,-0.12158116501953325
ACH-000684,-0.05839309304118129
ACH-000688,-0.2731637763196304
ACH-000693,-0.09670101740188884
ACH-000694,-0.005921370856145147
ACH-000695,-0.13161035353046902
ACH-000696,-0.17232380998642438
ACH-000697,-0.02182483995784322
ACH-000699,-0.1479310971639276
ACH-000701,0.05047710041227325
ACH-000706,-0.2106571292006356
ACH-000711,-0.08066252950554345
ACH-000713,-0.1633835264753189
ACH-000714,-0.05863159953807213
ACH-000718,-0.12826166696634472
ACH-000720,-0.1746043444560486
ACH-000721,-0.0594718233555009
ACH-000724,-0.0674926277158109
ACH-000725,-0.08177822514396894
ACH-000732,-0.08197034622158901
ACH-000734,-0.16508809767775298
ACH-000735,-0.08725692636647207
ACH-000736,-0.11048918642020507
ACH-000738,-0.20856888279114488
ACH-000746,-0.14550144661809564
ACH-000747,-0.04764022677440125
ACH-000748,-0.17007547617322993
ACH-000753,-0.1951617816622815
ACH-000756,-0.04681522468698002
ACH-000757,-0.0009500828913641527
ACH-000758,0.07390770957606879
ACH-000760,-0.09198433962763017
ACH-000762,-0.02533212586823401
ACH-000763,-0.1928111097830722
ACH-000764,-0.4783697650635744
ACH-000765,-0.2539097100036505
ACH-000766,-0.2399830917248719
ACH-000767,-0.2215966455231501
ACH-000768,-0.1989144081236204
ACH-000769,-0.10844845128916608
ACH-000770,-0.1129687931124654
ACH-000771,-0.060227128335537686
ACH-000773,-0.14753729740941002
ACH-000776,-0.032918490342979875
ACH-000777,0.03361064263043702
ACH-000778,-0.04631815447970394
ACH-000781,-0.14666973516080506
ACH-000782,-0.2945503965193602
ACH-000783,-0.21883446664559905
ACH-000784,-0.09236634361410884
ACH-000785,-0.08033568214648386
ACH-000787,-0.1909518815859541
ACH-000788,-0.014283400725076669
ACH-000791,-0.2802331542399274
ACH-000792,-0.09391358616217699
ACH-000794,-0.1563772729344857
ACH-000796,-0.053905529281157716
ACH-000798,-0.3447381052794485
ACH-000799,-0.2580440971189802
ACH-000800,-0.5674350787123233
ACH-000802,-0.12381733290746715
ACH-000804,0.01764782203014276
ACH-000805,-0.20745567525400066
