,ICT1 (3396)
ACH-000004,-0.14911805070227865
ACH-000005,-0.019474219562827032
ACH-000007,-0.3503841661715109
ACH-000009,-0.3249215858411708
ACH-000011,0.12933041492364036
ACH-000012,-0.23538179201946186
ACH-000013,-0.26282900024184114
ACH-000014,-0.32659091447222344
ACH-000015,-0.4352557874067745
ACH-000017,-0.3861313876793285
ACH-000018,-0.024828772891918257
ACH-000019,-0.5272695296033804
ACH-000021,-0.29417898741152304
ACH-000022,-0.4432487617317901
ACH-000025,-0.17191924840455108
ACH-000028,-0.38611502685569465
ACH-000030,-0.1770038614127493
ACH-000035,-0.29154130665270644
ACH-000036,0.061298006520630124
ACH-000037,-0.3569779050849976
ACH-000039,-0.22468102465375006
ACH-000040,-0.05439290994955661
ACH-000041,-0.2014083652745247
ACH-000042,-0.2477015272743786
ACH-000045,-0.4744206538429042
ACH-000047,-0.4481692521632491
ACH-000052,-0.2342827422059207
ACH-000053,-0.1274653038800688
ACH-000054,-0.5794535476234894
ACH-000055,0.1127596090991353
ACH-000060,-0.3102754920239123
ACH-000067,-0.3219988182683033
ACH-000070,-0.20510318494618307
ACH-000075,-0.2631189483358619
ACH-000078,-0.1959299162587022
ACH-000082,-0.3056178557646396
ACH-000085,-0.2842555565991304
ACH-000086,-0.3546501513215434
ACH-000087,-0.2477040315833724
ACH-000092,-0.21931953452722944
ACH-000095,-0.10331998411690048
ACH-000097,-0.013639219662555064
ACH-000098,-0.19552287485602887
ACH-000099,-0.3851704830691078
ACH-000108,-0.3647809273705871
ACH-000113,-0.2837764645181557
ACH-000116,-0.2930653316878262
ACH-000118,-0.5430795983604956
ACH-000120,-0.30728320267809833
ACH-000123,-0.4894783821934714
ACH-000127,-0.32441148311139506
ACH-000128,-0.3101974036895089
ACH-000132,-0.3702489157083823
ACH-000133,-0.179978046460369
ACH-000137,-0.10737966950947443
ACH-000138,-0.1416028582808853
ACH-000142,-0.2305729260809597
ACH-000143,-0.3303926993758295
ACH-000146,-0.19468423668013515
ACH-000148,-0.35908834192263633
ACH-000150,-0.3502544855647494
ACH-000152,-0.2802831581538934
ACH-000153,-0.1537116636561171
ACH-000159,-0.2833661581371827
ACH-000160,-0.416698581276276
ACH-000163,-0.16917058615487238
ACH-000167,-0.25912280897527434
ACH-000168,-0.06789904032638817
ACH-000169,-0.014382506469642009
ACH-000178,-0.09998673994935917
ACH-000183,-0.15255028830713185
ACH-000188,-0.06936718198732082
ACH-000189,-0.23388510973207194
ACH-000190,-0.3159861221358198
ACH-000198,-0.4142519037420892
ACH-000203,-0.2163341149013646
ACH-000204,-0.2448847830166817
ACH-000206,-0.3100024126220203
ACH-000207,-0.2749583138779508
