,ATP6V0D1 (9114)
ACH-000004,-0.472559999766176
ACH-000005,-0.4779208627113973
ACH-000007,-0.452283625438831
ACH-000009,-0.1384878940444455
ACH-000011,-0.3272199109579342
ACH-000012,-0.2547643796990817
ACH-000013,-0.15692424165686186
ACH-000014,-0.3628567919928327
ACH-000015,-0.09005104513225842
ACH-000017,-0.6089982429189067
ACH-000018,-0.4378493094210273
ACH-000019,-0.3498420010558114
ACH-000021,-0.5890504757538683
ACH-000022,-0.16138066165099174
ACH-000025,-0.5633802630074131
ACH-000028,0.05971170128778856
ACH-000030,-0.3705279806960257
ACH-000035,-0.3758929554896327
ACH-000036,-0.3448090664634185
ACH-000037,-0.4323866383976821
ACH-000039,-0.3506660878605692
ACH-000040,-0.4537600090985022
ACH-000041,-0.2963828026405999
ACH-000042,-0.2228048857977724
ACH-000045,-0.4222097640237422
ACH-000047,-0.32857193596143125
ACH-000052,-0.6360804938377037
ACH-000053,-0.4893141021057688
ACH-000054,-0.2006699767688473
ACH-000055,-0.3071372598848869
ACH-000060,-0.3764879642326289
ACH-000067,-0.3436137112850302
ACH-000070,-0.5178232414802765
ACH-000075,-0.4088601651895806
ACH-000078,-0.4180322781137304
ACH-000082,-0.696122124326939
ACH-000085,-0.27416835447945354
ACH-000086,-0.4214540262522203
ACH-000087,-0.39801953304094895
ACH-000092,-0.4301062904946889
ACH-000095,-0.2746866970623044
ACH-000097,-0.17684884452839056
ACH-000098,-0.41150087220011056
ACH-000099,-0.21046268261093315
ACH-000108,-0.4088195202486952
ACH-000113,-0.3165910719084406
ACH-000116,-0.2738095110071941
ACH-000118,-0.3066216340745817
ACH-000120,-0.16734837273198014
ACH-000123,-0.3913367668733357
ACH-000127,-0.5171030327244219
ACH-000128,-0.5059880682185118
ACH-000132,-0.3964797450516169
ACH-000133,-0.7759930595922989
ACH-000137,-0.2902663790333371
ACH-000138,-0.28782156011316185
ACH-000142,-0.4750456314978149
ACH-000143,-0.3700456920338393
ACH-000146,-0.4762057248023019
ACH-000148,-0.3927875764973221
ACH-000150,-0.18861368204936216
ACH-000152,-0.5498021607082908
ACH-000153,-0.38665127796312937
ACH-000159,-0.3537428286365661
ACH-000160,-0.3354969418998732
ACH-000163,-0.22866887238802286
ACH-000167,-0.5096062868967194
ACH-000168,-0.30007813374081194
ACH-000169,-0.5014761624876306
ACH-000178,-0.5051179876875566
ACH-000183,-0.4205826142996045
ACH-000188,-0.35531011797148976
ACH-000189,-0.5695695393530152
ACH-000190,-0.4344862918051136
ACH-000198,-0.3351760853391316
ACH-000203,-0.26861442883324155
ACH-000204,-0.2688741295790653
ACH-000206,-0.3804019593155328
ACH-000207,-0.4245146603890234
ACH-000208,-0.25771159199383514
ACH-000210,-0.05363791081322373
ACH-000211,-0.5222519274540848
ACH-000215,-0.3753695560734541
ACH-000221,-0.24822390319708246
ACH-000222,-0.12831633939228793
ACH-000223,-0.36908983359784375
ACH-000226,-0.3335716495686924
ACH-000227,-0.26978397634898543
ACH-000228,-0.385305925123678
ACH-000231,-0.5370242891501069
ACH-000232,-0.3629733647444453
ACH-000233,-0.504383311084319
ACH-000234,-0.3895972469383415
ACH-000235,-0.35266966566324315
ACH-000237,-0.4760895403365011
ACH-000238,-0.2397406858277947
ACH-000242,-0.04677378012509759
ACH-000243,-0.3494324741404076
ACH-000244,-0.6303784637528526
ACH-000246,-0.348793698187508
ACH-000248,-0.42339954009813946
ACH-000250,-0.38458244342387854
ACH-000251,-0.39772517786990097
ACH-000252,-0.3321894240421268
ACH-000253,-0.4196313898185812
ACH-000255,-0.40158095651959796
ACH-000256,-0.2538108753352033
ACH-000257,-0.6205217060863644
ACH-000258,-0.3781724338562899
ACH-000259,-0.559450766495077
ACH-000260,-0.31074146295845684
ACH-000261,-0.3028403919736944
ACH-000262,-0.2644504921483966
ACH-000263,-0.4774132144891627
ACH-000264,-0.4478632100975143
ACH-000265,-0.16122177737100865
ACH-000266,-0.5677802879540558
ACH-000272,-0.4466804567472896
ACH-000274,-0.2161190544232162
ACH-000277,-0.483667551325273
ACH-000278,-0.597763028410087
ACH-000279,-0.3715420917149181
ACH-000280,-0.3369178645828884
ACH-000281,-0.3814305175271021
ACH-000288,-0.49315388278345207
ACH-000291,-0.06544984540758182
ACH-000293,-0.3854324660352102
ACH-000294,-0.1052502188623834
ACH-000295,-0.5717492821946784
ACH-000296,-0.37487307249949176
ACH-000302,-0.2730107705812672
ACH-000304,-0.2935008383127363
ACH-000307,-0.4154476860995515
ACH-000308,-0.3657903302501953
ACH-000310,-0.4922845579086891
ACH-000311,-0.509758247884345
ACH-000312,-0.342785502567841
ACH-000315,-0.7146369396317039
ACH-000316,-0.03988981476022451
ACH-000317,-0.2689646454084658
ACH-000318,-0.344787225578314
ACH-000319,-0.3979228497417217
ACH-000320,-0.5002159218319221
ACH-000322,-0.5595933574406039
ACH-000323,-0.077237171697913
ACH-000324,-0.2208267482427665
ACH-000329,-0.3163886318081581
ACH-000330,-0.5966874912223863
ACH-000331,-0.4759035048290996
ACH-000332,-0.46770490657230196
ACH-000334,-0.4664603782157663
ACH-000335,-0.05963077167210201
ACH-000336,-0.27400643549790044
ACH-000337,-0.5436874920041719
ACH-000338,-0.3541822844027953
ACH-000339,-0.4092725085071425
ACH-000341,-0.2233243019961504
ACH-000348,-0.3547614173328729
ACH-000350,-0.3965615670549401
ACH-000352,-0.361924326312044
ACH-000356,-0.2628346166043604
ACH-000361,-0.5024251302104364
ACH-000362,-0.2683422467703148
ACH-000363,-0.725202644333425
ACH-000364,-0.35557446938992016
ACH-000365,-0.3707784424343641
ACH-000366,-0.3814729346689241
ACH-000368,-0.22102287402162907
ACH-000374,-0.2558420955099564
ACH-000375,-0.4231483469372788
ACH-000376,-0.2830654576062673
ACH-000381,-0.28050569718048896
ACH-000383,-0.4459319791268075
ACH-000387,-0.4639526279812052
ACH-000389,-0.19223763667670532
ACH-000390,-0.2772865448637214
ACH-000393,-0.26669734697005154
ACH-000395,-0.4659661396820984
ACH-000396,-0.6381109532971331
ACH-000397,-0.4525392539221239
ACH-000401,-0.4436261560174217
ACH-000402,-0.170536497323466
ACH-000403,-0.5857585767364153
ACH-000404,-0.16842410605878336
ACH-000406,-0.54880993659426
ACH-000407,-0.32745987303772633
ACH-000408,-0.3191129310554773
ACH-000410,-0.3617670399024715
ACH-000411,-0.23770895784914736
ACH-000414,-0.3466485005360189
ACH-000415,-0.32415375049174183
ACH-000416,-0.4191956293030026
ACH-000420,-0.2626550317701334
ACH-000421,-0.5706374498897789
ACH-000424,-0.5654117817398449
ACH-000425,-0.6237125380516404
ACH-000426,-0.3341786314090958
ACH-000427,-0.5187758784297056
ACH-000433,-0.4954246672527482
ACH-000435,-0.36962527853470656
