,NXNL1 (115861)
ACH-000004,-0.07485327408496313
ACH-000005,-0.09706181687539156
ACH-000007,0.005283048992319686
ACH-000009,-0.06291003067723676
ACH-000011,-0.08847868794132499
ACH-000012,-0.06133741468811301
ACH-000013,0.030690624610348414
ACH-000014,-0.1812659162168048
ACH-000015,-0.08252883973197314
ACH-000017,0.005544678212419176
ACH-000018,-0.30948418821919543
ACH-000019,-0.182537972864365
ACH-000021,-0.13408254798887834
ACH-000022,-0.09326457243331113
ACH-000025,-0.13748705380271065
ACH-000028,0.14385499391526255
ACH-000030,-0.13155711356004632
ACH-000035,-0.055114137705079135
ACH-000036,0.0001402843582253941
ACH-000037,0.029362721756935294
ACH-000039,-0.08972824806240666
ACH-000040,-0.1727970013823712
ACH-000041,-0.10822935317552324
ACH-000042,-0.2089536699511932
ACH-000045,-0.028973911735540106
ACH-000047,0.05329134347879688
ACH-000052,-0.20982869685999084
ACH-000053,-0.01873463164428081
ACH-000054,0.015689623388522436
ACH-000055,-0.20766385228218412
ACH-000060,-0.14795986266143998
ACH-000067,-0.031791183767275286
ACH-000070,-0.17497190298709644
ACH-000075,-0.0780640861006629
ACH-000078,-0.0573566020934935
ACH-000082,-0.1574840780097534
ACH-000085,-0.2406608710845115
ACH-000086,-0.06632680662628376
ACH-000087,-0.1596473384670532
ACH-000092,-0.10111612389006612
ACH-000095,-0.3003968705347758
ACH-000097,-0.014993781252415647
ACH-000098,-0.2281755448528625
ACH-000099,0.06295869386890694
ACH-000108,-0.09704934519443167
ACH-000113,-0.1385969963703794
ACH-000116,-0.06667189236828783
ACH-000118,-0.1807390976803281
ACH-000120,-0.12039879259548993
ACH-000123,-0.04434815377969043
ACH-000127,-0.1127915755000311
ACH-000128,-0.13807146158068725
ACH-000132,-0.018477806683270183
ACH-000133,0.003133878219720485
ACH-000137,-0.19435401377018904
ACH-000138,-0.13853984293447166
ACH-000142,0.10165523304762103
ACH-000143,-0.15090759920034788
ACH-000146,-0.11966317627852074
ACH-000148,0.05802415486726895
ACH-000150,0.0014834122963248016
ACH-000152,0.028099143236246002
ACH-000153,-0.061483347376482325
ACH-000159,0.06862178903590685
ACH-000160,-0.012972755643298656
ACH-000163,-0.2399260319067739
ACH-000167,0.2770454156676753
ACH-000168,-0.025941379905393226
ACH-000169,0.09899932500444228
ACH-000178,0.05606100639159059
ACH-000183,-0.14953077169181084
ACH-000188,-0.2938553606045681
ACH-000189,-0.0068212715196226134
ACH-000190,0.15351727409980448
ACH-000198,-0.05804911200809172
ACH-000203,0.29859342936357125
ACH-000204,-0.19253101745214526
ACH-000206,-0.00278955536884223
ACH-000207,-0.1161114851852019
ACH-000208,-0.045555120854302585
ACH-000210,-0.1478269106032405
ACH-000211,-0.10570166707041516
ACH-000215,-0.04698127725211621
ACH-000221,-0.007396791145686699
ACH-000222,-0.06918002140019741
ACH-000223,0.059600640676907374
ACH-000226,-0.06665133597639478
ACH-000227,-0.06943523390498371
ACH-000228,-0.1369259036404632
ACH-000231,0.0776591715813379
ACH-000232,-0.02100790850355781
ACH-000233,0.025176243572335968
ACH-000234,-0.052846412590591835
ACH-000235,-0.08252374981352728
ACH-000237,-0.02773827637410992
ACH-000238,-0.02260327682653028
ACH-000242,0.004743699952427649
ACH-000243,-0.012821735805315886
ACH-000244,0.03187112590529504
ACH-000246,0.014792892619321794
ACH-000248,-0.400941950131438
ACH-000250,-0.08117514891553074
ACH-000251,-0.31851047445996405
ACH-000252,0.011139438500538043
ACH-000253,-0.05493930519209608
ACH-000255,-0.10390190309352797
ACH-000256,-0.07125620011827767
ACH-000257,-0.13906031973113306
ACH-000258,0.058615993670293076
ACH-000259,0.015571237949016659
ACH-000260,-0.09320183940844363
ACH-000261,-0.07891953439819142
ACH-000262,0.04564175826176743
ACH-000263,0.09837887847944783
ACH-000264,0.027957481613920938
ACH-000265,-0.03039490224895281
ACH-000266,-0.032403458117184245
ACH-000272,0.006410725913595704
ACH-000274,-0.02295726858987087
ACH-000277,-0.003069373331202832
ACH-000278,-0.018610243905294668
ACH-000279,0.06538702234427207
ACH-000280,0.016758073513746446
ACH-000281,0.09307269899683698
ACH-000288,0.052905854867528065
ACH-000291,-0.09811204450410888
ACH-000293,-0.0043177223270065715
ACH-000294,-0.1724963501505856
ACH-000295,-0.16249912449531176
ACH-000296,-0.11152876733112277
ACH-000302,-0.1412663795998058
ACH-000304,0.08162252691732602
ACH-000307,-0.09572421030795854
ACH-000308,-0.06297564033093159
ACH-000310,-0.14574138893041882
ACH-000311,0.09857681765218354
ACH-000312,-0.03228020497471548
ACH-000315,0.014163080335802884
ACH-000316,-0.019478419191122347
ACH-000317,0.015627273228287088
ACH-000318,-0.11372016202828608
ACH-000319,-0.06042423609602152
ACH-000320,0.00916413021368132
ACH-000322,0.0529293874629064
ACH-000323,-0.12376717105423785
ACH-000324,-0.0492420317686052
ACH-000329,-0.0467906358700911
ACH-000330,0.04514469367779676
ACH-000331,-0.16969167360156956
ACH-000332,-0.003091398754249644
ACH-000334,-0.2140141093769065
ACH-000335,-0.13021387340419702
ACH-000336,0.13738422979986187
ACH-000337,0.05233806514315082
ACH-000338,-0.1755049952521716
ACH-000339,0.07754220866273744
ACH-000341,-0.03542810589036072
ACH-000348,-0.10861126475577933
ACH-000350,0.10411744853385277
ACH-000352,-0.03949838321691387
ACH-000356,-0.1429341154879593
ACH-000361,-0.06385550399731074
ACH-000362,-0.11304636377863372
ACH-000363,-0.09894342600370083
ACH-000364,-0.06820136503392497
ACH-000365,-0.08212051967713632
ACH-000366,-0.03507561837481636
ACH-000368,0.02287595673411369
ACH-000374,-0.2561137905955836
ACH-000375,-0.17657685909405846
ACH-000376,0.12980529646354985
ACH-000381,0.02473640675394502
ACH-000383,-0.015748350801464767
ACH-000387,-0.1887476377753867
ACH-000389,-0.09847726720696386
ACH-000390,-0.08783935971843843
ACH-000393,-0.12140481656711592
ACH-000395,-0.35559561607368084
ACH-000396,-0.1075863517990533
ACH-000397,-0.011438649548101693
ACH-000401,-0.14784218456817555
ACH-000402,-0.22886945202640055
ACH-000403,-0.1868182996242712
ACH-000404,-0.03488466296385053
ACH-000406,-0.019855493889493533
ACH-000407,-0.23583709164479955
ACH-000408,-0.028377468739106782
ACH-000410,-0.010431026528662016
ACH-000411,-0.047733421342446035
ACH-000414,-0.07922459641386473
ACH-000415,-0.12694939147645087
ACH-000416,-0.1851175003592299
ACH-000420,0.1037971613372624
ACH-000421,0.0021996143354657363
ACH-000424,-0.029250861083173974
ACH-000425,-0.15054093118432016
ACH-000426,-0.07352621956533306
ACH-000427,-0.08935759089266446
ACH-000433,-0.2892958432030868
ACH-000435,-0.12861032363687044
ACH-000436,-0.05688459510779624
ACH-000444,0.011861172314716265
ACH-000445,-0.18983282927765888
ACH-000448,-0.17283873192668314
ACH-000450,-0.03942977987772939
ACH-000452,-0.034741050471964505
ACH-000454,-0.4763588114419219
ACH-000458,0.0030923352278388397
ACH-000459,-0.1059347141041112
ACH-000460,-0.0930806680197852
ACH-000461,-0.07285980664785002
ACH-000463,0.08070970882366921
ACH-000464,-0.05048392446412405
ACH-000466,-0.17965211533822228
ACH-000467,-0.05161767610267308
ACH-000468,-0.07445646976187881
ACH-000469,-0.005102123346007436
ACH-000470,-0.07006425760240757
ACH-000471,0.024677348051437988
ACH-000472,-0.07473315684245348
ACH-000473,0.0982730099465927
ACH-000475,-0.10689026406244337
ACH-000476,0.008485950403838247
ACH-000477,-0.017082961915361856
ACH-000479,-0.04348487407190646
ACH-000480,-0.05222726119693548
ACH-000481,-0.07621208616425293
ACH-000483,0.02233565704139969
ACH-000484,-0.027358604600500595
ACH-000485,-0.1491680269798452
ACH-000486,-0.01504155458411911
ACH-000487,-0.20911407988134198
ACH-000488,-0.013794462215529027
ACH-000490,-0.025176306733366245
ACH-000491,-0.13046407934617324
ACH-000495,-0.12773486942302942
ACH-000496,-0.0794678716324108
ACH-000499,-0.1742490241460068
ACH-000500,0.011270689719260363
ACH-000502,-0.024817793517398504
ACH-000503,0.05573531313397495
ACH-000505,-0.17000666422747904
ACH-000507,-0.06351581131484922
ACH-000510,-0.0016082463977834828
ACH-000511,-0.07106892680627806
ACH-000512,-0.03180083020364842
ACH-000516,0.01407573157890709
ACH-000517,-0.042510461736773315
ACH-000518,-0.013511730731484213
ACH-000520,-0.11496494990382534
ACH-000521,-0.03422283330962925
ACH-000522,-0.15122235240546933
ACH-000524,-0.08726001280807645
ACH-000527,0.001319083660570883
ACH-000528,0.031098162036046994
ACH-000537,-5.874449817187499e-05
ACH-000541,-0.062074983886004576
ACH-000542,-0.02976040929548105
ACH-000544,0.012090258663870541
ACH-000545,-0.1105709604735588
ACH-000547,0.007415809800870332
ACH-000548,-0.08521050549216631
ACH-000549,-0.08912834938578948
ACH-000550,0.004129802966010037
ACH-000552,-0.06256048506487584
ACH-000556,-0.13718466099080545
ACH-000557,-0.24928498879422925
ACH-000569,-0.08212810072924616
ACH-000570,0.05875517687737158
ACH-000571,-0.1857333680232012
ACH-000573,-0.07723023750941221
ACH-000576,-0.08034689038203949
ACH-000579,-0.0510232734283792
ACH-000580,-0.20221005097848446
ACH-000584,-0.09492054345903206
ACH-000585,-0.1479216517842497
ACH-000588,-0.028839299883433037
ACH-000589,-0.12420005848115136
ACH-000591,-0.090695168620354
ACH-000593,-0.1312323058711693
ACH-000600,-0.02238121167821689
ACH-000601,-0.06844490801240563
ACH-000605,-0.3463868982629161
ACH-000606,-0.14513171006980313
ACH-000608,-0.15536666042082645
ACH-000614,0.0886220701848631
ACH-000616,0.15174642477658454
ACH-000618,-0.1619933451633605
ACH-000619,-0.13916817093155825
ACH-000620,-0.13589875133218882
ACH-000621,-0.10027867365536801
ACH-000622,-0.04094252917832725
ACH-000623,-0.02690033569927157
ACH-000624,-0.04108913673591872
ACH-000627,-0.13071013137940005
ACH-000630,0.04626157164754323
ACH-000631,-0.05499868916457818
ACH-000632,-0.0416286150264323
ACH-000633,-0.058141235534877614
ACH-000637,-0.3328889020640301
ACH-000638,-0.19805937062413212
ACH-000646,-0.038750136953725964
ACH-000647,-0.09740014786720533
ACH-000648,0.06075645689428006
ACH-000649,-0.08153961110170735
ACH-000651,-0.057031358099340665
ACH-000652,-0.17858547141671538
ACH-000653,-0.05074847224496663
ACH-000657,-0.054281794512749545
ACH-000658,-0.17624710977310198
ACH-000661,-0.02879046897628188
ACH-000662,-0.31512305789527445
ACH-000663,-0.0067459268266282756
ACH-000665,-0.22536339939312394
ACH-000671,0.08870174913408962
ACH-000672,0.054556641473590906
ACH-000673,-0.054986777824139535
ACH-000676,-0.10551194422328143
ACH-000677,0.02001210374626313
ACH-000681,0.05735964663508584
ACH-000683,-0.1440023745350151
ACH-000684,0.039875455500908485
ACH-000688,-0.005385631192013886
ACH-000693,0.023548829025793985
ACH-000694,0.06653906328726694
ACH-000695,-0.3350992822855303
ACH-000696,-0.05581059021085491
ACH-000697,-0.20686097150809485
ACH-000699,0.006748478864987207
ACH-000701,-0.0056670879802648575
ACH-000706,-0.08560976156835842
ACH-000711,-0.05237972883060834
ACH-000713,-0.18500350397912504
ACH-000714,-0.18074757945759007
ACH-000718,-0.09319971723417103
ACH-000720,-0.17848357557406827
ACH-000721,-0.2662777067941393
ACH-000724,-0.17389676698265571
ACH-000725,-0.14848019345629784
ACH-000732,-0.0024458977254249656
ACH-000734,-0.19478382172023528
ACH-000735,-0.031600426762327175
ACH-000736,-0.05476772583808245
ACH-000738,-0.0864302280697023
ACH-000746,0.024397978021444743
ACH-000747,-0.1286368954549413
ACH-000748,-0.13095245838822658
ACH-000753,-0.0574104436360259
ACH-000756,-0.12213266943499827
ACH-000757,-0.047582367189265874
ACH-000758,0.018232430315325968
ACH-000760,0.06120219046768791
ACH-000762,-0.03842663749408707
ACH-000763,-0.05428869329846695
ACH-000764,-0.3291489609995391
ACH-000765,-0.05963894808619675
ACH-000766,-0.08497072274931129
ACH-000767,-0.13011811058692718
ACH-000768,-0.19878629328676636
ACH-000769,-0.1086559407310244
ACH-000770,-0.02907854863272407
ACH-000771,-0.05596546396705893
