,WFIKKN1 (117166)
ACH-000004,-0.08210257227995432
ACH-000005,0.15748165493640304
ACH-000007,-0.16994039311618725
ACH-000009,-0.012270953254539377
ACH-000011,-0.06205733549736999
ACH-000012,-0.07853220031672739
ACH-000013,-0.10758168000073004
ACH-000014,0.009207421799132285
ACH-000015,-0.15439792871124575
ACH-000017,-0.07466094969245779
ACH-000018,-0.12617293033397112
ACH-000019,-0.25263489182498633
ACH-000021,-0.08550234541274811
ACH-000022,-0.10542051623922016
ACH-000025,-0.03217491162897744
ACH-000028,-0.057239541473244185
ACH-000030,-0.03061811563947205
ACH-000035,0.024676536341127382
ACH-000036,-0.26918351397867896
ACH-000037,-0.10798704491760147
ACH-000039,-0.08541919105566513
ACH-000040,-0.10271779396241253
ACH-000041,-0.003974128579987019
ACH-000042,-0.00264816220817657
ACH-000045,0.05330464198374031
ACH-000047,-0.1792762616849306
ACH-000052,0.15032295866788148
ACH-000053,-0.3013303549648577
ACH-000054,-0.09183395852459376
ACH-000055,0.021573009611116325
ACH-000060,-0.11221699092201054
ACH-000067,-0.0037975170493513735
ACH-000070,-0.12135838314446702
ACH-000075,-0.20566689273277886
ACH-000078,-0.13132342317344511
ACH-000082,-0.107855104171699
ACH-000085,-0.16666900722720193
ACH-000086,-0.05459678948633935
ACH-000087,0.06578013631221108
ACH-000092,-0.12521362177134934
ACH-000095,-0.17960660107919502
ACH-000097,-0.13846229769175555
ACH-000098,-0.1470376348903448
ACH-000099,-0.1875646771276316
ACH-000108,-0.07231751750683206
ACH-000113,-0.02362160303444657
ACH-000116,-0.038154519061036535
ACH-000118,0.017140575532344975
ACH-000120,-0.07277734784012255
ACH-000123,-0.113127786356909
ACH-000127,-0.02628056923510495
ACH-000128,0.009092137063745426
ACH-000132,0.05447433042067212
ACH-000133,-0.06833218737997057
ACH-000137,-0.009323864189142092
ACH-000138,-0.07849592151923021
ACH-000142,-0.07064928300117068
ACH-000143,-0.12103293382766295
ACH-000146,-0.014937960037762613
ACH-000148,-0.1327299118837693
ACH-000150,-0.02371901702122816
ACH-000152,0.034338644474053256
ACH-000153,-0.17842421932990934
ACH-000159,-0.10135620480399753
ACH-000160,-0.04388372833800918
ACH-000163,-0.28837001211049273
ACH-000167,-0.026943621330077727
ACH-000168,0.030621349672156663
ACH-000169,-0.15110618271694787
ACH-000178,-0.1165790215873036
ACH-000183,-0.01145716531153545
ACH-000188,-0.07634057017659178
ACH-000189,-0.2161970552014568
ACH-000190,-0.01432152635610692
ACH-000198,-0.03761522204585262
ACH-000203,-0.42314633213113395
ACH-000204,-0.10165278880251323
ACH-000206,-0.11745157830956242
ACH-000207,0.06966213234900959
ACH-000208,3.630578175420016e-05
ACH-000210,-0.1091536231581286
ACH-000211,-0.060325485805828714
ACH-000215,-0.06242072310219261
ACH-000221,-0.04033279384349541
ACH-000222,-0.10915265204126012
ACH-000223,0.0011601437905266734
ACH-000226,-0.061570151449854164
ACH-000227,-0.06681887424472985
ACH-000228,-0.002456283566124084
ACH-000231,-0.039773469426703685
ACH-000232,-0.03812712980889869
ACH-000233,-0.11077562822948832
ACH-000234,0.03530548656779224
ACH-000235,-0.08573650588044537
ACH-000237,-0.10202226037896912
ACH-000238,-0.08151885136300037
ACH-000242,-0.0016112184998209806
ACH-000243,-0.014903001863896356
ACH-000244,-0.15636252937685136
ACH-000246,-0.12945845148067456
ACH-000248,0.10830784134861593
ACH-000250,-0.18264722382954768
ACH-000251,-0.09326320714579828
ACH-000252,-0.034984545422615136
ACH-000253,-0.00866377639174505
ACH-000255,0.07641206921210869
ACH-000256,-0.15650923479057996
ACH-000257,-0.02383688918632802
ACH-000258,-0.033532923974842296
ACH-000259,0.07016714868578082
ACH-000260,-0.1415530743961174
ACH-000261,-0.08289537091878238
ACH-000262,-0.25805659660088903
ACH-000263,-0.15882863509917064
ACH-000264,-0.08624249556952418
ACH-000265,0.02063271093334611
ACH-000266,-0.012611530844226063
ACH-000272,-0.02121923750910649
ACH-000274,-0.12720702863225075
ACH-000277,-0.18281754654859425
ACH-000278,-0.0993780404814642
ACH-000279,-0.027397377561849328
ACH-000280,-0.2209669358642828
ACH-000281,-0.09726520865666986
ACH-000288,-0.11128761605950034
ACH-000291,-0.01890178921725968
ACH-000293,-0.14547360895419872
ACH-000294,-0.008561424205636364
ACH-000295,-0.07460155744142857
ACH-000296,-0.021973492529065032
ACH-000302,-0.1071647686428918
ACH-000304,-0.012676969925846179
ACH-000307,-0.054966734321424
ACH-000308,-0.14695251213927224
ACH-000310,-0.10289640832361564
ACH-000311,-0.010011860029277495
ACH-000312,0.036857450969342
ACH-000315,-0.13128959388592362
ACH-000316,-0.11672600959100618
ACH-000317,0.06405950298850498
ACH-000318,0.05566861274688917
ACH-000319,-0.22338355982236305
ACH-000320,-0.2291163954957769
ACH-000322,-0.2400999088069469
ACH-000323,-0.13753986137064694
ACH-000324,-0.09606642233825148
ACH-000329,-0.1401987881187803
ACH-000330,-0.0770600755356852
ACH-000331,-0.0410736133567055
ACH-000332,-0.11122054860251293
ACH-000334,-0.1492678813422184
ACH-000335,0.05206856127705866
ACH-000336,-0.05839056011777655
ACH-000337,-0.2033483446487796
ACH-000338,0.28366921056366634
ACH-000339,-0.032172989720872416
ACH-000341,-0.02436125905251556
ACH-000348,-0.01842980688269821
ACH-000350,-0.13485651172738874
ACH-000352,-0.001877471066026391
ACH-000356,-0.15611820030972434
ACH-000361,0.13530773168495536
ACH-000362,-0.06775572135358178
ACH-000363,-0.13247453328158906
ACH-000364,-0.09236491936964507
ACH-000365,0.029285532529887644
ACH-000366,-0.1033571087231397
ACH-000368,-0.16151236192699486
ACH-000374,0.027756277659648682
ACH-000375,-0.09179518323591424
ACH-000376,-0.08846322776878128
ACH-000381,-0.09807392203880058
ACH-000383,-0.03094662351222952
ACH-000387,0.05991593250559717
ACH-000389,0.030723112506377718
ACH-000390,-0.008649513371074686
ACH-000393,-0.0499636411274854
ACH-000395,-0.060291155616477424
ACH-000396,-0.2518851536879152
ACH-000397,-0.08376202336715187
ACH-000401,-0.020521123117455714
ACH-000402,-0.10896478390351746
ACH-000403,-0.23242652106485814
ACH-000404,0.3693802026648165
ACH-000406,-0.02889594485904292
ACH-000407,-0.028468508859128362
ACH-000408,-0.19250551601873175
ACH-000410,-0.060648685938678185
ACH-000411,-0.049423406348104576
ACH-000414,-0.07264745127670723
ACH-000415,-0.014900133687276081
ACH-000416,-0.08838509102646734
ACH-000420,-0.1692288882532949
ACH-000421,-0.14008391397764924
ACH-000424,-0.11390418685677195
ACH-000425,-0.1541213562692298
ACH-000426,-0.1788579989137961
ACH-000427,-0.1539939026336887
ACH-000433,0.03120523933434635
