,PGAP1 (80055)
ACH-000004,0.0922306872355822
ACH-000005,-0.1196412704102314
ACH-000007,0.06261555747445043
ACH-000009,0.07804360679140501
ACH-000011,-0.0549264336849435
ACH-000012,0.01122770817805968
ACH-000013,0.09688423213676917
ACH-000014,-0.11440812454051248
ACH-000015,0.036475754418807065
ACH-000017,0.012038119781326344
ACH-000018,-0.02632096761963621
ACH-000019,0.08676528446822407
ACH-000021,0.03756763343505735
ACH-000022,-0.04497120979767005
ACH-000025,0.06488108519450153
ACH-000028,-0.015186001835963303
ACH-000030,-0.03281203316714815
ACH-000035,0.11604579453972555
ACH-000036,-0.03391990995841631
ACH-000037,-0.07814298156103501
ACH-000039,0.044587786570908734
ACH-000040,-0.08593991999180227
ACH-000041,0.011127382719058415
ACH-000042,0.036924736584702494
ACH-000045,-0.06636053404074639
ACH-000047,-0.1404213646353331
ACH-000052,0.05406674418420315
ACH-000053,-0.006341530798661809
ACH-000054,0.007009346063569092
ACH-000055,-0.3176414423071891
ACH-000060,0.058583957139630514
ACH-000067,-0.04578878056657484
ACH-000070,-0.0831798832829883
ACH-000075,0.009950484751475313
ACH-000078,-0.03966846616351735
ACH-000082,-0.06028513606521521
ACH-000085,0.16253293763147225
ACH-000086,-0.11567910688163514
ACH-000087,-0.06584871738238299
ACH-000092,-0.10937003456881418
ACH-000095,-0.0038558648475376955
ACH-000097,0.07657115945949224
ACH-000098,-0.1647135140575554
ACH-000099,-0.0715481546617786
ACH-000108,-0.05167574672526083
ACH-000113,-0.08230088647244357
ACH-000116,-0.032804689439642584
ACH-000118,-0.0626924409672846
ACH-000120,0.02525873903330432
ACH-000123,-0.015904878109207432
ACH-000127,0.08132711187159013
ACH-000128,0.029766893386378
ACH-000132,-0.0010867155375410393
ACH-000133,-0.1158385448617784
ACH-000137,0.03720532120200876
ACH-000138,-0.081613542642825
ACH-000142,-0.0011124494372803178
ACH-000143,-0.15779595558623954
ACH-000146,0.0445579280374389
ACH-000148,-0.00038757192796111747
ACH-000150,0.15798464136951734
ACH-000152,-0.06939309613040909
ACH-000153,0.054974008642123484
ACH-000159,-0.07785403439942963
ACH-000160,0.041308448289600265
ACH-000163,-0.16099275927855008
ACH-000167,0.1761617558825186
ACH-000168,0.026958177469955203
ACH-000169,-0.031110824700490213
ACH-000178,0.06420889567563201
ACH-000183,-0.010843419224013709
ACH-000188,0.08073503181494286
ACH-000189,0.01935303547642089
ACH-000190,-0.1074945842646165
ACH-000198,0.00276876252430225
ACH-000203,0.15837309272696373
ACH-000204,-0.2615799805923258
ACH-000206,0.05318045656769278
ACH-000207,0.07566375466083543
ACH-000208,0.2924741412795143
ACH-000210,-0.1512968846530473
ACH-000211,-0.02714163574943353
ACH-000215,0.01567447113757635
