,MYO3B (140469)
ACH-000004,-0.4024771006476519
ACH-000005,-0.3273143480467837
ACH-000007,-0.061806448116895764
ACH-000009,-0.3384019351466886
ACH-000011,-0.2025733296999496
ACH-000012,-0.13165692413923902
ACH-000013,-0.21110855345800328
ACH-000014,-0.2858127975659977
ACH-000015,-0.17892586351754786
ACH-000017,0.03677728108801604
ACH-000018,-0.2485269614520104
ACH-000019,-0.2442865491397605
ACH-000021,-0.07577185236680749
ACH-000022,-0.24163702641406656
ACH-000025,-0.15034741560606665
ACH-000028,-0.20002363789239944
ACH-000030,-0.2060565716607975
ACH-000035,-0.1793394664902814
ACH-000036,-0.1405385526738809
ACH-000037,-0.1565944924215756
ACH-000039,-0.1456897631286529
ACH-000040,-0.12477883842380097
ACH-000041,-0.2110601448111354
ACH-000042,-0.18708695702042646
ACH-000045,-0.21469435339433945
ACH-000047,-0.12142459602232693
ACH-000052,-0.16290108420542213
ACH-000053,-0.1154588778874176
ACH-000054,-0.21250328466957888
ACH-000055,-0.05356924521550913
ACH-000060,-0.10269923935192184
ACH-000067,-0.22217254994540564
ACH-000070,-0.0471507191933639
ACH-000075,-0.19518338572962074
ACH-000078,-0.037618654233336
ACH-000082,-0.15053687319593734
ACH-000085,-0.16758248118856334
ACH-000086,-0.21407774870863408
ACH-000087,-0.059583690348720623
ACH-000092,-0.20682525016889544
ACH-000095,-0.17816441067490504
ACH-000097,-0.11647847475746265
ACH-000098,-0.18394455825428546
ACH-000099,-0.27179211545684834
ACH-000108,-0.10717279764682132
ACH-000113,-0.22482973799230951
ACH-000116,-0.09093137556866797
ACH-000118,-0.018582492785832704
ACH-000120,-0.1604070496734545
ACH-000123,-0.08311157722660632
ACH-000127,-0.1692723503238885
ACH-000128,-0.14318473749397612
ACH-000132,-0.4354478166470132
ACH-000133,-0.1732340841476842
ACH-000137,-0.14433418869351902
ACH-000138,-0.29124000680288065
ACH-000142,-0.10365342872759184
ACH-000143,-0.2890716531300205
ACH-000146,-0.1093642892812752
ACH-000148,-0.1774723998621883
ACH-000150,-0.11040463160811144
ACH-000152,-0.142457844534207
ACH-000153,-0.13983564361857487
ACH-000159,-0.3851703221598354
ACH-000160,-0.2044354953975113
ACH-000163,-0.11408025968085783
ACH-000167,-0.023929731660492656
ACH-000168,-0.34120942931120085
ACH-000169,-0.1532325887863404
ACH-000178,-0.1376986719678073
ACH-000183,-0.13251093620955698
ACH-000188,-0.05392711894559467
ACH-000189,-0.2374721352131165
ACH-000190,-0.2665132948302545
ACH-000198,-0.21442648631536515
ACH-000203,-0.20272399454032927
ACH-000204,-0.22482143189249346
ACH-000206,-0.23634145828686345
ACH-000207,-0.12241873408110013
