,CYP2U1 (113612)
ACH-000004,-0.08773527818611808
ACH-000005,-0.14753417978291947
ACH-000007,-0.16817426699507868
ACH-000009,-0.1658604367838873
ACH-000011,-0.11073619461400576
ACH-000012,-0.2280288246412985
ACH-000013,-0.15812178853516806
ACH-000014,-0.02208814343634992
ACH-000015,-0.16859878010174098
ACH-000017,-0.13447517217659785
ACH-000018,-0.08827739745179533
ACH-000019,-0.29707225821121536
ACH-000021,-0.16256447034946206
ACH-000022,-0.27618783372732714
ACH-000025,0.03001306063039788
ACH-000028,-0.11575556274311645
ACH-000030,-0.0510298237682702
ACH-000035,0.10486428907853458
ACH-000036,-0.16710808086565165
ACH-000037,-0.1867293853426433
ACH-000039,-0.04753044179602752
ACH-000040,-0.09388899619670832
ACH-000041,-0.06918444192254045
ACH-000042,0.013526267701596078
ACH-000045,0.028862353215533345
ACH-000047,-0.07233149453392104
ACH-000052,0.08302803108424539
ACH-000053,-0.13521761709989946
ACH-000054,-0.08823756298816646
ACH-000055,0.04753570309610915
ACH-000060,-0.3158318937939969
ACH-000067,-0.2072481099913876
ACH-000070,-0.2011677849554424
ACH-000075,-0.2191451966896906
ACH-000078,-0.04038495224770795
ACH-000082,-0.11573304470603347
ACH-000085,0.004878910994928824
ACH-000086,-0.11926545526160826
ACH-000087,-0.17361903986669242
ACH-000092,-0.1926821102747112
ACH-000095,-0.16078972689443094
ACH-000097,-0.2920803638231073
ACH-000098,-0.3141418362827077
ACH-000099,-0.07610851651772924
ACH-000108,-0.04202196300791181
ACH-000113,-0.1066633488054657
ACH-000116,-0.15140320465178447
ACH-000118,-0.12940942265950395
ACH-000120,-0.058294828981838215
ACH-000123,-0.06071312914665479
ACH-000127,-0.1055707835681285
ACH-000128,-0.06952563538351175
ACH-000132,-0.19879207628785808
ACH-000133,-0.2828907471931522
ACH-000137,-0.0411103158000539
ACH-000138,-0.03543838809463356
ACH-000142,-0.031779411690565786
ACH-000143,-0.026641812572366873
ACH-000146,-0.14020140569180592
ACH-000148,-0.1423446569348252
ACH-000150,0.030186708796008627
ACH-000152,-0.19417334039747933
ACH-000153,-0.1154925199894496
ACH-000159,-0.14086000606087154
ACH-000160,-0.13918519496503096
ACH-000163,-0.042244640987665685
ACH-000167,-0.27518426745887004
ACH-000168,-0.2122391035920176
ACH-000169,-0.18694362508798265
ACH-000178,-0.07421875857198339
ACH-000183,-0.03553754844386508
ACH-000188,-0.12144454254996885
ACH-000189,0.07561486929082993
ACH-000190,-0.02606080592171962
ACH-000198,-0.1026731123323186
ACH-000203,0.20105522832342626
ACH-000204,-0.20052421132712747
ACH-000206,-0.10158042208016624
ACH-000207,-0.09647114241423192
ACH-000208,-0.21470577334418103
ACH-000210,-0.0368966936630174
ACH-000211,-0.2578569685732474
ACH-000215,-0.13000817258954578
ACH-000221,-0.17294697879583965
ACH-000222,-0.2321712265735681
ACH-000223,-0.2134959123686868
ACH-000226,-0.2972959805441849
ACH-000227,-0.18333638547771355
ACH-000228,-0.1311672116318712
