,ASNS (440)
ACH-000004,-0.06131907977156378
ACH-000005,-0.10715487075120933
ACH-000007,-0.3881837820792866
ACH-000009,-0.4966028202670606
ACH-000011,-0.4564884753047436
ACH-000012,-0.25479126276131797
ACH-000013,-0.0906004043135579
ACH-000014,-0.4868446827226866
ACH-000015,-0.08788982204376056
ACH-000017,-0.09854762941711012
ACH-000018,-0.04429296014052074
ACH-000019,-0.16518199466201003
ACH-000021,-0.2304709726324517
ACH-000022,-0.5248257128603809
ACH-000025,-0.798293012102208
ACH-000028,-0.6429387105119901
ACH-000030,-0.1554126116621833
ACH-000035,-0.2654498204933209
ACH-000036,-0.5817621619917657
ACH-000037,-0.280503768329702
ACH-000039,-0.4999299692743421
ACH-000040,-0.5193126285334131
ACH-000041,-0.1431303509106286
ACH-000042,-0.1324569841677387
ACH-000045,-0.23048088894642185
ACH-000047,-0.2456636833802517
ACH-000052,-0.08566549828536166
ACH-000053,-0.08142851668160532
ACH-000054,-0.3661548631401271
ACH-000055,-0.4133537639474295
ACH-000060,-0.2602707866599244
ACH-000067,-0.5164646810329143
ACH-000070,-0.484095124208178
ACH-000075,-0.2146321555682226
ACH-000078,-0.3796882705277568
ACH-000082,-0.19294482872875904
ACH-000085,-0.2196986841255268
ACH-000086,0.035786162040116164
ACH-000087,-0.1902998415898528
ACH-000092,-0.20945635815690936
ACH-000095,-0.17877553878050714
ACH-000097,-0.26773324708849344
ACH-000098,-0.16827712350134094
ACH-000099,-0.23584254370031896
ACH-000108,-0.13216856373698524
ACH-000113,-0.2276734529412563
ACH-000116,-0.26219200615184945
ACH-000118,-0.23818396291042016
ACH-000120,-0.2881825626675819
ACH-000123,-0.3291573742909685
ACH-000127,-0.12824289248762874
ACH-000128,-0.2988972481672601
ACH-000132,-0.3263773188639447
ACH-000133,-0.4121688224667884
ACH-000137,-0.7249596489942081
ACH-000138,-0.6262831913035893
ACH-000142,-0.7361911710371036
ACH-000143,-0.04824206377439382
ACH-000146,-0.13015369567870105
ACH-000148,-0.3932626466587029
ACH-000150,-0.2732547764141061
ACH-000152,-0.26238947952068625
ACH-000153,-0.403620958057601
ACH-000159,-0.3168903970294945
ACH-000160,-0.09581634048318152
ACH-000163,-0.22367115125207224
ACH-000167,-0.7421834268771993
ACH-000168,-0.13026074520671374
ACH-000169,-0.07074403774553449
ACH-000178,-0.5451762088270885
ACH-000183,-0.2046185040886316
ACH-000188,-0.29839320963092525
ACH-000189,-0.4288285581438551
ACH-000190,-0.26105815032962537
ACH-000198,-0.25775775799079725
ACH-000203,-0.4176142104360519
ACH-000204,-0.2656376534755928
ACH-000206,-0.009663916759202943
ACH-000207,-0.11107479755860793
ACH-000208,-0.4176766486555709
ACH-000210,-0.14441008406000835
ACH-000211,-0.6863468260474265
ACH-000215,-0.3147993217970227
ACH-000221,-0.34976212268783585
ACH-000222,-0.3134790151844424
ACH-000223,-0.37036829313171177
ACH-000226,-0.3616460113913491
ACH-000227,-0.21870164489368973
ACH-000228,-0.3065335033494098
ACH-000231,-0.2543609630108966
ACH-000232,-0.4255259675166328
ACH-000233,-0.11755209518593834
ACH-000234,-0.1814265966784796
ACH-000235,-0.1569153790551151
ACH-000237,-0.2819937489674286
ACH-000238,-0.15186098352733887
ACH-000242,-0.41933073015775385
ACH-000243,-0.06950532883281434
ACH-000244,-0.3257133544503712
ACH-000246,-0.2922170162042855
ACH-000248,-0.3740589106166692
ACH-000250,-0.17427612753825816
ACH-000251,-0.4092844900775941
ACH-000252,-0.492869794177396
ACH-000253,-0.13473234479158347
ACH-000255,-0.14985765122270708
ACH-000256,-0.4461874276509178
ACH-000257,-0.07466407300144481
ACH-000258,-0.10798264868693283
ACH-000259,-0.15549185261279486
ACH-000260,-0.22757344292886303
ACH-000261,-0.7560275386315111
ACH-000262,-0.3373632442101689
ACH-000263,-0.21406589070887105
ACH-000264,-0.6718221808912598
ACH-000265,-0.09296705705647183
ACH-000266,-0.1901665526000383
ACH-000272,-0.3482961603027782
ACH-000274,-0.2920209784583814
ACH-000277,-0.09005915041331232
ACH-000278,-0.23751746765690435
ACH-000279,-0.18934247301121093
ACH-000280,-0.05966368701301247
ACH-000281,-0.1450487515377765
ACH-000288,-0.2299339573593853
ACH-000291,-0.2551881737559945
ACH-000293,-0.31849608766207005
ACH-000294,-0.06088690383017476
ACH-000295,-0.2353893357654804
ACH-000296,-0.30086172081065504
ACH-000302,-0.033509706340707365
ACH-000304,-0.4596633584686424
ACH-000307,-0.12301346488938238
ACH-000308,-0.380487123523774
ACH-000310,-0.3475972771629983
ACH-000311,-0.15187713544544384
ACH-000312,-0.2613428467352779
ACH-000315,-0.06895727784636012
ACH-000316,-0.031379109452442475
ACH-000317,-0.22109130851895886
ACH-000318,-0.5092314599757249
ACH-000319,-0.3577479873392771
ACH-000320,-0.22815341198916655
ACH-000322,-0.3177718136086439
ACH-000323,-0.4039961372865337
ACH-000324,-0.2913812061077601
ACH-000329,-0.14855699671076208
ACH-000330,-0.2910412806015899
ACH-000331,-0.2226483242034405
ACH-000332,-0.16979822100265846
ACH-000334,-0.4663650286088765
ACH-000335,-0.13874562316562006
ACH-000336,-0.3103317756956702
ACH-000337,-0.3519079483137045
ACH-000338,-0.3265752673352943
ACH-000339,-0.3037828583008371
ACH-000341,-0.1912021979006626
ACH-000348,-0.22070535730557814
ACH-000350,-0.1766970614436689
ACH-000352,-0.2562061052790168
ACH-000356,-0.0726968015070445
ACH-000361,-0.42193285094529903
ACH-000362,-0.2034286592893814
ACH-000363,-0.25285895462727553
ACH-000364,-0.2435278040185492
ACH-000365,-0.1392475401214369
ACH-000366,-0.01280015901933446
ACH-000368,-0.13107382056518332
ACH-000374,-0.411883056870778
ACH-000375,-0.15511225153259325
ACH-000376,-0.2604351929250199
ACH-000381,-0.2129655940570039
ACH-000383,-0.17954981629872133
ACH-000387,-0.2825995456219284
ACH-000389,-0.22128279793892053
ACH-000390,-0.2422877536690176
ACH-000393,-0.5473976701882468
ACH-000395,-0.10240500600286516
ACH-000396,-0.6501127228413719
ACH-000397,-0.344247668696038
ACH-000401,-0.11971589983978677
ACH-000402,-0.2777420527809569
ACH-000403,-0.269479086963412
ACH-000404,-0.24422051167080744
ACH-000406,-0.10116552144591512
ACH-000407,-0.3444326154581853
ACH-000408,-0.3351501290997529
ACH-000410,-0.1290820736718012
ACH-000411,-0.3942024642073764
ACH-000414,-0.3152235522214426
ACH-000415,-0.3459864748239838
ACH-000416,-0.13655593809890798
ACH-000420,-0.28354164640034835
ACH-000421,-0.23184451950015975
ACH-000424,-0.16455097885974646
ACH-000425,-0.2894213777158985
ACH-000426,-0.002232193574458755
