,SULT1C2 (6819)
ACH-000004,-0.09197230685400863
ACH-000005,0.06933999900684454
ACH-000007,0.0010903579221447444
ACH-000009,-0.13022637565740258
ACH-000011,-0.16268098130346095
ACH-000012,-0.03864361533239611
ACH-000013,-0.1558960599582253
ACH-000014,-0.09858587202789687
ACH-000015,-0.1126997711793602
ACH-000017,-0.171791530084
ACH-000018,-0.2834060999168514
ACH-000019,-0.2018369611170388
ACH-000021,-0.042993837371707214
ACH-000022,-0.0634597848554534
ACH-000025,0.018597241803262127
ACH-000028,-0.058312758212837226
ACH-000030,-0.11164316623961383
ACH-000035,-0.19117297748006776
ACH-000036,-0.14897856357184378
ACH-000037,-0.2245597997365035
ACH-000039,0.05328873907857955
ACH-000040,-0.06804257315039915
ACH-000041,-0.16639302850679868
ACH-000042,-0.02783470267064239
ACH-000045,-0.13081015271011398
ACH-000047,-0.04877406079882567
ACH-000052,-0.15310101508171162
ACH-000053,-0.07686340978787222
ACH-000054,-0.09094729729734424
ACH-000055,-0.07831885271799235
ACH-000060,-0.2578814110291508
ACH-000067,-0.19527116245447207
ACH-000070,-0.07252305523499306
ACH-000075,-0.12254230518179132
ACH-000078,-0.14467990154528276
ACH-000082,-0.11691524346728124
ACH-000085,-0.03496606314659239
ACH-000086,-0.06612949498312796
ACH-000087,0.01651985809311551
ACH-000092,-0.2048808126104388
ACH-000095,-0.021896038746695237
ACH-000097,-0.05565794070971083
ACH-000098,-0.2658041586154357
ACH-000099,-0.08609022611876456
ACH-000108,-0.07155875968785992
ACH-000113,-0.11437320590347895
ACH-000116,-0.08674669684755812
ACH-000118,-0.16624160847489067
ACH-000120,-0.2540500848315936
ACH-000123,-0.11560651953260526
ACH-000127,-0.10228778847913317
ACH-000128,-0.09015896916400737
ACH-000132,-0.1207104747186645
ACH-000133,-0.2521472229097905
ACH-000137,-0.16274658729414435
ACH-000138,-0.007729493651579348
ACH-000142,-0.15434315300710802
ACH-000143,-0.09222594859543977
ACH-000146,-0.10423961016039487
ACH-000148,-0.1342276536154787
ACH-000150,-0.031326991174877215
ACH-000152,-0.1111060665489228
ACH-000153,-0.04696903995368873
ACH-000159,-0.09400713047953946
ACH-000160,-0.10056720798340607
ACH-000163,-0.12469125486515102
ACH-000167,-0.2040951744758301
ACH-000168,-0.08728478277034765
ACH-000169,-0.13077978639373924
ACH-000178,-0.10195809633293612
ACH-000183,-0.049422438103489764
ACH-000188,-0.057778638857757775
ACH-000189,-0.14398708715428296
ACH-000190,-0.016913622844959484
ACH-000198,-0.15463807224253787
ACH-000203,-0.273532881311742
ACH-000204,-0.10960902127349376
ACH-000206,-0.20970321701081066
ACH-000207,-0.10101839955033312
ACH-000208,0.03522226905887863
ACH-000210,0.010498220000692206
ACH-000211,-0.04115655709458243
ACH-000215,-0.06532789625826066
ACH-000221,-0.12456097131082915
ACH-000222,-0.22325853256113856
ACH-000223,-0.20278244587542554
ACH-000226,-0.2296651799319325
ACH-000227,-0.21520050832404414
ACH-000228,-0.18975268071491566
ACH-000231,-0.13101496354832948
ACH-000232,-0.045522195079559874
ACH-000233,-0.05258606353001237
ACH-000234,-0.18669137227704505
ACH-000235,-0.0897039657895669
ACH-000237,-0.14814120426123245
ACH-000238,-0.18142010338262754
ACH-000242,-0.05215571661634345
ACH-000243,-0.14785619072137973
ACH-000244,-0.031048102090880807
ACH-000246,-0.05004493839638607
ACH-000248,-0.17427922071244387
ACH-000250,-0.16162569762307122
ACH-000251,-0.11594757204886988
ACH-000252,-0.1892825922317941
ACH-000253,-0.09368198119724797
ACH-000255,-0.13102802100315336
ACH-000256,-0.1903475171412064
ACH-000257,0.0884935587464416
ACH-000258,-0.09171319573573224
ACH-000259,-0.180235758573592
ACH-000260,-0.08267264752023906
ACH-000261,-0.1583962060099212
ACH-000262,-0.1449280217235425
ACH-000263,0.1813152339731572
ACH-000264,-0.1594261503613605
ACH-000265,-0.07700532980459028
ACH-000266,-0.14360311182583635
ACH-000272,-0.16636340376860262
ACH-000274,-0.14062105906118186
ACH-000277,-0.06717594964425021
ACH-000278,-0.0531042050661079
ACH-000279,-0.12029841115127644
ACH-000280,0.03361534721435215
ACH-000281,-0.10752816802684896
ACH-000288,-0.09711837383811274
ACH-000291,-0.14253201510260774
ACH-000293,-0.048148207357283083
ACH-000294,-0.07814016575897126
ACH-000295,-0.17396153041175347
ACH-000296,-0.013824576012193793
ACH-000302,-0.09051802740629177
ACH-000304,-0.09048213514859277
ACH-000307,-0.15229559733044246
ACH-000308,-0.08466501576827108
ACH-000310,-0.02159593962071905
ACH-000311,-0.0903651799024809
ACH-000312,-0.048244394702545663
ACH-000315,-0.09445812344596753
ACH-000316,0.0009938214715617066
ACH-000317,-0.2537299311409688
ACH-000318,-0.08765805230445853
ACH-000319,-0.039728456603646906
ACH-000320,0.002570065014982855
ACH-000322,-0.03142020164067943
ACH-000323,-0.02971837378783325
ACH-000324,-0.11191417744323892
ACH-000329,-0.20120402665983497
ACH-000330,-0.10645131266783447
ACH-000331,-0.22436540859707746
ACH-000332,-0.0761414855549192
ACH-000334,-0.13345288338739045
ACH-000335,-0.03667990524196151
ACH-000336,0.15454392689122948
ACH-000337,-0.05563897547265263
ACH-000338,-0.4114442151877855
ACH-000339,-0.09376590626518877
ACH-000341,-0.12016161165505115
ACH-000348,-0.21210973869913688
ACH-000350,-0.0636876259018163
ACH-000352,-0.18760864352613416
ACH-000356,-0.09331556437395733
ACH-000361,-0.04478581716816865
ACH-000362,-0.13476102360659845
ACH-000363,-0.136096587605221
ACH-000364,-0.09163410275199887
ACH-000365,-0.16801282587406247
ACH-000366,-0.06909396189879774
ACH-000368,-0.014787472029375468
ACH-000374,-0.1221895852295526
ACH-000375,-0.22663550269727226
ACH-000376,-0.0367156303038018
ACH-000381,-0.0799373118670854
ACH-000383,-0.16705433882185594
ACH-000387,0.015770878497647384
ACH-000389,-0.008001982865993858
ACH-000390,-0.02275370979663961
ACH-000393,-0.1319888375214207
ACH-000395,-0.016456206584277527
ACH-000396,0.1959163650315309
ACH-000397,-0.02382155926323989
