,CCDC144NL (339184)
ACH-000281,-0.2634486315486333
ACH-000288,-0.5266178040583038
ACH-000291,-0.2624091168642467
ACH-000293,-0.3219989552636249
ACH-000294,-0.34274533659278217
ACH-000295,-0.2892236300354177
ACH-000296,-0.5137081501576397
ACH-000302,-0.2686135996615619
ACH-000304,-0.1551672094285777
ACH-000307,-0.22507067719008134
ACH-000308,-0.2254630521767673
ACH-000310,-0.4400354542312064
ACH-000311,-0.28710522309275943
ACH-000312,-0.49905466816581606
ACH-000315,-0.1796395131017408
ACH-000316,-0.2632052127721749
ACH-000317,-0.14921546621162465
ACH-000318,-0.323984221279986
ACH-000319,-0.3874069089626104
ACH-000320,-0.4047740868282231
ACH-000322,-0.519327565252969
ACH-000323,-0.32541429126204346
ACH-000324,-0.38650519123196575
ACH-000329,-0.4222745208468524
ACH-000330,-0.16802551004904398
ACH-000331,-0.5866889644515619
ACH-000332,-0.3413483057178117
ACH-000334,-0.6094296309725715
ACH-000335,-0.06088114141366479
ACH-000336,-0.3978452266612008
ACH-000337,-0.2683206906204069
ACH-000338,-0.13057127884972133
ACH-000339,-0.5633180852061513
ACH-000341,-0.5066245444653796
ACH-000348,-0.2807624757297518
ACH-000350,-0.44583113547256265
ACH-000352,-0.2652539358890984
ACH-000356,-0.4585914903444388
ACH-000361,-0.16661907066137027
ACH-000362,-0.3382958796376549
ACH-000363,-0.2890328072128784
ACH-000364,-0.4093185576943304
ACH-000365,-0.25703698699785543
ACH-000366,-0.1792107275776038
ACH-000368,-0.254423621068084
ACH-000374,-0.3146666165173684
ACH-000375,-0.4443655624147925
ACH-000376,-0.2650165312930001
ACH-000381,-0.3774821948770636
ACH-000383,-0.2849254645668345
ACH-000387,-0.3102205354960333
ACH-000389,-0.3743509741875704
ACH-000390,-0.1796438794149784
ACH-000393,-0.3743224998781311
ACH-000395,-0.2629538092728254
ACH-000396,-0.4770509936230146
ACH-000397,-0.4109623284860012
ACH-000401,-0.3181832395211765
ACH-000402,-0.13871891000952238
ACH-000403,-0.4817386061391373
ACH-000404,-0.16878763274686728
ACH-000406,-0.21398152547317129
ACH-000407,-0.4730603408480412
ACH-000408,-0.28776816561464513
ACH-000410,-0.22096740921909827
ACH-000411,-0.42309138373297656
ACH-000414,-0.29904719156503196
ACH-000415,-0.5874680510191179
ACH-000416,-0.4300172029092628
ACH-000420,-0.3091253479694309
ACH-000421,-0.4323628484212155
ACH-000424,-0.22427879892753813
ACH-000425,-0.2093856375220744
ACH-000426,-0.4165452868398011
ACH-000427,-0.4516472083066624
ACH-000433,-0.3609045906426933
ACH-000435,-0.285798823149274
ACH-000436,-0.2233303499886552
ACH-000444,-0.2698096190156889
ACH-000445,-0.5576105426217933
ACH-000448,-0.3990373439008572
ACH-000450,-0.2115977125394737
ACH-000452,-0.2483891559328709
ACH-000454,-0.2680165827599837
ACH-000458,-0.3935263790058805
ACH-000459,-0.29903137790980483
ACH-000460,-0.2484863480619836
ACH-000461,-0.3364449943113912
ACH-000463,-0.3852166057384655
ACH-000464,-0.5655292055650862
ACH-000466,-0.4655125323075577
ACH-000467,-0.3217515716194776
ACH-000468,-0.3464665177155369
ACH-000469,-0.4164593413118069
ACH-000470,-0.2980523126520336
ACH-000471,-0.3823193127105152
ACH-000472,-0.3481644892337443
ACH-000473,-0.4686255341462792
ACH-000475,-0.3535186581677627
ACH-000476,-0.2771085371367355
ACH-000477,-0.2793304329733127
ACH-000479,-0.3857254266078769
ACH-000480,-0.4923284861903758
ACH-000481,-0.3127456205961641
ACH-000483,-0.5399566247988811
ACH-000484,-0.4021624484078408
ACH-000485,-0.2791550288879349
ACH-000486,-0.2948908506215128
ACH-000487,-0.2779362013715116
ACH-000488,-0.2744651498676472
ACH-000490,-0.22483604459388368
ACH-000491,-0.28264166935312496
ACH-000495,-0.17546869277414187
ACH-000496,-0.3693241506691056
ACH-000499,-0.25572184931157016
ACH-000500,-0.4549601949614047
ACH-000502,-0.4124435214015776
ACH-000503,-0.40705596979329456
ACH-000505,-0.41932972587275696
ACH-000507,-0.28243719992679384
ACH-000510,-0.5530811174793261
ACH-000511,-0.19594683916386224
ACH-000512,-0.3708179581800386
ACH-000516,-0.37351952402964256
ACH-000517,-0.3508412326453377
ACH-000518,-0.4139795328198986
ACH-000520,-0.2539267893861131
ACH-000521,-0.6164616545426861
ACH-000522,-0.2459976556981758
ACH-000524,-0.3065238168307358
ACH-000527,-0.4637102844332812
ACH-000528,-0.3746362970891112
ACH-000537,-0.2557271815199721
ACH-000541,-0.20470512004373745
ACH-000542,-0.4184449759763099
ACH-000544,-0.3691667478092739
ACH-000545,-0.64374151358384
ACH-000547,-0.21840772876081302
ACH-000548,-0.3166697084346581
ACH-000549,-0.2495365324716789
ACH-000550,-0.3785717661218878
ACH-000552,-0.2713598394872176
ACH-000556,-0.4204781779152485
ACH-000557,-0.12878501830187492
ACH-000569,-0.2209876738843148
ACH-000570,-0.5915951912955665
ACH-000571,-0.3330259805058923
ACH-000573,-0.4653522920852798
ACH-000576,-0.23626128710388375
ACH-000579,-0.1472141321195105
ACH-000580,-0.4998712824509841
ACH-000584,-0.2934211601708502
ACH-000585,-0.3058458598826814
ACH-000588,-0.6321030887470149
ACH-000589,-0.3334452290171519
ACH-000591,-0.3908972574477076
ACH-000593,-0.3836697349794092
ACH-000600,-0.20305072552137107
ACH-000601,-0.4264000849783001
ACH-000605,-0.2707358311793545
ACH-000606,-0.3470436522058826
ACH-000608,-0.2431394136044641
ACH-000614,-0.2363338962241299
ACH-000616,-0.2800051174766981
ACH-000618,-0.2514448011617141
ACH-000619,-0.6023099176307566
ACH-000620,-0.3303094864596887
ACH-000621,-0.4246217082505805
ACH-000622,-0.4606929963199367
ACH-000623,-0.5238721749952218
ACH-000624,-0.5403491665019721
ACH-000627,-0.4860264587704503
ACH-000630,-0.3693847688662605
ACH-000631,-0.3969879877191149
ACH-000632,-0.3807646834445146
ACH-000633,-0.4372162452946011
ACH-000637,-0.4380872629137587
ACH-000638,-0.22851976618763906
ACH-000646,-0.4172627390947803
ACH-000647,-0.21035204207548355
ACH-000648,-0.2190579324012584
ACH-000649,-0.29131457195857
ACH-000651,-0.3840293380338113
ACH-000652,-0.2784843416877701
ACH-000653,-0.25857338538826746
ACH-000657,-0.4364583701053523
ACH-000658,-0.2329300143386347
ACH-000661,-0.24885596421397305
ACH-000662,-0.2996197722685474
ACH-000663,-0.2743934610239316
ACH-000665,-0.3121129793176312
ACH-000671,-0.2327976524322092
ACH-000672,-0.4524292554912749
ACH-000673,-0.5414517778334541
ACH-000676,-0.3346756280991589
ACH-000677,-0.3300319633418613
ACH-000681,-0.4009674953313188
ACH-000683,-0.20783148248113967
ACH-000684,-0.21784686230754916
ACH-000688,-0.4025235364002663
ACH-000693,-0.365452178959021
ACH-000694,-0.27919842299425424
ACH-000695,-0.4736741644396555
ACH-000696,-0.4701681562728055
ACH-000697,-0.4517145335430321
ACH-000699,-0.4604082871392258
ACH-000701,-0.2177708873997196
ACH-000706,-0.2227925221833202
ACH-000711,-0.4297839106907825
ACH-000713,-0.5902070303514757
ACH-000714,-0.1813482169552354
ACH-000718,-0.5610106497555948
ACH-000720,-0.3540037771844312
ACH-000721,-0.4217196562890603
ACH-000724,-0.2207000319506603
ACH-000725,-0.15894376270367694
ACH-000732,-0.43421126753576544
ACH-000734,-0.2502046050990937
ACH-000735,-0.3240926985330129
ACH-000736,-0.4276503140070755
ACH-000738,-0.2494063701640827
ACH-000746,-0.18732540517135293
ACH-000747,-0.18441268554972493
ACH-000748,-0.19645878597628302
ACH-000753,-0.385491527518349
ACH-000756,-0.2828325768148233
ACH-000757,-0.2410083018992832
ACH-000758,-0.29181093107864764
ACH-000760,-0.36125763620092616
ACH-000762,-0.15750759687533467
ACH-000763,-0.3320842744852888
ACH-000764,-0.7451015455116767
ACH-000765,-0.13451819633963022
ACH-000766,-0.4429336683216337
ACH-000767,-0.461919378419992
ACH-000768,-0.3590992390303871
ACH-000769,-0.3295400792684401
ACH-000770,-0.4682803024686492
ACH-000771,-0.3671021221418222
ACH-000773,-0.3763423815082772
ACH-000776,-0.2190850944189492
ACH-000777,-0.3184714587116764
ACH-000778,-0.40510898322421707
ACH-000781,-0.3948554020994803
ACH-000782,-0.259624172400761
ACH-000783,-0.3869520515441694
ACH-000784,-0.3364515806624967
ACH-000785,-0.4008221998949912
ACH-000787,-0.3862919074353671
ACH-000788,-0.32733345918581896
ACH-000791,-0.42388022856213015
ACH-000792,-0.3440148573647813
ACH-000794,-0.17071325944000265
ACH-000796,-0.6358165084275893
ACH-000798,-0.2617023122903583
ACH-000799,-0.47621993009356395
ACH-000800,-0.26600100850307784
ACH-000802,-0.3287816109363009
ACH-000804,-0.07933096358994304
ACH-000805,-0.40235199941827854
ACH-000809,-0.44524718570312094
ACH-000810,-0.13883206983314433
ACH-000811,-0.4047863854662309
ACH-000817,-0.4110924619243797
ACH-000819,-0.23843805618968145
ACH-000820,-0.3630887295828945
ACH-000821,-0.12954403336876175
ACH-000822,-0.20233786403862344
ACH-000823,-0.1780370262447344
ACH-000824,-0.16809218842865226
ACH-000827,-0.3203377436003439
ACH-000829,-0.4655763746487544
ACH-000831,-0.05050521201464327
ACH-000832,-0.20040207827778925
ACH-000833,-0.3725099722700243
ACH-000834,-0.3299290997900408
ACH-000835,-0.2817650129417546
ACH-000836,-0.3981298231891333
ACH-000837,-0.4939792391855608
ACH-000838,-0.14094103065422928
ACH-000839,-0.5125545106085069
ACH-000840,-0.3877807437590407
ACH-000841,-0.3236881792255542
ACH-000843,-0.3894159550694919
ACH-000846,-0.4506001420762648
ACH-000847,-0.4736924506217749
ACH-000848,-0.2010267279415305
ACH-000849,-0.5275503850876804
ACH-000851,-0.2123536031100348
ACH-000855,-0.2058289854475007
ACH-000856,-0.2278988606963205
ACH-000858,-0.2715681502748188
ACH-000859,-0.5169442871539727
ACH-000861,-0.4398171382984939
ACH-000862,-0.2871573689369703
ACH-000865,-0.20916466484033155
ACH-000866,-0.2499715401388617
ACH-000867,-0.6235793218523366
ACH-000869,-0.2381215533087925
ACH-000872,-0.2945347093494199
ACH-000873,-0.015178033185867591
ACH-000876,-0.4193343199267265
ACH-000878,-0.13597420740555413
ACH-000880,-0.34974620171335624
ACH-000881,-0.4350043228628158
ACH-000882,-0.28609727031728405
ACH-000884,-0.2397604348641176
ACH-000885,-0.264372564021058
ACH-000887,-0.31533527307333203
ACH-000889,-0.6108968412811613
ACH-000896,-0.3682886681318269
ACH-000898,-0.31453313056657456
ACH-000900,-0.2516551780990505
ACH-000901,-0.2105224960138711
ACH-000905,-0.33715874361560394
ACH-000906,-0.17670272924354669
ACH-000907,-0.37418411764830944
ACH-000910,-0.3632050929519238
ACH-000911,-0.4798174887667995
ACH-000912,-0.2510694695952009
ACH-000913,-0.3755139197342737
ACH-000915,-0.3520261716300346
ACH-000916,-0.28081343545804743
ACH-000917,-0.8469421551188481
ACH-000920,0.02742621511745728
ACH-000921,-0.2879496274987488
ACH-000924,-0.4367277871819486
ACH-000926,-0.31280879227197306
ACH-000928,-0.30470031506990325
ACH-000929,-0.23149696912530324
ACH-000932,-0.39267130760738944
ACH-000935,-0.16607165935841206
ACH-000936,-0.19769884741322774
ACH-000937,-0.4921597071177321
ACH-000938,-0.16559776587742128
ACH-000939,-0.29236956913763323
ACH-000941,-0.2931183386661635
ACH-000943,-0.3338298664670889
ACH-000946,-0.31493296139710697
ACH-000947,-0.3022740121569971
ACH-000948,-0.3970407988895457
ACH-000950,-0.2714654040054436
ACH-000953,-0.4426130242270313
ACH-000954,-0.28945892393863765
ACH-000957,-0.4587509174274832
ACH-000958,-0.32825722044825323
ACH-000960,-0.2953351830680493
ACH-000963,-0.3573850108917609
ACH-000968,-0.21348380984864904
ACH-000969,-0.2356795074771484
ACH-000972,-0.267751739114414
ACH-000973,-0.4715189052555663
ACH-000974,-0.22984187259818695
ACH-000978,-0.34185967347803103
ACH-000984,-0.5162625958830075
ACH-000986,-0.222633586177936
ACH-000988,-0.4631481022702091
ACH-000993,-0.3541331029437755
ACH-000994,-0.5366427729928215
ACH-000996,-0.5649531949699762
ACH-001001,-0.4259541822786551
ACH-001020,-0.29971470770141634
ACH-001028,-0.33157118272265457
ACH-001031,-0.2452173161374511
ACH-001038,-0.3843733772886601
ACH-001048,-0.3573917652325336
ACH-001050,-0.4440840365988909
ACH-001053,-0.2778905034428526
ACH-001054,-0.32998653975826725
ACH-001061,-0.3002247788385954
ACH-001067,-0.452265862841081
ACH-001075,-0.2953337554049111
ACH-001096,-0.3007747103195389
ACH-001111,-0.25503722298663656
ACH-001119,-0.19503780953334432
ACH-001128,-0.354342612739961
ACH-001134,-0.3036164905703155
ACH-001151,-0.3468600084962349
ACH-001163,-0.36836598424160205
ACH-001164,-0.20792781817474693
ACH-001183,-0.4936275884838991
ACH-001192,-0.11349047990128835
ACH-001193,-0.3591295241474479
ACH-001196,-0.6443349817198831
ACH-001197,-0.2527336903325863
ACH-001205,-0.5541622788430686
ACH-001211,-0.4584714977796277
ACH-001212,-0.7591338965217264
ACH-001228,-0.21607893237411832
ACH-001232,-0.3378819291974093
ACH-001239,-0.3384416399525494
ACH-001270,-0.652130877035804
ACH-001274,-0.33248185456643603
ACH-001275,-0.34188268475889577
ACH-001277,-0.4767179692226641
ACH-001278,-0.4799219426021313
ACH-001280,-0.494313674238037
ACH-001283,-0.3566786561905537
ACH-001289,-0.24543626925399786
ACH-001300,-0.6645957081661108
ACH-001301,-0.17051268375632184
ACH-001302,-0.29326229088562744
ACH-001306,-0.2581780310942444
ACH-001318,-0.3111774854501289
ACH-001322,-0.4286027140678476
ACH-001328,-0.28938929895605503
ACH-001332,-0.4935833134996858
ACH-001336,-0.27332598381844075
ACH-001346,-0.3137563728874046
ACH-001353,-0.4205856471322089
ACH-001354,-0.5868185714255124
ACH-001367,-0.3445463244139741
ACH-001368,-0.2181743837195665
ACH-001374,-0.7371461812178942
ACH-001377,-0.4512095036250624
ACH-001380,-0.32269609058900545
ACH-001391,-0.4514695996705232
ACH-001408,-0.3175983475426827
ACH-001430,-0.2995753303037589
ACH-001431,-0.3774711009395757
ACH-001450,-0.3087450986657448
ACH-001496,-0.2850077147796937
ACH-001500,-0.3950307913519426
ACH-001523,-0.31150009164732845
ACH-001532,-0.3534435464986732
ACH-001550,-0.29197385554663136
ACH-001552,-0.430985558634426
ACH-001554,-0.4146671686099027
ACH-001654,-0.16367603874399975
ACH-001735,-0.3678401992519739
ACH-001736,-0.36990490664663217
ACH-001737,-0.4115313489893211
ACH-001740,-0.4379693285552879
ACH-001745,-0.21251911699694487
ACH-001765,-0.3289117612730118
