,LACTB2 (51110)
ACH-000004,-0.07240722936738186
ACH-000005,0.09286209103295183
ACH-000007,-0.0009344178514725471
ACH-000009,-0.03819787055843507
ACH-000011,0.018416713985539474
ACH-000012,0.046335765580434264
ACH-000013,-0.05222829856850941
ACH-000014,-0.09699655456750214
ACH-000015,0.018355017505904164
ACH-000017,-0.3179430532701999
ACH-000018,-0.11183621925109777
ACH-000019,-0.056352148048190186
ACH-000021,0.00976669732223032
ACH-000022,-0.11594649151448125
ACH-000025,-0.16630768001036111
ACH-000028,0.06586457810145821
ACH-000030,-0.0910298694005344
ACH-000035,-0.1965510881965576
ACH-000036,-0.08411192083201814
ACH-000037,-0.014424783035203313
ACH-000039,-0.04607985979715132
ACH-000040,-0.013754625344374742
ACH-000041,-0.010174536366722563
ACH-000042,0.06085332979837671
ACH-000045,0.05574919987507184
ACH-000047,-0.0066752211213179395
ACH-000052,0.0023649899023583435
ACH-000053,-0.06682825814802477
ACH-000054,-0.0387512311399274
ACH-000055,0.02597480335168456
ACH-000060,-0.1311156404855814
ACH-000067,-0.09416781201271904
ACH-000070,-0.08147608863723588
ACH-000075,0.05926383600395159
ACH-000078,-0.0993222487134444
ACH-000082,-0.16521579180150198
ACH-000085,0.1703216413393056
ACH-000086,0.057017484146012036
ACH-000087,-0.19862864837490948
ACH-000092,-0.15053095715264406
ACH-000095,-0.016091077228860773
ACH-000097,-0.09953593905655968
ACH-000098,-0.22464737771677531
ACH-000099,0.039294262733320304
ACH-000108,-0.002219678088597753
ACH-000113,-0.014662029674933718
ACH-000116,0.006510688375562039
ACH-000118,-0.02554965377931101
ACH-000120,-0.19813330913522326
ACH-000123,-0.11976644073444265
ACH-000127,0.013373115895900164
ACH-000128,-0.05915457247588151
ACH-000132,0.0072584848197900405
ACH-000133,-0.02898628429688893
ACH-000137,-0.10105959675467382
ACH-000138,0.053299274635443095
ACH-000142,-0.0839306889436398
ACH-000143,0.01902227716905237
ACH-000146,-0.019071414732345148
ACH-000148,0.04819991915196973
ACH-000150,0.017898713587293325
ACH-000152,-0.08220402111555243
ACH-000153,-0.06270767302464071
ACH-000159,-0.1156990123249221
ACH-000160,0.03688377884641472
ACH-000163,-0.1986828280294772
ACH-000167,-0.17322554037523238
ACH-000168,0.016886763052002717
ACH-000169,-0.08098416130726999
ACH-000178,-0.032148547183988976
ACH-000183,-0.17451096944801112
ACH-000188,0.01360919246738222
ACH-000189,-0.0964035533565745
ACH-000190,0.13981437192648338
ACH-000198,-0.08382458164715882
ACH-000203,-0.05371580634799158
ACH-000204,-0.11405878301594567
ACH-000206,-0.15381673500501528
ACH-000207,-0.10822849155114556
ACH-000208,0.015355154113796378
ACH-000210,-0.34455199243577345
ACH-000211,-0.03652228247690622
ACH-000215,-0.01661508761588066
ACH-000221,0.051573103660400695
ACH-000222,0.07750847472327288
ACH-000223,-0.09346423072278803
ACH-000226,-0.10073226110988777
