,OTX1 (5013)
ACH-000004,-0.5543120407430068
ACH-000005,-0.4041150725529665
ACH-000007,-0.3285497437619289
ACH-000009,-0.2709376983556017
ACH-000011,-0.2784030085187785
ACH-000012,-0.2125482384387778
ACH-000013,-0.24115553926194586
ACH-000014,-0.2852137014472678
ACH-000015,-0.404052501064926
ACH-000017,-0.27604025812481725
ACH-000018,-0.4605764288697441
ACH-000019,-0.16055601233515596
ACH-000021,-0.32391974029309906
ACH-000022,-0.2488211259494709
ACH-000025,-0.17945404402369292
ACH-000028,-0.20142843721705755
ACH-000030,-0.2948862261674821
ACH-000035,-0.6333370350211863
ACH-000036,-0.3865007714580849
ACH-000037,-0.20549686487655744
ACH-000039,-0.3655045001782134
ACH-000040,-0.37560007066799145
ACH-000041,-0.4300767185151129
ACH-000042,-0.4460439838284199
ACH-000045,-0.2603642170084507
ACH-000047,-0.2812604984646363
ACH-000052,-0.2084152417921812
ACH-000053,-0.2726312507581955
ACH-000054,-0.3082120597443819
ACH-000055,-0.18212538177776494
ACH-000060,-0.18583125342481774
ACH-000067,-0.2367806659103541
ACH-000070,-0.3267101229045558
ACH-000075,-0.4200866465085864
ACH-000078,-0.42722180175314384
ACH-000082,-0.2473939084432827
ACH-000085,-0.3710478429971936
ACH-000086,-0.19060087513162136
ACH-000087,-0.30901443156558744
ACH-000092,-0.3299274391078525
ACH-000095,-0.4128777337682227
ACH-000097,-0.17483915239369685
ACH-000098,-0.2057421199465687
ACH-000099,-0.3156819420989161
ACH-000108,-0.24846464233335944
ACH-000113,-0.3696568594884264
ACH-000116,-0.3623385364814367
ACH-000118,-0.2322962343859121
ACH-000120,-0.31973489260649496
ACH-000123,-0.17855003112187864
ACH-000127,-0.3918755290587316
ACH-000128,-0.371882596566384
ACH-000132,-0.2589410494635531
ACH-000133,-0.2984611212424145
ACH-000137,-0.3153701705072746
ACH-000138,-0.2413418249265617
ACH-000142,-0.3361220544941397
ACH-000143,-0.36017047464522284
ACH-000146,-0.4566578347108693
ACH-000148,-0.13486942133433158
ACH-000150,-0.12235712631420552
ACH-000152,-0.3732614349198233
ACH-000153,-0.1624889091616471
ACH-000159,-0.4006573764111907
ACH-000160,-0.16862120262696145
ACH-000163,-0.2652098568852237
ACH-000167,-0.13995883322796632
ACH-000168,0.06233976332092834
ACH-000169,-0.2808918396227524
ACH-000178,-0.28786978099286425
ACH-000183,-0.2557298769521594
ACH-000188,-0.4420398567648675
ACH-000189,-0.5022614264815584
ACH-000190,-0.5263396088473333
ACH-000198,-0.3595754621360482
