,ASXL3 (80816)
ACH-000004,0.09809770708818567
ACH-000005,-0.15263530553841648
ACH-000007,0.0019566574065168238
ACH-000009,0.045229787998632434
ACH-000011,0.19592713228374087
ACH-000012,0.15374797779807742
ACH-000013,0.1114359635019652
ACH-000014,0.055513214699879014
ACH-000015,0.05762414784502494
ACH-000017,0.04015163981175781
ACH-000018,0.0622878548631919
ACH-000019,-0.07915949040756738
ACH-000021,0.013390909006672615
ACH-000022,0.07627086595109088
ACH-000025,0.02773981370992291
ACH-000028,-0.023541413060352158
ACH-000030,0.04049802819781858
ACH-000035,0.12458420747766648
ACH-000036,0.09624231524964352
ACH-000037,0.00592347234289235
ACH-000039,0.06422959370912439
ACH-000040,0.15566076726674005
ACH-000041,0.19918554600042845
ACH-000042,0.1142197886230808
ACH-000045,0.15428804198616278
ACH-000047,0.13084575772134596
ACH-000052,-0.16775855662871778
ACH-000053,-0.02247549267153617
ACH-000054,0.10760431804762614
ACH-000055,-0.05144837615061057
ACH-000060,0.07995410590279818
ACH-000067,0.18737691865655293
ACH-000070,0.16359382254305255
ACH-000075,-0.032684895698258075
ACH-000078,-0.0374574354235583
ACH-000082,0.06908148761568378
ACH-000085,0.17205684117434508
ACH-000086,0.12578443024209598
ACH-000087,0.011124226989784576
ACH-000092,0.07152045544784225
ACH-000095,-0.012693640876244763
ACH-000097,0.15419897759426202
ACH-000098,0.20181588962646801
ACH-000099,0.13352993356443896
ACH-000108,0.2781070565818787
ACH-000113,0.029483992487870817
ACH-000116,0.10183349845514113
ACH-000118,0.3056855251527263
ACH-000120,0.024999222190411875
ACH-000123,-0.09231345671199888
ACH-000127,0.03305962605590382
ACH-000128,3.5185986686550155e-05
ACH-000132,-0.1851793375085634
ACH-000133,0.09050091221789068
ACH-000137,-0.0017081105625846936
ACH-000138,0.030597268994722718
ACH-000142,0.05683041917622676
ACH-000143,0.21006917029103545
ACH-000146,0.09930212343248092
ACH-000148,0.1047457276365414
ACH-000150,0.1183455676908169
ACH-000152,0.07351282648289117
ACH-000153,0.02199095207018097
ACH-000159,0.09027727164750664
ACH-000160,-0.06469582962219785
ACH-000163,0.10715308283377707
ACH-000167,-0.17214013522987054
ACH-000168,-0.08902062350004647
ACH-000169,0.2938489039363462
ACH-000178,0.03331016344484622
ACH-000183,0.007498444441364561
ACH-000188,-0.15373837437121118
ACH-000189,0.2068553988255067
ACH-000190,-0.10556636710542927
ACH-000198,-0.01436410115451986
ACH-000203,-0.043472201398996484
ACH-000204,0.1753460872902206
ACH-000206,0.07452235511623509
ACH-000207,0.1897737716749084
ACH-000208,0.04045412979113937
ACH-000210,-0.17817350730777867
ACH-000211,-0.051084212268429866
ACH-000215,0.03188107518503105
ACH-000221,-0.026139813834218668
ACH-000222,-0.0019643680101709853
ACH-000223,0.025660653955515443
ACH-000226,0.022049159577796143
ACH-000227,-0.007620835543764184
ACH-000228,-0.11916400758496712
ACH-000231,0.10898949662641608
ACH-000232,0.07427785146575883
ACH-000233,0.024657564473473358
ACH-000234,0.06014605372527587
ACH-000235,0.09616402257623592
ACH-000237,0.08505792471857554
ACH-000238,0.2026870333124586
ACH-000242,-0.14698105783772622
ACH-000243,0.02500793410277221
ACH-000244,0.032532779987097735
ACH-000246,-0.01481570214861715
ACH-000248,0.09313236742922706
ACH-000250,0.0881487512848687
ACH-000251,0.18951061689238471
ACH-000252,-0.08221020975017157
ACH-000253,0.05265828246063255
ACH-000255,0.11008848662695872
ACH-000256,0.19634439236325826
ACH-000257,0.13880822217141353
ACH-000258,-0.004711362730393153
ACH-000259,0.17065095490730442
ACH-000260,0.11672444900509328
ACH-000261,0.008782308913179427
ACH-000262,-0.033751064812969134
ACH-000263,0.11452772072639962
ACH-000264,0.07150107629667908
ACH-000265,-0.008061622202486575
ACH-000266,0.05608828581884742
ACH-000272,0.013195865636102895
ACH-000274,0.03268095314243487
ACH-000277,0.026234589711982063
ACH-000278,0.181916559138478
ACH-000279,0.08279836306483655
ACH-000280,0.0464730747323589
ACH-000281,-0.1421916747816035
ACH-000288,0.09303246626729794
ACH-000291,0.0948739063282756
ACH-000293,0.08644843571319039
ACH-000294,0.11648281477908433
ACH-000295,-0.002029466692872893
ACH-000296,-0.0890965153778456
ACH-000302,0.12262131789596582
ACH-000304,-0.0025738356678008736
ACH-000307,0.01648790148048566
ACH-000308,0.07316901853478346
ACH-000310,0.051255938115404416
ACH-000311,0.0781127189751851
ACH-000312,0.08968047384930965
ACH-000315,-0.10355556029589076
ACH-000316,0.04948759221826004
ACH-000317,0.0744184786269613
ACH-000318,0.1466157371442871
ACH-000319,-0.013534345666417943
ACH-000320,0.36776132530442296
ACH-000322,0.10893024866672124
ACH-000323,0.060838866833683176
ACH-000324,0.1021108205344582
ACH-000329,-0.03099686684820972
ACH-000330,-0.008425095247863482
ACH-000331,0.1058583434738454
ACH-000332,0.12301467636015663
ACH-000334,0.19920905930466895
ACH-000335,-0.033076630758810836
