,GXYLT2 (727936)
ACH-000004,-0.0205920560826416
ACH-000005,-0.18153412003445707
ACH-000007,-0.17929787616174173
ACH-000009,0.042733413703703496
ACH-000011,0.012611299947146385
ACH-000012,-0.09467068088947278
ACH-000013,0.012325042223745534
ACH-000014,-0.15278661078465838
ACH-000015,-0.0462753753693851
ACH-000017,-0.0510330720948595
ACH-000018,-0.08372704905444639
ACH-000019,-0.10351602569627127
ACH-000021,-0.004803982060550518
ACH-000022,0.03242873485479069
ACH-000025,-0.1261448474503769
ACH-000028,-0.006039708907171126
ACH-000030,-0.006761043616447629
ACH-000035,-0.09717227773969604
ACH-000036,-0.07389272032983142
ACH-000037,-0.003003795544700301
ACH-000039,0.0047465413560436025
ACH-000040,0.032256983671623274
ACH-000041,-0.18521638487552614
ACH-000042,-0.0924779916705118
ACH-000045,-0.08206873910832538
ACH-000047,-0.030115719416996513
ACH-000052,0.15600213063798735
ACH-000053,-0.024589108035109133
ACH-000054,0.010691525474168198
ACH-000055,0.046374960399522616
ACH-000060,-0.09930042316384616
ACH-000067,-0.1508630006831342
ACH-000070,0.026541783534152208
ACH-000075,-0.010359852086073991
ACH-000078,-0.034340473082021546
ACH-000082,-0.051114237905602884
ACH-000085,-0.01714562231608931
ACH-000086,0.06931142020886663
ACH-000087,-0.014889360060056634
ACH-000092,0.0567227634816509
ACH-000095,0.013894326850238548
ACH-000097,0.062332836003368926
ACH-000098,0.010687618161793757
ACH-000099,-0.13778542109574773
ACH-000108,-0.028601972375105505
ACH-000113,0.054474102296590735
ACH-000116,-0.002656205212369729
ACH-000118,-0.10838831591178644
ACH-000120,0.04328029126550486
ACH-000123,0.06865223389926939
ACH-000127,-0.10219864855859136
ACH-000128,-0.01827908197524013
ACH-000132,0.13294820736371282
ACH-000133,0.03476910681874303
ACH-000137,-0.09585477915834513
ACH-000138,-0.035373926658889214
ACH-000142,-0.04833389012584608
ACH-000143,0.03475208223319329
ACH-000146,-0.07338479930296835
ACH-000148,-0.07074194260742947
ACH-000150,-0.15972098111892927
ACH-000152,0.02585124188736305
ACH-000153,-0.1295834684583722
ACH-000159,-0.06093736950016615
ACH-000160,0.030558819190109818
ACH-000163,0.07808125876544374
ACH-000167,0.055248955352520224
ACH-000168,0.30479183343719235
ACH-000169,0.08854342030196789
ACH-000178,0.04821219717336387
ACH-000183,0.0337204048506786
ACH-000188,0.0008681261290343303
ACH-000189,0.134978015304425
ACH-000190,-0.1669142784930462
ACH-000198,-0.09589853399124702
ACH-000203,0.3108551823783769
ACH-000204,0.06424205874424281
ACH-000206,-0.053827430694924384
ACH-000207,0.003336849619019661
ACH-000208,-0.01761876652160977
ACH-000210,0.1731215072452972
ACH-000211,-0.11052104618689447
ACH-000215,-0.08051854509545621
ACH-000221,-0.15910156141003612
ACH-000222,-0.09296595266157627
ACH-000223,0.019310196308976492
ACH-000226,-0.04075075184914392
ACH-000227,-0.13587987316167122
ACH-000228,0.06625059823758828
ACH-000231,0.05303102587852046
ACH-000232,-0.06477988979261631
ACH-000233,-0.038306329844604164
ACH-000234,-0.03287431678511586
ACH-000235,-0.08276071110992332
ACH-000237,-0.01865164840499986
ACH-000238,0.009234351233608752
ACH-000242,-0.34884609538074113
ACH-000243,0.04300479310171015
ACH-000244,-0.20560314026951867
ACH-000246,-0.05212963797808982
ACH-000248,0.1559551159184338
ACH-000250,-0.04037107168901555
ACH-000251,0.15629824498604494
ACH-000252,0.013746607221361258
ACH-000253,-0.0004494283198800746
ACH-000255,-0.07778677349776829
ACH-000256,-0.12213942916504693
ACH-000257,0.0005247462316436847
ACH-000258,-0.03978459823604676
ACH-000259,5.237764793804278e-05
ACH-000260,-0.002400322771385942
ACH-000261,0.01241774344182486
ACH-000262,0.11577901171478434
ACH-000263,-0.06679230999872622
ACH-000264,-0.00162550324385998
ACH-000265,-0.09036340166035883
ACH-000266,-0.01544537279710835
ACH-000272,-0.045386260613469606
ACH-000274,-0.04652153001060525
ACH-000277,0.08111335620988876
ACH-000278,0.013116079815001104
ACH-000279,-0.04010576581511368
ACH-000280,-0.062182887704185674
ACH-000281,0.13812175587988382
ACH-000288,0.03552759135474148
ACH-000291,-0.0851350168075125
ACH-000293,0.033447705326164416
ACH-000294,-0.1728240585151345
ACH-000295,0.09666427430026564
ACH-000296,0.041430258912844735
ACH-000302,-0.0103442119961974
ACH-000304,0.04932998266021782
ACH-000307,-0.08168867494726209
ACH-000308,0.05400820314117575
ACH-000310,-0.08672320879184732
ACH-000311,-0.039122989223873986
ACH-000312,0.017529786648039083
ACH-000315,0.16486044286368207
ACH-000316,-0.09027524818863183
ACH-000317,-0.05206425954057204
ACH-000318,-0.11241310397653526
ACH-000319,0.0013776681945860039
ACH-000320,-0.03489327109844237
ACH-000322,0.15920191613427934
ACH-000323,0.06539172551499813
ACH-000324,-0.02858911115821172
ACH-000329,-0.039936207209156985
ACH-000330,0.04320952381083398
ACH-000331,0.0129691435734952
ACH-000332,-0.001345428446902075
ACH-000334,-0.00789520608148506
ACH-000335,0.0687849459615798
ACH-000336,0.0326718528340259
ACH-000337,-0.09143664543511557
ACH-000338,-0.3573701607194234
ACH-000339,-0.043668477963667546
ACH-000341,-0.07311914548096378
ACH-000348,0.002146519757637882
ACH-000350,0.004311995927656251
ACH-000352,-0.12854867746841295
