,GFM2 (84340)
ACH-000004,-0.029904127859404377
ACH-000005,-0.2113935242686291
ACH-000007,0.013259787818542123
ACH-000009,-0.1591119417075539
ACH-000011,0.1100976929010231
ACH-000012,-0.19135702784058967
ACH-000013,-0.18611091942725824
ACH-000014,-0.1472724518327629
ACH-000015,-0.3119114390212344
ACH-000017,-0.10625390758329352
ACH-000018,-0.2372205804131757
ACH-000019,-0.11515179439456255
ACH-000021,-0.25299147952436585
ACH-000022,-0.04249165823441844
ACH-000025,-0.1736205401475773
ACH-000028,-0.2826191875501211
ACH-000030,0.03654196470393449
ACH-000035,-0.2449420068057819
ACH-000036,0.12387520542202267
ACH-000037,-0.09424283013817887
ACH-000039,0.09078955278955206
ACH-000040,-0.061212277835141826
ACH-000041,-0.06781747582856885
ACH-000042,-0.18054711364542714
ACH-000045,-0.2512749565268644
ACH-000047,-0.43232164265874734
ACH-000052,-0.17327359279543672
ACH-000053,-0.07037912021193125
ACH-000054,-0.0313725775177195
ACH-000055,-0.00910825088203623
ACH-000060,-0.2508066438659146
ACH-000067,-0.12357119384564474
ACH-000070,-0.1841726635751588
ACH-000075,-0.06509372814756287
ACH-000078,-0.003096175884255125
ACH-000082,-0.19620951102451936
ACH-000085,0.030729648468698762
ACH-000086,-0.3657608389149624
ACH-000087,-0.3783984353948212
ACH-000092,-0.210175740789436
ACH-000095,0.12492839166937908
ACH-000097,-0.04326909741032983
ACH-000098,0.058454567016927673
ACH-000099,-0.09363537252872968
ACH-000108,-0.19131176363070565
ACH-000113,-0.10988864124386026
ACH-000116,-0.2690829186405652
ACH-000118,-0.4942474785351336
ACH-000120,-0.0913875773788837
ACH-000123,-0.32384241380741263
ACH-000127,-0.6404326991422624
ACH-000128,-0.3207657825578018
ACH-000132,-0.12992395688613487
ACH-000133,-0.1411464312485368
ACH-000137,-0.259689338668515
ACH-000138,-0.2613683142743401
ACH-000142,-0.10753572718623347
ACH-000143,-0.3372112835128287
ACH-000146,-0.051331936249479
ACH-000148,-0.3515725058521477
ACH-000150,-0.5201671141748221
ACH-000152,-0.05555549636143983
ACH-000153,-0.4775883205789512
ACH-000159,-0.04661457328978672
ACH-000160,-0.283877237302253
ACH-000163,-0.1762657615802949
ACH-000167,0.07516610606813147
ACH-000168,0.11158671260669296
ACH-000169,-0.27242916793865685
ACH-000178,-0.2447073324516888
ACH-000183,0.01878384344043233
ACH-000188,-0.1883992728931245
