,ISLR (3671)
ACH-000004,0.060538660752492174
ACH-000005,-0.0741755699543018
ACH-000007,0.14818153460682218
ACH-000009,0.005560483750234192
ACH-000011,0.30374396647341323
ACH-000012,0.035126539172717984
ACH-000013,0.07853999332704276
ACH-000014,-0.029744811073341263
ACH-000015,0.016146155670531306
ACH-000017,0.0942678797386529
ACH-000018,0.08498667867876449
ACH-000019,0.09590827724884084
ACH-000021,0.1661880634497101
ACH-000022,-0.06411941126383912
ACH-000025,0.03797084358630287
ACH-000028,-0.05494706054708635
ACH-000030,0.07848756310334311
ACH-000035,-0.04228163800220456
ACH-000036,0.2115666317696578
ACH-000037,0.1342887289576034
ACH-000039,0.05676788325198188
ACH-000040,0.19637951093297112
ACH-000041,0.16118899454294636
ACH-000042,0.029576943027098342
ACH-000045,0.016539308376380433
ACH-000047,-0.031980927205017225
ACH-000052,0.13347485571676396
ACH-000053,0.08722649630306803
ACH-000054,0.0934967898585205
ACH-000055,0.1643749288113494
ACH-000060,0.13009108668952654
ACH-000067,0.139777095935681
ACH-000070,0.07048883837196315
ACH-000075,0.04318480180150913
ACH-000078,0.11111156414786864
ACH-000082,0.0900121464668935
ACH-000085,0.04982935850890448
ACH-000086,0.0900769250537396
ACH-000087,0.0959996763587165
ACH-000092,0.13245260356200847
ACH-000095,0.13624049377778236
ACH-000097,0.20924302705628675
ACH-000098,0.050932549858448695
ACH-000099,0.11238829854185772
ACH-000108,0.08913844975154936
ACH-000113,0.06909989403996282
ACH-000116,-0.020367687259566933
ACH-000118,0.13659720016018442
ACH-000120,0.003133802240775617
ACH-000123,0.09104693002220872
ACH-000127,0.07420707964708702
ACH-000128,0.08657236849053286
ACH-000132,0.1127289455047068
ACH-000133,0.06732356254636483
ACH-000137,0.1688664510494604
ACH-000138,0.17899012044205553
ACH-000142,0.15099272419314064
ACH-000143,0.13746647891902367
ACH-000146,0.07580848564493861
ACH-000148,0.06958495492668043
ACH-000150,0.13863530864197124
ACH-000152,0.16046655501766
ACH-000153,0.12453323898838685
ACH-000159,0.16474538436499955
ACH-000160,0.01972468851323086
ACH-000163,0.00777772972664818
ACH-000167,0.2746138470517215
ACH-000168,-0.04208327494824808
ACH-000169,0.06931864411958001
ACH-000178,0.14533444702593495
ACH-000183,0.1489837741981226
ACH-000188,0.1147601999913319
ACH-000189,0.1619643783800108
ACH-000190,0.17474325305068086
ACH-000198,0.009632654512371702
ACH-000203,0.30325134696809153
ACH-000204,-0.026778260610467067
