,CANX (821)
ACH-000004,-0.2772583045737014
ACH-000005,-0.15528388645011287
ACH-000007,-0.04374508620855822
ACH-000009,-0.1141161495403102
ACH-000011,-0.14461271777103873
ACH-000012,0.059001090441915004
ACH-000013,-0.004814181485117276
ACH-000014,0.11873267905671687
ACH-000015,-0.15800645849442374
ACH-000017,0.08759992918229821
ACH-000018,0.01543373211341991
ACH-000019,0.04422674786644613
ACH-000021,-0.02696912742611341
ACH-000022,-0.19997024311515774
ACH-000025,-0.07894851880028919
ACH-000028,-0.12998429164802056
ACH-000030,0.03773300884579486
ACH-000035,0.07101312962206394
ACH-000036,-0.054045434176771136
ACH-000037,0.030351268070938568
ACH-000039,-0.22096162474645986
ACH-000040,-0.06511440048755042
ACH-000041,0.029239755308550417
ACH-000042,-0.12207371979628533
ACH-000045,0.16535691720508916
ACH-000047,-0.12151440099521825
ACH-000052,-0.1855517714252961
ACH-000053,-0.11228683958131384
ACH-000054,-0.1614444503732328
ACH-000055,-0.032170064788785015
ACH-000060,0.005583165118341579
ACH-000067,0.0008709980601453997
ACH-000070,-0.02337606406009157
ACH-000075,-0.09991092657249803
ACH-000078,-0.04523242065744547
ACH-000082,-0.07262201227616354
ACH-000085,-0.015699696978600606
ACH-000086,-0.07422886895614103
ACH-000087,-0.07839933237530658
ACH-000092,0.014187625197008637
ACH-000095,-0.11033238681446704
ACH-000097,0.02831570511819705
ACH-000098,-0.2771851823442967
ACH-000099,-0.17461522602082158
ACH-000108,-0.008653899187060705
ACH-000113,-0.010897612442067812
ACH-000116,0.034925416126216864
ACH-000118,0.1984269764711692
ACH-000120,-0.036134127117669015
ACH-000123,-0.09094778665624634
ACH-000127,-0.10973150153990137
ACH-000128,-0.11767541833682435
ACH-000132,-0.001068427473993784
ACH-000133,0.04771493739764588
ACH-000137,0.017027888054989226
ACH-000138,-0.032378566171770824
ACH-000142,-0.26254945403704083
ACH-000143,-0.2437109833052259
ACH-000146,0.09365080698325512
ACH-000148,-0.2645283270118414
ACH-000150,-0.1337576912736359
ACH-000152,-0.09781725592621313
ACH-000153,0.17587946090332235
ACH-000159,-0.0762717948683482
ACH-000160,-0.04239604483313679
ACH-000163,-0.17866337541009678
ACH-000167,-0.3411049272401073
ACH-000168,-0.1677115492385251
ACH-000169,-0.012432877664368508
ACH-000178,-0.15563775844768546
ACH-000183,-0.13530486759077495
ACH-000188,-0.1336807964262191
ACH-000189,-0.04511211951366149
ACH-000190,-0.08297737871437119
ACH-000198,-0.07161953548212392
ACH-000203,0.07261190055211585
ACH-000204,-0.20686859089631812
ACH-000206,0.02836193529649347
ACH-000207,-0.13904938371886724
ACH-000208,0.12695409504604316
ACH-000210,0.003687206307170864
ACH-000211,-0.07651750568155337
ACH-000215,-0.07928184752844754
ACH-000221,0.049581063037326234
ACH-000222,-0.15293854969889045
ACH-000223,-0.249185953853984
ACH-000226,-0.14861470483402214
ACH-000227,-0.3157074738788035
ACH-000228,-0.0881276277907965
ACH-000231,-0.06006707541464287
ACH-000232,-0.14764435294973285
ACH-000233,0.006541332210355654
ACH-000234,-0.10068041199976746
ACH-000235,-0.06039664361932341
ACH-000237,-0.2432381755366033
ACH-000238,-0.2210897803627445
ACH-000242,0.008113612043333525
ACH-000243,0.11751103935997925
ACH-000244,-0.2612474155851507
ACH-000246,-0.15864947523523687
ACH-000248,0.17676245297355553
ACH-000250,-0.0986249725016335
ACH-000251,-0.07534509725684127
ACH-000252,0.13566919796357738
ACH-000253,-0.002607398600636993
ACH-000255,0.01153274582916077
ACH-000256,0.012787357213063271
ACH-000257,-0.1427689063017266
ACH-000258,-0.10187568394148623
ACH-000259,-0.15561819767829688
ACH-000260,0.04603824295557913
ACH-000261,-0.15231907601684214
ACH-000262,-0.17405012228361508
ACH-000263,0.10714136045302187
ACH-000264,-0.24254841632718105
ACH-000265,-0.011402593263428285
ACH-000266,-0.14623295632413796
ACH-000272,-0.2391496014441925
ACH-000274,0.011825873191179791
ACH-000277,-0.0633618113707369
ACH-000278,0.01638078612319066
ACH-000279,-0.11035190605282318
ACH-000280,0.018183825974633114
ACH-000281,-0.10803312970607744
ACH-000288,-0.09154957407638173
ACH-000291,-0.18277214732429992
ACH-000293,0.17548256568459067
ACH-000294,0.07034941961059793
ACH-000295,0.03619932868608264
ACH-000296,-0.3402937450006428
ACH-000302,-0.1852142147539844
ACH-000304,-0.1440312205884867
ACH-000307,0.01867595071050803
ACH-000308,-0.08342744544144777
ACH-000310,-0.12497804035156755
ACH-000311,-0.04857839838919873
ACH-000312,-0.009227618905359426
ACH-000315,0.07673309210925708
ACH-000316,-0.2271583297951181
ACH-000317,0.01481668133049791
ACH-000318,-0.043160475467584385
ACH-000319,0.010272085862209429
ACH-000320,-0.022481104895245168
ACH-000322,-0.4078385632853208
ACH-000323,-0.021544040609414148
