,DDTL (100037417)
ACH-000004,-0.17916357962111673
ACH-000005,-0.4868957226832016
ACH-000007,-0.1926940877101847
ACH-000009,-0.2420064547736928
ACH-000011,-0.19835562402341947
ACH-000012,-0.11095095565703887
ACH-000013,-0.1715155185181041
ACH-000014,0.08082995427420261
ACH-000015,-0.17264379022519086
ACH-000017,-0.0992058411501342
ACH-000018,-0.06419044143486506
ACH-000019,-0.030287684537819607
ACH-000021,-0.08528819635972143
ACH-000022,-0.0359262199937186
ACH-000025,-0.4099570004217999
ACH-000028,-0.07498129563558656
ACH-000030,-0.10808206751937736
ACH-000035,-0.05775482994378876
ACH-000036,-0.06031653104576139
ACH-000037,-0.1407880586232868
ACH-000039,0.15371423251293492
ACH-000040,-0.10687605252640532
ACH-000041,-0.2466644513660773
ACH-000042,-0.28896806260650537
ACH-000045,-0.10187388170406976
ACH-000047,-0.03370282555021828
ACH-000052,-0.12670589016068434
ACH-000053,-0.04702070698326272
ACH-000054,-0.15282051179725706
ACH-000055,-0.19999060127298815
ACH-000060,-0.05848715491919947
ACH-000067,-0.03053617507255669
ACH-000070,-0.056195264537656935
ACH-000075,0.012668255734464706
ACH-000078,-0.19319269760571972
ACH-000082,-0.045945389358744065
ACH-000085,0.044113888773947084
ACH-000086,0.0889800915825488
ACH-000087,-0.19128533687890306
ACH-000092,-0.12745842642233188
ACH-000095,-0.1927178820435614
ACH-000097,-0.07211304150313456
ACH-000098,-0.21592316744657952
ACH-000099,0.0010645131845003523
ACH-000108,-0.1056509992140233
ACH-000113,-0.20541145396200125
ACH-000116,-0.028700367499046413
ACH-000118,-0.09618552709403697
ACH-000120,0.12342381109303308
ACH-000123,0.03575779703334021
ACH-000127,-0.12004100904193085
ACH-000128,-0.10626981777036464
ACH-000132,-0.03575619975709712
ACH-000133,-0.11129410542361703
ACH-000137,-0.2962754029810276
ACH-000138,0.009936063719127884
ACH-000142,-0.12103164752065
ACH-000143,0.09003515939321212
ACH-000146,-0.1324580089021732
ACH-000148,0.049786867341837265
ACH-000150,0.03805028067229056
ACH-000152,-0.17517732531293292
ACH-000153,0.11310089069140455
ACH-000159,0.09405539116247554
ACH-000160,0.014952967807511972
ACH-000163,0.029091929430016275
ACH-000167,-0.15496843607726438
ACH-000168,-0.051645229372958006
ACH-000169,0.013775466528709136
ACH-000178,0.028574211555393626
ACH-000183,-0.10016276930004124
ACH-000188,-0.03421445780910558
ACH-000189,0.20923801518499216
ACH-000190,0.002955345506576343
ACH-000198,-0.0725909438995893
ACH-000203,-0.035559235992081134
ACH-000204,-0.2568283969775409
ACH-000206,0.0171918882758683
ACH-000207,-0.07021166935661388
ACH-000208,0.151762511214353
ACH-000210,-0.07044080065570651
ACH-000211,-0.1175944977782092
ACH-000215,-0.06205953141532805
ACH-000221,-0.2845367729558805
ACH-000222,-0.2391975247706617
ACH-000223,-0.0800525690112099
ACH-000226,-0.15670107665629776
ACH-000227,-0.0604194971516255
ACH-000228,-0.09754075144150157
ACH-000231,-0.4148110378841853
ACH-000232,-0.06741465109607646
ACH-000233,-0.14853577234775794
ACH-000234,-0.004862633520547368
ACH-000235,-0.029359492547975933
ACH-000237,-0.240644159380074
ACH-000238,-0.035161870795723436
ACH-000242,-0.05276146973302425
ACH-000243,-0.10082223082012938
ACH-000244,-0.018890120896815226
ACH-000246,-0.0062886636103954025
ACH-000248,0.02369418286908223
ACH-000250,-0.052984224491712514
ACH-000251,-0.015312721550035047
ACH-000252,-0.1227292738583073
ACH-000253,-0.04473854215109047
ACH-000255,-0.1620298757886648
ACH-000256,-0.14545422373650102
ACH-000257,-0.0011704501126785904
ACH-000258,0.04163947022077792
ACH-000259,0.0377902329061984
ACH-000260,-0.1378778618334714
ACH-000261,-0.19527514469300106
ACH-000262,0.04599675285004225
ACH-000263,-0.09772894532481048
ACH-000264,-0.20692217529717355
ACH-000265,-0.2446827877106652
ACH-000266,-0.040812251967006434
ACH-000272,-0.22736043956790736
ACH-000274,-0.1493824945614825
ACH-000277,0.026308262746556302
ACH-000278,-0.312444666169932
ACH-000279,-0.07022838873590223
ACH-000280,-0.25910952796497233
ACH-000281,0.007386163493827184
ACH-000288,-0.03475430703994955
ACH-000291,-0.23875889188554786
ACH-000293,-0.3377722854960254
ACH-000294,0.014592859396146138
ACH-000295,0.06766178455847459
ACH-000296,-0.13861205662534398
ACH-000302,-0.34736706141335577
ACH-000304,-0.2602438617480342
ACH-000307,-0.02998784353860926
ACH-000308,-0.1709370930625345
ACH-000310,0.14383116503574825
ACH-000311,-0.11858764690378765
ACH-000312,-0.14110422530788574
ACH-000315,-0.07674773137734976
ACH-000316,-0.10269730253178813
ACH-000317,0.0941551984826015
ACH-000318,0.05902433194179017
ACH-000319,-0.20194586097668693
ACH-000320,0.03751637404887561
ACH-000322,-0.0962529527674477
ACH-000323,-0.2512259738875557
ACH-000324,-0.04109898774617138
ACH-000329,-0.062421804020051874
ACH-000330,-0.09883425960995858
ACH-000331,0.10374652722430093
ACH-000332,-0.1223260508524846
ACH-000334,-0.15886661115995274
ACH-000335,-0.20798409426284356
ACH-000336,-0.2203637768889587
ACH-000337,-0.15223654462341968
ACH-000338,0.6860372319883531
ACH-000339,-0.14322872536886042
ACH-000341,-0.1678676326371514
ACH-000348,-0.0875437058884725
ACH-000350,-0.08257594533673088
ACH-000352,-0.14645418209319674
ACH-000356,-0.15632165980664434
ACH-000361,-0.032383463517918626
ACH-000362,-0.0194837464430541
ACH-000363,-0.0642072246134586
ACH-000364,0.10207131175214136
ACH-000365,-0.08454159367435927
ACH-000366,-0.1831459803036576
ACH-000368,-0.07719788612102807
ACH-000374,-0.004428533943546158
ACH-000375,-0.06594865106159459
ACH-000376,-0.04773912585870122
ACH-000381,-0.0019233201809008985
ACH-000383,-0.06515327316964978
ACH-000387,0.034581453876326836
ACH-000389,-0.21757187089190114
ACH-000390,-0.09402373577845392
ACH-000393,-0.2421624626753168
ACH-000395,-0.31153460151193024
ACH-000396,0.1656008780970904
ACH-000397,-0.0984145763368904
ACH-000401,-0.021569713254142444
ACH-000402,-0.0864752047653458
ACH-000403,-0.2522444698401343
ACH-000404,-0.11380395136558248
ACH-000406,0.03140908022264153
ACH-000407,-0.03318296141494501
ACH-000408,0.0714302403753953
ACH-000410,-0.13582086422353246
ACH-000411,-0.09591384752841199
ACH-000414,-0.034287922075831416
ACH-000415,-0.0326117530363563
ACH-000416,-0.09196718636515903
ACH-000420,-0.13657429835982698
ACH-000421,-0.17377279266102053
ACH-000424,-0.1383290412280197
ACH-000425,-0.16698476901908668
ACH-000426,-0.3572865111364197
ACH-000427,-0.08842418851692298
ACH-000433,-0.2981390446034615
ACH-000435,-0.058106870153431016
ACH-000436,-0.1470301064956597
ACH-000444,0.04324173058718013
ACH-000445,-0.06267740584300724
ACH-000448,-0.2443580368738492
ACH-000450,-0.21536590276046771
ACH-000452,-0.1712335675880045
ACH-000454,-0.203258691997674
ACH-000458,-0.21400884359152145
ACH-000459,0.12657258315805722
ACH-000460,0.006003030215522306
ACH-000461,-0.1109411314148565
ACH-000463,-0.005838011435258346
ACH-000464,0.012485731314356577
ACH-000466,-0.00444452832437267
ACH-000467,-0.03544325968374594
ACH-000468,-0.05956056168096498
ACH-000469,-0.047365071729481865
ACH-000470,-0.17387429618116088
ACH-000471,-0.13252226972262746
ACH-000472,-0.12787842493799428
ACH-000473,-0.07126492976093146
ACH-000475,-0.18709281399519934
ACH-000476,-0.1322410095302812
ACH-000477,-0.20110661530526636
ACH-000479,-0.21376814013101775
ACH-000480,-0.06828686321891364
ACH-000481,-0.028408211066128418
ACH-000483,-0.2375885340302947
ACH-000484,0.020682627639942084
ACH-000485,0.011952842332397249
ACH-000486,-0.2458274032164836
ACH-000487,0.06750339393805453
ACH-000488,-0.0023016591051336424
ACH-000490,-0.08820180559563462
ACH-000491,0.03562319752886283
ACH-000495,-0.017261978148946717
ACH-000496,-0.03156392683819256
ACH-000499,0.11139419644743384
ACH-000500,-0.24555990571425115
ACH-000502,-0.1072418300165808
ACH-000503,-0.10386281567627052
ACH-000505,-0.11972094744535942
ACH-000507,-0.08392473269828493
ACH-000510,-0.10758977466645178
ACH-000511,-0.16506556777414227
ACH-000512,-0.16221929437199584
ACH-000516,-0.15441106454932718
ACH-000517,-0.18463432263123694
ACH-000518,-0.20596447000092588
ACH-000520,-0.19947120648702066
ACH-000521,-0.0679411821578562
ACH-000522,0.05411301043794047
ACH-000524,-0.1912352242128976
ACH-000527,-0.1190197398621989
ACH-000528,-0.276384949724624
ACH-000537,0.04086761236248248
ACH-000541,0.0480520407134782
ACH-000542,0.018531829588539196
ACH-000544,-0.07543429600308663
ACH-000545,0.06748496262318365
ACH-000547,-0.07904508590718226
ACH-000548,0.03703776063627829
ACH-000549,-0.03626300976527471
ACH-000550,0.0091345014037495
ACH-000552,-0.4187073916450656
ACH-000556,0.03718594865961847
ACH-000557,0.06891675003897894
ACH-000569,0.01806796698064437
ACH-000570,-0.013752514238190492
ACH-000571,0.04780019692574759
ACH-000573,-0.017104694607791158
ACH-000576,-0.08738963123408061
ACH-000579,0.06551160041444268
ACH-000580,-0.27478354315344083
ACH-000584,-0.07976569638418705
ACH-000585,0.05944492876872151
