,KIF23 (9493)
ACH-000004,-1.3550293374014215
ACH-000005,-1.085175716193037
ACH-000007,-1.1095499448255448
ACH-000009,-0.9764874034943354
ACH-000011,-1.065889337606449
ACH-000012,-1.0577008318268943
ACH-000013,-1.2564418728096092
ACH-000014,-1.021725381435891
ACH-000015,-1.180385742936426
ACH-000017,-1.0646663418300386
ACH-000018,-0.9498450985869752
ACH-000019,-1.0014139306719032
ACH-000021,-0.6939231217398438
ACH-000022,-0.9465682007883941
ACH-000025,-0.8918750354103498
ACH-000028,-0.9838296900361756
ACH-000030,-1.1323272832936169
ACH-000035,-1.0531550060120936
ACH-000036,-0.8768417796775949
ACH-000037,-0.7506658165341711
ACH-000039,-0.9835906855381148
ACH-000040,-0.7558821783882178
ACH-000041,-1.0887984552344416
ACH-000042,-1.0916822523448568
ACH-000045,-1.007284955044581
ACH-000047,-1.0708679590641592
ACH-000052,-1.3357493894065648
ACH-000053,-1.089770663731532
ACH-000054,-0.8703493678023239
ACH-000055,-0.9693905340715672
ACH-000060,-0.9508684315527124
ACH-000067,-0.7831685381320258
ACH-000070,-0.9660618877365176
ACH-000075,-0.8447186855372194
ACH-000078,-1.0419102954427863
ACH-000082,-0.9603784289115136
ACH-000085,-1.0717693025373902
ACH-000086,-0.9234244771496084
ACH-000087,-0.9488431288494588
ACH-000092,-0.8633464585607059
ACH-000095,-1.065800414938209
ACH-000097,-0.9960877512081364
ACH-000098,-0.9379889162190778
ACH-000099,-0.8466422708291588
ACH-000108,-0.9749984283644608
ACH-000113,-0.9515587081249921
ACH-000116,-1.0944115545592314
ACH-000118,-0.9729575883379468
ACH-000120,-1.1498706007528239
ACH-000123,-0.9945219496015908
ACH-000127,-0.9333030546730352
ACH-000128,-0.8178388846116142
ACH-000132,-1.1275322863155095
ACH-000133,-0.919950436718616
ACH-000137,-0.9039169638975252
ACH-000138,-1.0132897913885714
ACH-000142,-0.8985990820941261
ACH-000143,-0.9667667834612654
ACH-000146,-1.06084425229988
ACH-000148,-0.9127008905882056
ACH-000150,-0.9139486041889708
ACH-000152,-0.9125849499086988
ACH-000153,-0.8743192655601878
ACH-000159,-1.042156857915269
ACH-000160,-1.1583938074313138
ACH-000163,-1.008081591381498
ACH-000167,-1.5467398463849502
ACH-000168,-1.0716889457221583
ACH-000169,-1.1701340583066886
ACH-000178,-0.947368043455988
