,SREK1 (140890)
ACH-000004,-0.3112187891692113
ACH-000005,-0.374982602088544
ACH-000007,-0.13370681298630913
ACH-000009,-0.13637490797358073
ACH-000011,-0.3666434712729049
ACH-000012,-0.25557905571664546
ACH-000013,-0.3491692623737149
ACH-000014,-0.6050388662632107
ACH-000015,-0.4635855601795302
ACH-000017,-0.5855808215822542
ACH-000018,-0.3575386046505294
ACH-000019,-0.3420866377107845
ACH-000021,-0.12080065714957465
ACH-000022,-0.33247417386385125
ACH-000025,-0.2318596862999629
ACH-000028,-0.5229128022173235
ACH-000030,-0.10791298787430444
ACH-000035,-0.14936589580936646
ACH-000036,-0.5452125236836294
ACH-000037,-0.30894695577521003
ACH-000039,-0.5166617921233061
ACH-000040,-0.35297059111194273
ACH-000041,-0.3181682205085237
ACH-000042,-0.4688781606051363
ACH-000045,-0.2029408515966924
ACH-000047,-0.2990543466700209
ACH-000052,-0.5260008287801915
ACH-000053,-0.6228765516313142
ACH-000054,-0.4763515808010171
ACH-000055,-0.42969636947630735
ACH-000060,-0.4690809917274794
ACH-000067,-0.2664683193306344
ACH-000070,-0.3682286852102945
ACH-000075,-0.3846508180722191
ACH-000078,-0.4151824250296958
ACH-000082,-0.40087717297800457
ACH-000085,-0.2629712510733395
ACH-000086,-0.1223326768256111
ACH-000087,-0.021801983375041408
ACH-000092,-0.17914223258311518
ACH-000095,-0.27143855930496125
ACH-000097,-0.2146846152439353
ACH-000098,-0.1206593824540772
ACH-000099,-0.0842769965200911
ACH-000108,-0.4948146494232775
ACH-000113,-0.15800363088661745
ACH-000116,-0.2679999833449919
ACH-000118,-0.25381850207475515
ACH-000120,-0.5584366949552613
ACH-000123,-0.33920209404876217
ACH-000127,-0.5106955611505783
ACH-000128,-0.1990678078334962
ACH-000132,-0.2489630156988063
ACH-000133,-0.4852669103010306
ACH-000137,-0.20164508503026748
ACH-000138,-0.2513562206471835
ACH-000142,-0.3521312483087449
ACH-000143,-0.2869293535388961
ACH-000146,-0.18051424853332812
ACH-000148,-0.2899707215995013
ACH-000150,-0.023629969439979803
ACH-000152,-0.2408792962017361
ACH-000153,-0.2676356937466757
ACH-000159,-0.2042449910909067
ACH-000160,-0.33675416938871233
ACH-000163,-0.28731424573730796
ACH-000167,-0.1716370044069519
ACH-000168,-0.17790568554916636
ACH-000169,-0.4696226927775104
ACH-000178,-0.362075661637652
ACH-000183,-0.27457343382554905
ACH-000188,-0.5333680727884247
ACH-000189,-0.03107880263729188
ACH-000190,-0.4059903987573336
ACH-000198,-0.5916987403749683
ACH-000203,-0.3422051396536689
ACH-000204,-0.4881943416101709
ACH-000206,-0.3027720223986901
ACH-000207,-0.4605308166199343
ACH-000208,-0.5726152957687484
ACH-000210,-0.3444111522024655
ACH-000211,-0.4054339403386278
ACH-000215,-0.28848166925378244
ACH-000221,-0.2425681930310664
ACH-000222,-0.4941912603238053
ACH-000223,-0.17694150455242455
ACH-000226,-0.6018509442631076
ACH-000227,-0.2821923319782347
ACH-000228,-0.3900471819725889
ACH-000231,-0.04579824323697018
ACH-000232,-0.07145910352254331
ACH-000233,-0.2672876046298308
ACH-000234,-0.12513318795230802
ACH-000235,-0.3679678851457393
ACH-000237,-0.08255439254757417
ACH-000238,-0.4433412094664568
ACH-000242,-0.19034105820811492
ACH-000243,-0.1172602773511885
ACH-000244,-0.4355003199116304
ACH-000246,-0.16080311636053765
ACH-000248,-0.3179819333109034
ACH-000250,-0.5601544259453723
ACH-000251,-0.476975817358773
ACH-000252,-0.28288452868726205
ACH-000253,-0.598088544950953
ACH-000255,-0.3417075094066816
ACH-000256,-0.38350502569288347
ACH-000257,-0.3653117952366477
ACH-000258,-0.5164206582469995
ACH-000259,-0.4221436954272785
ACH-000260,-0.4494226669364755
ACH-000261,-0.4079650281191645
ACH-000262,-0.2955906642575216
ACH-000263,-0.466029367798588
ACH-000264,-0.510710563983722
ACH-000265,-0.10176495789686636
ACH-000266,-0.3419513752737619
ACH-000272,-0.4465106200561991
ACH-000274,-0.31278050420774545
ACH-000277,-0.1897129391117372
ACH-000278,-0.4651861693943147
ACH-000279,-0.3608662908939633
ACH-000280,-0.4270999941540298
ACH-000281,-0.2645453719950983
ACH-000288,-0.17399183363272544
ACH-000291,-0.2822696118543637
ACH-000293,-0.2509452797899289
ACH-000294,-0.2704212593792374
ACH-000295,-0.5728665327229482
ACH-000296,-0.11251146576381536
ACH-000302,-0.2784429000280785
ACH-000304,-0.20247250625693225
ACH-000307,-0.21598321080481409
ACH-000308,-0.29521995801436257
ACH-000310,-0.16872908680028426
ACH-000311,-0.17141140198056168
ACH-000312,-0.19933109218501968
ACH-000315,-0.026262904983239462
ACH-000316,-0.26879751467051993
ACH-000317,-0.34200810416175
ACH-000318,-0.06566019464490835
ACH-000319,-0.11233168671964053
ACH-000320,-0.26328061569521977
ACH-000322,-0.5756885047106237
ACH-000323,-0.23508447258584905
ACH-000324,-0.338021774966538
ACH-000329,-0.31213508079091484
ACH-000330,-0.5130688406215773
ACH-000331,-0.4455335764841882
ACH-000332,-0.3282668677457432
ACH-000334,-0.399334849111701
ACH-000335,-0.1980409671061783
ACH-000336,-0.5376047901405812
ACH-000337,-0.1284325643881532
ACH-000338,-0.2342038556628129
ACH-000339,-0.3831675658624662
ACH-000341,-0.2781299810819167
ACH-000348,-0.34045928499775563
ACH-000350,-0.4343061382880325
ACH-000352,-0.2527167207245242
ACH-000356,-0.5253039700599992
ACH-000361,-0.3072795545332497
ACH-000362,-0.4324497236511541
ACH-000363,-0.40689186344660816
ACH-000364,-0.4199085062605049
ACH-000365,-0.3597337139969736
ACH-000366,-0.10838527508851893
ACH-000368,-0.4069606568835696
ACH-000374,-0.3774726464415121
