,SPATS2L (26010)
ACH-000004,0.05967979629534356
ACH-000005,0.4996578644626129
ACH-000007,0.2527342841342194
ACH-000009,-0.10596847883177778
ACH-000011,0.04403465355271072
ACH-000012,0.03076957785930887
ACH-000013,0.16299989312986202
ACH-000014,0.05492896106029891
ACH-000015,0.11827605566983773
ACH-000017,0.00892289204568448
ACH-000018,0.15376742018380216
ACH-000019,0.09057289329183242
ACH-000021,0.07622210037483991
ACH-000022,0.08757535944884418
ACH-000025,-0.03332755972985723
ACH-000028,-0.00345483427569532
ACH-000030,-0.02186125313498648
ACH-000035,0.2008604031004971
ACH-000036,0.007276896014817547
ACH-000037,-0.13879577084401173
ACH-000039,-0.12212720294804914
ACH-000040,0.040718434732282136
ACH-000041,0.07849256644942268
ACH-000042,0.029004631411041093
ACH-000045,0.0641616928536542
ACH-000047,0.04229518348498602
ACH-000052,0.06551675458174445
ACH-000053,0.04870832164821254
ACH-000054,0.0024790406017297178
ACH-000055,-0.05740090371226485
ACH-000060,-0.0052603538914575785
ACH-000067,-0.011573344262054756
ACH-000070,0.06785226998844658
ACH-000075,-0.04773263929553381
ACH-000078,0.13834336032760408
ACH-000082,-0.09857321340346632
ACH-000085,0.1565588672986916
ACH-000086,-0.016603820248444437
ACH-000087,0.14203583100707826
ACH-000092,-0.049399695456478064
ACH-000095,-0.12381207034573292
ACH-000097,0.08814674097081465
ACH-000098,0.08258639791767666
ACH-000099,0.10615212072295037
ACH-000108,-0.0062323282700162495
ACH-000113,0.06432389890708667
ACH-000116,0.0857763545916007
ACH-000118,0.11300569626761825
ACH-000120,0.12056231225689727
ACH-000123,0.15793776722913078
ACH-000127,0.005036485738899635
ACH-000128,-0.13006614333607128
ACH-000132,3.2362003254282016e-05
ACH-000133,-0.017820462055044745
ACH-000137,-0.037268644471397314
ACH-000138,0.08087124249598084
ACH-000142,0.3497253277300675
ACH-000143,0.10717815878763934
ACH-000146,0.05972832937918069
ACH-000148,0.08692606879419397
ACH-000150,0.2232355120662193
ACH-000152,0.02858705694155845
ACH-000153,0.030439615337503508
ACH-000159,0.06495151442816162
ACH-000160,-0.0031019521948323515
ACH-000163,0.011572430339490543
ACH-000167,-0.2502584961846399
ACH-000168,-0.018529164455906477
ACH-000169,0.13227724108700745
ACH-000178,0.20698845475542504
ACH-000183,0.1428597806926422
ACH-000188,0.193162549883452
ACH-000189,0.022908135671815787
ACH-000190,0.2598895711634095
ACH-000198,0.061050720050315886
ACH-000203,-0.4483757926393117
ACH-000204,-0.07362505991556367
ACH-000206,-0.05539759205138455
ACH-000207,0.03770651329765802
ACH-000208,0.1722833080062645
ACH-000210,0.34391437053961704
ACH-000211,-0.042092772813839684
ACH-000215,0.0637754444007525
ACH-000221,0.1685678807532786
ACH-000222,0.024914808891349376
ACH-000223,-0.10313835741651592
ACH-000226,0.11317733309073436
ACH-000227,-0.0418230215740143
ACH-000228,-0.030823327958847374
ACH-000231,0.06905059186265061
ACH-000232,-0.011883674612877669
ACH-000233,0.09994958071146376
ACH-000234,0.033462616668396686
ACH-000235,0.01513298720337059
ACH-000237,0.041837888449544135
ACH-000238,-0.10788905004162017
ACH-000242,-0.6827500735012955
ACH-000243,-0.12234563267006758
ACH-000244,0.05596325694611872
ACH-000246,0.12875849378205706
ACH-000248,0.10740054154688787
ACH-000250,0.07583778582354965
ACH-000251,-0.10458071589794747
ACH-000252,-0.2576328520711569
ACH-000253,-0.041729315214392264
ACH-000255,0.04867608603711105
ACH-000256,0.04201132320314591
ACH-000257,0.09789408151541336
ACH-000258,0.1194692920592233
ACH-000259,0.06282373391575581
ACH-000260,0.09617110209841996
ACH-000261,-0.01956503976087292
ACH-000262,0.235820524190044
ACH-000263,-0.3731615825748458
ACH-000264,0.09364651314258894
ACH-000265,0.02369816988737213
ACH-000266,-0.08393266376875902
ACH-000272,0.14974759532130466
ACH-000274,-0.042588267230966974
ACH-000277,0.2136703184342615
ACH-000278,-0.05945092837523463
ACH-000279,0.005646823908861317
ACH-000280,0.05779735560048315
ACH-000281,0.24934689084367934
ACH-000288,-0.0790183394650038
ACH-000291,0.0604072963158595
ACH-000293,-0.03447633194756022
ACH-000294,-0.014676996643336987
ACH-000295,0.02328939983193696
ACH-000296,-0.19983588243342096
ACH-000302,0.03580904739853373
ACH-000304,-0.10179675743622477
ACH-000307,0.05016586910855445
ACH-000308,0.05050005024406305
ACH-000310,-0.11624679998820366
ACH-000311,0.05355988512837055
ACH-000312,0.011387362337504878
ACH-000315,0.23190968011224056
ACH-000316,-0.07126750703403993
ACH-000317,-0.04140120727732331
ACH-000318,0.04934486302303797
ACH-000319,0.05598486935406352
ACH-000320,0.1914559109657493
ACH-000322,-0.020257940645752308
ACH-000323,0.13529962306994314
ACH-000324,-0.029108677545058567
ACH-000329,0.033525845842344026
ACH-000330,0.2679854941019068
ACH-000331,-0.021683614679800275
ACH-000332,0.0026898276479819607
ACH-000334,0.11144719652967863
ACH-000335,-0.11709198920336272
ACH-000336,0.039262644120099915
ACH-000337,0.14847519410190518
ACH-000338,0.018843709599316937
ACH-000339,0.004340006560742814
ACH-000341,-0.26747156905007385
ACH-000348,0.020002680420696226
ACH-000350,0.0710682418704018
ACH-000352,-0.06817399182482038
ACH-000356,-0.19012170811326687
ACH-000361,-0.14530649431373352
ACH-000362,-0.011228019920166955
ACH-000363,0.06972972478352828
ACH-000364,0.0012276507166558161
ACH-000365,0.07387260601649083
ACH-000366,-0.006678688011002055
ACH-000368,0.15472507129924412
ACH-000374,-0.010325789273188349
ACH-000375,-0.07673006174051178
ACH-000376,-0.00361412695867714
ACH-000381,-0.0038323738656218546
ACH-000383,0.05581366389947381
ACH-000387,-0.06394625165316553
ACH-000389,0.006799474749800579
ACH-000390,-0.0440452153219965
ACH-000393,-0.006898951089031902
