,BCL10 (8915)
ACH-000004,0.11795684507451434
ACH-000005,0.3209420836900197
ACH-000007,0.14583557998002258
ACH-000009,0.00026079534315474466
ACH-000011,-0.2068651567867868
ACH-000012,0.07965958896562728
ACH-000013,-0.1766370984584179
ACH-000014,-0.043143373246614616
ACH-000015,0.09926140195981482
ACH-000017,-0.07403379240397913
ACH-000018,-0.1539387349262931
ACH-000019,-0.04635674542549004
ACH-000021,0.18490398248490414
ACH-000022,0.0463942616563262
ACH-000025,0.04883898950051868
ACH-000028,0.08426080948761552
ACH-000030,-0.08127753918324081
ACH-000035,-0.08472839283158942
ACH-000036,-0.06921749052953925
ACH-000037,-0.11741356683939624
ACH-000039,-0.03754803173106204
ACH-000040,-0.014627079322589238
ACH-000041,0.041844523354331684
ACH-000042,0.06070623847666243
ACH-000045,-0.1681943421869351
ACH-000047,0.0209798030612241
ACH-000052,-0.20068066848940486
ACH-000053,0.050983231152427394
ACH-000054,-0.06856323200128925
ACH-000055,-0.012342695060505235
ACH-000060,-0.3922559730799983
ACH-000067,-0.10988072631355612
ACH-000070,-0.12687037602242066
ACH-000075,-0.03267360228774231
ACH-000078,-0.028946438111073263
ACH-000082,0.041814702200061636
ACH-000085,0.002984717302284482
ACH-000086,-0.10969290577083997
ACH-000087,0.006177458791743226
ACH-000092,-0.02281038741395281
ACH-000095,-0.03759737081772832
ACH-000097,0.10472899851153213
ACH-000098,-0.1300470603470476
ACH-000099,0.032867911820437516
ACH-000108,0.0007850873065470963
ACH-000113,-0.037460531834572985
ACH-000116,0.01773429781199208
ACH-000118,0.07352931275607401
ACH-000120,0.08570659330730701
ACH-000123,-0.021697091355313457
ACH-000127,-0.08670886788062815
ACH-000128,0.0003071483736884864
ACH-000132,-0.006244681714342832
ACH-000133,-0.051020114601054746
ACH-000137,-0.1297686100238932
ACH-000138,0.03293331247856778
ACH-000142,-0.29407633852788184
ACH-000143,0.5132151116879344
ACH-000146,0.08681378622916186
ACH-000148,0.02409834763701029
ACH-000150,0.016164870636860854
ACH-000152,-0.09686581168505083
ACH-000153,-0.004843892813016466
ACH-000159,-0.2318752904253354
ACH-000160,0.14783602680965474
ACH-000163,0.20860302626141544
ACH-000167,-0.1932569086194313
ACH-000168,0.0030554692227567565
ACH-000169,0.12754485267386514
ACH-000178,0.08521764890754613
ACH-000183,0.0934976909856572
ACH-000188,0.006550674604235954
ACH-000189,-0.15065232601828324
ACH-000190,0.013357628181874984
ACH-000198,-0.029408719019670456
ACH-000203,0.13809089553641962
ACH-000204,0.07918557336233521
ACH-000206,0.3873055388486956
ACH-000207,-0.05568594758287348
ACH-000208,-0.021361236358283468
ACH-000210,0.0980753794064631
ACH-000211,0.14725493079022312
ACH-000215,-0.070132834986947
ACH-000221,0.17324992775493284
ACH-000222,0.06630703842331448
ACH-000223,-0.07541850785748243
ACH-000226,0.01701375378199199
ACH-000227,0.05339733826945278
ACH-000228,0.06412850541162379
ACH-000231,-0.12573420670168867
ACH-000232,0.014231034840981562
ACH-000233,0.11068124619996693
ACH-000234,0.04368398535056203
ACH-000235,0.009982807631988307
ACH-000237,-0.14973183949698274
ACH-000238,-0.18003669804518688
ACH-000242,0.07510629172913365
ACH-000243,0.1390133581319112
ACH-000244,0.10653783691555237
ACH-000246,-0.239131458586224
ACH-000248,0.0958859696385491
ACH-000250,-0.329295322758373
ACH-000251,0.07334089660254453
ACH-000252,0.1622493699659357
ACH-000253,0.04041232523231402
ACH-000255,0.08829056596222609
ACH-000256,0.1825706900154111
ACH-000257,-0.022667560071227798
ACH-000258,0.1269751866042407
ACH-000259,0.04615852529882247
ACH-000260,0.04172175903705802
ACH-000261,-0.027347130377435684
ACH-000262,-0.34765712737691445
ACH-000263,-0.04442712817317525
ACH-000264,0.08534350164529197
ACH-000265,0.04293608549426736
ACH-000266,-0.014051290070636324
ACH-000272,-0.14602253800883347
ACH-000274,-0.0572577598483976
ACH-000277,-0.022404454766390046
ACH-000278,-0.15972864880757093
ACH-000279,0.113476160915036
ACH-000280,0.011547129664599365
ACH-000281,-0.2321035614049472
ACH-000288,-0.1954790402502464
ACH-000291,0.07135483698420526
ACH-000293,-0.2784165000831108
ACH-000294,-0.04763992069341296
ACH-000295,0.18207793823229826
ACH-000296,-0.07312446472792405
ACH-000302,-0.17608438816375993
ACH-000304,-0.017991899355333747
ACH-000307,-0.010611729857463713
ACH-000308,0.0939272935419861
