,WWP2 (11060)
ACH-000004,-0.05162810567000526
ACH-000005,-0.19180122925744275
ACH-000007,0.1837612877941494
ACH-000009,0.04331213339937183
ACH-000011,0.031036893213715038
ACH-000012,-0.15650938466570527
ACH-000013,-0.18899012616665514
ACH-000014,-0.11256716015454513
ACH-000015,0.08989355165595887
ACH-000017,-0.12307478296675288
ACH-000018,-0.2808466252332157
ACH-000019,-0.20108953024826876
ACH-000021,-0.17638096658481928
ACH-000022,-0.01768347603379014
ACH-000025,-0.2727865160590865
ACH-000028,-0.1473860505424454
ACH-000030,-0.13770061660579724
ACH-000035,-0.18838638398281807
ACH-000036,-0.06432611382557868
ACH-000037,-0.10474693400053246
ACH-000039,-0.05573445718913106
ACH-000040,0.07482270445111132
ACH-000041,0.0233505518909712
ACH-000042,-0.08109422823519599
ACH-000045,-0.04239924741501852
ACH-000047,-0.10123695435672496
ACH-000052,-0.038880979572307836
ACH-000053,-0.11441947361734475
ACH-000054,-0.08558705690984858
ACH-000055,-0.2458455275050684
ACH-000060,-0.019119707037797504
ACH-000067,-0.199135855934832
ACH-000070,-0.009195396475075529
ACH-000075,0.004023536254469718
ACH-000078,-0.03791393320822028
ACH-000082,-0.1269980076604077
ACH-000085,-0.13963321709835533
ACH-000086,-0.15714515583037972
ACH-000087,0.08989704801115582
ACH-000092,-0.1174402541375783
ACH-000095,-0.12490592852860925
ACH-000097,-0.012666877697459923
ACH-000098,-0.16283960606495534
ACH-000099,0.0009063143678248098
ACH-000108,-0.13770561742139004
ACH-000113,0.046547352676465883
ACH-000116,-0.15085414217993925
ACH-000118,-0.14114117642041893
ACH-000120,-0.2420555164017311
ACH-000123,-0.011465983339038921
ACH-000127,-0.2081081546120923
ACH-000128,-0.041190197953203715
ACH-000132,-0.1655278175253626
ACH-000133,-0.0863981942742104
ACH-000137,-0.08946483630418901
ACH-000138,-0.12560438987930073
ACH-000142,-0.2464247565746811
ACH-000143,-0.07116983468374763
ACH-000146,-0.11249907805051453
ACH-000148,-0.11911771032878578
ACH-000150,0.005553284708316008
ACH-000152,-0.08445418395131271
ACH-000153,-0.06936961530587538
ACH-000159,-0.026554535145765387
ACH-000160,-0.12938465700839327
ACH-000163,-0.004549576297598051
ACH-000167,-0.0590308880757675
ACH-000168,-0.17391082303826708
ACH-000169,0.04632499952777823
ACH-000178,-0.1900617150129729
ACH-000183,-0.10923863847282643
ACH-000188,-0.058193078292052114
ACH-000189,-0.03299828523620405
ACH-000190,0.15100534404262891
ACH-000198,-0.07468263378924514
ACH-000203,-0.21259018412100275
ACH-000204,-0.19033429065228705
ACH-000206,-0.10332705638805607
ACH-000207,-0.0707921159167413
ACH-000208,-0.07460979767751309
ACH-000210,0.016102295640584397
ACH-000211,-0.05520382548438014
ACH-000215,-0.16001312757107752
ACH-000221,-0.18846804296004888
ACH-000222,-0.003613425828909353
ACH-000223,-0.0738471893099539
ACH-000226,-0.08983753091856868
ACH-000227,-0.180723885787708
ACH-000228,-0.06774133480001515
ACH-000231,-0.07821501522813637
ACH-000232,-0.21411486428773813
ACH-000233,-0.12978262912760533
ACH-000234,-0.02302034116574101
ACH-000235,-0.11001167376937494
ACH-000237,-0.11760373788380166
ACH-000238,-0.13686072635441568
ACH-000242,-0.015284372321238757
ACH-000243,-0.09633037522666507
ACH-000244,-0.10284846396723438
ACH-000246,0.04398519840322921
ACH-000248,-0.22332256362089728
ACH-000250,-0.06496907780663336
ACH-000251,0.2523972109608087
ACH-000252,0.1410600087340695
ACH-000253,-0.01348844198177928
ACH-000255,0.0984140622933046
ACH-000256,0.0003507002772880218
ACH-000257,-0.06709126363282772
ACH-000258,-0.10667643254866922
ACH-000259,-0.06002851608011708
ACH-000260,-0.13128113320724685
ACH-000261,-0.06461101942712914
ACH-000262,-0.16637242923484447
ACH-000263,-0.12238187477286144
ACH-000264,-0.21887974880821
ACH-000265,0.17360859915506285
ACH-000266,-0.03114951025975337
ACH-000272,0.018766210151285326
ACH-000274,-0.011285066853924004
ACH-000277,-0.1270322108474269
ACH-000278,-0.10733616894036706
ACH-000279,-0.14942499835847245
ACH-000280,-0.04631832522943456
ACH-000281,-0.13074801374949227
ACH-000288,-0.1726978030426884
ACH-000291,-0.0656380854072785
ACH-000293,-0.07273486659540201
ACH-000294,-0.05857397257186539
ACH-000295,-0.1902967416591777
ACH-000296,0.16765742229171346
ACH-000302,0.06313026278441852
ACH-000304,0.10071168988478008
ACH-000307,-0.055028111163174215
ACH-000308,-0.17241140685971665
ACH-000310,-0.0068559165214468224
ACH-000311,0.031701850567156416
ACH-000312,-0.2169055515661958
ACH-000315,-0.19499241969822909
ACH-000316,-0.11778410724687573
ACH-000317,-0.028494243079020362
ACH-000318,-0.0419804250192303
ACH-000319,-0.03165048733279603
ACH-000320,-0.15659574171355242
ACH-000322,-0.13685414592867706
ACH-000323,-0.1829102042030847
ACH-000324,-0.2149676034268247
ACH-000329,-0.0733605956841139
ACH-000330,-0.09991465880860738
ACH-000331,0.20047588696677174
ACH-000332,0.030159592799997
ACH-000334,-0.2860149196536707
ACH-000335,-0.23517511915415104
ACH-000336,0.11101168734204807
ACH-000337,-0.2709826214477381
ACH-000338,0.2504330816294553
ACH-000339,-0.06053627025812795
ACH-000341,-0.054071635450650544
ACH-000348,-0.13568956038346505
ACH-000350,-0.12918566512198382
ACH-000352,-0.1245360250302933
ACH-000356,-0.04646576799003965
ACH-000361,-0.06304810796086371
ACH-000362,-0.1357887016536115
ACH-000363,-0.04831365399267678
ACH-000364,0.1508560488921673
