,ARV1 (64801)
ACH-000444,-0.27468979612670463
ACH-000445,-0.2319145637795332
ACH-000448,-0.2284192759920893
ACH-000450,-0.14471436456968392
ACH-000452,-0.08123310365024289
ACH-000454,-0.19448054769495926
ACH-000458,-0.40435017672562135
ACH-000459,-0.042989107434543136
ACH-000460,-0.2688182062173496
ACH-000461,-0.07426205606814977
ACH-000463,-0.21952338550820172
ACH-000464,-0.106485648666512
ACH-000466,-0.4656391460520167
ACH-000467,-0.1001887023314116
ACH-000468,-0.061169523678423925
ACH-000469,0.030662441883371725
ACH-000470,-0.12179752383239427
ACH-000471,-0.3035823206202993
ACH-000472,-0.152290384366201
ACH-000473,-0.2616030475850312
ACH-000475,-0.2010387375274041
ACH-000476,-0.2814532442909693
ACH-000477,-0.12339406731836974
ACH-000479,0.01244480275422339
ACH-000480,-0.20944687490071207
ACH-000481,-0.11960232940418775
ACH-000483,0.07719176053604711
ACH-000484,-0.2018674629147847
ACH-000485,-0.07233037620296492
ACH-000486,0.05898171768104499
ACH-000487,-0.13358806852200272
ACH-000488,-0.17782298015707287
ACH-000490,-0.07391783491038946
ACH-000491,-0.3016854247853015
ACH-000495,-0.18262051551603534
ACH-000496,-0.12967886421550892
ACH-000499,0.12667884198742074
ACH-000500,-0.2047389390132516
ACH-000502,-0.08796853768994259
ACH-000503,-0.3215864066611645
ACH-000505,-0.2006252809296209
ACH-000507,-0.13010899727890968
ACH-000510,-0.13215464390924936
ACH-000511,-0.1999480085955216
ACH-000512,-0.26429711999758343
ACH-000516,-0.08922779737327227
ACH-000517,-0.2507243340760096
ACH-000518,0.0704262550815013
ACH-000520,0.08958747512577983
ACH-000521,-0.10047192188523356
ACH-000522,-0.2393885721144168
ACH-000524,-0.20200206873770934
ACH-000527,-0.20563814704732428
ACH-000528,-0.2419513543044675
ACH-000537,-0.3464445664537085
ACH-000541,-0.03765204883968496
ACH-000542,-0.16051074772348156
ACH-000544,-0.09900533682534124
ACH-000545,-0.14779421411974972
ACH-000547,-0.6564185874694124
ACH-000548,-0.2503342747922455
ACH-000549,-0.18545417184982746
ACH-000550,-0.2183387553482312
ACH-000552,-0.3301558612350399
ACH-000556,-0.10506415129427242
ACH-000557,-0.25369646330934564
ACH-000569,-0.12587776514263085
ACH-000570,-0.08745222722466174
ACH-000571,-0.2770089094540906
ACH-000573,-0.17679165872990768
ACH-000576,-0.2721581492003743
ACH-000579,0.1651246402379325
ACH-000580,-0.20346350061940635
ACH-000584,-0.14208758274480746
ACH-000585,-0.07572376740746453
ACH-000588,-0.08873318740092243
ACH-000589,-0.18609355691348448
ACH-000591,0.09398553782505732
ACH-000593,-0.16274117100783755
ACH-000600,-0.18892276956704088
ACH-000601,-0.12497282834467124
ACH-000605,-0.1253969360006645
ACH-000606,-0.15814029111752992
ACH-000608,-0.1842397470790257
ACH-000614,-0.13538428541090386
ACH-000616,-0.31755562953358235
ACH-000618,-0.07735776408884885
ACH-000619,-0.08751476279243298
ACH-000620,-0.21376377787204115
ACH-000621,-0.16749472335159993
ACH-000622,-0.24683923386579046
ACH-000623,-0.1873257863530733
ACH-000624,-0.16227489715376167
ACH-000627,-0.24162066420454956
ACH-000630,-0.11579561988113304
ACH-000631,-0.18049856234987285
ACH-000632,-0.22997758803710255
ACH-000633,-0.1069681503919532
ACH-000637,-0.2784745050326729
ACH-000638,-0.21534359410928067
ACH-000646,-0.37173142747912585
ACH-000647,-0.14781477180560493
ACH-000648,-0.2716832838477167
ACH-000649,-0.1594099623542936
ACH-000651,-0.1310293184561902
ACH-000652,-0.11932923430715595
ACH-000653,-0.1764030769142446
ACH-000657,-0.19138592475484828
ACH-000658,-0.19130202715959765
ACH-000661,0.004234823645579228
ACH-000662,0.0867678617031113
ACH-000663,-0.24230252356584894
ACH-000665,-0.12958549281856585
ACH-000671,-0.2907481683801516
ACH-000672,-0.25916187909608474
ACH-000673,-0.1927232427765828
ACH-000676,-0.09303993168894263
ACH-000677,-0.22145283411995706
ACH-000681,-0.2368159767134694
ACH-000683,-0.14615246063287393
ACH-000684,-0.3603551849527507
ACH-000688,-0.03499217835378432
ACH-000693,-0.050039851615920436
ACH-000694,-0.11817580046669125
ACH-000695,-0.20457778057929046
ACH-000696,-0.16694327396212888
ACH-000697,-0.2076893593243479
ACH-000699,-0.103236169615431
ACH-000701,-0.18530637038735015
ACH-000706,-0.2105786492110669
ACH-000711,-0.15526525936002528
ACH-000713,-0.07845264251498339
ACH-000714,-0.2272037226797916
ACH-000718,-0.2054467470716636
ACH-000720,-0.08581379350799577
ACH-000721,-0.20269667781080128
ACH-000724,-0.2759470109734487
ACH-000725,-0.12284091521750848
ACH-000732,-0.05814481238574129
ACH-000734,-0.16665381801611345
ACH-000735,-0.12136270895688467
ACH-000736,-0.25191818515372943
ACH-000738,-0.1820153818881933
ACH-000746,-0.2312310539531837
ACH-000747,-0.037527857942292235
ACH-000748,-0.1696207597210411
ACH-000753,-0.1007670183297834
ACH-000756,-0.2988600175047561
ACH-000757,-0.11811950443375112
ACH-000758,-0.07665548793922164
ACH-000760,-0.26387896401483585
ACH-000762,-0.07402485500628085
ACH-000763,-0.3423527494678142
ACH-000764,-0.1787692049449619
ACH-000765,-0.2744060945331932
ACH-000766,-0.08249438114973408
ACH-000767,-0.27524527400567683
ACH-000768,-0.1467543624861002
ACH-000769,-0.10889285407081824
ACH-000770,-0.2110438265210683
ACH-000771,-0.15041950544202873
ACH-000773,-0.20012419384921587
ACH-000776,-0.044128164303301465
ACH-000777,0.01893883233447034
ACH-000778,-0.26255947886870445
ACH-000781,-0.09673475284707192
ACH-000782,-0.11188604080409337
ACH-000783,-0.2343347946214093
ACH-000784,-0.07033405471417517
ACH-000785,-0.27061287691320424
ACH-000787,-0.17135793423089024
ACH-000788,-0.20918791582192084
ACH-000791,-0.20300789100933195
ACH-000792,-0.19370368083685174
ACH-000794,-0.1934815951272796
ACH-000796,-0.22263229357886888
ACH-000798,-0.11946529709020373
ACH-000799,-0.10462936075474116
ACH-000800,-0.1387987272088766
ACH-000802,-0.1760728463248066
ACH-000804,-0.2974122729516549
ACH-000805,-0.057608164666909836
ACH-000809,-0.001066079085474881
ACH-000810,-0.116948871327098
ACH-000811,-0.17664517760590676
ACH-000817,-0.19918427477927791
ACH-000819,-0.09335498576765013
ACH-000820,-0.26405566708777056
ACH-000821,-0.11046608119441367
ACH-000822,-0.17498595147505966
ACH-000823,-0.12995743428409598
ACH-000824,-0.2377645442783088
ACH-000827,-0.2550656882572957
ACH-000829,-0.20280450277991846
ACH-000831,-0.2535285502919429
ACH-000832,-0.02637502104894633
ACH-000833,-0.12297748109791412
ACH-000834,-0.27102392188120955
ACH-000835,-0.14969117040918428
ACH-000836,-0.3009472925236848
ACH-000837,-0.16453510884731967
ACH-000838,-0.06730152349965357
ACH-000839,-0.15136956730619475
ACH-000840,-0.3310159159239007
ACH-000841,-0.14222584016449713
ACH-000843,-0.13641453947037366
ACH-000846,-0.2381901280567718
ACH-000847,-0.1836256089299869
ACH-000848,-0.1789434441021298
ACH-000849,-0.2493041201331969
ACH-000851,-0.26470209218891033
ACH-000855,-0.17847472260394634
ACH-000856,-0.08840256470231761
ACH-000858,-0.07490927613994311
ACH-000859,-0.17261463503619642
ACH-000861,-0.11129790678952664
ACH-000862,-0.055594524330088615
ACH-000865,-0.1854349581230678
ACH-000866,-0.15494338342592742
ACH-000867,-0.17862061735497786
ACH-000869,-0.3255075458993963
ACH-000872,-0.2364689056871974
ACH-000873,-0.09938867823327928
ACH-000876,-0.08190448320049021
ACH-000878,-0.22557408405076496
ACH-000880,-0.2114208517197008
ACH-000881,-0.13379131608063596
ACH-000882,-0.21676359459996705
ACH-000884,-0.1748551489834819
ACH-000885,-0.3302484804614157
ACH-000887,-0.2133476555927192
ACH-000889,-0.14153685647162545
ACH-000896,-0.09428125090732843
ACH-000898,-0.25915320052023466
ACH-000900,0.03233814054002086
ACH-000901,-0.14521744266001793
ACH-000905,-0.1605416156238607
ACH-000906,-0.21039747692529992
ACH-000907,-0.1950408135298244
ACH-000910,-0.3038918442906661
ACH-000911,-0.08863313827176933
ACH-000912,-0.1271322219708826
ACH-000913,-0.10148895714672546
ACH-000915,-0.12705021159383992
ACH-000916,0.4019123393507483
ACH-000917,-0.07433521821694948
ACH-000920,-0.23053122580489874
ACH-000921,-0.13581058626683187
ACH-000924,-0.2457177334859233
ACH-000926,-0.17233831422378376
ACH-000928,-0.0587484509898961
ACH-000929,-0.13021356430309944
ACH-000932,-0.11638867346394545
ACH-000935,-0.1818793399970342
ACH-000936,-0.032275790583041204
ACH-000937,-0.19871983624514766
ACH-000938,-0.1660087356871184
ACH-000939,-0.1199311267089384
ACH-000941,-0.04872061134845217
ACH-000943,-0.05089599313044224
ACH-000946,-0.1295141353117258
ACH-000947,-0.14043179451722498
ACH-000948,-0.1132449054300547
ACH-000950,-0.0446931933414142
ACH-000953,-0.09987880575067996
ACH-000954,0.08448248749660497
ACH-000957,0.044899007645590065
ACH-000958,-0.16607880837519096
ACH-000960,-0.14244139153090649
ACH-000963,-0.2601756327822105
ACH-000968,-0.012505030918400023
ACH-000969,-0.18823490092483214
ACH-000972,0.08579589704544988
ACH-000973,-0.19411747162760465
ACH-000974,-0.23728503049182495
ACH-000978,-0.27663150491616484
ACH-000984,-0.1485863870128801
ACH-000986,-0.036038988355792966
ACH-000988,-0.19497742709561067
ACH-000993,-0.22833159751848706
ACH-000994,-0.17981345605699595
ACH-000996,-0.11501157819771407
ACH-001001,-0.19915498461716885
ACH-001020,-0.12465570859520422
ACH-001028,-0.11602530797290847
ACH-001031,-0.10119537242009348
ACH-001038,-0.1655995931954912
ACH-001048,-0.24485230095316765
ACH-001050,-0.1966651008093931
ACH-001053,-0.3333720160348643
ACH-001054,-0.1903038815486805
ACH-001061,-0.10459336231545484
ACH-001067,-0.1285687727555619
ACH-001075,-0.006563167910781913
ACH-001096,-0.2309578727173438
ACH-001111,0.22087323069491285
ACH-001119,-0.13289001679030996
ACH-001128,-0.20190525825669425
ACH-001134,-0.20788222717178248
ACH-001151,-0.17700151973164532
ACH-001163,-0.13188226805452472
ACH-001164,-0.06436270164695082
ACH-001183,-0.4204733099314443
ACH-001192,-0.14334796175071787
ACH-001193,-0.1323774757615545
ACH-001196,-0.14267390819921405
ACH-001197,0.07286893937216173
ACH-001205,-0.3941957064350818
ACH-001211,-0.029450160993848593
ACH-001212,-0.3956116362242113
ACH-001228,-0.42120140943569584
ACH-001232,-0.1356438292805267
ACH-001239,-0.11764289882777827
ACH-001270,-0.39640089700137376
ACH-001274,-0.13951786917023412
ACH-001275,-0.12513245568414386
ACH-001277,-0.1532816211444321
ACH-001278,-0.17924392758696175
ACH-001280,-0.03386960832183298
ACH-001283,-0.13751489774929646
ACH-001289,-0.2337299705635916
ACH-001300,-0.14784007636584326
ACH-001301,-0.09872463885164487
ACH-001302,-0.08756160319031239
ACH-001306,-0.05865249532125706
ACH-001318,-0.12559245665897018
ACH-001322,-0.07936063148323533
ACH-001328,-0.15484338096391634
ACH-001332,-0.29118615289378835
ACH-001336,-0.14818596072714127
ACH-001346,-0.15742299546669872
ACH-001353,-0.25118520990183896
ACH-001354,-0.1596330969518178
ACH-001367,0.018021893670000302
ACH-001368,-0.24707326200747545
ACH-001374,0.018198749902041043
ACH-001377,-0.14678355562101694
ACH-001380,-0.2232935047262173
ACH-001391,-0.36635751612943773
ACH-001408,-0.13985199944849844
ACH-001430,-0.4910553330305298
ACH-001431,-0.3060430292478215
ACH-001450,-0.3047367640189226
ACH-001496,-0.2554952077527075
ACH-001500,-0.1238707611007682
ACH-001523,-0.13081123171287262
ACH-001532,-0.13323984277012285
ACH-001550,-0.17232368403533954
ACH-001552,-0.20739166748088336
ACH-001554,-0.12024312476025928
ACH-001654,-0.3072580601867078
ACH-001735,-0.18243429735465974
ACH-001736,-0.12914967684709333
ACH-001737,-0.7866776020511639
ACH-001740,-0.3825506699401197
ACH-001745,-0.2372281011808464
ACH-001765,-0.2315984654081973
