,SEPP1 (6414)
ACH-000004,0.011095848975207335
ACH-000005,-0.0003624294891711106
ACH-000007,-0.13289470279015025
ACH-000009,-0.131424826429854
ACH-000011,0.006694191324026059
ACH-000012,-0.10807804590521336
ACH-000013,-0.06616271454535691
ACH-000014,-0.18275886927247606
ACH-000015,-0.2350269110172378
ACH-000017,-0.06703128347818016
ACH-000018,-0.22679879681993004
ACH-000019,0.030728515200492888
ACH-000021,0.07890804580401535
ACH-000022,-0.15227035228205765
ACH-000025,-0.0577578418910593
ACH-000028,-0.08605320315108746
ACH-000030,0.004614988456167402
ACH-000035,-0.06179936339318268
ACH-000036,-0.09141543044150087
ACH-000037,-0.10208923945213044
ACH-000039,-0.1695225856139995
ACH-000040,-0.1692210413433115
ACH-000041,-0.0032316342692672354
ACH-000042,-0.21605560782025576
ACH-000045,0.025822034538969744
ACH-000047,-0.18449674973715066
ACH-000052,-0.01751110874101484
ACH-000053,-0.07261363672016592
ACH-000054,-0.11410936420555425
ACH-000055,-0.4174903201831516
ACH-000060,-0.15966184884010606
ACH-000067,-0.09832308448552178
ACH-000070,-0.1899858208162428
ACH-000075,-0.16844785547572474
ACH-000078,-0.22825646192281146
ACH-000082,-0.021637093543265987
ACH-000085,0.023655216786772203
ACH-000086,-0.1312501939002805
ACH-000087,0.11003859165155662
ACH-000092,-0.13241660132261013
ACH-000095,-0.05851649939362424
ACH-000097,-0.12592819212055692
ACH-000098,-0.06701269002541198
ACH-000099,-0.15284957270257532
ACH-000108,-0.10210238100862497
ACH-000113,-0.051443259408817735
ACH-000116,-0.09374123420425803
ACH-000118,-0.01189676307002186
ACH-000120,0.01013697364219251
ACH-000123,-0.030588030383056974
ACH-000127,0.010950543110633792
ACH-000128,-0.05854542579517966
ACH-000132,-0.22449465014067368
ACH-000133,-0.08322877810551678
ACH-000137,-0.16584209650805165
ACH-000138,0.052510630452895835
ACH-000142,-0.013570746299942349
ACH-000143,-0.24822717860148155
ACH-000146,-0.043675485545595534
ACH-000148,-0.06045417409542235
ACH-000150,-0.01838606267369748
ACH-000152,-0.27755743911548564
ACH-000153,-0.009960459532397731
ACH-000159,-0.07928639332906165
ACH-000160,0.049620722216643126
ACH-000163,0.00044892155169674717
ACH-000167,0.019304255741487336
ACH-000168,0.07850276145377483
ACH-000169,-0.17563388098008945
ACH-000178,-0.15201182515064265
ACH-000183,-0.15954768191893934
ACH-000188,0.11605006461906008
ACH-000189,-0.12926662386513565
ACH-000190,0.10255322696546723
ACH-000198,0.08458133571144433
ACH-000203,-0.059733265021064526
ACH-000204,0.2480052320268035
ACH-000206,0.18449419177987547
ACH-000207,-0.03647314897906124
ACH-000208,-0.0560086774784853
ACH-000210,-0.010890872264890284
ACH-000211,0.1047933349442765
ACH-000215,-0.01349136360000702
ACH-000221,0.04384424817984419
ACH-000222,-0.2373088609835311
ACH-000223,-0.1439593472680184
ACH-000226,0.006815666107255124
ACH-000227,0.0832151753025309
ACH-000228,-0.14557052280283742
ACH-000231,-0.06715436995634383
ACH-000232,-0.20113279559842412
ACH-000233,-0.045066381187525824
ACH-000234,-0.1718039094246837
ACH-000235,-0.11923653758889008
ACH-000237,-0.13789804679019307
ACH-000238,0.032850274131970225
ACH-000242,-0.024520172024811115
ACH-000243,-0.011961113689271418
ACH-000244,-0.10391537318413806
ACH-000246,-0.0652531225998019
ACH-000248,0.10368061428951453
ACH-000250,-0.1276334866060027
ACH-000251,-0.30909341201105583
ACH-000252,0.048134206654878435
ACH-000253,-0.13901665921442438
ACH-000255,-0.09067282816316996
ACH-000256,-0.03234777649296378
ACH-000257,-0.030081855739689963
ACH-000258,-0.10221140867103308
ACH-000259,-0.013712406227834316
ACH-000260,-0.08060809677973244
ACH-000261,-0.012405522521998705
ACH-000262,0.10524912078227046
ACH-000263,-0.0930840676123339
ACH-000264,-0.06481599508036905
ACH-000265,0.059131720519830476
ACH-000266,-0.05277378563510995
ACH-000272,-0.023118471743151632
ACH-000274,-0.06603340224409725
ACH-000277,-0.2261909128869939
ACH-000278,-0.007942165143051787
ACH-000279,-0.011545401084656159
ACH-000280,-0.03968102718499647
ACH-000281,0.0336928234093231
ACH-000288,-0.07313113351377498
ACH-000291,-0.0411029042729934
ACH-000293,0.08549180817357263
ACH-000294,0.11898625019343845
ACH-000295,-0.14920162884894805
ACH-000296,-0.22007030924873394
ACH-000302,0.022805991362594397
ACH-000304,-0.3410643200310069
ACH-000307,-0.027654528101101788
ACH-000308,-0.14400017613457486
ACH-000310,-0.13113397501197432
ACH-000311,-0.09902725303563918
ACH-000312,-0.044796308416870684
ACH-000315,-0.12075805968353807
ACH-000316,-0.05005750378180278
ACH-000317,-0.007326092587783888
ACH-000318,-0.13289324333613195
ACH-000319,-0.007168061197758795
ACH-000320,0.09486402371103274
ACH-000322,0.024951586711134118
ACH-000323,-0.15796863005198666
ACH-000324,-0.07240604441552294
ACH-000329,-0.11790696495480707
ACH-000330,-0.14195933368764935
ACH-000331,-0.08490806977175827
ACH-000332,-0.09960188151769826
ACH-000334,-0.059078312307078426
ACH-000335,-0.0615149753266773
ACH-000336,0.10049992786076996
ACH-000337,-0.10806575638852428
ACH-000338,-0.02366290200286726
ACH-000339,-0.1432165348326061
ACH-000341,-0.2943324889607359
ACH-000348,-0.11041314708452674
ACH-000350,-0.06614808819436507
ACH-000352,-0.07253270822295038
ACH-000356,-0.000386102160558544
ACH-000361,-0.16763370333762193
ACH-000362,-0.16526677257503344
ACH-000363,-0.05065520342713157
ACH-000364,-0.10034600449604693
ACH-000365,-0.1972345407041328
ACH-000366,-0.05148817830683811
ACH-000368,-0.1365845318069703
ACH-000374,0.2281271528082521
ACH-000375,-0.3157681832954681
ACH-000376,-0.06466166534449745
ACH-000381,-0.1403938926196447
ACH-000383,0.018021781723644176
ACH-000387,-0.12505743784021467
ACH-000389,-0.05228513944258163
ACH-000390,-0.04579401346577585
ACH-000393,-0.07461402636535737
ACH-000395,0.06785888696545482
ACH-000396,-0.33400045225476777
ACH-000397,-0.2758058158083689
ACH-000401,-0.10276724756541264
ACH-000402,0.04480697951153136
ACH-000403,-0.13441367394925904
ACH-000404,0.06429150216291663
ACH-000406,-0.013400090146461971
ACH-000407,0.04367915856761577
ACH-000408,0.04162833325008004
ACH-000410,-0.07713515566397076
ACH-000411,-0.13443347904590044
ACH-000414,-0.20998059749847844
ACH-000415,-0.0971108913499407
ACH-000416,-0.17362326148762153
ACH-000420,-0.23700958525659735
ACH-000421,-0.03329677164818076
ACH-000424,-0.2614328949984853
ACH-000425,-0.11603024179118787
ACH-000426,-0.13277965493543553
ACH-000427,-0.2351386850690291
ACH-000433,-0.20745817786281426
ACH-000435,-0.11396371039078458
ACH-000436,0.0874901680840512
ACH-000444,-0.14732316749784746
ACH-000445,-0.08159899500212081
ACH-000448,-0.1938335131373448
ACH-000450,-0.15891150305703552
ACH-000452,-0.010762670621022295
ACH-000454,0.11179342541749464
ACH-000458,-0.14343252912849105
ACH-000459,-0.032283974364892026
ACH-000460,-0.05838315758310787
ACH-000461,0.003542107526294595
ACH-000463,-0.15141541448380294
ACH-000464,-0.07313485464418494
ACH-000466,-0.22806957854372306
ACH-000467,-0.06478789389800578
ACH-000468,0.03562645936373888
ACH-000469,-0.043929832867183265
ACH-000470,-0.3647790586800877
ACH-000471,0.01000254528977394
ACH-000472,-0.07261822257025971
ACH-000473,-0.05536413534691224
ACH-000475,-0.0483589100139983
ACH-000476,0.015383383111838197
ACH-000477,0.030236385862673864
ACH-000479,0.0651252993962489
ACH-000480,-0.1210168731500473
ACH-000481,-0.10325355717965456
ACH-000483,-0.10610700262124728
ACH-000484,0.15911087370204496
ACH-000485,-0.17640368073721874
ACH-000486,-0.11764450264558042
ACH-000487,0.03976283449192718
ACH-000488,-0.11735986261619187
ACH-000490,0.028358846605485717
ACH-000491,-0.07305055465880418
ACH-000495,-0.1957117762364773
ACH-000496,-0.00875490749411968
ACH-000499,-0.28357030076056106
ACH-000500,-0.001128421396391533
