,CACNB1 (782)
ACH-000004,-0.12148293410515075
ACH-000005,0.23104047630288724
ACH-000007,-0.2724825538310523
ACH-000009,-0.24523644191467994
ACH-000011,-0.10058705121911524
ACH-000012,-0.2498842426190222
ACH-000013,-0.2299544340315195
ACH-000014,-0.1763699192807921
ACH-000015,-0.22632894133600445
ACH-000017,-0.32126378103526504
ACH-000018,-0.1870546238713469
ACH-000019,-0.21011017921879468
ACH-000021,-0.22191879768847905
ACH-000022,-0.1650532157787642
ACH-000025,-0.045678441486510166
ACH-000028,-0.2740681404536011
ACH-000030,-0.18394267604822834
ACH-000035,-0.2010240744498865
ACH-000036,-0.09162040388278332
ACH-000037,0.016074530842444458
ACH-000039,-0.12281581438018126
ACH-000040,-0.3107228685720882
ACH-000041,-0.18364759523421867
ACH-000042,-0.0988343472610038
ACH-000045,-0.16573306845537153
ACH-000047,-0.14315857750071745
ACH-000052,-0.3084907486805461
ACH-000053,-0.1876660855124197
ACH-000054,-0.1610593607229786
ACH-000055,-0.19189476911036604
ACH-000060,-0.18354396296629247
ACH-000067,-0.2950599726428406
ACH-000070,-0.15099043810658827
ACH-000075,-0.2700412985682024
ACH-000078,-0.05343808434778435
ACH-000082,-0.17259973619858238
ACH-000085,-0.18004053019172894
ACH-000086,-0.2357694015046893
ACH-000087,-0.11423433266747582
ACH-000092,-0.10132549873289627
ACH-000095,-0.2579864168927466
ACH-000097,-0.2472334929206285
ACH-000098,-0.17337025752556534
ACH-000099,-0.23989579565109284
ACH-000108,-0.2298367832786489
ACH-000113,-0.15002702013485494
ACH-000116,-0.1608950958999353
ACH-000118,-0.10530674804770623
ACH-000120,-0.3002644206556889
ACH-000123,-0.2164462328116667
ACH-000127,-0.07465027488417705
ACH-000128,-0.3703983780440739
ACH-000132,-0.4703844781309163
ACH-000133,-0.13318669940809846
ACH-000137,-0.15829579066263466
ACH-000138,-0.32561380349985103
ACH-000142,-0.22649021944557846
ACH-000143,-0.2831288554844647
ACH-000146,-0.16667246526522966
ACH-000148,-0.297034793383964
ACH-000150,-0.032808587675733594
ACH-000152,-0.20570634801036194
ACH-000153,0.019373234332511438
ACH-000159,-0.1095700499411695
ACH-000160,-0.3513369622357064
ACH-000163,-0.2631533369550052
ACH-000167,-0.4875806325231983
ACH-000168,-0.1820382695202226
ACH-000169,-0.2155667672502236
ACH-000178,-0.12405696190190801
ACH-000183,-0.2331131199064333
ACH-000188,-0.2727597852197247
ACH-000189,-0.3926217117703881
ACH-000190,-0.1643962095531325
ACH-000198,-0.26096213979839844
ACH-000203,-0.2888896109477236
ACH-000204,-0.20069360693415866
ACH-000206,0.04019032585583892
ACH-000207,-0.1538359220829698
ACH-000208,-0.16455496516255466
ACH-000210,-0.26375972991512914
ACH-000211,-0.3204878597638076
ACH-000215,-0.20545309306021736
ACH-000221,-0.1960773536969174
ACH-000222,-0.16233189316351335
ACH-000223,-0.16210772444907556
ACH-000226,-0.18768363580146144
ACH-000227,-0.4052192505679531
ACH-000228,-0.2979824916549315
ACH-000231,-0.2420849145404157
ACH-000232,-0.14514263169789468
ACH-000233,-0.12972177681526526
ACH-000234,-0.22378833968367293
ACH-000235,-0.20939185078912112
ACH-000237,-0.07599376493123312
ACH-000238,-0.3440354610307469
ACH-000242,-0.26350358731570755
ACH-000243,-0.4054222750859225
ACH-000244,-0.09194708563876793
ACH-000246,-0.13495392121628905
ACH-000248,-0.35679108321396275
ACH-000250,-0.2272491525493663
ACH-000251,-0.27411259302296365
ACH-000252,-0.16216705297693798
ACH-000253,-0.13164597927610994
