,CEACAM1 (634)
ACH-000004,0.23989492146787164
ACH-000005,0.1347674624448989
ACH-000007,0.24516090095521756
ACH-000009,0.1810133674101677
ACH-000011,0.10230942215800633
ACH-000012,0.06122916399838803
ACH-000013,0.10541554492564682
ACH-000014,0.03001283674769532
ACH-000015,0.027494232474699933
ACH-000017,0.18695333568798134
ACH-000018,0.05151207215243748
ACH-000019,0.1198316326411389
ACH-000021,-0.0048992989554802755
ACH-000022,0.13135164998022925
ACH-000025,0.11652641675663787
ACH-000028,0.1781164563618169
ACH-000030,0.08086373099631594
ACH-000035,0.20724954564190384
ACH-000036,0.20833857729743865
ACH-000037,0.13582688549820754
ACH-000039,0.13172089441383658
ACH-000040,0.13543653446352671
ACH-000041,0.1207603240589244
ACH-000042,0.1689517626733308
ACH-000045,0.2883418205267785
ACH-000047,0.12943752332601302
ACH-000052,0.1133257773121758
ACH-000053,0.027692901620455318
ACH-000054,0.19073249210970664
ACH-000055,0.1865910432154054
ACH-000060,0.33785430965991275
ACH-000067,0.22121919327829045
ACH-000070,0.1859367647724915
ACH-000075,0.17975952665070166
ACH-000078,0.13352880031474865
ACH-000082,0.1527852413933342
ACH-000085,0.09255769276581136
ACH-000086,0.13512139637865392
ACH-000087,0.32127780415974444
ACH-000092,0.1004501767873886
ACH-000095,0.10843506179867644
ACH-000097,0.09695077059868866
ACH-000098,0.14894772724502536
ACH-000099,0.1563503765051676
ACH-000108,0.028694595842062524
ACH-000113,0.21744351466327416
ACH-000116,0.1288178516202634
ACH-000118,0.14833405047484322
ACH-000120,0.13803556347220616
ACH-000123,0.18933037721896093
ACH-000127,0.17065313746576535
ACH-000128,0.02368569295645704
ACH-000132,0.13913708284176646
ACH-000133,0.06890950437473772
ACH-000137,0.0010857921964612335
ACH-000138,0.1543370000476279
ACH-000142,0.05525336216831643
ACH-000143,0.18429512672002246
ACH-000146,0.0979489109326752
ACH-000148,0.1996083270209921
ACH-000150,0.1322461164080843
ACH-000152,0.17359417779689673
ACH-000153,0.3674871518081361
ACH-000159,0.14171924555033222
ACH-000160,0.050676560501182105
ACH-000163,0.17357323738716054
ACH-000167,-0.15459232569271558
ACH-000168,0.14623563191338473
ACH-000169,0.06752688211033006
ACH-000178,0.12059233439394686
ACH-000183,0.10453648329088573
ACH-000188,0.03624167533169748
ACH-000189,0.14523251967384027
ACH-000190,0.17177292076319697
ACH-000198,0.310080091547883
ACH-000203,-0.08667266503083297
ACH-000204,0.12992322557553704
ACH-000206,0.06612612992081858
ACH-000207,-0.035232842700417086
ACH-000208,0.12144560020524013
ACH-000210,0.1686769506717791
ACH-000211,0.09746919584433768
ACH-000215,0.11297784589472028
ACH-000221,-0.090525499352631
ACH-000222,-0.04667166125575899
ACH-000223,0.13820601357800225
ACH-000226,0.08983869028736477
ACH-000227,0.0893631202098632
