,SCD (6319)
ACH-000476,-0.1766234093454568
ACH-000477,-0.2612072257469995
ACH-000479,-0.5964417344459808
ACH-000480,-0.4922320923802431
ACH-000481,-0.8835941418644024
ACH-000483,-0.23483803444681164
ACH-000484,-0.2694108818351525
ACH-000485,-0.18075617584828704
ACH-000486,-0.578753251888436
ACH-000487,-0.10770681929112044
ACH-000488,-0.9031681176634191
ACH-000490,-0.3829424414665422
ACH-000491,-0.7496660330155075
ACH-000495,-0.3333192185626408
ACH-000496,-0.6124230292430782
ACH-000499,-0.4722090430500195
ACH-000500,-1.0294991180596191
ACH-000502,-0.4385235400925633
ACH-000503,-0.3501894822114013
ACH-000505,-0.3436182893318601
ACH-000507,-0.8096289593469318
ACH-000510,-1.083075253924089
ACH-000511,-0.4491955649705218
ACH-000512,-0.7170168860716094
ACH-000516,-0.2684946057539672
ACH-000517,-0.22218379417338735
ACH-000518,-0.7959609844542386
ACH-000520,-0.4779605938348789
ACH-000521,-0.06473004443033473
ACH-000522,-0.7743459926484962
ACH-000524,-0.2373976573440863
ACH-000527,-0.6494410345368625
ACH-000528,-0.4816062088639589
ACH-000537,-0.2841154145284773
ACH-000541,-0.6661642114034589
ACH-000542,-1.09256961866623
ACH-000544,-0.6801096510125377
ACH-000545,-1.1141148908736729
ACH-000547,-0.5400192209089449
ACH-000548,-0.76172102947897
ACH-000549,-0.8549531106244515
ACH-000550,-0.47950032503563794
ACH-000552,-1.0475741738368811
ACH-000556,-0.17540033147838774
ACH-000557,-0.4324135130966462
ACH-000569,-0.055378612437031315
ACH-000570,-0.8120879760724345
ACH-000571,-0.2991273855640679
ACH-000573,-0.4216719301658803
ACH-000576,-0.07553700712228753
ACH-000579,-0.9229849991186994
ACH-000580,-0.5311416713433058
ACH-000584,-0.21046608968804295
ACH-000585,-0.350126882783605
ACH-000588,-0.6631986188122327
ACH-000589,-0.907772598273486
ACH-000591,-0.2869576894544333
ACH-000593,-0.6624633817331512
ACH-000600,-0.2307429780095396
ACH-000601,-0.861795844547953
ACH-000605,-0.5268378310793744
ACH-000606,-0.8343827206698795
ACH-000608,-0.3436510192951657
ACH-000614,-0.8539083736520939
ACH-000616,-0.7605662712250733
ACH-000618,-0.6388179789608922
ACH-000619,-0.6862016559812187
ACH-000620,-0.7668883634125261
ACH-000621,-0.3270646985203549
ACH-000622,-0.24526743369564824
ACH-000623,-0.3902128335040312
ACH-000624,-0.7045322092945383
ACH-000627,-0.9654854688997532
ACH-000630,-0.4874853052562995
ACH-000631,-0.0002917443248579541
ACH-000632,-0.47005428147251793
ACH-000633,-0.1259498797324759
ACH-000637,-0.7651859375492517
ACH-000638,-0.5748298839100348
ACH-000646,-0.4147860011866971
ACH-000647,-0.8975769503672082
ACH-000648,-0.4631369480054045
ACH-000649,-0.6198802156943389
ACH-000651,-0.7966902068772618
ACH-000652,-0.6557996985454373
ACH-000653,-0.20385678343503505
ACH-000657,-0.2921983005541509
ACH-000658,-0.5431266167873585
ACH-000661,-0.6844723738869458
ACH-000662,-0.4040683004872209
ACH-000663,-0.2892475353518685
ACH-000665,-0.3212930483732473
ACH-000671,-0.6416299596552106
ACH-000672,-0.38159569150839856
ACH-000673,-0.5366972283460951
ACH-000676,-0.7174864621431725
ACH-000677,-0.2640080597896091
ACH-000681,-0.5554184271047048
ACH-000683,-0.3410680747636325
ACH-000684,-0.8519405559781008
ACH-000688,-0.5605458823323679
ACH-000693,-0.5761080623698331
ACH-000694,-0.5258024204093279
ACH-000695,-0.3513038765109013
ACH-000696,-0.2536643022254568
ACH-000697,-0.59105028243912
ACH-000699,-0.3912689492115568
ACH-000701,-0.3600884350997123
ACH-000706,-1.0677753709027338
ACH-000711,-0.9622485938994382
ACH-000713,-0.07814598240770709
ACH-000714,-0.08752058351992745
ACH-000718,-0.29811161153176385
ACH-000720,-0.22837070727105616
ACH-000721,-0.5854140038421903
ACH-000724,-0.4081245333396239
ACH-000725,-0.4953752492547591
ACH-000732,-1.1832753413833808
ACH-000734,-0.21901489596064205
ACH-000735,-0.996235295930458
ACH-000736,-0.3759945251316939
ACH-000738,-0.25088169126248705
ACH-000746,-0.25777966372891986
ACH-000747,0.026848974825949376
ACH-000748,-0.15230754206376998
ACH-000753,-0.3340302350045277
ACH-000756,-0.8063556274844107
ACH-000757,-0.18427379667269927
ACH-000758,-0.3489190191574793
ACH-000760,-0.3695184690697485
ACH-000762,-0.8117248883143613
ACH-000763,-0.2682210191337809
ACH-000764,-0.7354083549447941
ACH-000765,-0.8781432703048792
ACH-000766,-0.26262506729066265
ACH-000767,-0.3990505118593397
ACH-000768,-0.5542240564299978
ACH-000769,-0.8687892544733701
ACH-000770,-0.14825358516444978
ACH-000771,-0.5371099781225142
ACH-000773,-0.7274966187807926
ACH-000776,-0.5957701128345769
ACH-000777,-0.7470316233188191
ACH-000778,-0.7532891682389619
ACH-000781,-0.9075159747593362
ACH-000782,-0.6413316900346048
ACH-000783,-0.2996970980873063
ACH-000784,-0.749986863526136
ACH-000785,-0.9229354486976552
ACH-000787,-0.2511873320659269
ACH-000788,-0.74566610927663
ACH-000791,-0.22614890911177601
ACH-000792,-0.6546368304285014
ACH-000794,-0.7788779232471701
ACH-000796,-0.8448232511901304
ACH-000798,-0.6322081499446888
ACH-000799,-0.09376978434000197
ACH-000800,-0.1479897667109161
ACH-000802,-0.8182246558457055
ACH-000804,-0.08345687226315061
ACH-000805,-0.4470178091378303
ACH-000809,-0.9152438030213584
ACH-000810,-0.775544107482115
ACH-000811,-0.3447671767748757
ACH-000817,-0.6293461642782199
ACH-000819,-0.8527714630798191
ACH-000820,-0.6393504602684186
ACH-000821,-0.4145251796358462
ACH-000822,-0.40204273337707824
ACH-000823,-0.6875187574954603
ACH-000824,-0.8983855725387491
ACH-000827,-0.7533180351558212
ACH-000829,-0.5274896969932593
ACH-000831,-0.7466769427219017
ACH-000832,-0.7939709089841622
ACH-000833,-0.7800124921433643
ACH-000834,-0.5271100274802271
ACH-000835,-0.4738704244316358
ACH-000836,-0.32762865682785697
ACH-000837,-0.37381826808403706
ACH-000838,-1.0552225634010732
ACH-000839,-0.8527075324782841
ACH-000840,-0.150494262822902
ACH-000841,-0.6416150497399656
ACH-000843,-0.4325874097777584
ACH-000846,-0.542194527444928
ACH-000847,-0.7325243208044822
ACH-000848,-0.3260399634845352
ACH-000849,-0.6308467881581984
ACH-000851,-0.6011135798645043
ACH-000855,-1.193613324431656
ACH-000856,-0.08148887325049795
ACH-000858,-0.8675807043003794
ACH-000859,-0.8522090071741296
ACH-000861,-0.7077542499497936
ACH-000862,-0.2700597772330083
ACH-000865,-0.8299823676788004
ACH-000866,-0.3030679919567677
ACH-000867,-0.5067526147801518
ACH-000869,-0.3598630205094954
ACH-000872,-0.3068676563625136
ACH-000873,-0.5985032670043825
ACH-000876,-0.4165516094987855
ACH-000878,-0.8743020871659535
ACH-000880,-0.2763005656916491
ACH-000881,-0.8959346331860819
ACH-000882,-1.0001996780813898
ACH-000884,-0.9483995686111468
ACH-000885,-0.055407923353529016
ACH-000887,-0.7183952161007415
ACH-000889,-0.439300371445242
ACH-000896,-0.7348201607730344
ACH-000898,-0.485487603780317
ACH-000900,-0.3740465620630015
ACH-000901,-0.4110013838251173
ACH-000905,-0.4956743753975406
ACH-000906,-0.7836668652552935
ACH-000907,-0.27515682498418104
ACH-000910,-0.8301473869478749
ACH-000911,-0.7432837280799162
ACH-000912,-0.2393336934767703
ACH-000913,-0.3438785705753769
ACH-000915,-1.0922172894699154
ACH-000916,-0.4776175049725255
ACH-000917,-0.7237272071951701
ACH-000920,-0.5795210525439612
ACH-000921,-0.16184882040187926
ACH-000924,0.013928236760754774
ACH-000926,-0.8717126653547629
ACH-000928,-0.10152279820265647
ACH-000929,-0.4140095630074645
ACH-000932,-0.13239524092819624
ACH-000935,-0.8581234548814263
ACH-000936,-0.12155482800199345
ACH-000937,-0.0922037770370635
ACH-000938,-0.14644377432229594
ACH-000939,-0.5152503980446611
ACH-000941,-0.42121984209315466
ACH-000943,-0.8072809903954173
ACH-000946,-0.24222096116647626
ACH-000947,-0.14895259330854968
ACH-000948,-0.5726626251553283
ACH-000950,-0.5399180372512072
ACH-000953,-0.22609554081270555
ACH-000954,-0.7719510605760912
ACH-000957,-0.3091113859256931
ACH-000958,-0.5638926067934956
ACH-000960,-0.0380412372296462
ACH-000963,-0.4474715330632577
ACH-000968,-0.7320153871886177
ACH-000969,-1.0432200628937878
ACH-000972,-0.22163487276574229
ACH-000973,-0.8891654358142901
ACH-000974,-0.1438627628852
ACH-000978,-0.4058643625302105
ACH-000984,-0.2940486565250783
ACH-000986,-0.8584225143060301
ACH-000988,-0.5976714831457909
ACH-000993,-0.11789920754146087
ACH-000994,-0.6903988747104516
ACH-000996,-0.155280806052608
ACH-001001,-0.3339012621302159
ACH-001020,-0.7339234222643811
ACH-001028,-0.6246562942314801
ACH-001031,-0.29875947103941475
ACH-001038,-0.3642160991127271
ACH-001048,-0.18541999124535385
ACH-001050,-0.7758438529125912
ACH-001053,-0.3713266576333267
ACH-001054,-0.20995645414124425
ACH-001061,-0.890321343876564
ACH-001067,-0.30915370251502483
ACH-001075,-0.4754125922601496
ACH-001096,-0.1027689833252039
ACH-001111,-0.8020252735224279
ACH-001119,-0.3647271984039955
ACH-001128,-0.8350232149971111
ACH-001134,-0.056500407350312684
ACH-001151,-0.9086154090820604
ACH-001163,-0.5976645763692068
ACH-001164,-0.4069023171546729
ACH-001183,-0.4831996643202959
ACH-001192,-0.3222524529905502
ACH-001193,-0.6197181319887087
ACH-001196,-0.7431076093793851
ACH-001197,-0.451706767805181
ACH-001205,-0.3405901627212321
ACH-001211,-0.40703960179581694
ACH-001212,-0.3045177913427596
ACH-001228,-0.3875777342903791
ACH-001232,-0.28862881040802096
ACH-001239,-0.6834214829410815
ACH-001270,-0.08279129929053645
ACH-001274,-0.3824447065160678
ACH-001275,-0.5776771418029354
ACH-001277,-0.440095086819949
ACH-001278,-0.19622136370007748
ACH-001280,-0.2177662947231935
ACH-001283,-0.2862577851215294
ACH-001289,-0.3705800847706515
ACH-001300,-0.23881212629774395
ACH-001301,-0.22760418529501425
ACH-001302,-0.2941561021440877
ACH-001306,-0.2330411815742663
ACH-001318,-0.4409492496442883
ACH-001322,-0.6717691790483153
ACH-001328,-0.3097633681946925
ACH-001332,-0.4807106270877939
ACH-001336,-0.9191229587389892
ACH-001346,-0.5026721074828895
ACH-001353,-1.0642407254464137
ACH-001354,-0.20052756976320746
ACH-001367,-0.5950145639220827
ACH-001368,0.018401623731714386
ACH-001374,-0.6636591273753586
ACH-001377,-0.32072820881935565
ACH-001380,-0.16034764255500597
ACH-001391,-0.3974598355580208
ACH-001408,-0.6863902339790632
ACH-001430,-0.6804331295227339
ACH-001431,-0.3185724491304114
ACH-001450,-0.2288782618283953
ACH-001496,-0.7876248064991357
ACH-001500,-0.40351838403190055
ACH-001523,-0.3630911419062038
ACH-001532,-0.2414425198785351
ACH-001550,-0.5096694152549084
ACH-001552,-0.3174994755644497
ACH-001554,-0.49785458875057503
ACH-001654,-0.2109870348717668
ACH-001735,-0.6551355622235553
ACH-001736,-0.1750921439025803
ACH-001737,-0.5616491983688058
ACH-001740,-0.7106370727471614
ACH-001745,-0.5525147139670308
ACH-001765,-0.6395456184751027
