,WSCD2 (9671)
ACH-000004,-0.10224518200404843
ACH-000005,-0.18618103214772055
ACH-000007,-0.033920735800915945
ACH-000009,-0.1530341230449158
ACH-000011,0.08345967534407027
ACH-000012,0.025760463949407668
ACH-000013,-0.0005854395137645673
ACH-000014,0.03740825264662807
ACH-000015,-0.11771332824521705
ACH-000017,-0.04224382245565882
ACH-000018,-0.10364075200634014
ACH-000019,-0.07355806977942128
ACH-000021,-0.16858006783232848
ACH-000022,-0.14770202166980215
ACH-000025,-0.1670962271844022
ACH-000028,0.002463589085899365
ACH-000030,-0.021963539020660842
ACH-000035,0.032613328136078784
ACH-000036,-0.031546196272307814
ACH-000037,-0.09241529134218918
ACH-000039,0.04459601624920849
ACH-000040,-0.053508588287671986
ACH-000041,-0.052594767034219635
ACH-000042,-0.07444521455621347
ACH-000045,-0.021793103038852502
ACH-000047,-0.10514991014267773
ACH-000052,-0.18945751649952666
ACH-000053,-0.12139586412438748
ACH-000054,-0.019086642579652327
ACH-000055,-0.04881440360330039
ACH-000060,-0.02355490688356851
ACH-000067,-0.16164000665012826
ACH-000070,-0.16248361868115013
ACH-000075,-0.04149682203468475
ACH-000078,-0.03424112745406069
ACH-000082,-0.10382648924727432
ACH-000085,-0.0439588486706322
ACH-000086,-0.15380728445334632
ACH-000087,-0.1513305544403006
ACH-000092,-0.07291509357383093
ACH-000095,-0.032171473634649284
ACH-000097,-0.11037312056822797
ACH-000098,-0.06011226798241971
ACH-000099,-0.024736367688997254
ACH-000108,-0.13895813593642045
ACH-000113,-0.09870727018489717
ACH-000116,-0.039659870091291176
ACH-000118,-0.0556386086356068
ACH-000120,-0.09837450609805623
ACH-000123,-0.031991249823544336
ACH-000127,-0.044442180415237495
ACH-000128,-0.1305942374864517
ACH-000132,-0.057928301769901526
ACH-000133,-0.16684353475488928
ACH-000137,-0.17997571542172994
ACH-000138,-0.061896933937506275
ACH-000142,-0.008947559067719109
ACH-000143,-0.26788157218742736
ACH-000146,-0.12202214799882423
ACH-000148,-0.16048127222346462
ACH-000150,-0.1038282090786832
ACH-000152,-0.15027243885976346
ACH-000153,-0.1971930983050109
ACH-000159,-0.01274487963296683
ACH-000160,-0.13001463680102224
ACH-000163,-0.03925260679335448
ACH-000167,-0.4536560591413292
ACH-000168,0.0617685579210608
ACH-000169,-0.15722791867556554
ACH-000178,-0.2183685771480751
ACH-000183,-0.07088249208867986
ACH-000188,-0.026264604994312348
ACH-000189,-0.3325202663538128
ACH-000190,-0.3660695504091387
ACH-000198,0.01252362540612182
ACH-000203,0.08296725768771132
ACH-000204,0.058939144013352276
ACH-000206,-0.20621944097075404
ACH-000207,-0.00824805406961055
ACH-000208,0.07287843783443948
ACH-000210,-0.013442416041030459
ACH-000211,-0.0301529438099853
ACH-000215,-0.0953616261437676
ACH-000221,-0.034349033473595116
ACH-000222,-0.10442991114989003
ACH-000223,-0.08985426684142722
ACH-000226,0.061339556263662574
ACH-000227,-0.10294618893348756
ACH-000228,-0.08547594917880298
ACH-000231,-0.14170480491671794
ACH-000232,-0.10660462059651543
ACH-000233,-0.05317864516950612
ACH-000234,-0.07442500595165702
ACH-000235,-0.1579531215859508
ACH-000237,-0.040753451408501784
ACH-000238,-0.1026644727758573
ACH-000242,-0.23830521659938916
ACH-000243,-0.06981767011497908
ACH-000244,0.08137092530749387
ACH-000246,-0.12183371951754003
ACH-000248,-0.010106369059750448
ACH-000250,-0.13935458947928722
ACH-000251,-0.02051232571990817
ACH-000252,-0.21381536764507025
ACH-000253,-0.0846254225134857
ACH-000255,0.07656413501735486
ACH-000256,-0.08870817511246543
ACH-000257,-0.10291523447655056
ACH-000258,-0.2877595399454512
ACH-000259,-0.10268894879628422
ACH-000260,-0.02587516915392521
ACH-000261,0.017555700173396145
ACH-000262,-0.1875068603649681
ACH-000263,-0.2075188905626998
ACH-000264,-0.05842889006557561
ACH-000265,-0.15070235859851805
ACH-000266,-0.11963932471863722
ACH-000272,-0.05564030763507072
ACH-000274,-0.0720418432783709
ACH-000277,-0.007037255264828423
ACH-000278,-0.24876866052173885
ACH-000279,-0.043518224068974036
ACH-000280,0.13554084836822294
ACH-000281,-0.2218477508449353
ACH-000288,-0.09171098402014533
ACH-000291,-0.09352504743367994
ACH-000293,-0.11186995714902036
ACH-000294,-0.09154347275056708
ACH-000295,0.14657385749553833
ACH-000296,0.18370222673538356
ACH-000302,-0.04709099137303021
ACH-000304,-0.14694509102890466
ACH-000307,-0.09818531024079907
ACH-000308,-0.14431224187184066
ACH-000310,-0.05287710731853955
ACH-000311,-0.037924697069651535
ACH-000312,0.03978011538785178
ACH-000315,-0.1376939224280703
ACH-000316,-0.16254079175807978
ACH-000317,0.01580946617586862
ACH-000318,-0.1255491278251733
ACH-000319,0.08577313983688319
ACH-000320,-0.15223785264188544
ACH-000322,-0.13256860872409412
ACH-000323,-0.09380890574759827
ACH-000324,-0.04519664701891015
ACH-000329,-0.2080115541347997
ACH-000330,-0.10976563627508902
ACH-000331,-0.1899632328340028
ACH-000332,-0.06467229824887805
ACH-000334,-0.13672682095140246
ACH-000335,0.05010681101912156
ACH-000336,0.007789737908515154
ACH-000337,-0.125626258854036
ACH-000338,-0.22553860384602306
ACH-000339,-0.13759478291090296
ACH-000341,-0.0591014801101768
ACH-000348,-0.14121919729385365
ACH-000350,0.08211902624790325
ACH-000352,-0.0009232652799915604
ACH-000356,0.05326369421224681
ACH-000361,0.12475218200539173
ACH-000362,-0.09932505901403066
ACH-000363,-0.1358710508187232
ACH-000364,-0.14214285463069862
ACH-000365,-0.10759798501010058
ACH-000366,-0.14168453264565456
ACH-000368,-0.11087830219255768
ACH-000374,-0.003647282980920088
ACH-000375,-0.1219813187270771
ACH-000376,-0.10136424838614584
ACH-000381,-0.10604197505037416
ACH-000383,-0.04708813918666736
ACH-000387,-0.05288813529953802
ACH-000389,-0.08580466435539168
ACH-000390,-0.04732190219638471
ACH-000393,0.026760326126720742
ACH-000395,-0.09183663462825363
ACH-000396,-0.10236767593394927
ACH-000397,0.0910922312338831
ACH-000401,0.11237885911313064
ACH-000402,-0.12128692824955255
ACH-000403,-0.21238031822287656
ACH-000404,0.035697084924840215
ACH-000406,-0.16415153125096274
ACH-000407,-0.017490206531856834
ACH-000408,-0.10497861785670523
ACH-000410,-0.19912835612851054
ACH-000411,-0.1802577785138394
ACH-000414,-0.11012771201573528
ACH-000415,-0.07827423819857628
ACH-000416,-0.05363383996305735
ACH-000420,-0.09460167057972528
ACH-000421,-0.07671283926483886
ACH-000424,-0.3402206303010757
ACH-000425,-0.043772254506649885
ACH-000426,0.09891681765267027
ACH-000427,-0.22438870408548703
ACH-000433,-0.08336488122044322
ACH-000435,-0.21032552215851386
ACH-000436,-0.031467584257717764
ACH-000444,-0.003307418831151683
ACH-000445,-0.0898568399720509
ACH-000448,-0.02698864611611421
ACH-000450,0.03460446429693936
ACH-000452,-0.16135108921902636
ACH-000454,-0.2445256969575018
ACH-000458,0.07796122705520987
ACH-000459,0.01792448850628184
ACH-000460,-0.10518484961185352
ACH-000461,-0.08837070449472911
ACH-000463,-0.0371200909215048
ACH-000464,0.180447912318246
ACH-000466,-0.0708062640196533
ACH-000467,-0.15990542512229988
ACH-000468,-0.17333843716991515
ACH-000469,-0.051890275564393525
ACH-000470,0.0030170884408520487
ACH-000471,-0.03135371569587229
ACH-000472,-0.04344227771292593
ACH-000473,-0.10917685122114644
ACH-000475,-0.042868201901508605
ACH-000476,-0.053831287526977634
ACH-000477,-0.2144013191451864
ACH-000479,0.1126605937780528
ACH-000480,-0.08169091414563882
ACH-000481,-0.20098701485890044
ACH-000483,-0.03053765406309105
ACH-000484,0.07209414146414422
ACH-000485,-0.03935555846933792
ACH-000486,0.021036733239258983
ACH-000487,-0.12329518348572785
ACH-000488,-0.11131883879182586
ACH-000490,-0.0758608773517591
ACH-000491,-0.11645505334072695
ACH-000495,-0.035543643278134
ACH-000496,-0.092544518145032
ACH-000499,0.0023058609071672873
ACH-000500,0.21643923428792688
ACH-000502,-0.020150514196485315
ACH-000503,-0.15814396753984758
ACH-000505,-0.0899593412692515
ACH-000507,-0.17851728650340945
ACH-000510,-0.028166322276176336
ACH-000511,-0.14212186737251106
ACH-000512,-0.05042525545339605
ACH-000516,-0.024413995011125008
ACH-000517,-0.073948596184963
ACH-000518,-0.11701231441252274
ACH-000520,-0.12549410602208605
ACH-000521,-0.038556174483215716
ACH-000522,-0.08473329758110912
ACH-000524,-0.07905692437314146
ACH-000527,-0.13294426185342273
ACH-000528,-0.11592078025401872
ACH-000537,-0.041049776320443265
ACH-000541,0.025862756543011203
ACH-000542,-0.1530002216218579
ACH-000544,-0.0494436802123217
ACH-000545,0.0327802017040773
ACH-000547,-0.013362220869433186
ACH-000548,0.003834331881025249
ACH-000549,-0.3104732326170128
ACH-000550,-0.205084129272782
ACH-000552,-0.058650886652653736
ACH-000556,-0.06296490861884642
ACH-000557,0.07535325121656386
ACH-000569,-0.2536987870643888
ACH-000570,-0.002439788449506623
ACH-000571,0.01018085826160286
ACH-000573,-0.08089136686109602
ACH-000576,0.019391848294852042
ACH-000579,0.10150093602543868
ACH-000580,0.16726084041938022
ACH-000584,-0.11656049649763285
ACH-000585,-0.1203099001049926
ACH-000588,-0.010664570076389015
ACH-000589,-0.043231919157190886
ACH-000591,-0.2494911937152222
ACH-000593,-0.14827205749257485
ACH-000600,0.028548748875424544
ACH-000601,-0.1036630811976838
ACH-000605,-0.20671494245961355
ACH-000606,-0.010017830421338251
ACH-000608,-0.12495151804677485
ACH-000614,-0.08582525453136895
ACH-000616,-0.06913923930567886
ACH-000618,-0.13402298410867414
ACH-000619,-0.07385664536790024
ACH-000620,-0.03780419246342316
ACH-000621,-0.04477920318441072
ACH-000622,-0.0183669488311357
ACH-000623,-0.06252444568784818
ACH-000624,-0.048485393695629084
ACH-000627,-0.1013294321588535
ACH-000630,-0.06399543104142838
ACH-000631,0.19591354902383445
ACH-000632,-0.049541989528482544
ACH-000633,-0.08077234120813964
ACH-000637,-0.0278635244276292
ACH-000638,-0.05145699732947423
