,DMXL1 (1657)
ACH-000004,-0.11324402238005896
ACH-000005,-0.2582554223517341
ACH-000007,-0.12924008628008055
ACH-000009,-0.09936322252232968
ACH-000011,0.16765489682292267
ACH-000012,-0.08761250639767768
ACH-000013,-0.07304370178069776
ACH-000014,0.025974291092166257
ACH-000015,-0.20750823993592288
ACH-000017,-0.034187277017223364
ACH-000018,-0.02380787990989796
ACH-000019,-0.1220097695340462
ACH-000021,-0.14947956255241274
ACH-000022,-0.0880065978563925
ACH-000025,0.08719138455738634
ACH-000028,0.031436433722542574
ACH-000030,-0.0268617094330577
ACH-000035,-0.04673821500360257
ACH-000036,0.029608683461455274
ACH-000037,-0.0947512306207451
ACH-000039,-0.1881505666135636
ACH-000040,0.07079103632835124
ACH-000041,-0.03017275586128282
ACH-000042,-0.10335583642320573
ACH-000045,-0.029635483705901293
ACH-000047,-0.0420142594160371
ACH-000052,0.08373622111178695
ACH-000053,-0.03403424652651958
ACH-000054,0.04057444195006591
ACH-000055,0.002801975249853576
ACH-000060,0.03241197967526616
ACH-000067,-0.07422954430488947
ACH-000070,-0.06532573432117915
ACH-000075,-0.04001289769768037
ACH-000078,0.006600396128379624
ACH-000082,-0.05710254973318388
ACH-000085,-0.10326757205297253
ACH-000086,-0.1744047917037535
ACH-000087,-0.38035547621731103
ACH-000092,-0.0360215642720834
ACH-000095,-0.0847567213130352
ACH-000097,0.08504607921439106
ACH-000098,-0.049220060826489616
ACH-000099,0.010825058018143102
ACH-000108,-0.1882888837463455
ACH-000113,-0.04110929406227108
ACH-000116,0.02323326727349799
ACH-000118,0.03477290233827647
ACH-000120,-0.030266825662900093
ACH-000123,-0.07338760786604316
ACH-000127,0.02448576524747048
ACH-000128,-0.1202675607069698
ACH-000132,0.12700222269009864
ACH-000133,-0.13238375765878935
ACH-000137,-0.11156014141285653
ACH-000138,-0.09942887110526147
ACH-000142,-0.0793919201573707
ACH-000143,-0.034372538975943584
ACH-000146,-0.11370715617845754
ACH-000148,0.04865801254953553
ACH-000150,0.16747319594288412
ACH-000152,-0.027364866411929152
ACH-000153,-0.029769055892902706
ACH-000159,0.013833393822321596
ACH-000160,0.01865161203731408
ACH-000163,-0.11018789362347063
ACH-000167,-0.2920211609337805
ACH-000168,0.03793690690563948
ACH-000169,-0.23026742941617595
ACH-000178,0.0998545988442579
ACH-000183,-0.3022360963367062
ACH-000188,-0.14097448748662803
ACH-000189,-0.11978897209360725
ACH-000190,-0.17824718643347706
ACH-000198,-0.07826046856459737
ACH-000203,-0.032754958760003665
ACH-000204,-0.29400706930201675
ACH-000206,-0.1867318590703844
ACH-000207,0.04027287031560816
ACH-000208,-0.03778963537623434
