,NPAP1 (23742)
ACH-000004,-0.07248959512511384
ACH-000005,-0.2389241713038102
ACH-000007,-0.08518993189562077
ACH-000009,-0.04351363148888685
ACH-000011,0.005477147392813094
ACH-000012,0.11405376327057648
ACH-000013,0.01819157133533904
ACH-000014,-0.03081372635140286
ACH-000015,0.012868724287567926
ACH-000017,0.12529558745518818
ACH-000018,0.1161798378752916
ACH-000019,0.0002759919814899577
ACH-000021,0.10045885884897048
ACH-000022,0.03324992088989282
ACH-000025,0.03383659139625076
ACH-000028,0.008302349930439278
ACH-000030,-0.027202478867469963
ACH-000035,0.06320559878867761
ACH-000036,0.08914961965339163
ACH-000037,0.0036676321696656154
ACH-000039,0.11813888341393247
ACH-000040,0.11779921890325623
ACH-000041,-0.04147684315728356
ACH-000042,0.0971868318990638
ACH-000045,0.023065003995875605
ACH-000047,-0.09020322172455636
ACH-000052,0.2499668488927615
ACH-000053,-0.0293699592059255
ACH-000054,0.11161963462044933
ACH-000055,0.2031813734975864
ACH-000060,0.01334070124190519
ACH-000067,0.042997863843083586
ACH-000070,0.004829383525919363
ACH-000075,-0.04649389227988486
ACH-000078,0.06624614017288516
ACH-000082,-0.004987140811599955
ACH-000085,-0.07499183841062418
ACH-000086,0.049235358842849714
ACH-000087,0.032504947260374804
ACH-000092,-0.1170091077165082
ACH-000095,0.08085616021378852
ACH-000097,0.0017492092247417194
ACH-000098,0.03571967947479116
ACH-000099,0.07186272098512403
ACH-000108,-0.026792064079047995
ACH-000113,0.1316764280090705
ACH-000116,-0.08430432371253511
ACH-000118,0.11241521580271344
ACH-000120,0.02411658518927132
ACH-000123,0.0608213685595179
ACH-000127,0.022473464496372574
ACH-000128,-0.033686096681466035
ACH-000132,-0.21701811407937496
ACH-000133,0.003855262280912713
ACH-000137,-0.2239633731024387
ACH-000138,0.18285426764446347
ACH-000142,-0.04207777827534225
ACH-000143,0.0682905397973781
ACH-000146,-0.06265447608150748
ACH-000148,0.07590812593017285
ACH-000150,0.0970487689590009
ACH-000152,0.023103341753367024
ACH-000153,0.056884940489692976
ACH-000159,0.007949979704113999
ACH-000160,0.015026510558216959
ACH-000163,-0.010896816658889306
ACH-000167,0.10863308660759624
ACH-000168,0.15686225194758582
ACH-000169,0.07731316148064002
ACH-000178,0.01636327494456775
ACH-000183,0.011998283730370877
ACH-000188,-0.02017029467968388
ACH-000189,0.2598311517922627
ACH-000190,-0.2626093564413003
ACH-000198,0.04229638661363769
ACH-000203,0.08011256878923652
ACH-000204,0.10854825385302697
ACH-000206,-0.05821999953809054
ACH-000207,-0.016647378293396253
ACH-000208,0.15036709100958576
ACH-000210,0.2302508136161623
ACH-000211,0.1287475466442636
ACH-000215,0.08833934185326925
ACH-000221,-0.07492415974917488
ACH-000222,0.10822717420937612
