,SELE (6401)
ACH-000004,0.038190217739691265
ACH-000005,0.016662334491234606
ACH-000007,0.2690712690952506
ACH-000009,0.03702347243252903
ACH-000011,0.08096577993400902
ACH-000012,0.05401025173213229
ACH-000013,0.1708602985449763
ACH-000014,-0.007689565288423292
ACH-000015,0.1607841617701081
ACH-000017,0.21472085163954605
ACH-000018,0.34509281712005746
ACH-000019,0.20124465055203414
ACH-000021,0.1869213765723524
ACH-000022,0.2463098208070831
ACH-000025,0.1737095007057635
ACH-000028,0.20322564446561167
ACH-000030,0.11132279903803144
ACH-000035,-0.01914511811751408
ACH-000036,0.09640120682669978
ACH-000037,0.23458131493072476
ACH-000039,0.17096733362659444
ACH-000040,0.12224141577643707
ACH-000041,0.14226867073955893
ACH-000042,0.0680811344168637
ACH-000045,0.18450419887200112
ACH-000047,0.1835320066436226
ACH-000052,0.10996440460174048
ACH-000053,0.06645859181632235
ACH-000054,0.13411436390578765
ACH-000055,0.1904893687925771
ACH-000060,0.16307754533740496
ACH-000067,0.15342927378484886
ACH-000070,0.09959907317207964
ACH-000075,-0.0069034851870023095
ACH-000078,0.2933361216636125
ACH-000082,0.12311703439263302
ACH-000085,0.04301805703390271
ACH-000086,0.04781336459696653
ACH-000087,0.14033304139040415
ACH-000092,0.13233921772924268
ACH-000095,0.08241259928691326
ACH-000097,0.2724253231532536
ACH-000098,0.06924217229778942
ACH-000099,0.09209511255342744
ACH-000108,0.031673874743367365
ACH-000113,0.1823530805912224
ACH-000116,0.16959954349184966
ACH-000118,0.17920612834302665
ACH-000120,0.19142178300456572
ACH-000123,0.050289982104188585
ACH-000127,0.07207468180937593
ACH-000128,0.1462592578517541
ACH-000132,0.16159513780500526
ACH-000133,0.0816995348978555
ACH-000137,0.1360117021701812
ACH-000138,0.1751043741501805
ACH-000142,0.18257106469711068
ACH-000143,0.15284286256379226
ACH-000146,0.14907830007469935
ACH-000148,-0.0035948553697025673
ACH-000150,0.1991982546431494
ACH-000152,0.13662089672926234
ACH-000153,0.12244845397318135
ACH-000159,0.030441816639953295
ACH-000160,0.20084553862782875
ACH-000163,0.01525179237703106
ACH-000167,-0.043013457347844036
ACH-000168,0.1473133698978242
ACH-000169,0.1887119939811348
ACH-000178,0.17893170435556754
ACH-000183,0.018141783717919597
ACH-000188,0.15175985110715556
ACH-000189,7.596329115927013e-05
ACH-000190,0.1470673828326733
ACH-000198,0.2361032976333128
ACH-000203,-0.35041420861847816
ACH-000204,-0.2795459897403073
ACH-000206,0.06521630050326355
ACH-000207,0.27179270386686405
ACH-000208,0.2421993067285481
ACH-000210,-0.012976175216655485
ACH-000211,0.19338060049057132
ACH-000215,0.18105042275760472
ACH-000221,0.10492608366812207
ACH-000222,0.3004343315143637
ACH-000223,0.18414607712806072
ACH-000226,0.11314220130347423
ACH-000227,0.17482103037079602
ACH-000228,0.2057866103554028
ACH-000231,0.12393842748234025
ACH-000232,0.18166168844272784
ACH-000233,0.13686190786276048
ACH-000234,0.13843297967005586
ACH-000235,0.10607256427341323
ACH-000237,0.0902516313529047
ACH-000238,0.15439162583558708
ACH-000242,0.2867583024472957
ACH-000243,0.18281332467070066
ACH-000244,0.373128310856421
ACH-000246,0.1393222301228391
ACH-000248,0.1793477480855207
ACH-000250,0.144555891184546
ACH-000251,0.3523901539273768
ACH-000252,0.07686745470023976
ACH-000253,0.16858700444523725
ACH-000255,0.12185290331866372
ACH-000256,0.198161862633512
ACH-000257,0.10531387975551636
ACH-000258,0.18297708013628386
ACH-000259,0.09293758677977172
ACH-000260,0.18098125774494192
ACH-000261,0.2008593617930904
ACH-000262,0.2134148992611749
ACH-000263,-0.015988235485036282
ACH-000264,0.051505673407424506
ACH-000265,0.14365009057519293
ACH-000266,0.10703589005905992
ACH-000272,0.11147344677610638
ACH-000274,0.19477593305494853
ACH-000277,0.15037468021602335
ACH-000278,0.05262484738425336
ACH-000279,0.1306607779029609
ACH-000280,0.09346749386241184
ACH-000281,0.03910395926001732
ACH-000288,0.04406647782020149
ACH-000291,0.13358451721151954
ACH-000293,0.15422148562443924
ACH-000294,0.1320915374688738
ACH-000295,0.32141114469932586
ACH-000296,0.02208956686596195
ACH-000302,0.21196896915532232
ACH-000304,-0.09531921018951188
ACH-000307,0.15843147841873365
ACH-000308,0.1407994984922363
ACH-000310,0.2238826797540768
ACH-000311,0.08232775142793157
ACH-000312,0.22601240749001786
ACH-000315,0.06966793128372575
ACH-000316,0.10826275497209796
ACH-000317,0.09508981159437656
ACH-000318,0.1466376570390649
ACH-000319,0.02890201575563616
