,TSKS (60385)
ACH-000004,-0.13414731701691418
ACH-000005,-0.20180469042158325
ACH-000007,0.026473294707752417
ACH-000009,-0.07284442353706909
ACH-000011,-0.009201057326287648
ACH-000012,-0.053760540862002916
ACH-000013,-0.15939507446787796
ACH-000014,-0.0010852259718148283
ACH-000015,-0.10359524746199597
ACH-000017,0.0038997127272796858
ACH-000018,-0.07341486738662015
ACH-000019,0.19414934586216215
ACH-000021,0.06732891148860218
ACH-000022,-0.10519447965237913
ACH-000025,0.07600176217701902
ACH-000028,0.08468680558870148
ACH-000030,-0.047780338548843504
ACH-000035,-0.003582355592572907
ACH-000036,0.04636921429721518
ACH-000037,-0.009907096272799834
ACH-000039,-0.02587638189456856
ACH-000040,0.14289034071666706
ACH-000041,0.028381928216215737
ACH-000042,-0.00852024835878425
ACH-000045,-0.18296893625225014
ACH-000047,0.0019644957638262853
ACH-000052,-0.027638989473315983
ACH-000053,-0.0211235338112181
ACH-000054,-0.011753144301258464
ACH-000055,0.010746483673689888
ACH-000060,-0.1211590827193668
ACH-000067,0.08373469562002714
ACH-000070,0.05646810441837196
ACH-000075,-0.06767497288146443
ACH-000078,-0.04774752029555693
ACH-000082,0.09233958929337406
ACH-000085,-0.10807963763584397
ACH-000086,-0.03144662272531525
ACH-000087,0.0413381552243963
ACH-000092,-0.012682077222782863
ACH-000095,0.008205152736525568
ACH-000097,-0.04860237977424447
ACH-000098,-0.0710156977466242
ACH-000099,-0.03397077972704047
ACH-000108,-0.02234894442532443
ACH-000113,0.043938044028878936
ACH-000116,0.028281141167430208
ACH-000118,0.03510415069493778
ACH-000120,-0.08116178339030003
ACH-000123,0.014266565045059885
ACH-000127,0.05694653320043055
ACH-000128,0.03981988921740584
ACH-000132,0.058018620887678875
ACH-000133,-0.0949070170567102
ACH-000137,-0.009432568449821193
ACH-000138,-0.0955585279661438
ACH-000142,0.02825639674677304
ACH-000143,-0.06621084418430652
ACH-000146,-0.06301533470371665
ACH-000148,0.0922364652747288
ACH-000150,-0.027984500876694213
ACH-000152,-0.09125952210836416
ACH-000153,-0.06914565616968928
ACH-000159,-0.07078527274077255
