,PSD (5662)
ACH-000004,0.03485076709327884
ACH-000005,-0.07117610725657543
ACH-000007,-0.13622318228637667
ACH-000009,-0.1351313785903392
ACH-000011,0.01522360001005601
ACH-000012,-0.10603393220525592
ACH-000013,-0.16101422948320224
ACH-000014,-0.08943097931517525
ACH-000015,-0.18827467283892693
ACH-000017,-0.10302896999067994
ACH-000018,-0.14631202377511174
ACH-000019,0.12568584949319647
ACH-000021,0.05097967413360701
ACH-000022,-0.08601945990968922
ACH-000025,-0.040150507639982624
ACH-000028,-0.004914584447611208
ACH-000030,-0.1774781199737232
ACH-000035,-0.1325437162725659
ACH-000036,-0.12786025850255778
ACH-000037,-0.13150603290791066
ACH-000039,0.12353653536626885
ACH-000040,0.02090733844519544
ACH-000041,-0.008114091645835474
ACH-000042,-0.16712483298966924
ACH-000045,-0.017695588957247755
ACH-000047,0.023968637153230832
ACH-000052,-0.08248400157763122
ACH-000053,-0.030326087981614236
ACH-000054,0.0017039108563783483
ACH-000055,-0.06915374527742636
ACH-000060,-0.12362942090122267
ACH-000067,-0.10499469881744758
ACH-000070,0.003551339817722315
ACH-000075,-0.1440183338533716
ACH-000078,-0.019674494058577786
ACH-000082,-0.16118125626673285
ACH-000085,-0.016050366352816866
ACH-000086,-0.05330096852059952
ACH-000087,0.04848917510787618
ACH-000092,-0.047639152070674345
ACH-000095,-0.08098291553169026
ACH-000097,-0.17278959061401544
ACH-000098,-0.18887510813649327
ACH-000099,-0.0941756765674632
ACH-000108,-0.14237098211720248
ACH-000113,-0.07615307992577988
ACH-000116,-0.12270407009477086
ACH-000118,-0.0631690524288908
ACH-000120,-0.002495520909550628
ACH-000123,-0.11410220948518485
ACH-000127,-0.09887904136885173
ACH-000128,-0.10953703308149333
ACH-000132,-0.3266256107788602
ACH-000133,-0.09189998715930403
ACH-000137,-0.1824120388528611
ACH-000138,-0.0434327972788472
ACH-000142,-0.12397871829393613
ACH-000143,-0.3015817700577322
ACH-000146,0.010688363779699832
ACH-000148,-0.2290868554398701
ACH-000150,-0.1166213869600036
ACH-000152,-0.1121485818276676
ACH-000153,-0.20250147968688173
ACH-000159,-0.05530602706584471
ACH-000160,-0.17120203747357648
ACH-000163,-0.083857032529542
ACH-000167,-0.10943553442705724
ACH-000168,-0.15395912410457746
ACH-000169,-0.1173938854892907
ACH-000178,-0.08509791713986323
ACH-000183,-0.10014712618942563
ACH-000188,-0.046520447455804304
ACH-000189,-0.17255043552902194
ACH-000190,-0.18983471821898826
ACH-000198,-0.04535150782253585
ACH-000203,0.1623258978206596
ACH-000204,-0.14086419580094145
ACH-000206,-0.17249819800686567
ACH-000207,0.18937340398991687
ACH-000208,-0.038757108817618416
ACH-000210,-0.08523948422385857
ACH-000211,-0.15454923507918528
ACH-000215,-0.06978045923884925
ACH-000221,0.00848055965339405
ACH-000222,-0.08682025670150881
ACH-000223,-0.119729793591369
ACH-000226,0.006109878735020204
ACH-000227,-0.29109034759772145
ACH-000228,-0.27978241131963266
ACH-000231,-0.20535902878801196
ACH-000232,0.014804755025891413
ACH-000233,-0.2295616700284651
ACH-000234,-0.14231625282117294
ACH-000235,-0.07538003762207006
ACH-000237,-0.10266076672827568
ACH-000238,-0.07922121542664869
ACH-000242,-0.1453842926590084
ACH-000243,-0.13000268199113274
ACH-000244,-0.015541259584765169
ACH-000246,-0.13180996696685013
ACH-000248,-0.08947943973132831
ACH-000250,-0.11216974401959504
ACH-000251,-0.3427658941296422
ACH-000252,-0.022839727252378525
ACH-000253,-0.07917769646558101
ACH-000255,-0.16573427422098186
ACH-000256,-0.12182477047877388
ACH-000257,0.041260611200649916
ACH-000258,0.008324061372754274
ACH-000259,-0.08519002934048232
ACH-000260,-0.17470093180726054
ACH-000261,-0.07721827694162381
ACH-000262,-0.08399455209469868
ACH-000263,-0.12284006683652715
ACH-000264,-0.2103342190322786
ACH-000265,-0.04589583030265381
ACH-000266,-0.09576372173740204
ACH-000272,-0.13125553022862854
ACH-000274,-0.09443311570106057
ACH-000277,-0.06466446022611709
ACH-000278,-0.016962441365845286
ACH-000279,-0.2182209532056757
ACH-000280,-0.11211726868658127
ACH-000281,-0.3394354604596392
ACH-000288,-0.13957385147992096
ACH-000291,-0.09266249849106732
ACH-000293,-0.02614121567432193
ACH-000294,-0.14111386955381075
ACH-000295,-0.2881675062225043
ACH-000296,0.08015558607863675
ACH-000302,-0.06421072492286832
ACH-000304,-0.045198744510178544
ACH-000307,-0.16098302665449465
ACH-000308,-0.29378969895620577
ACH-000310,-0.08987028403734115
ACH-000311,-0.03427579143182044
ACH-000312,-0.09929296344186324
ACH-000315,0.10888516048656416
ACH-000316,-0.16924855787839452
ACH-000317,-0.18698544006750434
ACH-000318,-0.1060958400700888
ACH-000319,-0.01957504140054796
ACH-000320,-0.2039731304619288
ACH-000322,-0.12733709931853926
ACH-000323,-0.06398971649206844
ACH-000324,-0.0973021215326036
ACH-000329,-0.1696174552637086
ACH-000330,-0.0854058647383243
ACH-000331,-0.06014752963645145
ACH-000332,-0.12273069524547893
ACH-000334,0.012311951852986324
ACH-000335,0.08789634150398967
ACH-000336,-0.2222187559245236
ACH-000337,-0.22051887780355825
ACH-000338,-0.09400571468618607
ACH-000339,0.01891323138194386
ACH-000341,-0.13122043210510073
ACH-000348,-0.058646342930521615
ACH-000350,-0.16166473931684835
ACH-000352,0.036234519413764835
ACH-000356,-0.10097927885874217
ACH-000361,-0.045592302572551126
ACH-000362,-0.10793268339938568
ACH-000363,0.030391492655340826
ACH-000364,-0.06776137654507135
ACH-000365,-0.05825117858724418
ACH-000366,-0.1361924937722979
ACH-000368,-0.2748738183832786
ACH-000374,0.0019059203251855516
ACH-000375,-0.07511642347022322
ACH-000376,-0.06465344981925977
ACH-000381,-0.03797350961687945
ACH-000383,-0.06040238524756784
ACH-000387,-0.02033716939102528
ACH-000389,-0.12210804993569478
ACH-000390,-0.06765239110957412
ACH-000393,-0.13432833070871675
ACH-000395,-0.052740535910887225
ACH-000396,-0.0970194575586596
