,FREM3 (166752)
ACH-000004,-0.026836077601978123
ACH-000005,0.03862845948249406
ACH-000007,-0.059324409095377326
ACH-000009,-0.026840075055459083
ACH-000011,-0.05528030002112766
ACH-000012,0.06804834080706068
ACH-000013,-0.07822502589661548
ACH-000014,-0.2283602569902798
ACH-000015,-0.10916939866016606
ACH-000017,-0.003197531392520728
ACH-000018,-0.2506716263695696
ACH-000019,-0.0006696276160560127
ACH-000021,-0.01355219066054386
ACH-000022,-0.07589216716721585
ACH-000025,-0.21590577080700368
ACH-000028,0.008339814902673775
ACH-000030,-0.0038470309859570204
ACH-000035,-0.06840314545169833
ACH-000036,0.0071756316886022
ACH-000037,-0.2609318420409141
ACH-000039,-0.048479337071356376
ACH-000040,-0.13705117085198446
ACH-000041,-0.21785582733358055
ACH-000042,-0.12900068589651445
ACH-000045,0.10866139247707796
ACH-000047,-0.25592746846613657
ACH-000052,-0.08400537776710854
ACH-000053,-0.103434127005999
ACH-000054,-0.07478063571028107
ACH-000055,-0.10660559303311593
ACH-000060,-0.10623369506243804
ACH-000067,-0.03560407784438472
ACH-000070,-0.15526446930043472
ACH-000075,-0.07426484285106337
ACH-000078,-0.11990560566320756
ACH-000082,-0.1206658366998817
ACH-000085,-0.03627562576456251
ACH-000086,-0.11430959333936948
ACH-000087,-0.07122014984731496
ACH-000092,-0.12056477673934295
ACH-000095,-9.297291077122636e-05
ACH-000097,-0.13571521442938905
ACH-000098,-0.06564901383409115
ACH-000099,-0.0014460315552932395
ACH-000108,-0.2217628536694524
ACH-000113,-0.06481060643062518
ACH-000116,0.009370620100300013
ACH-000118,0.04487456746204635
ACH-000120,-0.06223903011213964
ACH-000123,-0.04075563745385344
ACH-000127,-0.07195848917020592
ACH-000128,-0.008961458146672553
ACH-000132,-0.2676162149100154
ACH-000133,-0.2525743353795085
ACH-000137,-0.17204638722301346
ACH-000138,-0.1581752933565411
ACH-000142,-0.13994047151686378
ACH-000143,-0.2863383503673409
ACH-000146,-0.0655451778729978
ACH-000148,-0.1163583991712175
ACH-000150,-0.02624270799866393
ACH-000152,0.03534267554235974
ACH-000153,-0.30454576865543137
ACH-000159,0.059021734080527674
ACH-000160,-0.14481388504956566
ACH-000163,-0.035799929923151154
ACH-000167,-0.20721111162294836
ACH-000168,-0.006835210493078474
ACH-000169,-0.1596928705655726
ACH-000178,-0.12366751572610565
ACH-000183,-0.10742318142803703
ACH-000188,0.0733599175887246
ACH-000189,-0.08346765463126729
ACH-000190,-0.059483124073402886
ACH-000198,-0.055353182163177486
ACH-000203,-0.32033392997357035
ACH-000204,0.2480827456273144
ACH-000206,-0.0030778085794884733
ACH-000207,0.09771583259958863
ACH-000208,-0.15453930835864896
ACH-000210,0.2170453932855586
ACH-000211,-0.09822707861536947
ACH-000215,-0.13990984940607085
ACH-000221,-0.22558556231701474
ACH-000222,0.008566148394272962
ACH-000223,-0.12665204170598934
ACH-000226,-0.11394116460555125
ACH-000227,-0.2291037328171108
ACH-000228,0.026210638668278642
ACH-000231,-0.180345900079346
ACH-000232,-0.16516718500610494
ACH-000233,0.01897687015882991
ACH-000234,-0.1366415820205418
ACH-000235,-0.01716282770010561
ACH-000237,-0.0473595681577158
ACH-000238,-0.06911768685033517
ACH-000242,-0.14094939132879028
ACH-000243,-0.14308594628261515
ACH-000244,-0.14965376479981268
ACH-000246,-0.17874111593927708
ACH-000248,-0.2746382166878749
ACH-000250,-0.015989753450457427
ACH-000251,-0.2582086983310213
ACH-000252,0.06938196046724236
ACH-000253,-0.0183755517718823
ACH-000255,-0.0374692877885933
ACH-000256,0.06367236945655617
ACH-000257,-0.044767987539827664
ACH-000258,-0.2268664589418599
ACH-000259,-0.17241579235139726
ACH-000260,-0.217253268149057
ACH-000261,-0.012376875591612777
ACH-000262,0.2016590486504043
ACH-000263,0.2455457477660289
ACH-000264,-0.06959572194503605
ACH-000265,-0.1940251096180312
ACH-000266,-0.13272871599265948
ACH-000272,-0.0943993318987873
ACH-000274,0.03017768287275912
ACH-000277,-0.07994945439464916
ACH-000278,0.015894819887759558
ACH-000279,-0.1583153137960637
ACH-000280,-0.09925389772767912
ACH-000281,-0.2462926659529425
ACH-000288,-0.04346837488251427
ACH-000291,-0.11133637655223677
ACH-000293,0.004958042391387679
ACH-000294,0.027334999254216476
ACH-000295,-0.022772680593663837
ACH-000296,-0.11943719794857788
ACH-000302,-0.10011648169262384
ACH-000304,-0.3625410418986399
ACH-000307,0.0062018537725604325
ACH-000308,-0.10168558838425963
ACH-000310,-0.13000225989750994
ACH-000311,-0.009288859435766557
ACH-000312,-0.10935699516428447
ACH-000315,-0.415478037389371
ACH-000316,-0.2102719121575819
ACH-000317,-0.3119923684954373
ACH-000318,-0.2803349107645794
ACH-000319,-0.21476601424375208
ACH-000320,-0.07289420089235459
ACH-000322,-0.1357249950704696
ACH-000323,-0.03946433824112932
ACH-000324,-0.029524314341696962
ACH-000329,-0.25074153285826434
ACH-000330,-0.19875784484605427
ACH-000331,-0.09417960741851356
ACH-000332,-0.012541503330056158
ACH-000334,0.033909976800690037
ACH-000335,-0.1803521365218222
ACH-000336,-0.4825985843178047
ACH-000337,-0.011989809042345373
ACH-000338,-0.1493049205300007
ACH-000339,-0.07421725904932576
ACH-000341,0.03994580557510101
ACH-000348,-0.012346024491770913
ACH-000350,-0.1876760881802544
ACH-000352,-0.17138287709468816
ACH-000356,0.05435465843063952
ACH-000361,-0.08466777794830578
ACH-000362,0.11405888103869145
ACH-000363,0.06979479001275264
ACH-000364,-0.1164955461371994
ACH-000365,-0.08112594419982977
ACH-000366,-0.08905070029424514
ACH-000368,-0.29600643201732485
ACH-000374,-0.17853057163908964
ACH-000375,-0.0014961640351381215
ACH-000376,-0.10403391679831783
ACH-000381,-0.009769734194149894
ACH-000383,-0.14676115762776687
ACH-000387,-0.2178246885024192
ACH-000389,-0.2053576134703417
ACH-000390,-0.1886272877226806
ACH-000393,-0.17798155621552464
ACH-000395,-0.28131297070826866
ACH-000396,0.1533802322410132
ACH-000397,-0.07822041542578212
ACH-000401,-0.1751134691661526
ACH-000402,-0.1694320640971578
ACH-000403,-0.10653509948103544
ACH-000404,-0.5767240681769682
ACH-000406,-0.06603227834359697
ACH-000407,-0.04063255576199723
ACH-000408,-0.1278576464942179
ACH-000410,0.02318194556696327
ACH-000411,-0.06744407227445415
ACH-000414,-0.08858272267122279
ACH-000415,-0.06731602861114391
ACH-000416,-0.08911114009851441
ACH-000420,-0.21030029208142587
ACH-000421,-0.1605536956564655
ACH-000424,-0.2995011043865985
ACH-000425,-0.2454916114377934
ACH-000426,0.02536360632544964
ACH-000427,-0.1605975281691024
ACH-000433,-0.0748482435397883
ACH-000435,0.1706584035412834
ACH-000436,-0.1566125820447403
ACH-000444,0.0017566937703611546
ACH-000445,-0.0009489178228848826
ACH-000448,-0.03475750249513551
ACH-000450,0.010025610574626748
ACH-000452,-0.030562254626472708
ACH-000454,-0.14618015911779186
ACH-000458,0.17806486549764267
ACH-000459,0.051738585606325015
ACH-000460,-0.1429103464290738
ACH-000461,-0.06255938481686593
ACH-000463,-0.19575686695975214
ACH-000464,-0.2722795281019631
ACH-000466,-0.012287157285668692
ACH-000467,0.04408856946020599
ACH-000468,-0.02704229840375996
ACH-000469,-0.0971875119016608
ACH-000470,-0.15059049463084365
ACH-000471,0.07357921412462955
ACH-000472,-0.04216340901555681
ACH-000473,-0.036318088981564745
ACH-000475,-0.049357745968939784
ACH-000476,0.010212219828838326
ACH-000477,-0.03369301796378752
ACH-000479,-0.08860335501056689
