,B3GALT1 (8708)
ACH-000004,-0.1179012496904773
ACH-000005,0.11954238925440365
ACH-000007,0.006123858698951043
ACH-000009,-0.08089848293649766
ACH-000011,0.008559885228419512
ACH-000012,-0.10834781717159324
ACH-000013,-0.02985341078854504
ACH-000014,-0.05399157814611937
ACH-000015,-0.09174446270033472
ACH-000017,-0.021206317240031653
ACH-000018,-0.3735616176673889
ACH-000019,0.1354179389648783
ACH-000021,-0.022298422638053574
ACH-000022,-0.16521440356571498
ACH-000025,-0.060057995072552585
ACH-000028,-0.039823944825854926
ACH-000030,0.0102871322792929
ACH-000035,-0.058788963110687785
ACH-000036,-0.1989113889616976
ACH-000037,0.07089636276463578
ACH-000039,-0.19738944347909246
ACH-000040,-0.06113551966332195
ACH-000041,-0.16957434210156264
ACH-000042,0.016950675451148384
ACH-000045,-0.01943813256317894
ACH-000047,-0.030091680774112024
ACH-000052,-0.004447942034645454
ACH-000053,-0.03263262315509606
ACH-000054,-0.1196050870320508
ACH-000055,-0.0600894790571281
ACH-000060,-0.07527706057966314
ACH-000067,-0.08600082450103973
ACH-000070,-0.10979298917368563
ACH-000075,0.004162987069672621
ACH-000078,-0.14067835821299235
ACH-000082,-0.0681065144946539
ACH-000085,-0.15724816245888934
ACH-000086,-0.12065956098698764
ACH-000087,0.26705845278533824
ACH-000092,-0.14949162593321175
ACH-000095,-0.10904286414037888
ACH-000097,-0.0176487486298222
ACH-000098,-0.13260785891172808
ACH-000099,-0.03373554082590567
ACH-000108,-0.012172511083896205
ACH-000113,-0.06928602537540487
ACH-000116,0.03408064555863748
ACH-000118,-0.0926345686015096
ACH-000120,-0.01828068739616676
ACH-000123,-0.08779426985884463
ACH-000127,-0.08263350408075655
ACH-000128,-0.10428431131030934
ACH-000132,-0.11998427012866565
ACH-000133,-0.2341361412718034
ACH-000137,-0.06489644361487136
ACH-000138,0.011977522910238556
ACH-000142,0.03690980024366998
ACH-000143,0.08949021418239707
ACH-000146,-0.07238431023443204
ACH-000148,-0.07084876309989596
ACH-000150,0.010939084468243746
ACH-000152,0.010840381769721873
ACH-000153,0.02827531293900548
ACH-000159,-0.08567329422799343
ACH-000160,0.07032893361514964
ACH-000163,-0.14233529348693716
ACH-000167,-0.04764761384230772
ACH-000168,0.0256938256083332
ACH-000169,0.06333004387687123
ACH-000178,-0.1108418488849613
ACH-000183,-0.04486838537951118
ACH-000188,0.0006782642354544043
ACH-000189,-0.15143199419698092
ACH-000190,-0.3174967163551344
ACH-000198,-0.06296219156019807
ACH-000203,-0.3122890589838242
ACH-000204,0.0326706104501133
ACH-000206,-0.04993050560467799
ACH-000207,-0.0776678875953066
ACH-000208,0.0011562430634286026
ACH-000210,-0.13044028307700756
ACH-000211,-0.0521883211193756
ACH-000215,-0.08227140147340307
ACH-000221,-0.0973218467457486
ACH-000222,-0.1445519658516747
ACH-000223,-0.11758162742034725
ACH-000226,0.027928519346051426
ACH-000227,-0.27614426117527435
ACH-000228,-0.08514766061486723
ACH-000231,-0.019043655798645517
ACH-000232,-0.09072958232486887
ACH-000233,0.02669008621717764
ACH-000234,-0.020120627766937748
ACH-000235,-0.04487054238625069
ACH-000237,-0.12316247552082644
ACH-000238,-0.09880332069191704
ACH-000242,-0.051316090573416316
ACH-000243,-0.0348608143324737
ACH-000244,0.13267742193597518
ACH-000246,0.05833902405266213
ACH-000248,-0.0566535067561848
ACH-000250,-0.032987532848611764
ACH-000251,0.1143034841354698
ACH-000252,-0.27917147225340433
ACH-000253,0.016725022555261513
ACH-000255,-0.20232019780887936
ACH-000256,-0.016565724251424756
ACH-000257,-0.14415659915893175
ACH-000258,0.008930587780412462
ACH-000259,-0.1166223612203221
ACH-000260,-0.08861119075442384
ACH-000261,0.0484313963101834
ACH-000262,0.08136314305005582
ACH-000263,0.0006556303185789737
ACH-000264,-0.0123368881974903
ACH-000265,-0.04722472242035638
ACH-000266,-0.06599219969700866
ACH-000272,-0.057679728891741285
ACH-000274,-0.04990461365022427
ACH-000277,-0.059794440291708724
ACH-000278,-0.10242136689923684
ACH-000279,-0.25511383751912914
ACH-000280,-0.015074624604152006
ACH-000281,-0.04400471610307211
ACH-000288,-0.07527120685032619
ACH-000291,-0.1719205557868934
