,XYLB (9942)
ACH-000004,0.2819016836695689
ACH-000005,-0.109526555645366
ACH-000007,0.11124991079311304
ACH-000009,0.08846283299308326
ACH-000011,0.1568665828201808
ACH-000012,0.17356081414817862
ACH-000013,0.15951341711560207
ACH-000014,0.16729819901869875
ACH-000015,0.16470184122672007
ACH-000017,0.1355875611897508
ACH-000018,0.0550824850201907
ACH-000019,0.23796854246373905
ACH-000021,0.18444421108399767
ACH-000022,0.1351185110419931
ACH-000025,0.09057843146820843
ACH-000028,0.25885053005997705
ACH-000030,0.09568792346383807
ACH-000035,0.005923047859163806
ACH-000036,0.06569869466447642
ACH-000037,0.17161374960029102
ACH-000039,0.11948553452491392
ACH-000040,0.2002317252376884
ACH-000041,0.2445902382215497
ACH-000042,0.026087464568801767
ACH-000045,0.1898479979778483
ACH-000047,0.1869260798167599
ACH-000052,-0.012219684592582537
ACH-000053,0.1323178296030338
ACH-000054,0.14535116226672554
ACH-000055,0.16199109402313633
ACH-000060,0.11852932004592495
ACH-000067,-0.02398284058530752
ACH-000070,0.1968905967447003
ACH-000075,0.1497713750192092
ACH-000078,0.12243560405425385
ACH-000082,0.14866773768290578
ACH-000085,0.2365564459848652
ACH-000086,0.2371048718827057
ACH-000087,0.2591473966380776
ACH-000092,0.08496958332529794
ACH-000095,0.1209375429132304
ACH-000097,0.19820352774421854
ACH-000098,0.0860971475385924
ACH-000099,0.22497339194322388
ACH-000108,0.14962981494899333
ACH-000113,0.15012061301050636
ACH-000116,0.1946268543223645
ACH-000118,0.19321870995972384
ACH-000120,0.15832920545064585
ACH-000123,-0.04378499870330271
ACH-000127,0.11272771831079785
ACH-000128,0.11259682153884805
ACH-000132,0.22094101036408945
ACH-000133,0.1881407102780815
ACH-000137,0.21541465296314896
ACH-000138,0.17176292983532704
ACH-000142,0.17759269921669538
ACH-000143,0.05387250534852838
ACH-000146,0.15613497612633018
ACH-000148,0.08328988910118484
ACH-000150,0.07446767092880127
ACH-000152,0.16648441471996106
ACH-000153,0.2915451725370182
ACH-000159,0.010000595661513135
ACH-000160,0.20024185618458795
ACH-000163,0.2712432309600193
ACH-000167,0.1979429009161464
ACH-000168,0.05291656573153307
ACH-000169,0.17515949128377434
ACH-000178,0.0427619653626561
ACH-000183,0.21313040655140544
ACH-000188,0.16110804404457307
ACH-000189,0.04159847230191333
ACH-000190,0.03072693384803812
ACH-000198,0.05970867275029532
ACH-000203,0.3012112822497344
ACH-000204,0.039737526764917264
ACH-000206,0.06583183911041089
ACH-000207,0.1519133645244559
ACH-000208,0.030487746386751963
ACH-000210,0.2842318554815577
ACH-000211,0.0794891919701135
ACH-000215,0.1647833634900097
ACH-000221,0.01799742623788999
ACH-000222,0.1860733832948783
ACH-000223,0.10332329095116903
ACH-000226,0.09998828137906524
ACH-000227,0.03657950093267368
ACH-000228,-0.03348471900353205
ACH-000231,0.15883279152879706
ACH-000232,0.15637624187569826
ACH-000233,0.07312475589310302
ACH-000234,0.11807594440275095
ACH-000235,0.06508839352978997
ACH-000237,0.13346267213062574
ACH-000238,0.11631733913933814
ACH-000242,0.2736082536280183
ACH-000243,0.15019833563462934
ACH-000244,0.11168200809661916
ACH-000246,0.1038339558236774
ACH-000248,0.024172159932572237
ACH-000250,0.07161377335020372
ACH-000251,0.3803947272275148
ACH-000252,-0.1402541871074406
ACH-000253,0.09535144973730242
ACH-000255,0.04815075489649349
ACH-000256,0.15794836491613484
ACH-000257,0.17637812371881334
ACH-000258,0.15177219162267885
ACH-000259,0.1398071711451121
ACH-000260,0.16667667488728666
ACH-000261,0.24580259695113546
ACH-000262,0.17931169227289045
ACH-000263,0.035625544994073326
ACH-000264,0.04318264821907161
ACH-000265,0.1957471432912891
ACH-000266,0.13325076300828434
ACH-000272,0.06628976463479032
ACH-000274,0.06346841127047054
ACH-000277,0.2736626207619273
ACH-000278,0.06991704401831432
ACH-000279,0.04422052020828017
ACH-000280,0.04394613716534078
ACH-000281,0.11727440118114375
ACH-000288,0.1752301972594343
ACH-000291,0.1231199900479522
ACH-000293,0.1518156900570841
ACH-000294,0.007531902578961819
ACH-000295,0.0029515467647932424
ACH-000296,0.08305920163248977
ACH-000302,0.20431456133909945
ACH-000304,-0.013366981360499752
ACH-000307,0.09816265533873632
ACH-000308,0.17371905445364155
ACH-000310,0.14745990416673954
ACH-000311,0.10073403286048917
ACH-000312,0.2523838480565599
ACH-000315,-0.013851656542276677
ACH-000316,0.1402351058422901
ACH-000317,0.25901511064812177
ACH-000318,-0.0034895609089435693
ACH-000319,0.1326314682979258
ACH-000320,0.1105841509619642
ACH-000322,0.07940739224509914
ACH-000323,0.10371789227467557
ACH-000324,0.02217006139110628
ACH-000329,0.11832791044859113
ACH-000330,0.18470103719512698
ACH-000331,0.13369792341998227
ACH-000332,0.15076508482261475
ACH-000334,0.1476486594938731
ACH-000335,0.18514033540373107
ACH-000336,0.22469282739758
ACH-000337,0.14076318060670567
ACH-000338,0.6965066655100172
ACH-000339,0.10631785541496999
ACH-000341,0.19534711586103815
ACH-000348,0.17866439318850968
ACH-000350,0.12347239091221025
ACH-000352,0.20865421263615708
ACH-000356,0.0582864826725301
ACH-000361,0.18731806450183336
ACH-000362,0.12453766050470193
ACH-000363,0.15456309590807765
ACH-000364,0.24259631519291106
ACH-000365,0.0780305657465158
ACH-000366,0.2354784747858663
ACH-000368,0.17679031890057062
ACH-000374,0.09842425411188464
ACH-000375,0.1665672474954991
ACH-000376,0.185161065112629
ACH-000381,0.11363865950209864
ACH-000383,0.0994133206268122
ACH-000387,0.012954829656712831
ACH-000389,0.20383385590356853
ACH-000390,0.13002526260493186
ACH-000393,0.1223307873271579
ACH-000395,0.02173476964085364
ACH-000396,0.00800111460961884
ACH-000397,0.19898093060741176
ACH-000401,0.09541935988030983
ACH-000402,0.09530800269072123
ACH-000403,0.10874288996669243
ACH-000404,0.06365025229911304
ACH-000406,0.1535701591136469
ACH-000407,0.1672792219608872
ACH-000408,0.3144319662881553
ACH-000410,0.19495323124025885
ACH-000411,0.09037343543552567
ACH-000414,0.27980584314658635
ACH-000415,0.15242607780410794
ACH-000416,0.12379439287766522
ACH-000420,0.060815273551915114
ACH-000421,0.09098742780476894
ACH-000424,0.12874067519277144
ACH-000425,0.20845914601322185
ACH-000426,0.29974560405318473
ACH-000427,0.1907886779179099
ACH-000433,-0.05414187876739878
ACH-000435,0.06166133734448034
ACH-000436,0.15680408892664582
ACH-000444,0.19575181253724674
ACH-000445,-0.03843325414814395
ACH-000448,0.13294143838179007
ACH-000450,0.1545230568893425
ACH-000452,0.10729335798491188
ACH-000454,-0.012202570913721749
ACH-000458,0.25637275088342365
ACH-000459,0.11385072852305896
ACH-000460,0.029593135750091388
ACH-000461,0.09220288469730832
ACH-000463,0.0724458401706527
ACH-000464,0.05227999078625068
ACH-000466,-0.022212792635651745
ACH-000467,0.07279817671252034
ACH-000468,0.14039394566487173
ACH-000469,0.12172514014854165
ACH-000470,0.060852687110196965
ACH-000471,0.14332654539217046
ACH-000472,0.1690558143583297
ACH-000473,0.2369567953803839
ACH-000475,0.1830418106349063
ACH-000476,0.19571616562361535
ACH-000477,0.2089131846888626
ACH-000479,0.17133709139610673
ACH-000480,0.169459657859529
ACH-000481,0.15931386167863806
ACH-000483,0.2669513101705856
ACH-000484,-0.03863140579618937
ACH-000485,0.15434858471778298
ACH-000486,0.15452396500974944
ACH-000487,0.28861174322878563
ACH-000488,0.12232586010694475
ACH-000490,0.0665908242692789
ACH-000491,0.13478253811245774
ACH-000495,0.056123535656374665
ACH-000496,0.09829374546768734
ACH-000499,0.08216851135134326
ACH-000500,0.01703520581442966
ACH-000502,0.10805688524600228
ACH-000503,0.2063856893183344
ACH-000505,0.14102089485746708
ACH-000507,0.13390881594987114
ACH-000510,0.17002558073654164
ACH-000511,0.11568180713557018
ACH-000512,-0.04692073328760722
ACH-000516,0.20439943215888712
ACH-000517,0.0801364520417825
ACH-000518,0.16413827262367944
ACH-000520,0.034216779683364895
ACH-000521,0.27481043314160697
ACH-000522,0.1667648698033506
ACH-000524,0.06749548687857068
ACH-000527,0.16353280485416902
ACH-000528,0.07189524035543475
ACH-000537,0.16330512196208238
ACH-000541,0.2611068118695685
ACH-000542,0.15101617785146024
ACH-000544,0.20235917877735435
ACH-000545,0.14158847664848445
ACH-000547,0.04720278901001535
ACH-000548,0.1535672971770533
ACH-000549,0.0642252115218343
ACH-000550,0.08554680467689386
ACH-000552,0.12727443815635225
ACH-000556,0.05378678653335895
ACH-000557,0.19234846863764468
ACH-000569,-0.2532749276639141
ACH-000570,0.2753933853763829
ACH-000571,0.17340607325059512
ACH-000573,0.1737906252485478
ACH-000576,0.2426810438671075
ACH-000579,0.1228550487140996
ACH-000580,0.16621088981912707
ACH-000584,0.2229086022032572
ACH-000585,0.15161183880919038
ACH-000588,0.16611848429412432
ACH-000589,0.22749702283985965
ACH-000591,0.16817848357617016
ACH-000593,0.10824733305463892
ACH-000600,0.21382148061503053
ACH-000601,0.16422700862699385
ACH-000605,0.14371186858472654
ACH-000606,0.14208098394192814
ACH-000608,0.08825854731568716
ACH-000614,0.07473753181012051
ACH-000616,0.1242216062935462
ACH-000618,0.02048519023863507
