,PKDCC (91461)
ACH-000004,0.0912003517306346
ACH-000005,-0.13410997106425346
ACH-000007,0.2272862505440742
ACH-000009,-0.05043869997480367
ACH-000011,-0.02648937575667957
ACH-000012,0.11831030266717366
ACH-000013,0.002426014569869884
ACH-000014,-0.11524604729670915
ACH-000015,0.1698258151515071
ACH-000017,0.03957024715954671
ACH-000018,0.13768690390841154
ACH-000019,-0.02756934463995402
ACH-000021,-0.014705869895852416
ACH-000022,-0.13014646745362887
ACH-000025,0.01788970302293009
ACH-000028,-0.0019837216598788078
ACH-000030,-0.1316378943208533
ACH-000035,-0.15546700318707454
ACH-000036,-0.03712067060451812
ACH-000037,-0.017322370526926142
ACH-000039,0.035505610017979784
ACH-000040,-0.0041991679645121205
ACH-000041,-0.09616191004456444
ACH-000042,-0.06065174271197243
ACH-000045,-0.1254678113127993
ACH-000047,0.03576361600710315
ACH-000052,-0.12892601117756275
ACH-000053,0.03815744488394125
ACH-000054,-0.0053967740651752385
ACH-000055,0.0913852416132318
ACH-000060,-0.10998616940822192
ACH-000067,0.0607555649722769
ACH-000070,-0.02591482714430725
ACH-000075,-0.05732089228181623
ACH-000078,-0.08296537502991197
ACH-000082,0.022032445847422796
ACH-000085,-0.1539991341823116
ACH-000086,-0.011072655771612663
ACH-000087,0.10872146075045916
ACH-000092,0.012984957664753452
ACH-000095,-0.021572286730610374
ACH-000097,-0.11629513623598535
ACH-000098,0.050666782483809306
ACH-000099,0.02328084399552761
ACH-000108,0.09859512914801732
ACH-000113,-0.027960290979950352
ACH-000116,-0.0686475058836866
ACH-000118,0.03448473628710922
ACH-000120,-0.07582348484923973
ACH-000123,-0.08724372324076142
ACH-000127,0.03612927942572775
ACH-000128,-0.14182857808552332
ACH-000132,-0.14517433006331398
ACH-000133,0.0598139882153303
ACH-000137,0.1664761380289683
ACH-000138,-0.13203911009587285
ACH-000142,-0.1333733543143047
ACH-000143,-0.0006657528609907965
ACH-000146,-0.04360342422468821
ACH-000148,0.09990629796781554
ACH-000150,-0.06199219589677071
ACH-000152,0.016104421892759083
ACH-000153,-0.06751108037627011
ACH-000159,9.84393774115294e-06
ACH-000160,0.054528937241617684
ACH-000163,0.19803838179088595
ACH-000167,1.1406596003020852
ACH-000168,-0.0040771199487317
ACH-000169,-0.02512881799596239
ACH-000178,-0.2139940585856515
ACH-000183,-0.12642884469716634
ACH-000188,-0.04457748122693669
ACH-000189,0.1000333896301656
ACH-000190,-0.05359870814253212
ACH-000198,-0.024424230377547592
ACH-000203,-0.8980388911393203
ACH-000204,-0.012819559579685886
ACH-000206,0.11556196277448252
ACH-000207,0.087060120754895
ACH-000208,-0.01946356627117362
ACH-000210,-0.03926207756760967
ACH-000211,0.171890486252641
ACH-000215,0.025610982187794742
ACH-000221,0.12896852361412514
ACH-000222,-0.09739094798346072
ACH-000223,0.053637576119660635
ACH-000226,-0.0948282633116947
ACH-000227,-0.08112586190866586
ACH-000228,0.08826094051676857
ACH-000231,-0.06958486842203973
ACH-000232,-0.060082980779412674
ACH-000233,-0.02015215262223521
ACH-000234,-0.024479077518579345
ACH-000235,-0.0032045210771628713
ACH-000237,-0.045229224385179685
ACH-000238,-0.0019359790448000567
ACH-000242,0.1251085649824342
ACH-000243,-0.04791240656325405
