,IRGQ (126298)
ACH-000004,-0.09537131511157
ACH-000005,-0.1060826162492267
ACH-000007,0.027703678075270518
ACH-000009,0.046506713667417765
ACH-000011,-0.002801166404668621
ACH-000012,-0.05824275782846626
ACH-000013,-0.05676882983980774
ACH-000014,0.07649355609466132
ACH-000015,0.004438997887912711
ACH-000017,-0.03722915026118288
ACH-000018,-0.15446913082601715
ACH-000019,-0.05391029555733752
ACH-000021,-0.14282716785672744
ACH-000022,0.06627206789666944
ACH-000025,0.09365425871539568
ACH-000028,0.04698611556024089
ACH-000030,-0.047172184436453816
ACH-000035,0.08132408718751517
ACH-000036,-0.11683187176576665
ACH-000037,-0.005491140945877856
ACH-000039,0.1766683351394881
ACH-000040,0.10601739064598292
ACH-000041,0.031249957422360582
ACH-000042,0.02823301310955067
ACH-000045,-0.05284759927607217
ACH-000047,-0.0023251976802637123
ACH-000052,-0.17244764803385268
ACH-000053,-0.044813674190925086
ACH-000054,0.104305515369369
ACH-000055,0.11236505463538243
ACH-000060,0.09175127520998086
ACH-000067,0.17032334790189188
ACH-000070,0.04828927308469345
ACH-000075,0.038157054866952166
ACH-000078,0.11455043022266817
ACH-000082,-0.009554697457722413
ACH-000085,0.009160024469601936
ACH-000086,-0.09030999705710822
ACH-000087,0.14078360274325366
ACH-000092,-0.027911180939131704
ACH-000095,0.06262703176611285
ACH-000097,-0.047409394038979626
ACH-000098,0.08314215203091796
ACH-000099,0.10043065996048983
ACH-000108,-0.011237691574117626
ACH-000113,-0.034152672831094716
ACH-000116,0.12066899090955822
ACH-000118,-0.043551336896369634
ACH-000120,0.02718556924622706
ACH-000123,-0.1550319370554181
ACH-000127,0.017458251374592528
ACH-000128,-0.03748660184148304
ACH-000132,-0.08837461516675776
ACH-000133,-0.07580958652795505
ACH-000137,-0.13945258686878606
ACH-000138,-0.0343989012048388
ACH-000142,-0.15713716392157265
ACH-000143,0.009858924830977734
ACH-000146,0.053947329911099816
ACH-000148,-0.0410323839479763
ACH-000150,0.08407198693743863
ACH-000152,-0.017695073013984857
ACH-000153,-0.101675967645612
ACH-000159,0.06360717257124915
ACH-000160,0.0596602938817488
ACH-000163,-0.012236487258930149
ACH-000167,0.28122160654431605
ACH-000168,-0.04524757764034884
ACH-000169,-0.14214428091937492
ACH-000178,0.03779482595029483
ACH-000183,-0.033551200870867146
