,SKIV2L2 (23517)
ACH-000706,-1.1474160654365577
ACH-000711,-1.1661471175928924
ACH-000713,-1.2725610570858836
ACH-000714,-0.9183991266602884
ACH-000718,-1.2580677909683204
ACH-000720,-1.0986763105225401
ACH-000721,-1.193251131050011
ACH-000724,-1.0581872171783921
ACH-000725,-1.0902190223536656
ACH-000732,-0.9254360388357508
ACH-000734,-0.7556882818396231
ACH-000735,-1.194396569945967
ACH-000736,-1.1376595969680627
ACH-000738,-1.1150052963042918
ACH-000746,-1.1161860312302756
ACH-000747,-1.1484899347165904
ACH-000748,-1.3664574127228246
ACH-000753,-1.118334574865203
ACH-000756,-1.1269249598323177
ACH-000757,-1.0045267248793703
ACH-000758,-1.1801632411066436
ACH-000760,-1.2593470966893805
ACH-000762,-1.0995260315624276
ACH-000763,-1.0700774087013698
ACH-000764,-1.2674448051757483
ACH-000765,-0.8479741745162713
ACH-000766,-0.9648202703566569
ACH-000767,-1.1877754281373318
ACH-000768,-1.2201832745613217
ACH-000769,-1.0536887112402362
ACH-000770,-1.0835734170325682
ACH-000771,-1.027195065933073
ACH-000773,-1.0028233949617944
ACH-000776,-1.2202747588798768
ACH-000777,-1.1784163522930913
ACH-000778,-1.1603641720128417
ACH-000781,-0.8799479694220815
ACH-000782,-0.925394197742254
ACH-000783,-0.8572829731868788
ACH-000784,-1.2223516445727336
ACH-000785,-1.2037646197321037
ACH-000787,-1.0105796078314362
ACH-000788,-1.1126651820673756
ACH-000791,-0.985292247544196
ACH-000792,-1.0118582677389691
ACH-000794,-1.2220789347432304
ACH-000796,-1.312518615248062
ACH-000798,-1.1983910497391443
ACH-000799,-1.0007720898999015
ACH-000800,-0.888240106318205
ACH-000802,-1.1074238208764065
ACH-000804,-1.1246183672273038
ACH-000805,-1.0750183950172172
ACH-000809,-1.024485411480221
ACH-000810,-1.328009378794262
ACH-000811,-1.1487224850846367
ACH-000817,-1.0296618848805017
ACH-000819,-1.2394574776825371
ACH-000820,-1.5462870623587042
ACH-000821,-0.8729544125622672
ACH-000822,-1.3898984762598663
ACH-000823,-1.2093606179370724
ACH-000824,-1.0887166803900064
ACH-000827,-1.1405771821101989
ACH-000829,-1.0098754451699858
ACH-000831,-1.0770076305095742
ACH-000832,-1.1171408171633568
ACH-000833,-1.0579352929877304
ACH-000834,-1.2130783538991572
ACH-000835,-1.3466924566055298
ACH-000836,-1.2120076437877512
ACH-000837,-1.0924771618756448
ACH-000838,-1.0400170895889629
ACH-000839,-1.2909220112477873
ACH-000840,-1.1214696646932247
ACH-000841,-0.9332761453942694
ACH-000843,-1.2950967564983895
ACH-000846,-1.3587302877863543
ACH-000847,-1.045415194610434
ACH-000848,-1.2600999549009708
ACH-000849,-0.9552982647867676
ACH-000851,-1.0910003047446044
ACH-000855,-1.0683459893044434
ACH-000856,-1.1213326085013402
ACH-000858,-0.9994586433366758
ACH-000859,-1.1529632033273782
ACH-000861,-1.3444885942127849
ACH-000862,-1.2610643798876002
ACH-000865,-1.09383866252503
ACH-000866,-1.2242264128549378
ACH-000867,-1.250122800548649
ACH-000869,-1.1705247583884748
ACH-000872,-1.1117403601422284
ACH-000873,-1.0009837499825052
ACH-000876,-0.9433156395557156
ACH-000878,-1.1782582881477142
ACH-000880,-1.1370733897358465
ACH-000881,-1.1334023160204858
ACH-000882,-0.9607428087335
ACH-000884,-1.1829673866085817
ACH-000885,-1.0770630438042892
ACH-000887,-1.1858331425862638
ACH-000889,-1.1629016096442062
ACH-000896,-1.118314390074297
ACH-000898,-1.1491125562146067
ACH-000900,-0.9844195063270832
ACH-000901,-1.2303589908266446
ACH-000905,-1.2092572094239857
ACH-000906,-1.2420805189787625
ACH-000907,-0.9893912605984359
ACH-000910,-0.8688201469095568
ACH-000911,-0.9754125295710021
ACH-000912,-1.1122603479292326
ACH-000913,-1.2055598744962563
ACH-000915,-1.1931693871058169
ACH-000916,-1.2895192822954409
ACH-000917,-1.3332768950211842
ACH-000920,-0.9220511865380266
ACH-000921,-1.2551440954754736
ACH-000924,-1.223422874268007
ACH-000926,-1.310931547171405
ACH-000928,-0.8042201121545067
ACH-000929,-1.1874988103519626
ACH-000932,-1.0304143713753575
ACH-000935,-1.2421046587332083
ACH-000936,-1.2259616881714688
ACH-000937,-1.057906731950394
ACH-000938,-1.4019345963542296
ACH-000939,-1.2160444818480065
ACH-000941,-1.0582442792238635
ACH-000943,-1.1081554789091128
ACH-000946,-1.198025901974249
ACH-000947,-1.141335558998229
ACH-000948,-1.1071458521281272
ACH-000950,-1.2981875713943185
ACH-000953,-1.007659511241384
ACH-000954,-0.8401452358571778
ACH-000957,-1.0167969122542455
ACH-000958,-1.34168718438694
ACH-000960,-1.0662999303496186
ACH-000963,-1.222769721750436
ACH-000968,-0.978717530078649
ACH-000969,-1.3171408622488279
ACH-000972,-1.5198963395613694
ACH-000973,-1.07025382870739
ACH-000974,-1.210078665792647
ACH-000978,-1.1482030320199834
ACH-000984,-1.0729516501068637
ACH-000986,-1.1470462720631087
ACH-000988,-1.0596759482403726
ACH-000993,-0.8836368417155034
ACH-000994,-1.1834944098310969
ACH-000996,-1.1683938143633337
ACH-001001,-1.0213269062107082
ACH-001020,-1.378804435717267
ACH-001028,-1.1449000201471118
ACH-001031,-1.0163225401725362
ACH-001038,-1.1630922275752849
ACH-001048,-1.139857872525779
ACH-001050,-1.0878197711662607
ACH-001053,-1.046213391892125
ACH-001054,-1.0695806581314276
ACH-001061,-1.3091433287237293
ACH-001067,-1.0286690236906229
ACH-001075,-1.1177714203292433
ACH-001096,-1.1458706319612204
ACH-001111,-1.0067484133516815
ACH-001119,-1.2487262481352412
ACH-001128,-1.199422946049046
ACH-001134,-1.1313028867295454
ACH-001151,-1.0628642515109197
ACH-001163,-1.3982526303140792
ACH-001164,-1.3378753030199388
ACH-001183,-1.2229297533391634
ACH-001192,-0.9832906105821758
ACH-001193,-1.0483429892809168
ACH-001196,-0.9719776236891178
ACH-001197,-1.338583186575608
ACH-001205,-1.0970972856733945
ACH-001211,-1.0453529022715171
ACH-001212,-1.0374464362533966
ACH-001228,-0.9143831845381089
ACH-001232,-1.179385106491898
ACH-001239,-1.0659089131294686
ACH-001270,-1.1406151930673405
ACH-001274,-1.2307439073609665
ACH-001275,-1.2083606693209057
ACH-001277,-1.1225690915777775
ACH-001278,-0.8792201808098083
ACH-001280,-0.8359369141734112
ACH-001283,-0.9732410642694532
ACH-001289,-0.7421082931149668
ACH-001300,-1.055819542455591
ACH-001301,-1.1179694763352397
ACH-001302,-1.2141234816716635
ACH-001306,-1.013599687079495
ACH-001318,-1.0304492749731509
ACH-001322,-1.1271223540795845
ACH-001328,-1.2181756051733028
ACH-001332,-1.0523832118001104
ACH-001336,-1.0147907541680552
ACH-001346,-1.1413257086954411
ACH-001353,-1.083255913651947
ACH-001354,-1.5164832500371563
ACH-001367,-1.3192476408289349
ACH-001368,-1.10738096421322
ACH-001374,-1.069821939856299
ACH-001377,-1.1904781937913953
ACH-001380,-1.2106563285009526
ACH-001391,-1.0746620730111498
ACH-001408,-1.1436046468335732
ACH-001430,-1.3013655387842813
ACH-001431,-1.1106619902594328
ACH-001450,-0.7813977473487623
ACH-001496,-1.357134767860348
ACH-001500,-1.1482225620525301
ACH-001523,-1.1819838931484958
ACH-001532,-1.0172446796753392
ACH-001550,-1.566989519535228
ACH-001552,-1.2666797363220654
ACH-001554,-1.1249203496438105
ACH-001654,-1.259654745675174
ACH-001735,-1.1044308906073852
ACH-001736,-0.7464914254696462
ACH-001737,-1.1354730627138911
ACH-001740,-1.1336848764916032
ACH-001745,-1.100868570130821
ACH-001765,-0.8551967701307983
