,SUDS3 (64426)
ACH-000004,-0.41851631707922704
ACH-000005,-0.4670268893649631
ACH-000007,-0.3989520132462734
ACH-000009,-0.3381318719615164
ACH-000011,-0.7012032454693227
ACH-000012,-0.41314540842553976
ACH-000013,-0.0009215362988062626
ACH-000014,-0.3258037225391096
ACH-000015,-0.2968493597687218
ACH-000017,-0.6106864665892257
ACH-000018,-0.4298453261316588
ACH-000019,-0.10313701525076084
ACH-000021,-0.3758886256215589
ACH-000022,-0.2396058095158834
ACH-000025,-0.17729256609824565
ACH-000028,-0.4600813930640302
ACH-000030,-0.323480850764072
ACH-000035,-0.5434045239756131
ACH-000036,-0.5301417663910204
ACH-000037,-0.7136964708691302
ACH-000039,-0.4706409780900684
ACH-000040,-0.4491046473853517
ACH-000041,-0.30601689225814216
ACH-000042,-0.3855736824622757
ACH-000045,-0.3818747622315616
ACH-000047,-0.3430127184630265
ACH-000052,-0.2853370708478473
ACH-000053,-0.35781311978874186
ACH-000054,-0.4464210148547849
ACH-000055,-0.6074315155033898
ACH-000060,-0.18197006508580715
ACH-000067,-0.3252335142417153
ACH-000070,-0.4380551173737683
ACH-000075,-0.2282807886422493
ACH-000078,-0.24772378577686846
ACH-000082,-0.610150550194375
ACH-000085,-0.2007785787652856
ACH-000086,-0.2635415821472701
ACH-000087,-0.4629013523321997
ACH-000092,-0.5925404414957224
ACH-000095,-0.5027631587768147
ACH-000097,-0.012316572543874943
ACH-000098,-0.5161684956053143
ACH-000099,-0.31724126108033035
ACH-000108,-0.3568740352772109
ACH-000113,-0.560953895341918
ACH-000116,-0.4680213778719067
ACH-000118,-0.5409850423580546
ACH-000120,-0.5396195289864729
ACH-000123,-0.20923731530776415
ACH-000127,-0.28735038256934664
ACH-000128,-0.4280751558127009
ACH-000132,-0.4456261665775929
ACH-000133,-0.454308915089777
ACH-000137,-0.29035357944696844
ACH-000138,-0.2921302905998341
ACH-000142,-0.3074990771609939
ACH-000143,-0.4296980303125405
ACH-000146,-0.2610044745215369
ACH-000148,-0.4281519901049711
ACH-000150,-0.7148430705830565
ACH-000152,-0.25468526184337525
ACH-000153,-0.2107581344528722
ACH-000159,-0.44175785995866496
ACH-000160,-0.0232930691173427
ACH-000163,-0.61462278178757
ACH-000167,0.026754487141188214
ACH-000168,-0.2345485576152821
ACH-000169,-0.1327245256754142
ACH-000178,-0.5896885085040718
ACH-000183,-0.2861784176267366
ACH-000188,-0.4244805983223832
ACH-000189,-0.5317965947926881
ACH-000190,-0.12627454625858198
ACH-000198,-0.2525876631317396
ACH-000203,-0.3295927726536259
ACH-000204,-0.24391226397093466
ACH-000206,-0.35899958852140484
ACH-000207,-0.2811288899586642
ACH-000208,-0.2727492068866585
ACH-000210,-0.2184489839169851
ACH-000211,-0.2654096777326898
ACH-000215,-0.20240017716366884
ACH-000221,-0.3203814171640983
ACH-000222,-0.2545217756751808
ACH-000223,-0.5026854638247673
ACH-000226,-0.5777607163554526
ACH-000227,-0.4096909296143883
ACH-000228,-0.35397706793576306
ACH-000231,-0.26679083970086226
ACH-000232,-0.2632066417884014
ACH-000233,-0.7383261140588125
ACH-000234,-0.3314405231466008
ACH-000235,-0.2539801118034759
ACH-000237,-0.21991756282154126
ACH-000238,-0.5286391736799064
ACH-000242,-0.4689884392466707
ACH-000243,-0.5269224770227197
ACH-000244,-0.3432090345456971
ACH-000246,-0.3437468489691081
ACH-000248,-0.6909029212267719
ACH-000250,-0.2576724008271408
ACH-000251,-0.6269330213290829
ACH-000252,-0.3949360289704355
ACH-000253,-0.3742087607464897
ACH-000255,-0.16585792973359836
ACH-000256,-0.5327318358639597
ACH-000257,-0.5788600458054992
ACH-000258,-0.2635915124658369
ACH-000259,-0.2851614014215469
ACH-000260,-0.2514419083336327
ACH-000261,-0.2696622928209386
ACH-000262,-0.5217271157234357
ACH-000263,-0.4420933133676489
ACH-000264,-0.3940843278998459
ACH-000265,-0.3660006662006153
ACH-000266,-0.21510426781943795
ACH-000272,-0.25318485183231826
ACH-000274,-0.4345521902968063
ACH-000277,-0.15662724741721173
ACH-000278,-0.7145984541122314
ACH-000279,-0.2902669555687317
ACH-000280,-0.2858996480924184
ACH-000281,-0.4845514173247921
ACH-000288,-0.3753082720387901
ACH-000291,-0.4386109791421265
ACH-000293,-0.4369557744489971
ACH-000294,-0.3296979149711663
ACH-000295,-0.6235344512426099
ACH-000296,-0.35879171959021344
ACH-000302,-0.5932921142789468
ACH-000304,-0.21165545540599587
ACH-000307,-0.2377464673172333
ACH-000308,-0.1567275346043348
ACH-000310,-0.3196819379582386
ACH-000311,-0.5234878899600056
ACH-000312,-0.3186491024927859
ACH-000315,-0.3607925608826533
ACH-000316,-0.5728676701275811
ACH-000317,-0.19799214714828045
ACH-000318,-0.4266883276284585
ACH-000319,-0.5533344920484673
ACH-000320,-0.4204744593361215
ACH-000322,-0.3886553309214402
ACH-000323,-0.3919551498157414
ACH-000324,-0.4060171535413236
ACH-000329,-0.5046887310627926
ACH-000330,-0.3572826284062318
ACH-000331,-0.6131129645892239
ACH-000332,-0.3181399178185473
ACH-000334,0.035547567254331926
ACH-000335,-0.43406506852556215
ACH-000336,-0.11927385860276303
ACH-000337,-0.12784523357148664
ACH-000338,-0.4631539618805333
ACH-000339,-0.20004131534656014
ACH-000341,-0.3747378070810297
ACH-000348,-0.2971340010693468
ACH-000350,-0.1666998093504147
ACH-000352,-0.34861214467761176
ACH-000356,-0.23915662402503945
ACH-000361,-0.4347985266992601
ACH-000362,-0.2383855065090501
ACH-000363,-0.4678553341563746
ACH-000364,-0.6807397683491067
ACH-000365,-0.2890854953219634
ACH-000366,-0.465266419317533
ACH-000368,-0.5466433211207952
ACH-000374,-0.5236308187117638
ACH-000375,-0.13603606792023645
ACH-000376,-0.498118720904764
ACH-000381,-0.32439007377929024
ACH-000383,-0.16534025250831652
ACH-000387,-0.6366852070536436
ACH-000389,-0.4744269704034926
ACH-000390,-0.1909580250120247
ACH-000393,-0.3168515712118925
ACH-000395,-0.15946336943218858
ACH-000396,0.05857967387895437
ACH-000397,-0.15221866229985134
ACH-000401,-0.5477352924960187
ACH-000402,-0.7363794583307589
ACH-000403,-0.2037626970677512
ACH-000404,-0.2687906713246077
ACH-000406,-0.5101019828968718
ACH-000407,-0.5649358207733611
ACH-000408,-0.3689226464825616
ACH-000410,-0.5408641260960447
ACH-000411,-0.43743436886651227
ACH-000414,-0.5318295881725703
ACH-000415,-0.3077510500331676
ACH-000416,-0.6772475839356247
ACH-000420,-0.6121937184052639
ACH-000421,-0.3877798439718985
ACH-000424,-0.09849097833136104
ACH-000425,-0.5080642484527348
ACH-000426,-0.2059244006553722
ACH-000427,-0.5223969574872307
ACH-000433,-0.4797605048143003
ACH-000435,-0.2749058891578727
ACH-000436,-0.3951901908572529
ACH-000444,-0.4392239027408643
ACH-000445,-0.5503756794293811
ACH-000448,-0.30861503156673964
ACH-000450,-0.2895530329471996
ACH-000452,-0.3631735280066082
ACH-000454,-0.5502347865434485
ACH-000458,-0.5132346972390135
ACH-000459,-0.09963198344082323
ACH-000460,-0.5273175406018052
ACH-000461,-0.28291703841980465
ACH-000463,-0.39115259909776506
ACH-000464,-0.4231846270500542
ACH-000466,-0.4882667173429765
ACH-000467,-0.1806850639503476
ACH-000468,-0.12743837468964625
ACH-000469,-0.1488798369990852
ACH-000470,-0.3041053873989853
ACH-000471,-0.2305148602671929
ACH-000472,-0.3833405842134522
ACH-000473,-0.3193525397555463
ACH-000475,-0.3370236864617409
ACH-000476,-0.4585710125770013
ACH-000477,-0.1876481354399456
ACH-000479,-0.15603202714116793
ACH-000480,-0.53228779338799
ACH-000481,-0.3321087135634722
ACH-000483,-0.6311940798624397
ACH-000484,-0.4558124934890248
ACH-000485,-0.4481132648088241
ACH-000486,-0.3801211878936694
ACH-000487,-0.2683961944859991
ACH-000488,-0.19179449073887872
ACH-000490,-0.5303517299451312
ACH-000491,-0.2821921350372251
ACH-000495,-0.2343204431851776
ACH-000496,-0.4563481340269935
ACH-000499,-0.39391779407370425
ACH-000500,-0.5022957229355729
ACH-000502,-0.4088206723029947
ACH-000503,-0.6891649972212048
ACH-000505,-0.16324587827759104
ACH-000507,-0.4326438161373312
ACH-000510,-0.34335637817275777
ACH-000511,-0.10853207660947456
ACH-000512,0.0532624178725114
ACH-000516,-0.8155528367446512
ACH-000517,-0.09409737213197963
ACH-000518,-0.2979226383601097
ACH-000520,-0.3177651920482134
ACH-000521,-0.35749877929905644
ACH-000522,-0.27975143093844906
ACH-000524,-0.6296729307455621
ACH-000527,-0.4092720617908522
ACH-000528,-0.06411018740398852
ACH-000537,-0.5826244978824731
ACH-000541,-0.41221442106057776
ACH-000542,-0.3476655977908075
ACH-000544,-0.4107527184988453
ACH-000545,-0.4861023309501137
ACH-000547,-0.7034603601751014
ACH-000548,-0.3778536734564976
ACH-000549,-0.4725104363557272
ACH-000550,-0.4921962906286229
ACH-000552,-0.35218161822462224
ACH-000556,-0.2883086055737927
ACH-000557,0.1188914553879362
ACH-000569,-0.08634147710601042
ACH-000570,-0.3169129755531148
ACH-000571,-0.4936106829882054
ACH-000573,-0.30655879702947764
ACH-000576,-0.6882207491425738
ACH-000579,-0.3340849439670647
ACH-000580,-0.6419411968170872
ACH-000584,-0.31204728942193644
ACH-000585,-0.4167824972449068
ACH-000588,-0.3593791510428703
ACH-000589,-0.2837249495435928
ACH-000591,-0.4786503251575372
ACH-000593,-0.3309250793905706
ACH-000600,-0.1785467660370912
ACH-000601,-0.6017211838890337
ACH-000605,-0.6099569882983502
ACH-000606,-0.4542593622609417
ACH-000608,-0.29995145035364235
ACH-000614,-0.2092744132243928
ACH-000616,-0.3774221982531112
ACH-000618,-0.2985097699409045
ACH-000619,-0.5091132994479982
ACH-000620,-0.4917896310436719
ACH-000621,-0.4893393592255421
ACH-000622,-0.2971313826652886
ACH-000623,-0.1850655023785916
ACH-000624,-0.22487790807421704
ACH-000627,-0.2066171965572899
ACH-000630,-0.5239331814256891
