,CRADD (8738)
ACH-000004,-0.032356955657156884
ACH-000005,0.0668057100756084
ACH-000007,0.040154307799515766
ACH-000009,0.0073999324082181465
ACH-000011,-0.009810685462500437
ACH-000012,-0.05063595704813239
ACH-000013,0.018106146081518875
ACH-000014,0.09353127901979688
ACH-000015,-0.0999357298561172
ACH-000017,0.008853348225828806
ACH-000018,0.34681247805755583
ACH-000019,0.13470555739361864
ACH-000021,0.0488046645139588
ACH-000022,0.0960731274893842
ACH-000025,-0.17456370531533708
ACH-000028,-0.06592286965148503
ACH-000030,0.12401122189876382
ACH-000035,0.01068437812408402
ACH-000036,0.07758851056712532
ACH-000037,-0.09430323384664126
ACH-000039,0.10745007568669168
ACH-000040,0.08814855755169825
ACH-000041,-0.1147428112235761
ACH-000042,0.08204585495883703
ACH-000045,-0.08703022738979929
ACH-000047,0.13144150366500718
ACH-000052,0.1428718197198342
ACH-000053,0.016599972692934273
ACH-000054,-0.06378176539656033
ACH-000055,0.000569162612118374
ACH-000060,0.13405805084693184
ACH-000067,-0.13765434548618485
ACH-000070,-0.043472385385160586
ACH-000075,-0.06957049815960306
ACH-000078,0.05478775197116263
ACH-000082,-0.038524170206072766
ACH-000085,-0.19685630663429754
ACH-000086,0.03369968480057922
ACH-000087,0.5096456673318854
ACH-000092,0.03379015967079256
ACH-000095,0.06702066637793193
ACH-000097,0.07811463161328247
ACH-000098,0.032830437820600335
ACH-000099,0.0416353211367357
ACH-000108,0.032843958057625675
ACH-000113,0.02110918165671943
ACH-000116,-0.018664963937627184
ACH-000118,0.08798002879247131
ACH-000120,0.10082499353384594
ACH-000123,0.18008643696146912
ACH-000127,0.0335660321538554
ACH-000128,-0.08267182087881794
ACH-000132,0.08995985533392098
ACH-000133,-0.04406594154561852
ACH-000137,-0.0361902149519134
ACH-000138,0.06811570349675268
ACH-000142,0.10131106054595287
ACH-000143,0.15446034137576675
ACH-000146,0.09536752395794154
ACH-000148,0.026609673669184916
ACH-000150,0.0879278402745353
ACH-000152,-0.03503469637662767
ACH-000153,0.11884457405211925
ACH-000159,0.06925379567598425
ACH-000160,0.18446331292223225
ACH-000163,-0.09516325464275284
ACH-000167,-0.0075553207991916425
ACH-000168,0.26009171294805883
ACH-000169,-0.08644987883761644
ACH-000178,-0.05605467323086232
ACH-000183,0.17712953371293258
ACH-000188,0.023204547797840442
ACH-000189,0.0732130656859224
ACH-000190,0.15085329768418412
ACH-000198,0.13381071696845726
ACH-000203,-0.08590851173846772
ACH-000204,0.04984884059153152
ACH-000206,-0.06440674397437904
ACH-000207,0.33454841288395204
ACH-000208,0.005682649960599153
ACH-000210,-0.36789977879924
ACH-000211,0.04872955169653891
ACH-000215,0.013390983471796276
ACH-000221,0.17298267479824367
ACH-000222,-0.2646426833004849
ACH-000223,0.030681009802983137
ACH-000226,-0.06137540794096315
ACH-000227,0.35565117977613026
ACH-000228,0.04305962815121105
ACH-000231,0.15666623801228094
ACH-000232,0.050336398567750296
ACH-000233,0.21287928469387787
ACH-000234,-0.042344048836523804
ACH-000235,0.010968148034070231
ACH-000237,-0.14373884502466494
ACH-000238,-0.01123906087291177
ACH-000242,-0.04854259523827826
ACH-000243,0.08103955221388573
ACH-000244,0.027440427125725364
ACH-000246,0.04174716033735094
ACH-000248,0.013431528581058231
ACH-000250,0.04151582917464433
ACH-000251,-0.2071746626138435
ACH-000252,0.2020474146942132
ACH-000253,0.0627280722574386
