,MOV10 (4343)
ACH-000004,0.02850063432964783
ACH-000005,-0.07127988111206869
ACH-000007,-0.19621864658893665
ACH-000009,0.10145277350411262
ACH-000011,0.003459517446859276
ACH-000012,-0.24177731559215135
ACH-000013,-0.1877197963946123
ACH-000014,-0.12771446051265695
ACH-000015,-0.07193614692445914
ACH-000017,-0.024768041632487147
ACH-000018,0.12455147709077335
ACH-000019,-0.28032054764787795
ACH-000021,-0.06976521472172696
ACH-000022,0.04366977176758971
ACH-000025,-0.08109710437139017
ACH-000028,-0.2838745889188665
ACH-000030,0.0013586497336472193
ACH-000035,-0.1657858247260776
ACH-000036,-0.033880078659780724
ACH-000037,-0.1159807173834143
ACH-000039,-0.1901078568694574
ACH-000040,-0.08165987224721658
ACH-000041,0.029614549371940493
ACH-000042,-0.04680845009950711
ACH-000045,0.05133530440970696
ACH-000047,-0.18175937003616235
ACH-000052,-0.014729623296075637
ACH-000053,-0.02916330841324694
ACH-000054,-0.017661815173014225
ACH-000055,-0.010072218670147045
ACH-000060,-0.12982415727864496
ACH-000067,-0.09599266041703464
ACH-000070,-0.0808625796020389
ACH-000075,-0.2496439622095132
ACH-000078,-0.027598952384688298
ACH-000082,-0.052032011646257946
ACH-000085,-0.13837511368347835
ACH-000086,-0.16774265393312676
ACH-000087,-0.005056673552111379
ACH-000092,-0.16267027057080105
ACH-000095,-0.1279712926404329
ACH-000097,-0.11121570159934537
ACH-000098,-0.07629759393389594
ACH-000099,-0.04137954528479716
ACH-000108,-0.019443176567533884
ACH-000113,-0.1332197755870661
ACH-000116,-0.13791507990124868
ACH-000118,-0.1453073884535065
ACH-000120,-0.060632742433108636
ACH-000123,0.03448089008023838
ACH-000127,0.0285176123591685
ACH-000128,-0.16208254489657192
ACH-000132,-0.1087718089725944
ACH-000133,-0.0657865151745308
ACH-000137,-0.12597170767881322
ACH-000138,0.1150395686139774
ACH-000142,-0.12881705781029051
ACH-000143,-0.037034518101167126
ACH-000146,-0.06234047089119092
ACH-000148,-0.07782390217929583
ACH-000150,-0.00909229794869318
ACH-000152,-0.000518327198960177
ACH-000153,-0.15292592750003986
ACH-000159,-0.054646748923230265
ACH-000160,0.010502278806097469
ACH-000163,0.14847563457257446
ACH-000167,0.1823579643179466
ACH-000168,0.024095216547080082
ACH-000169,-0.11001298961289477
ACH-000178,0.036185136761686935
ACH-000183,-0.15228036285945076
ACH-000188,-0.17334510242937493
ACH-000189,0.11409476606527612
ACH-000190,-0.07845352328616187
ACH-000198,0.00856962496361661
ACH-000203,-0.1116372300706317
ACH-000204,0.1106705229492667
ACH-000206,0.07928352412968473
ACH-000207,-0.07145862157931553
ACH-000208,-0.10492901498925206
ACH-000210,0.043571256404025926
ACH-000211,0.032818660840969766
ACH-000215,-0.042607335655758055
ACH-000221,-0.28046264324257064
ACH-000222,-0.08197053692912132
ACH-000223,0.016738844811499096
ACH-000226,-0.03154063123447366
ACH-000227,-0.02692969380886298
ACH-000228,-0.1072796319538548
ACH-000231,-0.033697922060983786
ACH-000232,0.12404141034514715
ACH-000233,0.1258498737523164
ACH-000234,0.011571686698977564
ACH-000235,-0.0629032285458171
ACH-000237,-0.013219277931631144
ACH-000238,0.0023328434169408874
ACH-000242,-0.3151635002214437
ACH-000243,-0.0076728534882086405
ACH-000244,0.13607956994620646
ACH-000246,-0.13909212567274234
ACH-000248,-0.10535848707279008
ACH-000250,-0.1326576170484521
ACH-000251,0.18131047317171844
ACH-000252,-0.15321714437403516
ACH-000253,0.06657556214893579
ACH-000255,0.04004542421546927
ACH-000256,-0.20312910274943408
ACH-000257,-0.12030632713959966
ACH-000258,-0.0597281597297695
ACH-000259,-0.11036996224045467
ACH-000260,-0.039154046477147486
ACH-000261,-0.107286880379719
ACH-000262,-0.10664551570002163
ACH-000263,0.013511349620338516
ACH-000264,0.059339819167467875
ACH-000265,-0.08840869382337402
ACH-000266,-0.0461933154270204
ACH-000272,-0.16283747738574472
ACH-000274,-0.12266829271838955
ACH-000277,0.07408203194235169
ACH-000278,0.061856424130589074
ACH-000279,0.01285109836197206
ACH-000280,-0.11029327676296596
ACH-000281,0.02191282473609209
ACH-000288,-0.051850983495310365
ACH-000291,0.001979192164810157
ACH-000293,-0.04734461838695004
ACH-000294,0.06823923132221753
ACH-000295,0.0168504253663998
ACH-000296,-0.11298728929527276
ACH-000302,-0.024159563540791303
ACH-000304,-0.009109036241290214
ACH-000307,0.11497605893929352
ACH-000308,-0.06343511798036246
ACH-000310,-0.11236116782971303
ACH-000311,-0.09791911103176193
ACH-000312,-0.12792526696253018
ACH-000315,0.06877456944248267
ACH-000316,-0.002121372677595981
ACH-000317,-0.1417768825313731
ACH-000318,-0.20383739675051152
ACH-000319,-0.09197211807325686
ACH-000320,-0.14247436632459418
ACH-000322,-0.14730606349728345
ACH-000323,-0.1741759379401705
ACH-000324,-0.0827240331952976
ACH-000329,-0.1196751880759928
ACH-000330,-0.02248614087942286
ACH-000331,-0.1969791488268976
ACH-000332,-0.021001668323893916
ACH-000334,0.03506398920875764
ACH-000335,-0.27164201569124585
ACH-000336,-0.32284698990601896
ACH-000337,-0.4103775948035559
ACH-000338,-0.17512272652838767
ACH-000339,-0.05429280822823023
ACH-000341,-0.03659328421967285
ACH-000348,-0.0322078709864352
ACH-000350,0.009368449539616724
ACH-000352,-0.04192903523707466
ACH-000356,-0.010217174263017015
ACH-000361,-0.3347058298545134
ACH-000362,0.008338598063814876
ACH-000363,-0.07280363002265021
ACH-000364,-0.0663957892394103
ACH-000365,0.0015716323998197505
ACH-000366,-0.07283054409960386
ACH-000368,-0.13453131111433309
ACH-000374,0.056408488459875276
ACH-000375,-0.0399757826618584
ACH-000376,0.01521646851925384
ACH-000381,-0.1362488620253194
ACH-000383,-0.08899485342229349
ACH-000387,-0.0659992838356222
ACH-000389,0.011555994393581829
ACH-000390,-0.1343201366924387
ACH-000393,0.07814036302823403
ACH-000395,-0.27022382159436026
ACH-000396,-0.1098321998838504
ACH-000397,-0.09811933232569464
ACH-000401,0.06671339196785299
ACH-000402,0.4189808357987032
ACH-000403,-0.005513448970700722
ACH-000404,-0.10181270255670834
ACH-000406,-0.04463691328927028
ACH-000407,-0.22551476871172876
ACH-000408,-0.09367163669132006
ACH-000410,-0.16966442346311975
ACH-000411,-0.12599804551212893
ACH-000414,-0.08707617722340902
ACH-000415,-0.218454823650188
ACH-000416,-0.09407248832375946
ACH-000420,0.035003750625573364
ACH-000421,-0.011134019799739209
ACH-000424,-0.2293543273290573
ACH-000425,-0.12955202013201686
ACH-000426,0.05810647604309361
ACH-000427,-0.05702788583944207
ACH-000433,-0.26624693680592104
ACH-000435,-0.20039732276823724
ACH-000436,-0.13735043036266498
ACH-000444,-0.06458479844054901
ACH-000445,-0.10795972694088342
ACH-000448,-0.12896649116724393
ACH-000450,-0.16322744847603055
ACH-000452,0.0019826883250429308
ACH-000454,-0.0897632704092709
ACH-000458,-0.07295612813137495
ACH-000459,0.15327635915166127
ACH-000460,-0.07023782534237621
ACH-000461,-0.2256114900915087
ACH-000463,-0.0015956999646176788
ACH-000464,-0.07857762792003296
ACH-000466,-0.17298057193291794
ACH-000467,-0.02663072236485238
ACH-000468,-0.17309839962096288
ACH-000469,0.038401873200223514
ACH-000470,0.10781890979668468
ACH-000471,-0.02267654917780436
ACH-000472,-0.017596701481630686
ACH-000473,-0.11921766230890345
ACH-000475,-0.09417757596890787
ACH-000476,-0.02396815584450864
ACH-000477,-0.09572587535326844
ACH-000479,0.21396241366549426
ACH-000480,0.0023580973512405197
ACH-000481,-0.1360645940978209
ACH-000483,-0.07994948975188364
ACH-000484,-0.08504352641885272
ACH-000485,-0.07428682386034692
ACH-000486,-0.10389396153870524
ACH-000487,-0.17371211523278768
ACH-000488,-0.1058579863949823
ACH-000490,-0.01810047540046341
ACH-000491,-0.352109462509271
ACH-000495,-0.09200772507030616
