,CNBP (7555)
ACH-000004,-0.027588200543338028
ACH-000005,0.4325002193205902
ACH-000007,-0.010769564951966706
ACH-000009,-0.14350216490046713
ACH-000011,0.06600330162075704
ACH-000012,-0.13260517026648722
ACH-000013,-0.14947984007889012
ACH-000014,-0.394639255583948
ACH-000015,0.14752282748797646
ACH-000017,0.040291819319617485
ACH-000018,0.09881625292458693
ACH-000019,-0.028923931773495424
ACH-000021,-0.024143437005173983
ACH-000022,-0.08501458981018632
ACH-000025,-0.15322237743695882
ACH-000028,-0.12106192627595745
ACH-000030,0.09324381496488672
ACH-000035,-0.034895598361984186
ACH-000036,-0.050607099567799935
ACH-000037,-0.1491648867166328
ACH-000039,-0.10824296219418236
ACH-000040,-0.0804795566594386
ACH-000041,0.1234324095479324
ACH-000042,-0.13155143801433605
ACH-000045,-0.12094872349676858
ACH-000047,-0.14976570729420058
ACH-000052,-0.1812181292943824
ACH-000053,-0.04186869998924959
ACH-000054,-0.279750734254875
ACH-000055,-0.3842676226983849
ACH-000060,-0.09898533131743424
ACH-000067,-0.06682890597739254
ACH-000070,-0.07269284092384581
ACH-000075,-0.16397364899620492
ACH-000078,-0.09513783333077792
ACH-000082,-0.03319659217722118
ACH-000085,0.04196522937619879
ACH-000086,-0.1821482101096015
ACH-000087,0.04143955594658835
ACH-000092,0.09180126822530373
ACH-000095,-0.21412193169307506
ACH-000097,0.08854576672184833
ACH-000098,-0.18002254550942826
ACH-000099,-0.238061508975433
ACH-000108,-0.2692907008126885
ACH-000113,-0.01214412607731555
ACH-000116,0.10029020196092182
ACH-000118,-0.021305125486815138
ACH-000120,-0.22594925681951866
ACH-000123,-0.048288257163146144
ACH-000127,0.13507499735180334
ACH-000128,-0.2620222823790147
ACH-000132,-0.20406812091367185
ACH-000133,-0.12169656421393125
ACH-000137,-0.052436618720535004
ACH-000138,-0.031265774390884134
ACH-000142,-0.07426252224719962
ACH-000143,-0.4421932532389507
ACH-000146,-0.1993813760880288
ACH-000148,-0.10824613776696858
ACH-000150,-0.13181950681542182
ACH-000152,-0.07456608540911952
ACH-000153,-0.2994996303634413
ACH-000159,-0.07172099281315568
ACH-000160,-0.21247017519623107
ACH-000163,-0.046315097045797816
ACH-000167,-0.04846649463739842
ACH-000168,-0.11201771390895053
ACH-000169,-0.012732692839768
ACH-000178,-0.1103744423518152
ACH-000183,-0.5140027818612113
ACH-000188,0.1664477167348223
ACH-000189,-0.2607348361015315
ACH-000190,-0.3075099032377856
ACH-000198,-0.3379306846314426
ACH-000203,-0.11822049659760005
ACH-000204,-0.2191890615874447
ACH-000206,-0.29706388242213416
ACH-000207,-0.004700851014317161
ACH-000208,-0.11868575080117393
ACH-000210,-0.1100561581635224
ACH-000211,-0.019760773811873397
ACH-000215,-0.03924925543636687
ACH-000221,-0.14767534065066354
ACH-000222,0.2758019620206656
ACH-000223,0.05057586569711666
ACH-000226,-0.08476063119566468
ACH-000227,-0.09787368253068876
ACH-000228,0.05322616940756773
ACH-000231,-0.013772221106077386
ACH-000232,-0.11722123798322115
ACH-000233,-0.1765290696785802
ACH-000234,-0.07573606081136063
ACH-000235,-0.20968005396800435
ACH-000237,-0.08775179461740103
ACH-000238,-0.04192949894029547
ACH-000242,0.2870540194347454
ACH-000243,0.1830735969405782
ACH-000244,-0.1528588268421312
ACH-000246,-0.010222905013342241
ACH-000248,0.12574980319120255
ACH-000250,0.00562859495721654
ACH-000251,-0.5117073592827466
ACH-000252,0.006584816589322048
ACH-000253,-0.09576108886529246
ACH-000255,-0.07810582612493137
ACH-000256,0.2773911593180335
ACH-000257,0.08420145035625946
ACH-000258,0.08792095727438876
ACH-000259,-0.14622767547441715
ACH-000260,-0.1992029914224509
ACH-000261,-0.1896763638842672
ACH-000262,0.1401504032248543
ACH-000263,-0.01668548223608604
ACH-000264,-0.2564809324836829
ACH-000265,0.02521340081469256
ACH-000266,-0.16632910412894475
ACH-000272,-0.08364983601079891
ACH-000274,-0.15323679551754352
ACH-000277,-0.2998838853401184
ACH-000278,-0.08508195402179998
ACH-000279,0.09597454796469468
ACH-000280,-0.06640824424274848
ACH-000281,-0.15806144477696532
ACH-000288,0.09542128711868138
ACH-000291,0.01952491504271186
ACH-000293,0.04615091309284002
ACH-000294,-0.013594449322364041
ACH-000295,-0.2437177075236429
ACH-000296,-0.015760193815672688
ACH-000302,-0.3227036944894281
ACH-000304,-0.2308927980483533
ACH-000307,-0.12284632497169155
ACH-000308,0.1378290662775702
ACH-000310,-0.05001306870308272
ACH-000311,-0.11290613383574225
ACH-000312,-0.43317169915109904
ACH-000315,-0.28666210778160883
ACH-000316,0.031728449945589154
ACH-000317,0.1875307465138777
ACH-000318,-0.14504622077779392
ACH-000319,0.1208636949658975
ACH-000320,0.04875161816557013
ACH-000322,-0.3605629378603677
ACH-000323,-0.12340859016847487
ACH-000324,-0.17504000516066545
ACH-000329,-0.00020926792375695582
ACH-000330,-0.09622502784551427
ACH-000331,-0.01026543726103173
ACH-000332,-0.2781225733859724
ACH-000334,0.0449570979136399
ACH-000335,0.1872718613907252
ACH-000336,-0.2369711744398709
ACH-000337,-0.2581766996389649
ACH-000338,0.1616137734365245
ACH-000339,-0.09818346744577544
ACH-000341,-0.011623344257172636
ACH-000348,0.08748748519497483
ACH-000350,-0.006559198911220435
ACH-000352,-0.20762167490336625
ACH-000356,-0.14919346829430932
ACH-000361,-0.14674707903071366
ACH-000362,-0.061715090937962784
ACH-000363,-0.05126358973894924
ACH-000364,0.046944366892633566
ACH-000365,-0.09503695571506436
ACH-000366,-0.03607953043617436
ACH-000368,-0.18909560125147498
ACH-000374,-0.03589760086997044
ACH-000375,0.24541500372136954
ACH-000376,-0.043550350719499635
ACH-000381,-0.1525366700471676
ACH-000383,-0.03672338773685628
ACH-000387,0.023397371316601183
ACH-000389,-0.015304534878804276
ACH-000390,0.05737248822058581
ACH-000393,0.03051216992753222
ACH-000395,-0.2515175834624181
ACH-000396,-0.007624406328350325
ACH-000397,-0.2157674642082513
ACH-000401,0.050395031933655465
ACH-000402,-0.06412238521780936
ACH-000403,-0.01313686386862502
ACH-000404,-0.1558295292305931
ACH-000406,-0.16376846714369472
ACH-000407,-0.2000457036850583
ACH-000408,-0.1842582383353201
ACH-000410,-0.02971264701696441
ACH-000411,-0.2534722733173915
ACH-000414,0.11473536799949825
ACH-000415,-0.031291214435530644
ACH-000416,-0.26051009611932185
ACH-000420,-0.35126097320735833
ACH-000421,0.07307799119423239
ACH-000424,-0.06099195871894472
ACH-000425,-0.3087558805947164
ACH-000426,0.2520540480846479
ACH-000427,-0.21246845099292547
ACH-000433,-0.20431899317367525
ACH-000435,0.17581954450517762
ACH-000436,-0.07534835222511632
ACH-000444,-0.16145326641238195
ACH-000445,0.1567866755975757
ACH-000448,-0.2371595617666951
ACH-000450,0.09470703382588208
ACH-000452,-0.1742267453917911
ACH-000454,-0.021414065857613896
ACH-000458,-0.24067240830759426
ACH-000459,-0.04306986322255635
ACH-000460,-0.01266356817106132
ACH-000461,-0.08338783085440206
ACH-000463,-0.10639622830114777
ACH-000464,-0.1891413676331976
ACH-000466,0.007511266024401314
ACH-000467,-0.21835184843453972
ACH-000468,-0.08248303138778823
ACH-000469,0.009051988157393394
ACH-000470,-0.05066351547371503
ACH-000471,-0.17728218482089578
ACH-000472,-0.11873357187012352
ACH-000473,-0.1639868481098508
ACH-000475,-0.13585191684755946
ACH-000476,-0.11520074083749045
ACH-000477,-0.0523711954579878
ACH-000479,-0.3402627546370123
ACH-000480,0.08704775301302857
ACH-000481,-0.1065545656586622
ACH-000483,-0.1639560083975018
ACH-000484,-0.17079726462189684
ACH-000485,-0.10626334844343772
ACH-000486,-0.0906944599583159
ACH-000487,-0.14170952811406626
ACH-000488,-0.01305914415953058
ACH-000490,-0.12662044973942416
ACH-000491,0.0326725021683383
ACH-000495,-0.18330437965285815
ACH-000496,0.05804880710131115
ACH-000499,-0.07521711163573212
ACH-000500,-0.3387112147220941
ACH-000502,-0.08517544785061129
ACH-000503,-0.05163771723931269
ACH-000505,-0.2941433845287006
ACH-000507,0.10671479611731956
ACH-000510,0.05319951868284994
ACH-000511,-0.04481690543069975
ACH-000512,-0.3055063656061843
ACH-000516,-0.12633415358947273
ACH-000517,-0.07047577790045922
ACH-000518,-0.03211241640484818
ACH-000520,-0.05080584113334022
ACH-000521,-0.22416256396754253
ACH-000522,-0.25308768333950976
ACH-000524,0.09120738370152937
ACH-000527,-0.13955838631064066
ACH-000528,-0.14221789625106435
ACH-000537,-0.1759683987984485
ACH-000541,-0.24520647729661196
ACH-000542,-0.21803565054867247
ACH-000544,0.06724566381914689
ACH-000545,0.027142703792367176
ACH-000547,-0.4930027675743112
ACH-000548,0.027023489396856
ACH-000549,-0.07391296596519148
ACH-000550,-0.21391460448981425
ACH-000552,0.03501605474382858
ACH-000556,0.034894232540140326
ACH-000557,-0.3629442665807868
ACH-000569,-0.01534259242519861
ACH-000570,-0.1658282035194302
ACH-000571,-0.1502752691615291
ACH-000573,-0.11094184904233073
ACH-000576,-0.4395383016572884
ACH-000579,-0.07972535159082315
ACH-000580,-0.19547934973093625
ACH-000584,-0.02209517353302233
ACH-000585,-0.02900384932547888
ACH-000588,-0.389550795894672
ACH-000589,-0.12798564945371546
ACH-000591,0.056190586521488346
ACH-000593,-0.2986755060586308
ACH-000600,0.04632780790202852
ACH-000601,0.07710788882176046
ACH-000605,-0.08671647632665624
ACH-000606,0.20092384000122845
ACH-000608,0.003059855630504772
ACH-000614,-0.30285713686904536
ACH-000616,-0.09147392397765013
ACH-000618,-0.04991948198809733
ACH-000619,-0.1284639519143413
ACH-000620,-0.3154607814741309
ACH-000621,-0.08621612630265034
ACH-000622,-0.17333709973287206
ACH-000623,-0.08700100375036833
ACH-000624,0.03506632569372665
ACH-000627,-0.0007192531090173081
ACH-000630,0.03126024387294992
ACH-000631,0.10534063107967953
ACH-000632,-0.16430231907464668
ACH-000633,-0.1103814382745274
ACH-000637,-0.04077019861147155
ACH-000638,-0.16665918712915573
ACH-000646,-0.34252911192563834
ACH-000647,-0.060537625454341576
ACH-000648,0.08258336396984864
ACH-000649,-0.05058497776153741
ACH-000651,-0.03864134609132173
ACH-000652,0.0464699291836309
ACH-000653,-0.33425301554888376
ACH-000657,-0.05385200912113653
ACH-000658,-0.19152701757946228
ACH-000661,-0.20940617048996996
ACH-000662,-0.18361034014213656
ACH-000663,-0.09425802872466266
ACH-000665,-0.03431941240074121
ACH-000671,-0.1611719485390752
ACH-000672,-0.08449870980795036
ACH-000673,-0.1602841757738984
ACH-000676,-0.05960592664910526
ACH-000677,-0.006850521935507717
ACH-000681,-0.03546296012108584
ACH-000683,0.0685134755038695
ACH-000684,-0.1984324102176135
ACH-000688,-0.061945401695422286
ACH-000693,-0.082646795004803
ACH-000694,-0.04045255733216637
ACH-000695,0.06412828489577302
ACH-000696,-0.15574757053266766
ACH-000697,0.09962109850149728
ACH-000699,-0.08043077395322712
ACH-000701,-0.07786108317971756
ACH-000706,-0.12341654353266746
ACH-000711,-0.014895631241304585
ACH-000713,0.011749177913339478
ACH-000714,-0.012841634911082473
ACH-000718,-0.015886053783240192
ACH-000720,0.025752574303458654
ACH-000721,-0.017729863806724994
ACH-000724,0.11752180928893967
ACH-000725,0.14250428811539553
ACH-000732,0.000679676466001416
ACH-000734,-0.08110479650634207
ACH-000735,-0.04971466982161957
ACH-000736,-0.013184772971788564
ACH-000738,0.038904459422512735
ACH-000746,-0.2519376927617127
ACH-000747,0.0011862806526713138
ACH-000748,-0.2541594667361858
ACH-000753,-0.09468598539932056
ACH-000756,0.03864510823538081
ACH-000757,-0.2237254240099984
ACH-000758,0.12261191839966963
ACH-000760,-0.14169534391266314
ACH-000762,-0.017653957791310668
ACH-000763,-0.3130139717262605
ACH-000764,0.2177845759113832
ACH-000765,0.003135665609091277
ACH-000766,-0.1100187291914557
ACH-000767,-0.04433349269571055
ACH-000768,-0.03386710204726029
ACH-000769,-0.12260760954204528
ACH-000770,-0.193391703487768
ACH-000771,-0.2940772739059214
ACH-000773,-0.09979949756412657
ACH-000776,-0.4463139572423124
ACH-000777,-0.2346348298533145
ACH-000778,0.0006452345193359059
ACH-000781,-0.12452757367513605
ACH-000782,-0.03631687497479087
ACH-000783,-0.029826215600656063
ACH-000784,0.0013668118529579325
ACH-000785,-0.0920378523871114
ACH-000787,-0.209042829138018
ACH-000788,0.0123982690195607
ACH-000791,-0.08131644174577447
ACH-000792,-0.18618094032876809
ACH-000794,0.09201005520607748
ACH-000796,-0.03951358097362248
ACH-000798,0.09486370234396876
ACH-000799,-0.2317076820980486
ACH-000800,-0.2865674949775694
ACH-000802,-0.2533230987383598
ACH-000804,-0.028501217962616707
ACH-000805,-0.4203879303652931
ACH-000809,-0.018373426096976973
ACH-000810,-0.17450591256227693
ACH-000811,-0.13648370064429285
ACH-000817,-0.410736784225101
ACH-000819,-0.11470189160352225
ACH-000820,-0.31024770954029
ACH-000821,0.011828058308568064
ACH-000822,-0.2211703369511658
ACH-000823,0.012831886806789176
ACH-000824,-0.07208341319797729
ACH-000827,0.02541956552535617
ACH-000829,-0.1574724604402841
ACH-000831,-0.13799727689406108
ACH-000832,0.008689694277008846
ACH-000833,0.007674557510910985
ACH-000834,-0.17449630206374928
ACH-000835,-0.2433446935166385
ACH-000836,0.06708773831898883
ACH-000837,0.025313183997309783
ACH-000838,-0.14734766325478696
ACH-000839,-0.11709581028433055
ACH-000840,-0.01958020477898912
ACH-000841,-0.14334960651266535
ACH-000843,-0.042316335991773014
ACH-000846,-0.0891626022719492
ACH-000847,0.005738558602220733
ACH-000848,-0.056446122817745525
ACH-000849,0.13892778306494652
ACH-000851,-0.1332113878782695
ACH-000855,-0.1739192250393928
ACH-000856,-0.10990766840528236
ACH-000858,-0.09682345329299556
ACH-000859,-0.10099801533271288
ACH-000861,-0.020857969516991717
ACH-000862,-0.13662185762030632
ACH-000865,-0.015867126718950648
ACH-000866,-0.011845449427778137
ACH-000867,-0.04908349687561237
ACH-000869,-0.265341690639295
ACH-000872,-0.11611788126911715
ACH-000873,-0.2851781461597911
ACH-000876,-0.2890911678305344
ACH-000878,-0.0023075657437916066
ACH-000880,-0.007288240873705442
ACH-000881,0.08927556761971113
ACH-000882,-0.3000796164442289
ACH-000884,0.017302690728256676
ACH-000885,-0.23957739240355566
ACH-000887,-0.1354044290541779
ACH-000889,-0.19195751717261406
ACH-000896,0.1258573364321478
ACH-000898,-0.1785702209315972
ACH-000900,0.01996726386633017
