,GNB1 (2782)
ACH-000004,-0.059125663816259076
ACH-000005,-0.2376961436029381
ACH-000007,0.03281142641529136
ACH-000009,-0.17135372723220632
ACH-000011,-0.03850823909094318
ACH-000012,-0.15985976906424312
ACH-000013,-0.17110159563633165
ACH-000014,-0.2969099085049493
ACH-000015,0.0473474407438291
ACH-000017,0.1755476906083214
ACH-000018,-0.13575802036914775
ACH-000019,-0.009536935625697136
ACH-000021,-0.007064478977484084
ACH-000022,-0.07169068482087118
ACH-000025,-0.14564950155023296
ACH-000028,-0.25367484380272576
ACH-000030,-0.09233066383713877
ACH-000035,-0.17461688456264302
ACH-000036,-0.12033595313161714
ACH-000037,-0.3375789320933962
ACH-000039,-0.12947360890614135
ACH-000040,-0.2262496819939546
ACH-000041,-0.3476360549316659
ACH-000042,-0.2233459826488878
ACH-000045,-0.2156874530486904
ACH-000047,-0.04043710452030995
ACH-000052,-0.08662953713820028
ACH-000053,-0.04819792365362922
ACH-000054,-0.28912884912057885
ACH-000055,-0.0650616198873327
ACH-000060,-0.6675114505412066
ACH-000067,-0.21890024694851434
ACH-000070,0.12015809785210065
ACH-000075,-0.28114279507242235
ACH-000078,-0.18292953466616527
ACH-000082,-0.17568136284353478
ACH-000085,-0.006059356990474112
ACH-000086,-0.11563582174575313
ACH-000087,-0.2205503746259476
ACH-000092,-0.36860197234684383
ACH-000095,-0.12079880622421485
ACH-000097,-0.0351062824070808
ACH-000098,-0.2213532818065816
ACH-000099,-0.10257813478416312
ACH-000108,-0.10684038428675068
ACH-000113,-0.08048230648161013
ACH-000116,0.02304592359559429
ACH-000118,-0.17855735111501014
ACH-000120,-0.13212836007548695
ACH-000123,-0.035081422308419666
ACH-000127,-0.08577874133139157
ACH-000128,-0.1580034777667559
ACH-000132,-0.3115228249618649
ACH-000133,-0.039216896125697384
ACH-000137,-0.010495529346918765
ACH-000138,-0.06675638107580588
ACH-000142,-0.021190678596383614
ACH-000143,-0.2961976770088057
ACH-000146,-0.2568793696018125
ACH-000148,-0.2225409588071144
ACH-000150,-0.3963773294378316
ACH-000152,-0.21580763711554105
ACH-000153,-0.2607747809279071
ACH-000159,-0.11569277456756145
ACH-000160,-0.0006834072902409178
ACH-000163,-0.2467357002341461
ACH-000167,-0.22753703442734605
ACH-000168,-0.1950385574304428
ACH-000169,-0.02943299650522004
ACH-000178,-0.3718126403283331
ACH-000183,-0.030085879361648967
ACH-000188,-0.08250116422659319
ACH-000189,-0.41148536204243785
ACH-000190,-0.1502649801211803
ACH-000198,-0.31769821755171285
ACH-000203,-0.2917039339867805
ACH-000204,-0.3473281740040671
ACH-000206,0.052306535568416544
ACH-000207,0.07257213519370212
ACH-000208,0.06574158607381353
ACH-000210,0.0811705984108434
ACH-000211,-0.14098166371173138
ACH-000215,-0.0860172556403541
ACH-000221,0.07256372437012787
ACH-000222,-0.04378793908268007
ACH-000223,-0.31192315719094976
ACH-000226,0.06583316463556695
ACH-000227,-0.17221244127659616
ACH-000228,-0.35769694597968515
ACH-000231,-0.26659837424341026
ACH-000232,-0.3381706714382728
ACH-000233,-0.04651095559899539
ACH-000234,-0.2464392243585412
ACH-000235,-0.10651705687304612
ACH-000237,-0.16802674997976522
ACH-000238,-0.2937210771429976
ACH-000242,0.18373479611583246
ACH-000243,-0.230042780717478
ACH-000244,-0.13887799576487134
ACH-000246,-0.13703532078621786
ACH-000248,0.0851074530948182
ACH-000250,-0.06465222609467351
ACH-000251,-0.0941384569813976
ACH-000252,-0.07419941369708742
ACH-000253,-0.1960388892418796
ACH-000255,-0.4059678933112371
ACH-000256,-0.1165987535264001
ACH-000257,-0.2894864667440498
ACH-000258,0.10428560230684134
ACH-000259,-0.20064920568313854
ACH-000260,-0.13452288245954727
ACH-000261,-0.06982315556613983
ACH-000262,-0.18766150185578964
ACH-000263,-0.1508467973840241
ACH-000264,-0.2453058182822246
ACH-000265,0.11055105043164144
ACH-000266,-0.2535406706856984
ACH-000272,-0.0832493753873116
ACH-000274,-0.17911078515420753
ACH-000277,-0.18888729856413425
ACH-000278,-0.07748876961372761
ACH-000279,-0.0791995890861433
ACH-000280,-0.2668493646271896
ACH-000281,-0.6451428300084734
ACH-000288,-0.4599385988217262
ACH-000291,-0.17665453403125286
ACH-000293,-0.16322240365384252
ACH-000294,-0.014234610818948753
ACH-000295,-0.1702094457059984
ACH-000296,-0.30500181815253896
ACH-000302,-0.3804635804567094
