,GJA9 (81025)
ACH-000004,-0.007838830830650446
ACH-000005,-0.09837562289243408
ACH-000007,0.027703972433505048
ACH-000009,-0.14651798265826813
ACH-000011,-0.029649528827326868
ACH-000012,-0.02630848047765509
ACH-000013,-0.04861877648918555
ACH-000014,-0.054469381184303736
ACH-000015,-0.05783250064060357
ACH-000017,0.032667551582531505
ACH-000018,0.08891023714681469
ACH-000019,-0.14804166180180867
ACH-000021,-0.03645709960108435
ACH-000022,-0.07577227232357238
ACH-000025,0.07707181138730282
ACH-000028,-0.06141758756081681
ACH-000030,-0.10185843522370844
ACH-000035,-0.0717325833401701
ACH-000036,0.023987827499786597
ACH-000037,-0.008871646190767002
ACH-000039,-0.05340207494025148
ACH-000040,-0.06732798623919126
ACH-000041,-0.07769914917018106
ACH-000042,0.045326349808003666
ACH-000045,-0.004814894013525785
ACH-000047,-0.0962897056717409
ACH-000052,-0.1587037142353931
ACH-000053,-0.17835724187343155
ACH-000054,-0.061431471903887876
ACH-000055,0.10070940135513533
ACH-000060,-0.016612667999258552
ACH-000067,-0.14625983989937125
ACH-000070,-0.035326317733299965
ACH-000075,0.0887699068507398
ACH-000078,-0.1251523907057489
ACH-000082,-0.17027304997189804
ACH-000085,-0.10052710194547518
ACH-000086,-0.062407816206725
ACH-000087,-0.17742002968792914
ACH-000092,-0.19787693634197254
ACH-000095,-0.19038462325922054
ACH-000097,-0.08634841917951289
ACH-000098,-0.08285100850693898
ACH-000099,-0.06278219475973719
ACH-000108,-0.12258014237917407
ACH-000113,0.06885938065098174
ACH-000116,0.0009634167574866279
ACH-000118,-0.019329688911549087
ACH-000120,0.08280135544684278
ACH-000123,-0.20017505432725766
ACH-000127,-0.0739293923471463
ACH-000128,-0.0362170831075705
ACH-000132,-0.11194985675147424
ACH-000133,-0.015501909009205275
ACH-000137,-0.0027268299817381878
ACH-000138,-0.056732583398913926
ACH-000142,0.0822391104572148
ACH-000143,0.03157119548201832
ACH-000146,-0.04619028107500589
ACH-000148,-0.08591972163245387
ACH-000150,-0.2055195017072563
ACH-000152,0.02304976361832467
ACH-000153,-0.2936681718227134
ACH-000159,-0.013896886655828208
ACH-000160,-0.007249776840259559
ACH-000163,-0.03816412713536785
ACH-000167,0.036393189045190205
ACH-000168,-0.1353481206864076
ACH-000169,-0.10470655203143668
ACH-000178,-0.08738487816286593
ACH-000183,-0.04163774196794201
ACH-000188,-0.0758222271057573
ACH-000189,-0.15461851292847112
ACH-000190,0.0029073462341900444
ACH-000198,-0.028199366520270632
ACH-000203,0.15901784267087296
ACH-000204,-0.3415159676175465
ACH-000206,-0.16693315573970136
ACH-000207,-0.18444872693936687
ACH-000208,-0.2387624938104532
ACH-000210,-0.09625159445825232
ACH-000211,0.1388795059563148
ACH-000215,-0.015345205752849048
ACH-000221,-0.10747243737738048
ACH-000222,-0.1517555443700084
ACH-000223,-0.09031497077546163
ACH-000226,-0.004967555134703382
ACH-000227,0.07214218285152643
ACH-000228,-0.0656710964050252
ACH-000231,0.005918740514564455
ACH-000232,-0.03800522736458053
ACH-000233,0.07009913245942152
ACH-000234,-0.10633939291728807
ACH-000235,-0.007420456866933406
ACH-000237,-0.09634023928189188
ACH-000238,-0.052192422850832594
ACH-000242,0.13621245202397847
ACH-000243,-0.02562259808316431
ACH-000244,-0.0253592127125708
ACH-000246,-0.18003185803785027
ACH-000248,-0.03796795621573595
ACH-000250,-0.03539377446617726
ACH-000251,0.04626611722397743
ACH-000252,0.019473148704670474
ACH-000253,0.014054060358747112
ACH-000255,0.024365240292515758
ACH-000256,-0.15336522702421213
ACH-000257,-0.3637526406763748
ACH-000258,0.2543120173961566
ACH-000259,-0.11073368392611292
ACH-000260,-0.07363950152746425
ACH-000261,-0.02450099570096867
ACH-000262,-0.5192850077207861
ACH-000263,0.1589313324984128
ACH-000264,-0.1118401346113914
ACH-000265,-0.05915433428938025
ACH-000266,0.0031959834772287013
ACH-000272,-0.08461275151599064
ACH-000274,-0.07927489103831488
ACH-000277,0.1460694292940895
ACH-000278,-0.05970766444050789
ACH-000279,-0.1377716708366707
ACH-000280,0.0431058742902112
ACH-000281,0.020025374239732763
ACH-000288,-0.08032349745303985
ACH-000291,-0.10180864284471364
ACH-000293,-0.016653507002390776
ACH-000294,-0.1368037705621754
ACH-000295,-0.01814923461310416
ACH-000296,-0.08940307408281851
ACH-000302,-0.10565850048863053
ACH-000304,-0.12511298491522058
ACH-000307,-0.06968811808869675
ACH-000308,-0.03757955490273072
ACH-000310,-0.13184217854505556
ACH-000311,-0.05131768718522239
ACH-000312,-0.06389644959103552
ACH-000315,-0.055235394252332884
ACH-000316,-0.05657537110944653
ACH-000317,-0.07676721377576215
ACH-000318,-0.13860154350497828
ACH-000319,-0.007294793890923584
ACH-000320,0.006068358403745261
ACH-000322,-0.10024098658939692
ACH-000323,-0.13512633928132473
ACH-000324,-0.09344657662734797
ACH-000329,-0.12245524577444535
ACH-000330,0.0023830471301319878
ACH-000331,-0.08292774560648074
ACH-000332,-0.10928689402257014
ACH-000334,-0.007792363627247295
ACH-000335,-0.14849953788528425
ACH-000336,-0.1056652929291988
ACH-000337,0.0396975032460513
ACH-000338,-0.22081133702488054
ACH-000339,0.06489102413456843
ACH-000341,-0.12308691994728845
ACH-000348,-0.04307043046134567
ACH-000350,0.04233744342713126
ACH-000352,-0.06848584387483611
ACH-000356,0.06343772463739071
ACH-000361,-0.12934164645833704
ACH-000362,0.034012747636292424
ACH-000363,-0.15131592660570528
ACH-000364,-0.17445229151912456
ACH-000365,-0.02202281828164672
ACH-000366,-0.05865243658318465
ACH-000368,-0.09285299146907217
ACH-000374,-0.09760857567792007
ACH-000375,-0.02846455066775743
ACH-000376,-0.12569221012019713
ACH-000381,-0.04819247998999045
ACH-000383,-0.11395256759131915
ACH-000387,0.055438711478889104
ACH-000389,-0.004269245041490856
ACH-000390,0.07005701894009389
ACH-000393,-0.048466931198783834
ACH-000395,0.12342703001786318
ACH-000396,0.04697005726362688
ACH-000397,0.061549573690495726
ACH-000401,-0.04390953090120577
ACH-000402,-0.09720399175067024
ACH-000403,-0.140645006527235
ACH-000404,-0.07873085964321766
ACH-000406,-0.07140016854062417
ACH-000407,-0.11383798295053155
ACH-000408,0.0322766961293637
ACH-000410,0.10258268545851132
ACH-000411,-0.10703523059420217
ACH-000414,0.01933072771409764
ACH-000415,0.03433694561503397
ACH-000416,-0.05545347856609003
ACH-000420,-0.03212884682106409
ACH-000421,0.0018330313016522925
ACH-000424,-0.19067135823337386
ACH-000425,-0.05657174768759084
ACH-000426,-0.11410368421777604
ACH-000427,0.06550698257504288
ACH-000433,-0.00043161473557691967
ACH-000435,-0.2123994392392004
ACH-000436,-0.11914425106401245
ACH-000444,-0.030312994269947074
ACH-000445,-0.2732711844368372
ACH-000448,-0.05023884086867388
ACH-000450,-0.2170267205586806
ACH-000452,0.058163927009101585
ACH-000454,-0.2165902493788814
ACH-000458,-0.00892045145470282
ACH-000459,-0.11643052393933945
ACH-000460,-0.018009840872889683
ACH-000461,-0.24767619108505065
ACH-000463,-0.04155300105256739
ACH-000464,-0.01150509863229283
ACH-000466,0.03675345820840275
ACH-000467,-0.003612147316412888
ACH-000468,-0.07100559100395759
ACH-000469,-0.1408510362455933
ACH-000470,-0.07939494404933757
ACH-000471,0.018669787205545747
ACH-000472,-0.02305820485031957
ACH-000473,-0.060784066817479235
ACH-000475,-0.1169867927880352
ACH-000476,-0.00984706560293738
ACH-000477,-0.12097304680200185
ACH-000479,-0.02826208696884528
ACH-000480,-0.09328375498792048
ACH-000481,0.0335961770496341
ACH-000483,-0.14259189648820084
ACH-000484,-0.06666358692162214
ACH-000485,0.01635612601135048
ACH-000486,-0.01567112710410283
ACH-000487,-0.32924617784433896
ACH-000488,-0.07964580392950961
ACH-000490,-0.024346529486047253
ACH-000491,-0.01027562950685748
ACH-000495,0.09716373726601622
ACH-000496,-0.1169289189707424
ACH-000499,-0.08688514446570636
ACH-000500,-0.4930920240926174
ACH-000502,-0.030683968242341344
ACH-000503,-0.24544749805795146
ACH-000505,0.0042624076511808655
ACH-000507,-0.09767860488758752
ACH-000510,0.03091676407770988
ACH-000511,-0.1271607119454669
ACH-000512,-0.10402998104034736
ACH-000516,-0.015172785956406034
ACH-000517,-0.12524181574801774
ACH-000518,-0.12643406582207387
ACH-000520,-0.06790851794093798
ACH-000521,-0.1113032046460801
ACH-000522,-0.1747591405928347
ACH-000524,-0.035346286218025706
ACH-000527,3.758617811595619e-05
ACH-000528,-0.02539739967833143
ACH-000537,-0.017211884357548494
ACH-000541,-0.07196282967950139
ACH-000542,-0.1593539912453318
ACH-000544,0.014408433155541238
ACH-000545,-0.002022841930268716
ACH-000547,-0.08436357512105082
ACH-000548,-0.06488797515556681
ACH-000549,0.06438804060896411
ACH-000550,-0.17183758042674308
ACH-000552,0.012265008246706052
ACH-000556,-0.03263543859967862
ACH-000557,0.0451406740480552
ACH-000569,-0.09868587404545227
ACH-000570,-0.060070573237171375
ACH-000571,0.035216161416300316
ACH-000573,-0.14558852254496873
ACH-000576,-0.051302104357354515
ACH-000579,-0.005402260000117139
ACH-000580,-0.12517526737885198
ACH-000584,0.014427575327299862
ACH-000585,-0.048751778753566885
ACH-000588,0.014720211812828218
ACH-000589,-0.018992544273163027
ACH-000591,-0.20412723432027766
ACH-000593,0.010231709227025085
ACH-000600,-0.09184918879473417
ACH-000601,-0.08095841676308425
ACH-000605,0.030334831282992924
ACH-000606,-0.01882032662838305
ACH-000608,-0.05780881324040951
ACH-000614,-0.03133987351239319
ACH-000616,-0.06795519046666078
ACH-000618,-0.047660217536173916
ACH-000619,0.07371430705194601
ACH-000620,-0.04114919863047675
ACH-000621,-0.08678842187301021
ACH-000622,-0.16926580005290495
ACH-000623,-0.055507138163880414
ACH-000624,-0.09922984710661843
ACH-000627,-0.2366178818380845
ACH-000630,0.026286779612626186
ACH-000631,-0.31931504673300765
ACH-000632,-0.13905797000821007
ACH-000633,-0.09780182558242906
ACH-000637,-0.023496990387070912
ACH-000638,-0.08881372829951313
ACH-000646,-0.1388144056237156
ACH-000647,0.0045447830593860344
ACH-000648,-0.1775875836662145
ACH-000649,-0.08785382862771487
ACH-000651,-0.04706605063006907
ACH-000652,-0.14054695653348254
ACH-000653,0.017688069585605776
ACH-000657,-0.09103712140092264
ACH-000658,0.010755160528531123
ACH-000661,0.051918412460641265
