,LMBR1L (55716)
ACH-000004,-0.12267215704876964
ACH-000005,-0.315821613909893
ACH-000007,-0.05024049072813122
ACH-000009,-0.13545401092239862
ACH-000011,-0.15749383842140732
ACH-000012,-0.0552627833685968
ACH-000013,-0.0932870962131067
ACH-000014,-0.07483405899430809
ACH-000015,-0.21380233542737306
ACH-000017,-0.14725572993233135
ACH-000018,-0.30332289207566177
ACH-000019,-0.03087295730199055
ACH-000021,-0.05737535342104814
ACH-000022,-0.12637608313797424
ACH-000025,-0.2410305910159906
ACH-000028,-0.11796622387514875
ACH-000030,-0.11829108959302034
ACH-000035,-0.22693101557276604
ACH-000036,-0.062221705517286466
ACH-000037,-0.19437455804231515
ACH-000039,-0.17847860288838813
ACH-000040,-0.22281021298031373
ACH-000041,-0.07155719733317879
ACH-000042,-0.01188187425195442
ACH-000045,0.01179540739197472
ACH-000047,-0.12668988869503695
ACH-000052,-0.10234591084410324
ACH-000053,-0.1856756303388046
ACH-000054,0.05794777580778882
ACH-000055,-0.11062545763703796
ACH-000060,0.0514927124532887
ACH-000067,-0.18180980899946092
ACH-000070,-0.16237604548453174
ACH-000075,-0.1920220283238828
ACH-000078,-0.013896202287953874
ACH-000082,-0.0789701086923742
ACH-000085,-0.13683148962863947
ACH-000086,-0.2881139261674908
ACH-000087,0.022090752195580567
ACH-000092,-0.13306630959236462
ACH-000095,-0.07893908168391281
ACH-000097,-0.16568299555843172
ACH-000098,-0.15149274889578135
ACH-000099,-0.03507847859538641
ACH-000108,0.015134423621001756
ACH-000113,-0.1131107155503579
ACH-000116,0.005915802370484415
ACH-000118,-0.17970751136753454
ACH-000120,-0.09871514077758403
ACH-000123,-0.21048643356146607
ACH-000127,-0.09621721026594723
ACH-000128,-0.20989222401957555
ACH-000132,0.046762293206936895
ACH-000133,-0.217980326338702
ACH-000137,-0.020723785841733768
ACH-000138,-0.15496944542021684
ACH-000142,-0.08847703022197563
ACH-000143,-0.23178202204448886
ACH-000146,-0.09720250044444216
ACH-000148,-0.17036963962498908
ACH-000150,-0.2777461447656399
ACH-000152,-0.132217315609485
ACH-000153,-0.20118141408851556
ACH-000159,-0.056680127071884835
ACH-000160,-0.06888687444915292
ACH-000163,-0.2030416482775221
ACH-000167,-0.2919213613122792
ACH-000168,-0.14237934237862246
ACH-000169,-0.044690723292189836
ACH-000178,-0.0829645375146217
ACH-000183,0.03429063755881168
ACH-000188,0.034688232668810375
ACH-000189,-0.15014274468255565
ACH-000190,0.042116862421896537
ACH-000198,-0.1305943169713988
ACH-000203,0.02294017086013048
ACH-000204,-0.2793186687394095
ACH-000206,-0.016824823885822262
ACH-000207,-0.16277253090088847
ACH-000208,-0.04352879483401415
ACH-000210,0.11649589269481485
ACH-000211,-0.14714882330241594
ACH-000215,-0.10600456478432356
ACH-000221,-0.05107841032639245
ACH-000222,-0.12507792470592766
ACH-000223,-0.07613636502433932
ACH-000226,-0.008514185931259192
ACH-000227,-0.1809434680058039
ACH-000228,-0.1920209169471669
ACH-000231,-0.05820244440431555
ACH-000232,-0.09872546563333684
ACH-000233,-0.004174700749738944
ACH-000234,-0.10308069621145168
ACH-000235,-0.1475213653624349
ACH-000237,-0.1826839608488224
ACH-000238,-0.08374882358559108
ACH-000242,0.31670035180068035
ACH-000243,-0.05458595272464816
ACH-000244,0.023586379178646748
ACH-000246,-0.1672070042993534
ACH-000248,-0.3239784240363587
ACH-000250,-0.0738190068033938
ACH-000251,-0.04983910479968374
ACH-000252,-0.07329018139923438
ACH-000253,-0.049068354098564165
ACH-000255,-0.14812315864378894
ACH-000256,-0.12303547359528368
ACH-000257,-0.20342222374857366
ACH-000258,-0.21829358724075035
ACH-000259,-0.043056200457784466
ACH-000260,-0.12247651487842134
ACH-000261,-0.0884976972644602
ACH-000262,0.030635242072345283
ACH-000263,-0.23158720911343164
ACH-000264,-0.2392621824679592
ACH-000265,-0.07384750603466958
ACH-000266,-0.19725677158085836
ACH-000272,-0.1025803564502402
ACH-000274,-0.0709882441333263
ACH-000277,-0.15366906804237626
ACH-000278,-0.21057188883194716
ACH-000279,-0.15419383799795122
ACH-000280,-0.10092944714087904
ACH-000281,-0.24787383804580454
ACH-000288,-0.2297154961883311
ACH-000291,-0.13594894452294312
ACH-000293,0.010619759353817657
ACH-000294,-0.12096879189920585
ACH-000295,-0.0934668633171743
ACH-000296,-0.18828455059331092
ACH-000302,-0.2140363031828617
ACH-000304,-0.20134247161741936
ACH-000307,0.07648614375321983
ACH-000308,-0.1951810512544644
ACH-000310,0.034176539843396386
ACH-000311,0.032633683216284584
ACH-000312,-0.13890760697437854
ACH-000315,-0.04348019689911258
ACH-000316,-0.2602567565668437
ACH-000317,-0.027173288490162824
ACH-000318,-0.12880368106359047
ACH-000319,-0.19157708447281774
ACH-000320,-0.07139361943673844
ACH-000322,-0.1844851838035183
ACH-000323,0.005574002184769079
ACH-000324,-0.07390819537826547
ACH-000329,-0.08802623588838764
ACH-000330,-0.14625028086759995
ACH-000331,-0.1509335588866507
ACH-000332,-0.11613366431764127
ACH-000334,-0.21594501559221346
ACH-000335,-0.17454451656869766
ACH-000336,-0.255965515167415
ACH-000337,-0.1370051275791943
ACH-000338,-0.2344514049257457
ACH-000339,-0.12320748515585862
ACH-000341,-0.03196589760940712
ACH-000348,-0.19537738925590853
ACH-000350,-0.033751727707429284
ACH-000352,-0.14251759644925752
ACH-000356,-0.3338586076194079
ACH-000361,0.08348023773812968
ACH-000362,-0.02562769499815401
ACH-000363,-0.02347068126011881
ACH-000364,-0.0994247775880926
ACH-000365,-0.1968667181519946
ACH-000366,-0.11266951176158052
ACH-000368,-0.2903491999214173
ACH-000374,-0.1658540117675592
ACH-000375,-0.03472127478560776
ACH-000376,-0.0919311082482682
ACH-000381,0.027894565802646275
ACH-000383,-0.08543358567002993
ACH-000387,-0.2028922858675021
ACH-000389,-0.05333750335258528
ACH-000390,0.006928383802493671
ACH-000393,0.009938056755160551
ACH-000395,-0.2214194123678317
ACH-000396,-0.2130777802396961
ACH-000397,-0.1386666939658894
ACH-000401,0.04046120265349909
ACH-000402,-0.5311523522829387
ACH-000403,-0.08486641017763287
ACH-000404,-0.2709225349494358
ACH-000406,-0.19969273609374613
ACH-000407,-0.15515757203855735
ACH-000408,-0.2251704731870008
ACH-000410,-0.1936494218123865
ACH-000411,0.006490194498890264
ACH-000414,-0.11767146269786755
ACH-000415,-0.14406744786189582
ACH-000416,-0.05157428343655094
ACH-000420,-0.04304126174452313
ACH-000421,-0.18237772131939656
ACH-000424,-0.2773783350149145
ACH-000425,-0.0879349786707026
ACH-000426,-0.1781400528781822
ACH-000427,-0.2061920252343125
ACH-000433,0.0018565255675251906
ACH-000435,-0.471323817074214
ACH-000436,-0.164721029189668
ACH-000444,0.027641673018552183
ACH-000445,-0.12586871117202295
ACH-000448,-0.11639344292522892
ACH-000450,-0.08784872237896707
ACH-000452,-0.2644114422756561
ACH-000454,-0.11404535026303572
ACH-000458,-0.07971244788294447
ACH-000459,-0.031837147038209994
ACH-000460,-0.15098673688726064
ACH-000461,-0.2490113710761881
ACH-000463,-0.1571688395396443
ACH-000464,-0.21582019975138705
ACH-000466,-0.11187562351991227
ACH-000467,-0.0664993513136052
ACH-000468,-0.1838728251348989
ACH-000469,-0.11817513360751365
ACH-000470,-0.26743755690098514
ACH-000471,-0.26125235653759193
ACH-000472,-0.14356316232978572
ACH-000473,-0.06345372393640537
ACH-000475,-0.1029794961488198
ACH-000476,-0.17818808799206345
ACH-000477,-0.16648667367367126
ACH-000479,0.006576981787984097
ACH-000480,-0.2609077283587196
ACH-000481,-0.1637723196389645
ACH-000483,-0.10154437434968516
ACH-000484,0.019662771616020463
ACH-000485,-0.24637694780173294
ACH-000486,-0.07348545942314204
ACH-000487,-0.199862170425408
ACH-000488,-0.1839353549964896
ACH-000490,-0.0892249262381654
ACH-000491,-0.13041295727795318
ACH-000495,0.0915982447354751
ACH-000496,-0.055195733925451136
ACH-000499,-0.20098956801434956
ACH-000500,0.1909688537996856
ACH-000502,-0.1447702955570142
ACH-000503,-0.14645944211205866
ACH-000505,-0.13224276816597466
ACH-000507,-0.23116927694514336
ACH-000510,-0.12959651420527524
ACH-000511,-0.02810493170085596
ACH-000512,0.14839151670575013
ACH-000516,-0.1256449785719175
ACH-000517,-0.1095105721118487
ACH-000518,0.01877837943947044
ACH-000520,-0.24149056818369785
ACH-000521,-0.04736906866932356
ACH-000522,-0.05364122777158803
ACH-000524,-0.10255415485923357
ACH-000527,-0.17148509755570396
ACH-000528,-0.10000306180197148
ACH-000537,-0.11799705331974986
ACH-000541,-0.12530229740862628
ACH-000542,-0.18449792590891093
ACH-000544,-0.06667478907988852
ACH-000545,-0.20144177087224588
ACH-000547,0.12957091087920006
ACH-000548,-0.13491620875928426
ACH-000549,-0.14338654756537011
ACH-000550,-0.2446114941451412
ACH-000552,0.03143732423842803
ACH-000556,-0.18434285142286888
ACH-000557,-0.00042641761619730266
ACH-000569,-0.1277810104534032
ACH-000570,-0.21595696964268976
ACH-000571,-0.10765670670088764
ACH-000573,-0.10903621614748188
ACH-000576,-0.08404950992051939
ACH-000579,0.003174562324541648
ACH-000580,-0.039511286994982166
ACH-000584,-0.10139131476702412
ACH-000585,-0.12495687649314455
ACH-000588,-0.1809222652617188
ACH-000589,-0.14007115355501334
ACH-000591,-0.17264294745388215
ACH-000593,-0.10559308051474747
ACH-000600,-0.054878666282769516
ACH-000601,-0.17152416816403368
ACH-000605,-0.13232507145300185
ACH-000606,-0.00022774052680680376
ACH-000608,-0.2442212229410408
ACH-000614,-0.22188997663582594
ACH-000616,-0.213281622692478
ACH-000618,-0.16460113294776146
ACH-000619,-0.1916184190684955
ACH-000620,-0.10991821457066256
ACH-000621,-0.17665552187777847
ACH-000622,-0.07179560703194522
ACH-000623,-0.11142952148536632
ACH-000624,-0.14163168930806652
ACH-000627,-0.1741515330186975
ACH-000630,-0.1108372397301908
ACH-000631,-0.26433784021729145
ACH-000632,-0.11900753566825854
ACH-000633,-0.12674649568385574
ACH-000637,-0.2045088339752376
ACH-000638,-0.14686269925321507
ACH-000646,0.12325142198464265
ACH-000647,-0.15641819782560248
ACH-000648,-0.11028379378126353
ACH-000649,-0.1059049002897098
ACH-000651,-0.1827053639232074
ACH-000652,0.028188703021560926
ACH-000653,-0.030025442781343538
ACH-000657,-0.0911735023341712
ACH-000658,-0.003992365421598312
ACH-000661,-0.0419748540300077
ACH-000662,0.14893579060934334
ACH-000663,-0.07879268107073456
