,LPA (4018)
ACH-000004,-0.3551354964595241
ACH-000005,-0.21078477183372124
ACH-000007,-0.6228191731252798
ACH-000009,-0.48240280139267994
ACH-000011,-0.4932181150117072
ACH-000012,-0.2519066594995173
ACH-000013,-0.3576946242925896
ACH-000014,-0.29018029903332443
ACH-000015,-0.3151035328476192
ACH-000017,-0.4578652978055083
ACH-000018,-0.4118045639931636
ACH-000019,-0.4835797719049688
ACH-000021,-0.7620502474610483
ACH-000022,-0.3267429384329942
ACH-000025,-0.4133073855354143
ACH-000028,-0.2364222469810213
ACH-000030,-0.3883809334927552
ACH-000035,-0.18489926081716146
ACH-000036,-0.3847889368925642
ACH-000037,-0.3011392057678163
ACH-000039,-0.42980427957720013
ACH-000040,-0.5059904136110412
ACH-000041,-0.25805533806229264
ACH-000042,-0.4456948621379219
ACH-000045,-0.5155285228311011
ACH-000047,-0.3484227751224647
ACH-000052,-0.30708246784921245
ACH-000053,-0.3402762668506459
ACH-000054,-0.6106137186082471
ACH-000055,-0.1819609769233945
ACH-000060,-0.2247719167654157
ACH-000067,-0.4853376728865354
ACH-000070,-0.33331605912453993
ACH-000075,-0.4226797972051141
ACH-000078,-0.6681759328011438
ACH-000082,-0.5290670475644969
ACH-000085,-0.4716360218219811
ACH-000086,-0.33141847854615186
ACH-000087,-0.5356560465396099
ACH-000092,-0.4603276143835074
ACH-000095,-0.6845398616884718
ACH-000097,-0.5059956118860117
ACH-000098,-0.3830244705691209
ACH-000099,-0.5394513334016262
ACH-000108,-0.4835906969260858
ACH-000113,-0.4850380261978179
ACH-000116,-0.4198528130572135
ACH-000118,-0.3306342094002338
ACH-000120,-0.3989094739001441
ACH-000123,-0.3620084021641527
ACH-000127,-0.4918337857121525
ACH-000128,-0.4908387332380882
ACH-000132,-0.5147676149219499
ACH-000133,-0.35094160576415623
ACH-000137,-0.4048203250858884
ACH-000138,-0.4333756491190984
ACH-000142,-0.4486497156424977
ACH-000143,-0.4531125965165877
ACH-000146,-0.512132647093601
ACH-000148,-0.4625872921239415
ACH-000150,-0.5200829472731524
ACH-000152,-0.3950593263895129
ACH-000153,-0.3693642839141258
ACH-000159,-0.5189951408129164
ACH-000160,-0.2978727274041661
ACH-000163,-0.3345983018529525
ACH-000167,-0.915301691674696
ACH-000168,-0.4569657169870664
ACH-000169,-0.5487854572045875
ACH-000178,-0.4157273949445409
ACH-000183,-0.22423396688338165
ACH-000188,-0.5026345282080127
ACH-000189,-0.507690298687888
ACH-000190,-0.3428778317991446
ACH-000198,-0.4323833007504646
ACH-000203,-0.422995914357339
ACH-000204,-0.17454013720049727
ACH-000206,-0.775160661169462
ACH-000207,-0.3289881673686679
ACH-000208,-0.3583529658609621
ACH-000210,-0.5462454193912367
ACH-000211,-0.5241076338453958
ACH-000215,-0.4798211592557774
ACH-000221,-0.20270256523758406
ACH-000222,-0.2257304328162185
ACH-000223,-0.4250495542822761
ACH-000226,-0.3133033098465404
ACH-000227,-0.5976728537776205
ACH-000228,-0.3358451620249237
ACH-000231,-0.33493010502608483
ACH-000232,-0.39969039500470577
ACH-000233,-0.4015386371309909
ACH-000234,-0.5066983616866058
ACH-000235,-0.3618149035652142
ACH-000237,-0.6460732865169434
ACH-000238,-0.3866630074097303
ACH-000242,-0.4064404464027209
ACH-000243,-0.3640825682790973
ACH-000244,-0.4550248413917253
ACH-000246,-0.6265903503735047
ACH-000248,-0.4805808016973494
ACH-000250,-0.7199144511583698
ACH-000251,-0.7780532186857037
ACH-000252,-0.5753617460042321
ACH-000253,-0.4659166015020597
ACH-000255,-0.3446710580880678
ACH-000256,-0.518763437324669
ACH-000257,-0.22883906098548795
ACH-000258,-0.3778707037187492
ACH-000259,-0.4264104492523848
ACH-000260,-0.3911209976354751
ACH-000261,-0.4388027265932413
ACH-000262,-0.5050285981678359
ACH-000263,-0.4276812813819417
ACH-000264,-0.32000540751720064
ACH-000265,-0.2297714155712481
ACH-000266,-0.4566253186064988
ACH-000272,-0.5615032239689753
ACH-000274,-0.4704054265902088
ACH-000277,-0.5428335753057036
ACH-000278,-0.5881480757443104
ACH-000279,-0.39700538702145177
ACH-000280,-0.4510109993759527
ACH-000281,-0.3515042160742816
ACH-000288,-0.4258605725316057
ACH-000291,-0.4180604934745663
ACH-000293,-0.194966439165952
ACH-000294,-0.4063289164969489
ACH-000295,-0.6028996513434581
ACH-000296,-0.514660127767568
ACH-000302,-0.3051296581927318
ACH-000304,-0.7073782025948853
ACH-000307,-0.4054778873030149
ACH-000308,-0.3450673669911844
ACH-000310,-0.6959863347663765
ACH-000311,-0.4499659081233691
ACH-000312,-0.3907500619886253
ACH-000315,-0.22339055575507455
ACH-000316,-0.38088993173521496
ACH-000317,-0.6247311039125244
ACH-000318,-0.4101592376268024
ACH-000319,-0.4604065086264649
ACH-000320,-0.4652750271584549
ACH-000322,-0.4408718248594933
ACH-000323,-0.3087273324033841
ACH-000324,-0.7095071904538883
ACH-000329,-0.5156199433587151
ACH-000330,-0.4963433056798903
ACH-000331,-0.5265109907715668
ACH-000332,-0.5724379726159741
ACH-000334,-0.5478891935225577
ACH-000335,-0.4215246760863847
ACH-000336,-0.6719267073194922
ACH-000337,-0.5527975042442516
ACH-000338,-0.5347223278811837
ACH-000339,-0.3137228116031154
ACH-000341,-0.37969113132930604
ACH-000348,-0.4731505581752884
ACH-000350,-0.4119654686652364
ACH-000352,-0.3679960407456829
ACH-000356,-0.3765329849853651
ACH-000361,-0.4356695655147754
ACH-000362,-0.5357319768965523
ACH-000363,-0.4194441741736437
ACH-000364,-0.6512630888229956
ACH-000365,-0.38431864488056544
ACH-000366,-0.4644057233310601
ACH-000368,-0.43457676980489984
ACH-000374,-0.33159297628339
ACH-000375,-0.4851073865158124
ACH-000376,-0.4040578190567346
ACH-000381,-0.4897393171522333
ACH-000383,-0.4524209695104787
ACH-000387,-0.39994326946424585
ACH-000389,-0.4659284685413185
ACH-000390,-0.4517633338846133
ACH-000393,-0.4237572175985551
ACH-000395,-0.7273387809378935
ACH-000396,-0.3649000421627993
ACH-000397,-0.4396551537476172
ACH-000401,-0.2581697873307911
ACH-000402,-0.23594092940235106
ACH-000403,-0.5272550039317143
ACH-000404,-0.5067565767232143
ACH-000406,-0.38758887162848105
ACH-000407,-0.33546512878415546
ACH-000408,-0.2874367863034043
ACH-000410,-0.4517471060996888
ACH-000411,-0.6698363854692468
ACH-000414,-0.5902995690398471
ACH-000415,-0.5075027173368778
ACH-000416,-0.43287393741838975
ACH-000420,-0.558388651073116
ACH-000421,-0.4662135195675543
ACH-000424,-0.5632186534305319
ACH-000425,-0.4127702873702458
ACH-000426,-0.506760291500035
ACH-000427,-0.4653361806713179
ACH-000433,-0.5215617637429354
ACH-000435,-0.3077537285314888
ACH-000436,-0.5166819305941206
ACH-000444,-0.4478436090447783
ACH-000445,-0.6078780674597302
ACH-000448,-0.4482957441044401
ACH-000450,-0.3785450559467887
ACH-000452,-0.36909338587606577
ACH-000454,-0.28294700380536825
ACH-000458,-0.4282880734951071
ACH-000459,-0.5000058491362481
ACH-000460,-0.4538372291506592
ACH-000461,-0.3697021333841097
ACH-000463,-0.5405967283360417
ACH-000464,-0.3089491963968193
ACH-000466,-0.4875740251232035
ACH-000467,-0.5510683570750579
ACH-000468,-0.5377882861302234
ACH-000469,-0.6631467669490181
ACH-000470,-0.5410579444698985
ACH-000471,-0.5898686454105261
ACH-000472,-0.3912367327125878
ACH-000473,-0.3963612250555977
ACH-000475,-0.5353148431186495
ACH-000476,-0.4054638467559135
ACH-000477,-0.3690028262120457
ACH-000479,-0.3118581852704546
ACH-000480,-0.24508349671729746
ACH-000481,-0.35454614379450605
ACH-000483,-0.3735762124172379
ACH-000484,-0.5860799631006796
ACH-000485,-0.3544990289194204
ACH-000486,-0.2803022905887714
ACH-000487,-0.4374789063542318
ACH-000488,-0.3722943920726726
ACH-000490,-0.24480392906115275
ACH-000491,-0.3511119304722976
ACH-000495,-0.5710713625852479
ACH-000496,-0.4592724129865695
ACH-000499,-0.27560345497730765
ACH-000500,-0.446761361806342
ACH-000502,-0.8133879194973028
ACH-000503,-0.3508449820464604
ACH-000505,-0.5012343085166697
ACH-000507,-0.4490487746455168
ACH-000510,-0.3505363421849457
ACH-000511,-0.5544986965443689
ACH-000512,-0.3965901396702225
ACH-000516,-0.429166784813786
ACH-000517,-0.5981918445192304
ACH-000518,-0.4715593764401386
ACH-000520,-0.3907678880444754
ACH-000521,-0.5000003868186862
ACH-000522,-0.4121946781172609
ACH-000524,-0.3768946373040124
ACH-000527,-0.4945579464204041
ACH-000528,-0.398971495897123
ACH-000537,-0.4318462583664484
ACH-000541,-0.40293829229296335
ACH-000542,-0.4767814297615474
ACH-000544,-0.39242156449507454
ACH-000545,-0.4038267229386723
ACH-000547,-0.18800948741571646
ACH-000548,-0.5364515934207009
ACH-000549,-0.4465296590809986
ACH-000550,-0.4320214195141472
ACH-000552,-0.4233367343300737
ACH-000556,-0.4000587065966675
ACH-000557,-0.3233818849531521
ACH-000569,-0.4335259426280127
ACH-000570,-0.3401130517290605
ACH-000571,-0.4862957836800024
ACH-000573,-0.4004943437503599
ACH-000576,-0.2811863244249673
ACH-000579,-0.426471130494404
ACH-000580,-0.3394646047811709
ACH-000584,-0.33408998496724823
ACH-000585,-0.5339397445567251
ACH-000588,-0.36347565383460106
ACH-000589,-0.31008911206316936
ACH-000591,-0.3456686212492669
ACH-000593,-0.4575550593648687
ACH-000600,-0.4250311364775675
ACH-000601,-0.4741399821365837
ACH-000605,-0.4659682585306206
ACH-000606,-0.4002058931766344
ACH-000608,-0.5000057205537228
ACH-000614,-0.5362010986167346
ACH-000616,-0.2971917331350128
ACH-000618,-0.36532369718774543
ACH-000619,-0.5697884015961876
ACH-000620,-0.5104715648067335
ACH-000621,-0.36881485465085895
ACH-000622,-0.6360187680424619
ACH-000623,-0.4414450195065137
ACH-000624,-0.3563431048897137
ACH-000627,-0.4969149794718053
ACH-000630,-0.41316560445254175
ACH-000631,-0.4504621685877441
ACH-000632,-0.4173714528455185
ACH-000633,-0.6114817864563321
ACH-000637,-0.4258953040163857
ACH-000638,-0.1752323093637954
ACH-000646,-0.4614502665580304
ACH-000647,-0.4272430358699754
ACH-000648,-0.5960972983765621
ACH-000649,-0.5241241365059726
ACH-000651,-0.4004506080754633
ACH-000652,-0.5310596202167127
ACH-000653,-0.2504360856957171
ACH-000657,-0.3780695427754936
ACH-000658,-0.20167476826926853
ACH-000661,-0.31361661787906103
ACH-000662,-0.11614709074861528
ACH-000663,-0.3877141615268498
ACH-000665,-0.32191517950021026
ACH-000671,-0.5592402982004241
ACH-000672,-0.17265155150236153
ACH-000673,-0.4790601298989134
ACH-000676,-0.41408180156107177
ACH-000677,-0.4432315481882364
ACH-000681,-0.6364840053908366
ACH-000683,-0.3993075824628472
ACH-000684,-0.7869825394184701
ACH-000688,-0.6116876199774488
ACH-000693,-0.4264141562487628
ACH-000694,-0.2807122640588074
ACH-000695,-0.2907983782129635
ACH-000696,-0.4923946698020481
ACH-000697,-0.2916479670147071
ACH-000699,-0.4213545702642237
ACH-000701,-0.5047051618941357
ACH-000706,-0.34813484179316256
ACH-000711,-0.2851088234559522
ACH-000713,-0.2558024366325127
ACH-000714,-0.4665940713355034
ACH-000718,-0.5184313477027715
ACH-000720,-0.4552946694245196
ACH-000721,-0.459684827357462
ACH-000724,-0.5112469542078198
ACH-000725,-0.33385853815310645
ACH-000732,-0.24612529464712074
ACH-000734,-0.3494097178889093
ACH-000735,-0.3726324020796671
ACH-000736,-0.3336573480858001
ACH-000738,-0.4032399624409819
ACH-000746,-0.4818984828879148
ACH-000747,-0.4442907110018257
ACH-000748,-0.25049316884169504
ACH-000753,-0.3678468660096667
ACH-000756,-0.3606215423402749
ACH-000757,-0.22282373160734845
ACH-000758,-0.3806528207288535
ACH-000760,-0.3566598745169842
ACH-000762,-0.3783197821056953
ACH-000763,-0.3758465634801198
ACH-000764,-0.3032000743311565
ACH-000765,-0.5313103213048191
ACH-000766,-0.5517655282915971
ACH-000767,-0.3297895994477809
ACH-000768,-0.2941510666552637
ACH-000769,-0.4475766584352115
ACH-000770,-0.4962064288395765
ACH-000771,-0.4512040157046026
ACH-000773,-0.4973042851468068
ACH-000776,-0.4762432276007232
ACH-000777,-0.3770793723175721
ACH-000778,-0.4325728176734268
ACH-000781,-0.3042022711211345
ACH-000782,-0.40640439801935424
ACH-000783,-0.44859368247673853
ACH-000784,-0.3715888697522478
ACH-000785,-0.4179910824957702
ACH-000787,-0.4540983697375943
ACH-000788,-0.4137871134804153
ACH-000791,-0.3529507406219364
ACH-000792,-0.4312263215535049
ACH-000794,-0.496699623760265
ACH-000796,-0.4932842142821567
ACH-000798,-0.4579199883173906
ACH-000799,-0.422054523037264
ACH-000800,-0.4795499742388864
ACH-000802,-0.30392538509249045
ACH-000804,-0.41647989821338544
ACH-000805,-0.3474974153016636
ACH-000809,-0.452944527241674
ACH-000810,-0.4576593267271135
ACH-000811,-0.4115358714405879
ACH-000817,-0.38001274617393416
ACH-000819,-0.3923544321017215
ACH-000820,-0.2386877554173055
ACH-000821,-0.4635091815459236
ACH-000822,-0.4461113998593338
ACH-000823,-0.4507657778964541
ACH-000824,-0.6297252077868359
ACH-000827,-0.4732619979883264
ACH-000829,-0.4159332714771896
ACH-000831,-0.10088399462225932
ACH-000832,-0.2719722347721884
ACH-000833,-0.5778291133645558
ACH-000834,-0.1961855987187882
ACH-000835,-0.3687652967849667
ACH-000836,-0.5637176589475558
ACH-000837,-0.29046975207801895
ACH-000838,-0.4114341669534731
ACH-000839,-0.397121389487997
ACH-000840,-0.38712557985333945
ACH-000841,-0.4398681316599851
ACH-000843,-0.458017487055384
ACH-000846,-0.4531249897075622
ACH-000847,-0.2409735311364663
ACH-000848,-0.5547799078805502
ACH-000849,-0.5518958747946527
ACH-000851,-0.09973037670770714
ACH-000855,-0.3187336567201581
ACH-000856,-0.6521734513803522
ACH-000858,-0.3359789291098606
ACH-000859,-0.244260437954836
ACH-000861,-0.3512149800845761
ACH-000862,-0.334355785886756
ACH-000865,-0.3037594958488321
ACH-000866,-0.30953127193402863
ACH-000867,-0.35905888133897873
ACH-000869,-0.37301057416056027
ACH-000872,-0.44686145570266256
ACH-000873,-0.4422288229036765
ACH-000876,-0.4267928159351539
ACH-000878,-0.7071354474955547
ACH-000880,-0.3689191535532315
ACH-000881,-0.4521778513220099
ACH-000882,-0.4803025960755583
ACH-000884,-0.5456223119477901
ACH-000885,-0.5935437301883391
ACH-000887,-0.3644203650345331
ACH-000889,-0.4465343117878044
