,RSRC2 (65117)
ACH-000004,-0.5273255894167714
ACH-000005,-0.33107699823147096
ACH-000007,-0.5972235930541698
ACH-000009,-0.581846608025228
ACH-000011,-0.03584682889597922
ACH-000012,-0.53377644111492
ACH-000013,-0.46847489881833293
ACH-000014,-0.3329962672839205
ACH-000015,-0.5106334476313192
ACH-000017,-0.7748636759623727
ACH-000018,-0.587027065259593
ACH-000019,-0.4487501884976922
ACH-000021,-0.5595097965535805
ACH-000022,-0.4344941466702511
ACH-000025,-0.5896363184426583
ACH-000028,-0.5028552541712222
ACH-000030,-0.31712275589420424
ACH-000035,-0.5520589711341227
ACH-000036,-0.6189904016546616
ACH-000037,-0.5422977826460237
ACH-000039,-0.5631155166523613
ACH-000040,-0.5404356772163246
ACH-000041,-0.3549209263558019
ACH-000042,-0.5662187079294694
ACH-000045,-0.4701049094131973
ACH-000047,-0.3927776888742836
ACH-000052,-0.2481784619294464
ACH-000053,-0.6663116303540128
ACH-000054,-0.470685269344034
ACH-000055,-0.6573068328993619
ACH-000060,-0.6856818945704306
ACH-000067,-0.6992506297675505
ACH-000070,-0.4992512269931481
ACH-000075,-0.6962815389211129
ACH-000078,-0.5222623127259859
ACH-000082,-0.7077895960423858
ACH-000085,-0.4916643401526859
ACH-000086,-0.4317939667909568
ACH-000087,-0.4214892891146593
ACH-000092,-0.6486744187143736
ACH-000095,-0.5359943519449096
ACH-000097,-0.5905951657764902
ACH-000098,-0.5116117454526614
ACH-000099,-0.3111267257798458
ACH-000108,-0.614726495130444
ACH-000113,-0.5873963645588586
ACH-000116,-0.530040154592958
ACH-000118,-0.6288291832987167
ACH-000120,-0.5527125289400292
ACH-000123,-0.3763390416994205
ACH-000127,-0.5019509126996755
ACH-000128,-0.4845418190652498
ACH-000132,-0.4552492503794403
ACH-000133,-0.6306466194515136
ACH-000137,-0.5065873829505498
ACH-000138,-0.5481967642793919
ACH-000142,-0.5296055321629435
ACH-000143,-0.5116322509145766
ACH-000146,-0.3220108526050145
ACH-000148,-0.7037543008479642
ACH-000150,-0.3683536098902496
ACH-000152,-0.6367776432943071
ACH-000153,-0.43742801678346455
ACH-000159,-0.4367066631127277
ACH-000160,-0.6946945555642577
ACH-000163,-0.4068183261029774
ACH-000167,-0.6600595355894189
ACH-000168,-0.4625465707352164
ACH-000169,-0.4808827455532887
ACH-000178,-0.5757619381743777
