,CAPZA2 (830)
ACH-000004,-0.0222389886240293
ACH-000005,0.05011272367161315
ACH-000007,0.15215145274620928
ACH-000009,0.0755562063417057
ACH-000011,-0.1906267002453816
ACH-000012,-0.021351499096721464
ACH-000013,-0.01623047231117701
ACH-000014,-0.2224137048021756
ACH-000015,0.1702845507171815
ACH-000017,0.11420125819238787
ACH-000018,0.11572816277173635
ACH-000019,0.16429380561968793
ACH-000021,-0.0922597725212547
ACH-000022,0.07903262313415313
ACH-000025,0.01591740624606331
ACH-000028,0.07028762050322243
ACH-000030,0.10260378499492444
ACH-000035,0.12777215316758336
ACH-000036,0.021711674525132136
ACH-000037,0.023405530964920155
ACH-000039,-0.08771001570135224
ACH-000040,-0.02359728274918132
ACH-000041,-0.0206586558049706
ACH-000042,0.03745604044470999
ACH-000045,-0.03179509445645134
ACH-000047,-0.11847349128490058
ACH-000052,-0.07211301461140944
ACH-000053,0.02922507173708538
ACH-000054,0.03104199589339656
ACH-000055,0.014696858292142245
ACH-000060,0.006772746314133453
ACH-000067,0.1572605800486065
ACH-000070,-0.038654103595880736
ACH-000075,0.25804047830725657
ACH-000078,0.16131851013263848
ACH-000082,0.0174519072267952
ACH-000085,0.04637992926875528
ACH-000086,0.1727981686985275
ACH-000087,-0.05007338515383748
ACH-000092,0.09133627780886948
ACH-000095,-0.0020740338475865407
ACH-000097,0.024662474316649908
ACH-000098,-0.09804580227162353
ACH-000099,0.06935290061930184
ACH-000108,0.04792499791318184
ACH-000113,0.10205810889579874
ACH-000116,0.0872126356385846
ACH-000118,0.1221189815094043
ACH-000120,0.051133313538541884
ACH-000123,0.02281153756696437
ACH-000127,0.08148269825675092
ACH-000128,0.21803152069993306
ACH-000132,-0.08997503548721512
ACH-000133,-0.07715610815506048
ACH-000137,0.08631664046077876
ACH-000138,-0.047696495002982515
ACH-000142,-0.023752966868819697
ACH-000143,-0.011215759404424944
ACH-000146,0.0926133126255804
ACH-000148,0.08551794197274673
ACH-000150,-0.028637879642893806
ACH-000152,-0.038285676801941095
ACH-000153,0.13053274439707127
ACH-000159,-0.03330793753678191
ACH-000160,0.0182293956420734
ACH-000163,0.04419006592642618
ACH-000167,-0.019882335470483133
ACH-000168,0.03058576077445632
ACH-000169,0.07230720722860473
ACH-000178,0.04373295563858592
ACH-000183,0.03816905809541805
ACH-000188,0.03201290754007423
ACH-000189,0.02250441222846125
ACH-000190,0.06683272993606469
ACH-000198,0.09167493578682977
ACH-000203,0.4709474394886258
ACH-000204,0.06368778793822791
ACH-000206,-0.06834867228638665
ACH-000207,0.16849504876838073
ACH-000208,0.20641679987124173
ACH-000210,0.2138066569565026
ACH-000211,0.02590397607831723
ACH-000215,0.07174290320530867
ACH-000221,-0.0003738201407607965
ACH-000222,0.10383650551169572
ACH-000223,0.033827944809403244
ACH-000226,0.10430095249378904
ACH-000227,0.0822407571714679
ACH-000228,0.10465705828092976
ACH-000231,0.07692926230493226
ACH-000232,-0.11223169391684852
ACH-000233,-0.07043001313927648
ACH-000234,-0.05855200415203383
ACH-000235,0.022248285466712224
ACH-000237,0.04232941039832334
ACH-000238,-0.05737908769544418
ACH-000242,0.14143457615960595
ACH-000243,0.0020853924145950928
ACH-000244,-0.0316987991253186
ACH-000246,-0.08217135995717434
ACH-000248,0.09268081657618454
ACH-000250,0.009092345296964156
ACH-000251,-0.1839202378335852
ACH-000252,0.21251159626543453
ACH-000253,0.26157734638103275
ACH-000255,-0.04429791599458677
ACH-000256,0.15430693060723488
ACH-000257,0.0894149380767438
ACH-000258,-0.018366678554025413
ACH-000259,0.019886404893686458
ACH-000260,0.07219970648043494
ACH-000261,0.05797618515284221
ACH-000262,0.050589123950535775
ACH-000263,0.11047968867750403
ACH-000264,0.09884005024550024
ACH-000265,0.16272360881669787
ACH-000266,0.007663864429160601
ACH-000272,0.06524002910241948
ACH-000274,-0.030322882456205912
ACH-000277,-0.06269165200191365
ACH-000278,0.049703513586676885
ACH-000279,0.07775281410629731
ACH-000280,0.112813329067864
ACH-000281,0.08075225948720903
ACH-000288,-0.004310952992817462
ACH-000291,0.10717484792214596
ACH-000293,-0.10059274000892418
ACH-000294,0.12014054904515367
ACH-000295,0.15933262294792455
ACH-000296,0.053842824334917085
ACH-000302,0.0707234127917242
ACH-000304,0.18367602832055005
ACH-000307,0.13353042364162038
ACH-000308,0.032745901944799566
ACH-000310,0.16164971339288586
ACH-000311,-0.0046465452580598775
ACH-000312,0.117903375248459
ACH-000315,0.05215910261471693
ACH-000316,0.037635108113768696
ACH-000317,0.12029921575670348
ACH-000318,-0.011168904913137278
ACH-000319,-0.2775660745901291
ACH-000320,0.17648890645260326
ACH-000322,-0.07055898296960256
ACH-000323,0.11447165459937765
ACH-000324,0.03509322973516875
ACH-000329,0.052713318763618434
ACH-000330,-0.14640272647984834
ACH-000331,0.0601842945612044
ACH-000332,0.08448604429256923
ACH-000334,0.02163016063553184
ACH-000335,0.2844000330614901
ACH-000336,-0.054578022344329104
ACH-000337,-0.06570707658317677
ACH-000338,-0.17495658866249633
ACH-000339,-0.06432278796922762
ACH-000341,0.17288745958804652
ACH-000348,-0.021495292364690964
ACH-000350,0.0568383507018414
ACH-000352,-0.04665171316838882
ACH-000356,-0.3439166276646745
ACH-000361,0.20147662142048067
ACH-000362,0.01036988810907325
ACH-000363,0.11455679737660215
ACH-000364,-0.05466003293002778
ACH-000365,0.04917696328520113
ACH-000366,0.11513981646508477
ACH-000368,0.0035151637604218067
ACH-000374,0.02245788472882529
ACH-000375,0.14372026434392593
ACH-000376,0.06560718098267819
ACH-000381,0.05769448487008691
ACH-000383,-0.13376648651888373
ACH-000387,-0.002092666106090303
ACH-000389,-0.08292693571095719
ACH-000390,0.09842162311577334
ACH-000393,0.0956898614520225
ACH-000395,0.09170907160463776
ACH-000396,0.2071408941877931
ACH-000397,0.004991754648646593
ACH-000401,-0.003841548797340418
ACH-000402,0.205481673538342
ACH-000403,0.06218668959731526
ACH-000404,0.20253460514893334
ACH-000406,0.0671980263693074
ACH-000407,-0.14033595780840294
ACH-000408,-0.16786362728035994
ACH-000410,-0.034302159004657044
ACH-000411,-0.035026175166188986
ACH-000414,-0.05449160695288036
ACH-000415,0.0739607790475444
ACH-000416,0.01406319177005693
ACH-000420,-0.18838780875634886
ACH-000421,0.07167438885179593
ACH-000424,0.1991655386834577
ACH-000425,-0.017385642593243468
ACH-000426,0.20641554152194547
ACH-000427,0.0049592440222369525
ACH-000433,-0.030122178660589357
ACH-000435,0.3501040126769339
ACH-000436,-0.01841760442564534
ACH-000444,-0.04243502641755578
ACH-000445,0.07909559754190262
ACH-000448,0.002220145576791372
ACH-000450,0.12606177685049186
ACH-000452,0.04206124919899093
ACH-000454,0.08091445377675391
ACH-000458,0.09415417718028073
ACH-000459,0.00885665692702746
ACH-000460,-0.035104045057808314
ACH-000461,0.11722000809225812
ACH-000463,0.02636141587084088
ACH-000464,0.07234790721977055
ACH-000466,-0.005507881035957629
ACH-000467,-0.011706425470027166
ACH-000468,0.0620537014250831
ACH-000469,0.11912272560801394
ACH-000470,0.07682030745461864
ACH-000471,-0.022881563278988232
ACH-000472,0.034559709810647515
