,DDRGK1 (65992)
ACH-000630,-0.276184040566372
ACH-000631,-0.624672235114434
ACH-000632,-0.29720505910912376
ACH-000633,-0.4248585780823245
ACH-000637,-0.2741356422684178
ACH-000638,-0.3887499729995029
ACH-000646,-0.5495317555251157
ACH-000647,-0.1449832358956034
ACH-000648,-0.21839184872771425
ACH-000649,-0.5598009578078461
ACH-000651,-0.42094500605234103
ACH-000652,-0.6630457790000974
ACH-000653,-0.3599066352364225
ACH-000657,-0.3179825391227153
ACH-000658,-0.31820903982722776
ACH-000661,-0.1925979702819716
ACH-000662,0.14327880731506906
ACH-000663,-0.4237670816929869
ACH-000665,-0.31334558714391103
ACH-000671,-0.32206563931798016
ACH-000672,-0.3701881477527085
ACH-000673,-0.2812383270265168
ACH-000676,-0.24762418096041394
ACH-000677,-0.22207178974812425
ACH-000681,-0.20298758500119868
ACH-000683,-0.19922414519839948
ACH-000684,-0.30452231689703585
ACH-000688,-0.17357709968112167
ACH-000693,-0.3641865273010088
ACH-000694,-0.2386286813929249
ACH-000695,-0.3067681468480926
ACH-000696,-0.2802495364336613
ACH-000697,-0.2557731552768156
ACH-000699,-0.344732082854177
ACH-000701,-0.5199332684951751
ACH-000706,-0.18875278520669864
ACH-000711,-0.2691938366905
ACH-000713,-0.2613893253397174
ACH-000714,-0.16009464618835634
ACH-000718,-0.5602733827982934
ACH-000720,-0.1521791006711334
ACH-000721,-0.3740483716316348
ACH-000724,-0.2509594446719271
ACH-000725,-0.13756560667585102
ACH-000732,-0.3634688496832817
ACH-000734,-0.2387216088657293
ACH-000735,-0.20720190769725988
ACH-000736,-0.31769886767554817
ACH-000738,-0.2252986765219269
ACH-000746,0.028106531670588398
ACH-000747,-0.09248844247273838
ACH-000748,-0.4576195147109292
ACH-000753,-0.24232731190554474
ACH-000756,-0.07276411956630993
ACH-000757,-0.25984372194840155
ACH-000758,-0.21735745436198425
ACH-000760,-0.43529637349767575
ACH-000762,-0.4481784929327364
ACH-000763,-0.4897090016274298
ACH-000764,-0.037359718408412006
ACH-000765,-0.32960256827883233
ACH-000766,-0.4534204262513644
ACH-000767,-0.2458593467734825
ACH-000768,-0.3099376730878379
ACH-000769,-0.0918793434046109
ACH-000770,-0.4311199018728453
ACH-000771,-0.32224929657020823
ACH-000773,-0.3836990399143063
ACH-000776,-0.07656598924491535
ACH-000777,-0.3160758837842008
ACH-000778,-0.3299766654523153
ACH-000781,-0.20686942982905784
ACH-000782,-0.1729354051781509
ACH-000783,-0.15047441444804038
ACH-000784,-0.19933368994364128
ACH-000785,-0.3442727725532118
ACH-000787,-0.3682182514462628
ACH-000788,-0.22386510742035684
ACH-000791,-0.4402491518358013
ACH-000792,-0.3113622745463914
ACH-000794,-0.16406382415895718
ACH-000796,-0.254563337584756
ACH-000798,-0.10386693457679487
ACH-000799,-0.3893077052639943
ACH-000800,-0.3873785638998144
ACH-000802,-0.17502884917493264
ACH-000804,-0.08392490002970301
ACH-000805,-0.11555026732887
ACH-000809,-0.31380668292935265
ACH-000810,-0.3045305129874457
ACH-000811,-0.32467279214054995
ACH-000817,-0.44297566629129664
ACH-000819,-0.2775011122309166
ACH-000820,-0.5098256583759582
ACH-000821,-0.2685274556534462
ACH-000822,-0.2805203186242952
ACH-000823,-0.5504921012518602
ACH-000824,-0.24392264754074344
ACH-000827,-0.5573580313472072
ACH-000829,-0.3505634061987032
ACH-000831,-0.3043204187700493
ACH-000832,-0.3080594305981396
ACH-000833,-0.2979862898061772
ACH-000834,-0.19370879598674692
ACH-000835,-0.4147767838067783
ACH-000836,-0.3821302370858285
ACH-000837,-0.6287497652545749
ACH-000838,-0.028244443696940787
ACH-000839,-0.4563644397990875
ACH-000840,-0.26591564496904563
ACH-000841,-0.3290679687763273
ACH-000843,-0.06742105969314642
ACH-000846,-0.13203541266456192
ACH-000847,-0.4283125823412223
ACH-000848,-0.4923615335404225
ACH-000849,-0.1049835056934863
ACH-000851,-0.3324750019514137
ACH-000855,-0.2621237327672356
ACH-000856,-0.50022958619962
ACH-000858,-0.30792180029946753
ACH-000859,-0.2790246606609869
ACH-000861,-0.2105952567271656
ACH-000862,-0.4800239471691676
ACH-000865,-0.4281346547980628
ACH-000866,-0.14296296040335607
ACH-000867,-0.2786871347015282
ACH-000869,-0.4613150911875341
ACH-000872,-0.21517143286123425
ACH-000873,-0.18345282436351476
ACH-000876,-0.2731315180689523
ACH-000878,-0.47994736206227007
ACH-000880,-0.3725701432217548
ACH-000881,-0.3521098862940022
ACH-000882,-0.2262088020556431
ACH-000884,-0.4716836015109021
ACH-000885,-0.36117566638274295
ACH-000887,-0.18782146703143013
ACH-000889,-0.13300463026900186
ACH-000896,0.0046011606344661185
ACH-000898,-0.16575845914338688
ACH-000900,-0.2328194700007595
ACH-000901,-0.3151329999918619
ACH-000905,-0.15886448634538738
ACH-000906,-0.3119681504451384
ACH-000907,-0.31877602251373155
ACH-000910,-0.17870151386518013
ACH-000911,-0.34219175519125816
ACH-000912,-0.2008951860286239
ACH-000913,-0.4723810459737994
ACH-000915,-0.20464953209729125
ACH-000916,-0.5757457654942122
ACH-000917,-0.1991299583453918
ACH-000920,-0.20587538033329192
ACH-000921,-0.40115580670871775
ACH-000924,-0.4630421246732666
ACH-000926,-0.3610572908272819
ACH-000928,-0.3552518243186865
ACH-000929,-0.5135015870596745
ACH-000932,-0.2346353326463513
ACH-000935,-0.14459458763971697
ACH-000936,-0.1710627118631053
ACH-000937,-0.3276808076700458
ACH-000938,-0.2670199476419665
ACH-000939,-0.2812732880982842
ACH-000941,-0.04592100877081021
ACH-000943,-0.19025318337644914
ACH-000946,-0.1191780147625898
ACH-000947,-0.10944804181980496
ACH-000948,-0.3804576028288115
ACH-000950,-0.3621297101501241
ACH-000953,0.048850057684604035
ACH-000954,-0.29539045261257946
ACH-000957,-0.21269728581747324
ACH-000958,-0.31676889620157245
ACH-000960,-0.22886176953852885
ACH-000963,-0.18939951639022296
ACH-000968,-0.1529489811514486
ACH-000969,-0.14095679238578515
ACH-000972,-0.09223741315802356
ACH-000973,-0.19524606253020285
ACH-000974,-0.3419811411737705
ACH-000978,-0.3687931724630055
ACH-000984,-0.19115060225657607
ACH-000986,-0.1787815222426436
ACH-000988,-0.3028731794249464
ACH-000993,-0.4501425772658511
ACH-000994,-0.4289142364718368
ACH-000996,-0.22394527729935268
ACH-001001,-0.1014049005794762
ACH-001020,-0.1970191214823704
ACH-001028,-0.2264156961176867
ACH-001031,-0.27537523828038346
ACH-001038,-0.2167519908182719
ACH-001048,-0.21587043779929144
ACH-001050,-0.15207443348945668
ACH-001053,-0.30826140588615303
ACH-001054,-0.15235679917864473
ACH-001061,-0.19751943625864715
ACH-001067,-0.6023312439480972
ACH-001075,-0.4715107104568946
ACH-001096,-0.18611367351388755
ACH-001111,-0.04200847563107513
ACH-001119,-0.16079184322933127
ACH-001128,-0.2940046113067881
ACH-001134,-0.24064392899989
ACH-001151,-0.40958727050300503
ACH-001163,-0.2722222076295725
ACH-001164,-0.3583283454433935
ACH-001183,-0.3615300567856513
ACH-001192,-0.2298593449880856
ACH-001193,-0.013222654904031923
ACH-001196,-0.2833928323881692
ACH-001197,-0.22497116609071569
ACH-001205,-0.15686570025244054
ACH-001211,-0.053354398972482814
ACH-001212,-0.5335237765856067
ACH-001228,-0.19547365345129952
ACH-001232,-0.3471885907475308
ACH-001239,-0.2721663055613454
ACH-001270,-0.5193314525834032
ACH-001274,-0.3530397379926864
ACH-001275,-0.4523619065176091
ACH-001277,-0.30060228329436817
ACH-001278,-0.5492583077066271
ACH-001280,-0.39026255296215423
ACH-001283,-0.1848059995012708
ACH-001289,-0.2870253021069282
ACH-001300,-0.1932765049675462
ACH-001301,-0.4016810823235952
ACH-001302,-0.16636844182524194
ACH-001306,-0.3010600420994288
ACH-001318,-0.10591615580266303
ACH-001322,-0.2654779438324226
ACH-001328,-0.24361659407438616
ACH-001332,-0.07342485318187364
ACH-001336,-0.21829125029772348
ACH-001346,-0.3185072943399235
ACH-001353,-0.3379192268368818
ACH-001354,-0.16447255530814248
ACH-001367,0.14863882116168514
ACH-001368,-0.22783830570373076
ACH-001374,-0.4552055784812825
ACH-001377,-0.6148307332864976
ACH-001380,-0.34931903105883993
ACH-001391,-0.4322620127021672
ACH-001408,-0.4624474520012469
ACH-001430,-0.2525054109271949
ACH-001431,-0.2350825913926821
ACH-001450,-0.18105020289244889
ACH-001496,-0.4631358976938924
ACH-001500,-0.3031905542922801
ACH-001523,-0.3797161220536808
ACH-001532,-0.378896300825361
ACH-001550,-0.16907311803982247
ACH-001552,-0.31510030145628604
ACH-001554,-0.2955967172064134
ACH-001654,-0.2972184685305387
ACH-001735,-0.3300055335248501
ACH-001736,-0.1818589300354042
ACH-001737,0.1675617499902262
ACH-001740,-0.2149142952305584
ACH-001745,-0.10079092583968527
ACH-001765,0.04047515380099146
