,ADPRHL2 (54936)
ACH-000004,-0.2415203070657497
ACH-000005,-0.5481348915595184
ACH-000007,-0.13669997070183515
ACH-000009,-0.039836530224211936
ACH-000011,-0.10137940059755722
ACH-000012,-0.20508776542957127
ACH-000013,-0.3102599465076078
ACH-000014,-0.3096513067637843
ACH-000015,-0.2379040546335318
ACH-000017,-0.17731832548675827
ACH-000018,-0.4050195033407593
ACH-000019,-0.14155019608670658
ACH-000021,-0.21830850447868855
ACH-000022,-0.22032649173905008
ACH-000025,-0.4126938248423699
ACH-000028,-0.1142405398668474
ACH-000030,-0.1790732365311414
ACH-000035,-0.2489771046573666
ACH-000036,-0.22188304981599585
ACH-000037,-0.19108248228201305
ACH-000039,-0.35754321596473365
ACH-000040,-0.391355692311421
ACH-000041,-0.18906896569258425
ACH-000042,-0.16312192221235755
ACH-000045,-0.2448683251784961
ACH-000047,-0.25655338837488056
ACH-000052,-0.12270295568409074
ACH-000053,-0.26803453848300346
ACH-000054,-0.3154832252387058
ACH-000055,-0.3075254720480028
ACH-000060,-0.3363664298339342
ACH-000067,-0.3294261016369849
ACH-000070,-0.12844862416986866
ACH-000075,-0.5430385270920356
ACH-000078,-0.36215870259265104
ACH-000082,-0.2085854701024262
ACH-000085,-0.2307164505608468
ACH-000086,-0.3696983732546597
ACH-000087,-0.1599817813202056
ACH-000092,-0.4591701277335293
ACH-000095,-0.24039869514076345
ACH-000097,-0.2312669250339273
ACH-000098,-0.2977791674278512
ACH-000099,-0.11682151688963725
ACH-000108,-0.21368046097416274
ACH-000113,-0.23729874725788586
ACH-000116,-0.17870152276353687
ACH-000118,-0.2011573920660881
ACH-000120,-0.1615930758001173
ACH-000123,-0.3068088495093513
ACH-000127,-0.13321117342929614
ACH-000128,-0.27929905816994943
ACH-000132,-0.3455908178043709
ACH-000133,-0.3662629795899795
ACH-000137,-0.5023686078693309
ACH-000138,-0.2401866251815671
ACH-000142,-0.27642575371455896
ACH-000143,-0.17414802925860268
ACH-000146,-0.24868565774434906
ACH-000148,-0.27232591596819883
ACH-000150,-0.7385410597348946
ACH-000152,-0.23264941480982376
ACH-000153,-0.17658612941096394
ACH-000159,-0.27892894377315314
ACH-000160,-0.23042197241635
ACH-000163,-0.08150040912155115
ACH-000167,-0.5635490603816266
ACH-000168,-0.2213258137359672
ACH-000169,-0.3600685407376567
ACH-000178,-0.3160966338296785
ACH-000183,-0.3985828094483129
ACH-000188,-0.3475720805550502
ACH-000189,-0.3929656113367004
ACH-000190,-0.33650287494100195
ACH-000198,-0.2603229357405811
ACH-000203,0.11708926394519233
ACH-000204,-0.4170504176747775
ACH-000206,-0.32298706351135353
ACH-000207,-0.2599766924006789
ACH-000208,-0.3481979892098884
ACH-000210,-0.17864656014653246
ACH-000211,-0.278849908094355
ACH-000215,-0.2158843219533277
ACH-000221,-0.286564922195756
ACH-000222,-0.16493984342370122
ACH-000223,-0.273941434045817
ACH-000226,-0.1965679788912718
ACH-000227,-0.20916331737092864
ACH-000228,-0.1588936668082774
ACH-000231,-0.19391998498072774
ACH-000232,-0.215225626664408
ACH-000233,-0.12942512868716385
ACH-000234,-0.20639932779491985
ACH-000235,-0.26751530629735354
ACH-000237,-0.378459560525356
ACH-000238,-0.3214683375518625
ACH-000242,-0.25285958748426746
ACH-000243,-0.1881485767406829
ACH-000244,-0.3533174608267579
ACH-000246,-0.2856459152467999
ACH-000248,-0.2346024983790808
ACH-000250,-0.2351745625611596
ACH-000251,-0.04573564039583798
ACH-000252,-0.03672255563719769
ACH-000253,-0.37857999706745293
ACH-000255,-0.2396130564927062
ACH-000256,-0.2423293375787639
ACH-000257,-0.2329517016987984
ACH-000258,-0.31027208901072234
ACH-000259,-0.3551210702255432
ACH-000260,-0.21833321745510312
ACH-000261,-0.29941569503827964
ACH-000262,-0.07177999202036857
ACH-000263,-0.08658630393124314
ACH-000264,-0.32922134852944185
ACH-000265,-0.13474580347029194
ACH-000266,-0.16720335812066522
ACH-000272,-0.1829299806811042
ACH-000274,-0.2821979911891132
ACH-000277,-0.27521476251178123
ACH-000278,-0.30141702318141
ACH-000279,-0.3724964303544869
ACH-000280,-0.07512359350764478
ACH-000281,-0.001824381028183332
ACH-000288,-0.30893779459134674
ACH-000291,-0.1550379636731367
ACH-000293,-0.4572744445040518
ACH-000294,-0.03939199526658077
ACH-000295,-0.1832063212052197
ACH-000296,-0.32128649465611353
ACH-000302,-0.18650223281309208
ACH-000304,-0.1276200971162768
ACH-000307,-0.12053331004104308
ACH-000308,-0.17973523738079686
ACH-000310,-0.200055306868654
ACH-000311,-0.10926390491557733
ACH-000312,-0.336522100106554
ACH-000315,-0.22913240995219586
ACH-000316,-0.2509990634987288
ACH-000317,-0.28559536169633626
ACH-000318,-0.041991732339445885
ACH-000319,-0.1665292861467824
ACH-000320,-0.4558085800651782
ACH-000322,-0.3002178647094313
ACH-000323,-0.438772609972814
ACH-000324,-0.2896249928191845
ACH-000329,-0.21523998628565766
ACH-000330,-0.4499308004249147
ACH-000331,-0.26467998912959995
ACH-000332,-0.3157251763216256
ACH-000334,-0.12491618823564428
ACH-000335,-0.4661972116100208
ACH-000336,-0.2519244223349569
ACH-000337,-0.2758358370987731
ACH-000338,-0.24091893437011425
ACH-000339,-0.15514566705620986
ACH-000341,-0.2357320685761368
ACH-000348,-0.1656308325919467
ACH-000350,-0.1662116246129413
ACH-000352,-0.22394352288279806
ACH-000356,-0.3138737808785527
ACH-000361,-0.4583575605773376
ACH-000362,-0.124621457741256
ACH-000363,-0.16513522132706426
ACH-000364,-0.4692574985101538
ACH-000365,-0.27681549776455416
ACH-000366,-0.2537621911065505
ACH-000368,-0.35891680227812034
ACH-000374,-0.15187686443095158
ACH-000375,-0.21904401051620287
ACH-000376,-0.18818778891913185
ACH-000381,-0.4838556613544581
ACH-000383,-0.2416656410597484
ACH-000387,0.014073688155031372
ACH-000389,-0.10878245608781904
ACH-000390,-0.2463698335253636
ACH-000393,-0.21438450297567896
ACH-000395,-0.3571068974924267
ACH-000396,0.14616901469502933
ACH-000397,-0.16449520400861595
ACH-000401,-0.15984530093639346
ACH-000402,0.013326812424665315
ACH-000403,-0.3287723986544071
ACH-000404,-0.381281546135112
ACH-000406,-0.2344905918036864
ACH-000407,-0.19656088458037685
ACH-000408,-0.06394529219700808
ACH-000410,-0.2663995948437499
ACH-000411,-0.2465748530983008
ACH-000414,-0.16400052448101826
ACH-000415,-0.3805479718761696
ACH-000416,-0.2535803611745877
ACH-000420,-0.29460288421170583
ACH-000421,-0.1824215986659813
ACH-000424,-0.25994571810597705
ACH-000425,-0.13424895200055792
ACH-000426,-0.3961912545736057
ACH-000427,-0.4180449570617178
ACH-000433,-0.35156227916789834
ACH-000435,-0.20581157792091792
ACH-000436,-0.3171350990040303
ACH-000444,-0.2813424375555571
ACH-000445,-0.2624199767575457
ACH-000448,-0.2759789683487731
ACH-000450,-0.2700865555517111
ACH-000452,-0.2492860450039443
ACH-000454,-0.1870277260676465
ACH-000458,-0.3307979138891693
ACH-000459,-0.29369534568281913
ACH-000460,-0.22551478937146865
ACH-000461,-0.2658648725028039
ACH-000463,-0.13282731437713574
ACH-000464,-0.32460143494414595
ACH-000466,-0.08623168941070758
ACH-000467,-0.16109766431788308
ACH-000468,-0.18145106157064864
ACH-000469,-0.29893696693612537
ACH-000470,-0.22648504593214036
ACH-000471,-0.2492169070990654
ACH-000472,-0.2560088877513224
ACH-000473,-0.16452559844905154
ACH-000475,-0.2840992060772137
ACH-000476,-0.25897425392789475
ACH-000477,-0.2013665297837986
ACH-000479,-0.2134486375139756
ACH-000480,-0.35920369166948685
ACH-000481,-0.24403150671823864
ACH-000483,-0.32878866969511045
ACH-000484,-0.3420107844577473
ACH-000485,-0.19454543721799494
ACH-000486,-0.23008342886145744
ACH-000487,-0.26925919608108584
ACH-000488,-0.1997542475260694
ACH-000490,-0.3098731564439717
ACH-000491,0.027591504587619126
ACH-000495,-0.2633346259148866
ACH-000496,-0.2870878346423927
ACH-000499,-0.14795831603369106
ACH-000500,-0.2311842773262039
ACH-000502,-0.2911950470840488
ACH-000503,-0.2380834620525812
ACH-000505,-0.2201966486000099
ACH-000507,-0.3018501083932301
ACH-000510,-0.188570571966778
ACH-000511,-0.2711243004080063
ACH-000512,-0.21358016375087865
ACH-000516,-0.18767718032587186
ACH-000517,-0.19003549355036572
ACH-000518,-0.212920395423746
ACH-000520,-0.5223446787615748
ACH-000521,-0.27669374798035784
ACH-000522,-0.31467320521710945
ACH-000524,-0.24510836804226405
ACH-000527,-0.22817833038372154
ACH-000528,-0.18406709953027905
ACH-000537,-0.3533395115284653
ACH-000541,-0.12593071058199204
ACH-000542,-0.17720916106167311
ACH-000544,-0.26265140821864685
ACH-000545,-0.3281147428967288
ACH-000547,0.05461385299259165
ACH-000548,-0.2675553452121748
ACH-000549,-0.13962227606860828
ACH-000550,-0.4869039527445519
ACH-000552,-0.3497947154005556
ACH-000556,-0.3059079151049384
ACH-000557,-0.22390498567540315
ACH-000569,-0.20768835730417207
ACH-000570,-0.3748010866268473
ACH-000571,-0.15659399952335834
ACH-000573,-0.34870813612392226
ACH-000576,-0.2695408960842399
ACH-000579,-0.2807890782603465
ACH-000580,-0.2288836886024743
ACH-000584,-0.10089655370738282
ACH-000585,-0.28411402691151616
ACH-000588,-0.4079293250484244
ACH-000589,-0.2280624715145348
ACH-000591,-0.23828867685809899
ACH-000593,-0.3519930058404672
ACH-000600,-0.3623091092799584
ACH-000601,-0.2613933293310134
ACH-000605,-0.22849546161452736
ACH-000606,-0.31862303680418297
ACH-000608,-0.12082869138098687
ACH-000614,-0.038370526655038886
ACH-000616,-0.27865352714559066
ACH-000618,-0.31334529476279843
ACH-000619,-0.31187085290791283
ACH-000620,-0.22788740874380164
ACH-000621,-0.2785574965377929
ACH-000622,-0.32288579514226123
ACH-000623,-0.3306406348581649
ACH-000624,-0.3306376103754283
ACH-000627,-0.3532566942972463
ACH-000630,-0.3530108585105173
ACH-000631,-0.4004008625712703
ACH-000632,-0.29484718921271336
ACH-000633,-0.2913004538406381
ACH-000637,-0.2847442666591957
ACH-000638,-0.3592916746685953
ACH-000646,-0.25230896428077554
ACH-000647,-0.14024259486933266
ACH-000648,-0.5639790604473337
ACH-000649,-0.23982122492982225
ACH-000651,-0.09059717572421447
ACH-000652,-0.29470562847668713
ACH-000653,-0.09015959617697407
ACH-000657,-0.19583696997169056
ACH-000658,-0.19854624377932847
ACH-000661,-0.2219391878901776
ACH-000662,-0.15754384864781187
ACH-000663,-0.19988531208630084
ACH-000665,-0.2220877210464607
ACH-000671,-0.22030511497378924
ACH-000672,-0.20545192062739026
ACH-000673,-0.3732510695766316
ACH-000676,-0.2841469546982989
ACH-000677,-0.25580803919769096
ACH-000681,-0.11917029779390732
ACH-000683,-0.3332551712955309
ACH-000684,-0.36733262199717664
ACH-000688,-0.21214705698834696
ACH-000693,-0.3043406474923395
ACH-000694,-0.2334120423684524
ACH-000695,-0.5006012857392239
ACH-000696,-0.31233330079515537
ACH-000697,-0.2617684823347203
ACH-000699,-0.37761138976096015
ACH-000701,-0.3391730365914637
ACH-000706,-0.1640545648599859
ACH-000711,-0.2254523209514045
ACH-000713,-0.3720312807435395
ACH-000714,-0.29455185498655456
ACH-000718,-0.18407717111201055
ACH-000720,-0.1728069163929965
ACH-000721,-0.15853189508111534
ACH-000724,-0.21693013340012499
ACH-000725,-0.1821725167695188
ACH-000732,-0.252360597544883
ACH-000734,-0.24149668615250705
ACH-000735,-0.34752515529375483
ACH-000736,-0.28700851095176066
ACH-000738,-0.20469480003050491
ACH-000746,-0.1385610602156684
ACH-000747,-0.1355468386974641
ACH-000748,-0.2573018199062629
ACH-000753,-0.2508945727060046
ACH-000756,-0.1633272446727063
ACH-000757,-0.3028751351059799
ACH-000758,-0.3626660064007131
ACH-000760,-0.2982797085908706
ACH-000762,-0.29264507099634657
ACH-000763,-0.24548932985318025
ACH-000764,-0.05976174166200395
ACH-000765,-0.21744677796165265
ACH-000766,-0.2833273377821207
ACH-000767,-0.09677591161407023
ACH-000768,-0.15004026859508235
ACH-000769,-0.20764465730157375
ACH-000770,-0.2385654242730145
ACH-000771,-0.194297048451214
ACH-000773,-0.3194974623274436
ACH-000776,-0.1644014401552255
ACH-000777,-0.1471761981166078
ACH-000778,-0.2927863470858673
ACH-000781,-0.2271721000891263
ACH-000782,-0.14242232633194513
ACH-000783,-0.32169088186949885
ACH-000784,-0.17247877724055158
ACH-000785,-0.2678389118841597
ACH-000787,-0.21303492797411988
ACH-000788,-0.1933004237974508
ACH-000791,-0.3379718989669348
ACH-000792,-0.33166778076554754
ACH-000794,-0.2873277493529341
ACH-000796,-0.2998244994339449
ACH-000798,-0.15273821047823358
ACH-000799,-0.23577282518292836
ACH-000800,-0.1840502430341524
ACH-000802,-0.2333088147727445
ACH-000804,-0.1428223581026648
ACH-000805,-0.2932589027688535
ACH-000809,-0.2972009762273833
ACH-000810,-0.17342649806929344
ACH-000811,-0.30361542994668866
ACH-000817,-0.1300724480746937
ACH-000819,-0.4088207438041028
ACH-000820,-0.4917125826500437
ACH-000821,-0.1088316352638112
ACH-000822,-0.12711832371367418
