,TFAP2C (7022)
ACH-000448,-0.15803568040663427
ACH-000450,-0.1643934177111204
ACH-000452,-0.3824025240759759
ACH-000454,0.0606808203212237
ACH-000458,-0.2537770878687973
ACH-000459,-0.2737815074659706
ACH-000460,-0.09767676593304607
ACH-000461,-0.2411206026151401
ACH-000463,-0.10465382506753812
ACH-000464,-0.052410715280814764
ACH-000466,-0.5310783398401996
ACH-000467,-0.3699459531775971
ACH-000468,-0.27308426376110073
ACH-000469,-0.13821072952959754
ACH-000470,-0.340329854840124
ACH-000471,-0.2756800841842705
ACH-000472,-0.27510025333076543
ACH-000473,-0.3155452706576061
ACH-000475,-0.27935493701955466
ACH-000476,-0.302254884962916
ACH-000477,-0.5900766687924752
ACH-000479,-0.4200159866909348
ACH-000480,-0.12304765290964728
ACH-000481,-0.32976750862700305
ACH-000483,-0.16094381036345518
ACH-000484,-0.08924504653708494
ACH-000485,-0.13324878561403
ACH-000486,-0.3209448847460171
ACH-000487,-0.2774511936308072
ACH-000488,-0.18910783541184215
ACH-000490,-0.027657260285953486
ACH-000491,-0.4031428071821773
ACH-000495,-0.060171785438691325
ACH-000496,-0.18226919977156975
ACH-000499,-0.3078556132171236
ACH-000500,-0.22159674857024372
ACH-000502,-0.19553370359528027
ACH-000503,0.16365196313713082
ACH-000505,-0.3064451484584393
ACH-000507,-0.2097169600300433
ACH-000510,-0.2390696365945356
ACH-000511,-0.2233624386354776
ACH-000512,-0.4870439364603264
ACH-000516,-0.25447344999700433
ACH-000517,-0.2459854180369771
ACH-000518,-0.4142356147275133
ACH-000520,-0.1399742812380025
ACH-000521,-0.30120923948092954
ACH-000522,-0.14979759771409976
ACH-000524,-0.2783383361715707
ACH-000527,-0.26158735574157
ACH-000528,-0.4988838656094717
ACH-000537,-0.38107434870627743
ACH-000541,-0.2234403435895067
ACH-000542,-0.226886892145482
ACH-000544,0.03460463702242777
ACH-000545,-0.09734945472859433
ACH-000547,-0.5788390216213857
ACH-000548,-0.07995150838167242
ACH-000549,-0.3511817850284865
ACH-000550,-0.1886418043277612
ACH-000552,-0.045877758577289963
ACH-000556,-0.1839077589175625
ACH-000557,-0.5826910129556784
ACH-000569,-0.3812202941011125
ACH-000570,-0.007301842071853646
ACH-000571,-0.2989068173973062
ACH-000573,-0.3849431019515793
ACH-000576,-0.27904341215076883
ACH-000579,-0.18281048929350865
ACH-000580,-0.3901560966140867
ACH-000584,-0.17573688230613133
ACH-000585,-0.1665002000145817
ACH-000588,-0.19400047380992036
ACH-000589,-0.6638564485619195
ACH-000591,-0.343963735609164
ACH-000593,-0.017999027855536268
ACH-000600,-0.2506410333820525
ACH-000601,-0.2245224647538562
ACH-000605,-0.2901421922829181
ACH-000606,-0.11836949610170362
ACH-000608,-0.3349667803506301
ACH-000614,-0.6514257597309044
ACH-000616,-0.218389034182576
ACH-000618,-0.37198161482531
ACH-000619,-0.03591549549514925
ACH-000620,-0.2848810069499741
ACH-000621,-0.040013009613035486
ACH-000622,-0.05711376337255175
ACH-000623,-0.09398775625113724
ACH-000624,-0.19959493335650716
ACH-000627,-0.2893261289655231
ACH-000630,-0.27979191087771765
ACH-000631,-0.28754490445938624
ACH-000632,-0.4947360336681961
ACH-000633,-0.44076742307431227
ACH-000637,-0.04380583115508775
ACH-000638,-0.20727387297422148
ACH-000646,-0.4602462506835482
ACH-000647,-0.27155226117517073
ACH-000648,-0.23047991246481225
ACH-000649,-0.24740280919963306
ACH-000651,-0.3946799191237571
ACH-000652,-0.2836078901848916
ACH-000653,-0.1963851520227076
ACH-000657,-0.3063341137024515
ACH-000658,-0.3445206500260048
ACH-000661,-0.4313482651432567
ACH-000662,-0.3134817124674919
ACH-000663,-0.1223593019437682
ACH-000665,-0.2706217618577936
ACH-000671,-0.3120367000343259
ACH-000672,-0.24291484740540276
ACH-000673,-0.1295531924696917
ACH-000676,-0.3300001552775084
ACH-000677,-0.22654129150065086
ACH-000681,-0.1629516134771158
ACH-000683,-0.21070556041960184
ACH-000684,-0.3188161867330045
ACH-000688,-0.188981030969902
ACH-000693,-0.2688525831106375
ACH-000694,-0.1155983827224906
ACH-000695,-0.2694178112286329
ACH-000696,-0.17092506023100673
ACH-000697,-0.19487917070047328
ACH-000699,-0.12756555209926074
ACH-000701,-0.610561172812239
ACH-000706,-0.319302533877288
ACH-000711,-0.4039198499384183
ACH-000713,0.052119178226238086
ACH-000714,-0.23679701110567825
ACH-000718,-0.20429567088779388
ACH-000720,-0.22384389043583508
ACH-000721,-0.303490300714893
ACH-000724,-0.2599696610344799
ACH-000725,-0.17086149653485494
ACH-000732,-0.30827515818512674
ACH-000734,-0.10548161048989613
ACH-000735,-0.0705801839534332
ACH-000736,-0.2908912528521858
ACH-000738,-0.42375730368030456
ACH-000746,-0.19227764643007345
ACH-000747,-0.2527699478283927
ACH-000748,-0.25558210884719945
ACH-000753,-0.18241335916048373
ACH-000756,-0.14523562807767398
ACH-000757,-0.16106963340171845
ACH-000758,-0.047696111357632937
ACH-000760,-0.4303596466050417
ACH-000762,-0.15909128277528614
ACH-000763,-0.19901983452692049
ACH-000764,-0.0768516052148089
ACH-000765,-0.3239586590835338
ACH-000766,-0.18220536991919808
ACH-000767,-0.1778868222571632
ACH-000768,-0.15457376368935066
ACH-000769,-0.2683795544894809
ACH-000770,-0.19285369876390007
ACH-000771,-0.2258622112852997
ACH-000773,-0.30416032786262864
ACH-000776,-0.30908551759200065
ACH-000777,-0.14320920947281982
ACH-000778,-0.1204876346680124
ACH-000781,-0.32251698037913235
ACH-000782,-0.3334630984146485
ACH-000783,-0.40578556029516855
ACH-000784,-0.2781398556695786
ACH-000785,-0.3980642075209343
ACH-000787,-0.38833962713413894
ACH-000788,-0.29702831848648403
ACH-000791,-0.14319109443334704
ACH-000792,-0.11148832536701332
ACH-000794,-0.20157440981850847
ACH-000796,-0.27170086336674915
ACH-000798,-0.3076674149727969
ACH-000799,-0.6811386652976689
ACH-000800,-0.12767505176179686
ACH-000802,-0.2164742865398564
ACH-000804,-0.1291635729144928
ACH-000805,-0.2438354799874554
ACH-000809,-0.3935686435679751
ACH-000810,-0.35261276011028153
ACH-000811,-0.2673002443267193
ACH-000817,-0.005704154554225027
ACH-000819,-0.005387221211820344
ACH-000820,-0.1547353261964991
ACH-000821,-0.3980486780748034
ACH-000822,-0.1346448457388173
ACH-000823,-0.1144600397137028
ACH-000824,-0.3601735754077927
ACH-000827,-0.4953087544095683
ACH-000829,-0.22604679818028306
ACH-000831,-0.2662533221720124
ACH-000832,-0.03201318316831391
ACH-000833,-0.2976772872612513
ACH-000834,-0.2714551569323469
ACH-000835,-0.15059094999841438
ACH-000836,-0.3579994767121795
ACH-000837,-0.4366397082958116
ACH-000838,-0.3075314119584547
ACH-000839,-0.2848993066697358
ACH-000840,-0.2821215434112561
ACH-000841,-0.21796019271957484
ACH-000843,-0.13991858588805053
ACH-000846,-0.09424971364960368
ACH-000847,-0.4339491457059185
ACH-000848,-0.2379882082631931
ACH-000849,-0.2292710427280101
ACH-000851,-0.2773037375702045
ACH-000855,-0.2328855185577326
ACH-000856,-0.24499495938658045
ACH-000858,-0.3157225585802709
ACH-000859,-0.7922908658857245
ACH-000861,-0.15696684402832006
ACH-000862,-0.39812135988883696
ACH-000865,-0.3056795124581877
ACH-000866,-0.27208722507216154
ACH-000867,-0.33076101884551
ACH-000869,-0.4080970784207675
ACH-000872,-0.1996506739052951
ACH-000873,-0.2661507814757565
ACH-000876,-0.22383122572693312
ACH-000878,-0.14088046028523862
ACH-000880,-0.16430225544376575
ACH-000881,-0.3303267237536766
ACH-000882,-0.27982245114912624
ACH-000884,-0.6262971414844622
ACH-000885,-0.3141940202297293
ACH-000887,-0.28974227703777033
ACH-000889,-0.12313405445367401
ACH-000896,-0.2794425327668664
ACH-000898,-0.27747209285467683
ACH-000900,-0.3265423835001846
ACH-000901,-0.1998071688342521
ACH-000905,-0.3986174146910903
ACH-000906,-0.13947189343565294
ACH-000907,-0.19543013067650244
ACH-000910,-0.1336740263998816
ACH-000911,-0.14112263882113318
ACH-000912,-0.31016621249788323
ACH-000913,-0.1951022238986359
ACH-000915,-0.3315336699750222
ACH-000916,-0.2331962437222793
ACH-000917,-0.2509311112370054
ACH-000920,-0.11016398822202587
ACH-000921,-0.3025962761395936
ACH-000924,-0.2357591363721953
ACH-000926,-0.2789211062390253
ACH-000928,-0.2449230175130382
ACH-000929,-0.497501261583057
ACH-000932,-0.19225404565242826
ACH-000935,0.0391235659511512
ACH-000936,-0.2938708752060695
ACH-000937,-0.2564941631074413
ACH-000938,-0.2278066264016401
ACH-000939,-0.10840922977607698
ACH-000941,-0.2515411847224692
ACH-000943,-0.13475217419028818
ACH-000946,-0.3171099494020314
ACH-000947,-0.2810254249688285
ACH-000948,-0.15388883928223146
ACH-000950,0.06282694398943436
ACH-000953,-0.2123931337025396
ACH-000954,-0.38421828050277984
ACH-000957,-0.15562997917709775
ACH-000958,-0.1442040592323185
ACH-000960,-0.2670255452234769
ACH-000963,0.1040010586513033
ACH-000968,-0.19391641504755
ACH-000969,-0.26870909105246515
ACH-000972,-0.15148826316723446
ACH-000973,-0.2757355546130777
ACH-000974,-0.3727509145455847
ACH-000978,-0.2977697504164022
ACH-000984,-0.2834111404632536
ACH-000986,-0.2231353678077441
ACH-000988,-0.1187627570156152
ACH-000993,-0.040629249760124234
ACH-000994,-0.2700813160800508
ACH-000996,-0.13666512683570528
ACH-001001,-0.2369311001504033
ACH-001020,-0.024426369411220342
ACH-001028,-0.2707460088939247
ACH-001031,-0.21391286616134575
ACH-001038,-0.2704941636986273
ACH-001048,-0.2564174095254719
ACH-001050,-0.2208253192341396
ACH-001053,-0.17914523663491666
ACH-001054,-0.29442615049540666
ACH-001061,-0.22943938787915535
ACH-001067,-0.11338056391792695
ACH-001075,-0.250537233651322
ACH-001096,-0.2930365193253256
ACH-001111,-0.20285388885572875
ACH-001119,-0.012020090122600012
ACH-001128,0.08617134859287877
ACH-001134,-0.2014347470564784
ACH-001151,-0.1970317740299912
ACH-001163,-0.17294906091997345
ACH-001164,-0.10961253869598483
ACH-001183,-0.4363777148851462
ACH-001192,-0.2858202575833284
ACH-001193,-0.190527859642222
ACH-001196,-0.18216649021134013
ACH-001197,-0.3290334275978541
ACH-001205,-0.18540249438429748
ACH-001211,-0.2964505487689387
ACH-001212,-0.2546491197548455
ACH-001228,-0.5559042081124095
ACH-001232,-0.1947905726171604
ACH-001239,-0.5514312802888997
ACH-001270,-0.33157511817176816
ACH-001274,-0.14666093387422893
ACH-001275,-0.4473713166281354
ACH-001277,-0.4232791087192825
ACH-001278,-0.1519638099050226
ACH-001280,-0.10409195892164727
ACH-001283,-0.28932039702286194
ACH-001289,-0.1324113907411737
ACH-001300,-0.17060210204417167
ACH-001301,-0.26600607018354466
ACH-001302,-0.16986782994498792
ACH-001306,-0.25181185349852914
ACH-001318,-0.2944651009079969
ACH-001322,-0.15660594381700355
ACH-001328,-0.06770452465553503
ACH-001332,-0.4141064790542671
ACH-001336,-0.20570301781278624
ACH-001346,-0.2832408524678075
ACH-001353,-0.21168957186509385
ACH-001354,-0.13541085149314172
ACH-001367,-0.2358227666652118
ACH-001368,-0.251920133109216
ACH-001374,-0.17164902401352347
ACH-001377,-0.3353252179314625
ACH-001380,-0.1328058733063982
ACH-001391,-0.2908699141253415
ACH-001408,-0.2495426265646672
ACH-001430,-0.11311738852602655
ACH-001431,-0.2804919704091213
ACH-001450,-0.2123365539963128
ACH-001496,-0.283847285161186
ACH-001500,-0.4747581218524096
ACH-001523,-0.19063702265828375
ACH-001532,-0.297942654566261
ACH-001550,-0.18288996002059635
ACH-001552,-0.3197956749799985
ACH-001554,-0.3131853066131017
ACH-001654,-0.3131851107008773
ACH-001735,-0.2888952985344724
ACH-001736,-0.17284239650547267
ACH-001737,-0.2402173372247849
ACH-001740,-0.23002213861582035
ACH-001745,-0.20414299538931013
ACH-001765,-0.3235247447055289
