,FSIP1 (161835)
ACH-000004,0.1235995105935897
ACH-000005,-0.06870680567035964
ACH-000007,0.1429295059442451
ACH-000009,-0.09594152206048016
ACH-000011,0.01734978245675153
ACH-000012,-0.08453288616526987
ACH-000013,0.11841374182925755
ACH-000014,0.026359993048636152
ACH-000015,0.014501853381557904
ACH-000017,-0.040545548294396334
ACH-000018,0.25710256464680137
ACH-000019,-0.027121604383890663
ACH-000021,0.07039370936193834
ACH-000022,0.05078854385901351
ACH-000025,-0.013848961958135932
ACH-000028,0.07659820489717419
ACH-000030,0.06336707258555455
ACH-000035,0.026681653678418918
ACH-000036,-0.04754671258688016
ACH-000037,0.11027597719097393
ACH-000039,0.0463628269315433
ACH-000040,0.17658568701008726
ACH-000041,0.020128166321123932
ACH-000042,0.024215479566762538
ACH-000045,0.0009304961789016263
ACH-000047,0.020019748107485327
ACH-000052,0.06604822838022635
ACH-000053,0.011024719924090938
ACH-000054,0.001790533176399944
ACH-000055,0.0017742825248015196
ACH-000060,0.15447975454384535
ACH-000067,-0.01718401648645746
ACH-000070,-0.002079275847026829
ACH-000075,0.057583956105314485
ACH-000078,-0.03371558254380903
ACH-000082,0.12120401181506253
ACH-000085,0.13002709322665035
ACH-000086,0.046455361017444116
ACH-000087,-0.26733388386673645
ACH-000092,-0.01329857831269755
ACH-000095,0.06344991165709067
ACH-000097,-0.035238734077456174
ACH-000098,0.1911643585612679
ACH-000099,0.027160302318429967
ACH-000108,0.1198443450891231
ACH-000113,0.11206744322162712
ACH-000116,-0.002074531123635466
ACH-000118,0.12402197879437847
ACH-000120,0.022164731256780226
ACH-000123,0.018867466963206056
ACH-000127,0.02650262713911876
ACH-000128,-0.01132317967395743
ACH-000132,-0.08421605681712341
ACH-000133,-0.10298388275384736
ACH-000137,-0.09986088959497412
ACH-000138,0.11929020436715093
ACH-000142,0.03505349573448095
ACH-000143,0.15334785615274835
ACH-000146,0.08984611751438057
ACH-000148,0.08965308193684124
ACH-000150,-0.15962215519249934
ACH-000152,0.09199961229246237
ACH-000153,0.14302085137149284
ACH-000159,0.06760639713064116
ACH-000160,-0.18425050173646312
ACH-000163,0.1136219700921592
ACH-000167,-0.04566202595478867
ACH-000168,-0.048848913344845424
ACH-000169,-0.017551072382172968
ACH-000178,0.0234114742127994
ACH-000183,-0.0340885213281891
ACH-000188,0.049032098172027125
ACH-000189,0.20205154830000885
