,ARFGEF2 (10564)
ACH-000004,-0.13074161562749198
ACH-000005,-0.1777903282250388
ACH-000007,0.1512534702680005
ACH-000009,-0.05326369254621927
ACH-000011,-0.09440520786099044
ACH-000012,0.14573965624394844
ACH-000013,0.0901756932343413
ACH-000014,0.059408189604724985
ACH-000015,-0.005414151188424605
ACH-000017,0.05008796416051688
ACH-000018,-0.04093198041445061
ACH-000019,-0.02890110966840644
ACH-000021,-0.01837396950387132
ACH-000022,-0.024850611433487862
ACH-000025,0.014914389689551234
ACH-000028,-0.03565022355680048
ACH-000030,-0.026537212831532167
ACH-000035,-0.1635349998601895
ACH-000036,0.077480412417853
ACH-000037,-0.058557517680982614
ACH-000039,0.0005510161899568659
ACH-000040,-0.039927843269187385
ACH-000041,0.0421216774185322
ACH-000042,-0.11141726868292368
ACH-000045,0.15047823092585827
ACH-000047,0.024546155533107357
ACH-000052,-0.27512427562416425
ACH-000053,0.011848328739086941
ACH-000054,-0.009197200036914596
ACH-000055,-0.2001827610087876
ACH-000060,-0.001581599235388274
ACH-000067,0.05450357307532993
ACH-000070,0.10653538517220316
ACH-000075,-0.0069107068914279575
ACH-000078,-0.07131428641599609
ACH-000082,-0.2411690533486116
ACH-000085,-0.0012117305653135395
ACH-000086,-0.10223976007920556
ACH-000087,-0.2889492581330431
ACH-000092,-0.06363592768858249
ACH-000095,-0.06286981443583896
ACH-000097,-0.06962639238159589
ACH-000098,0.016438136768747124
ACH-000099,-0.0053713152345944825
ACH-000108,-0.04246254186403266
ACH-000113,0.10380755353505396
ACH-000116,-0.015402011084013987
ACH-000118,-0.035000547925972715
ACH-000120,-0.07158463288649994
ACH-000123,-0.09906288612023904
ACH-000127,0.032719779005788284
ACH-000128,-0.08565001449412869
ACH-000132,-0.007718941023124648
ACH-000133,-0.08151395773688097
ACH-000137,0.07517097028133493
ACH-000138,0.08093002400011183
ACH-000142,0.004184242247004696
ACH-000143,0.003267956399337803
ACH-000146,-0.08251460654557584
ACH-000148,0.001898456637051469
ACH-000150,-0.0701602475275925
ACH-000152,-0.044220040719222115
ACH-000153,-0.06830206097131422
ACH-000159,0.1528304933614421
ACH-000160,0.03763680761624784
ACH-000163,-0.1209076172665635
ACH-000167,0.0341368721725035
ACH-000168,0.04701573089139203
ACH-000169,-0.2897016040633132
ACH-000178,-0.0804802569922413
ACH-000183,-0.10016841459074707
ACH-000188,-0.16232343248615086
ACH-000189,-0.012572338322266898
ACH-000190,-0.2342660179820046
ACH-000198,0.019932065383693097
ACH-000203,0.1833421692322864
ACH-000204,0.009124372615850857
ACH-000206,-0.007569917447411582
ACH-000207,-0.08991766786124789
ACH-000208,-0.030389730597270667
ACH-000210,0.481011186154773
ACH-000211,-0.01682310729490064
ACH-000215,0.010119039707584416
ACH-000221,-0.004256927311655988
ACH-000222,0.08847791772036237
ACH-000223,-0.0433847741500738
ACH-000226,-0.1383589768028676
ACH-000227,-0.03502900142194943
ACH-000228,0.0004496318245212586
ACH-000231,0.045894806856807975
ACH-000232,-0.060869509804551136
ACH-000233,-0.07168975740806922
ACH-000234,-0.09095187166879104
ACH-000235,0.014619816863272303
ACH-000237,0.04963983665501925
ACH-000238,0.020350723262854784
ACH-000242,0.020247008893813496
ACH-000243,0.002699676012760833
ACH-000244,-0.06385639715394867
