,NPDC1 (56654)
ACH-000397,-0.1944864229082905
ACH-000401,-0.017550039990808997
ACH-000402,-0.3841116882437019
ACH-000403,-0.10775107409180977
ACH-000404,0.06442341939952535
ACH-000406,-0.0424122987711493
ACH-000407,-0.07355523002950258
ACH-000408,-0.09806281940826417
ACH-000410,-0.15781461266813432
ACH-000411,-0.30275418025944445
ACH-000414,-0.08466179382632881
ACH-000415,-0.06916190964329047
ACH-000416,-0.18948512509839724
ACH-000420,-0.07993560273266168
ACH-000421,-0.00803959934397643
ACH-000424,0.013932379270562765
ACH-000425,-0.09561815714521484
ACH-000426,0.04304516798394137
ACH-000427,-0.13410770765161698
ACH-000433,-0.25407989939303943
ACH-000435,-0.04136968612592405
ACH-000436,-0.11255577394449062
ACH-000444,-0.1620918626338427
ACH-000445,-0.4179501825554112
ACH-000448,-0.013228944582233237
ACH-000450,-0.14948983872506558
ACH-000452,-0.07558792149418694
ACH-000454,-0.07923633925862479
ACH-000458,0.05222411583037734
ACH-000459,-0.01934432214875016
ACH-000460,-0.2542984933720077
ACH-000461,-0.1647767725162228
ACH-000463,-0.20253950871725898
ACH-000464,-0.1068052476631736
ACH-000466,-0.1842229197398697
ACH-000467,-0.1434528271126998
ACH-000468,-0.2456264261491793
ACH-000469,-0.1679383612265027
ACH-000470,-0.09118397179957724
ACH-000471,-0.223568568457624
ACH-000472,-0.10374459080081193
ACH-000473,-0.15144604708212048
ACH-000475,-0.12277059607609273
ACH-000476,-0.12238318789274268
ACH-000477,0.12444012708034953
ACH-000479,-0.22517159499438769
ACH-000480,-0.18034214472215068
ACH-000481,-0.07573478876499441
ACH-000483,-0.09227318144048816
ACH-000484,0.03816553676796983
ACH-000485,-0.07712715369308577
ACH-000486,0.007657843781258631
ACH-000487,-0.08714351324108427
ACH-000488,-0.11938576323958
ACH-000490,-0.17745546802058051
ACH-000491,-0.1232940581302713
ACH-000495,-0.12922856161270976
ACH-000496,-0.08804366680305263
ACH-000499,-0.1836413715157239
ACH-000500,-0.05365212663564578
ACH-000502,-0.10090750459320837
ACH-000503,-0.3834750168136913
ACH-000505,-0.0962927142573729
ACH-000507,-0.02299985805421756
ACH-000510,-0.009323608124923976
ACH-000511,-0.0785609970465203
ACH-000512,-0.040739609120082836
ACH-000516,-0.044087625080524606
ACH-000517,-0.14899514674621275
ACH-000518,-0.22215703099776546
ACH-000520,-0.2139739329076838
ACH-000521,-0.10306806414186652
ACH-000522,0.005660673012414325
ACH-000524,-0.2505636765417415
ACH-000527,-0.2041057291386204
ACH-000528,-0.1413823466038464
ACH-000537,-0.17241191589744426
ACH-000541,-0.22030554837513128
ACH-000542,-0.1555970073857057
ACH-000544,-0.1288768353920282
ACH-000545,-0.09737310687365612
ACH-000547,-0.023646105645427015
ACH-000548,-0.07753022061776088
ACH-000549,-0.2996446777186763
ACH-000550,-0.3053676785797553
ACH-000552,-0.07488331550505341
ACH-000556,-0.1123539138403922
ACH-000557,-0.07517914822709068
ACH-000569,-0.17557316268079246
ACH-000570,-0.261351526275959
ACH-000571,-0.07105731218088031
ACH-000573,-0.1605607168657506
ACH-000576,-0.026232963626829458
ACH-000579,-0.04881794626146933
ACH-000580,-0.10159958212323504
ACH-000584,-0.07576698704636807
ACH-000585,-0.13923753809965073
ACH-000588,-0.10805702505391324
ACH-000589,-0.1153425517124894
ACH-000591,-0.07676108508932555
ACH-000593,-0.11095021080575784
ACH-000600,-0.07244222631424874
ACH-000601,-0.07452894228997055
ACH-000605,0.028087649951763573
ACH-000606,-0.039864866763733006
ACH-000608,-0.18157432417943126
ACH-000614,-0.016397318216885448
ACH-000616,-0.11939076075250778
ACH-000618,0.06729765186281128
ACH-000619,-0.6620944026211687
ACH-000620,-0.13293329249419494
ACH-000621,-0.12258183075933672
ACH-000622,-0.1495131632169054
ACH-000623,-0.0908552410799179
ACH-000624,-0.226539317472423
ACH-000627,-0.025651195214751867
ACH-000630,-0.09995007459030007
ACH-000631,0.06868892599166326
ACH-000632,-0.008046692778101366
ACH-000633,0.012912507422714487
ACH-000637,-0.12910579281563386
ACH-000638,-0.07077865573227153
ACH-000646,-0.04740991656855798
ACH-000647,-0.017809574778176566
ACH-000648,-0.059509046251560914
ACH-000649,-0.24079268148578314
ACH-000651,-0.1886586329486004
ACH-000652,-0.27507539268435105
ACH-000653,-0.03320261469640928
ACH-000657,-0.13408432976835535
ACH-000658,-0.16732978098537346
ACH-000661,-0.08598513979659457
ACH-000662,-0.4207480675138839
ACH-000663,-0.2570151753052476
ACH-000665,-0.10333739478365928
ACH-000671,-0.0030460624419044327
ACH-000672,0.04912767073395576
ACH-000673,-0.09066992151245848
ACH-000676,-0.04936233237354487
ACH-000677,0.014169880422365881
ACH-000681,-0.1883564730200095
ACH-000683,-0.2122689359930968
ACH-000684,-0.08096700585792177
ACH-000688,-0.18760303804630235
ACH-000693,-0.0362148448983422
ACH-000694,-0.16535630835913034
ACH-000695,0.0076776267497037625
ACH-000696,0.004022566433526798
ACH-000697,0.08675039124796449
ACH-000699,-0.13895486946222105
ACH-000701,0.011027106950676416
ACH-000706,-0.06706343603378018
ACH-000711,-0.06058505357523032
ACH-000713,-0.04555358816523985
ACH-000714,-0.13334613954442812
ACH-000718,-0.3784280573982988
ACH-000720,-0.12010817104748622
ACH-000721,-0.22852557487508174
ACH-000724,-0.10606332411758244
ACH-000725,0.004844106260338547
ACH-000732,-0.3128473384001946
ACH-000734,-0.011389518106874693
ACH-000735,-0.19982319877561416
ACH-000736,-0.04492746520302725
ACH-000738,-0.029090221941108708
ACH-000746,-0.0785503335352942
ACH-000747,-0.014805814664574668
ACH-000748,-0.07637095089279006
ACH-000753,0.012534930139149348
ACH-000756,-0.016628504435676737
ACH-000757,-0.20385064046155152
ACH-000758,-0.0574036245449244
ACH-000760,-0.05678366167202184
ACH-000762,-0.29027843139916515
ACH-000763,-0.14087109223967054
ACH-000764,-0.1399751458576635
ACH-000765,-0.1086269568780266
ACH-000766,-0.07899517184930127
ACH-000767,-0.15425296648446749
ACH-000768,-0.0730764462921159
ACH-000769,0.021574363263711357
ACH-000770,-0.13829832888875518
ACH-000771,-0.21570033426170948
ACH-000773,-0.2011577620425378
ACH-000776,-0.05465008370100978
ACH-000777,-0.2308638434423465
ACH-000778,0.06056633850755859
ACH-000781,-0.07071191323571857
ACH-000782,0.02571007147255513
ACH-000783,-0.2261563543743697
ACH-000784,0.05674608659639711
ACH-000785,-0.2975785826057221
ACH-000787,-0.06614947270293582
ACH-000788,-0.111062186879319
ACH-000791,-0.08304131812295636
ACH-000792,-0.07919036832464531
ACH-000794,-0.2186126915480481
ACH-000796,-0.17000568555327278
ACH-000798,-0.025455729954502324
ACH-000799,0.0519818893506044
ACH-000800,-0.06820495273965897
ACH-000802,-0.04124543158691695
ACH-000804,-0.25226369262199183
ACH-000805,-0.2105072556758739
ACH-000809,-0.1571222602620954
ACH-000810,-0.17740328816974696
ACH-000811,-0.16842395377290784
ACH-000817,0.0660551187882612
ACH-000819,-0.2125553118865161
ACH-000820,-0.06842798455130704
ACH-000821,0.0657874012875863
ACH-000822,-0.1284114151690575
ACH-000823,-0.11884435774347606
ACH-000824,-0.17723101650239234
ACH-000827,-0.12509538906198725
ACH-000829,-0.07037825375265873
ACH-000831,0.044950910880358366
ACH-000832,0.01895625321642645
ACH-000833,-0.07566410225579344
ACH-000834,-0.07658002175770275
ACH-000835,-0.09545891195561257
ACH-000836,-0.05077922471963495
ACH-000837,-0.2482487110232465
ACH-000838,0.022619690654826236
ACH-000839,-0.2573609342381771
ACH-000840,-0.11128324875128444
ACH-000841,-0.1460088995824134
ACH-000843,-0.0785782627078054
ACH-000846,-0.1097530331171678
ACH-000847,-0.21600372856318
ACH-000848,0.08230794824602351
ACH-000849,-0.1049873711778416
ACH-000851,-0.1411570969228642
ACH-000855,0.0361586480798147
ACH-000856,-0.1192883249475672
ACH-000858,-0.05362279272660222
ACH-000859,-0.11787669400190218
ACH-000861,-0.10178030981945076
ACH-000862,-0.1309210416944599
ACH-000865,-0.13879910729705952
ACH-000866,0.049898803998820095
ACH-000867,-0.004892199734493719
ACH-000869,0.0015675240732477287
ACH-000872,-0.41489942259978296
ACH-000873,-0.1721679823928687
ACH-000876,-0.2150689159459937
ACH-000878,-0.19631322938989645
ACH-000880,-0.27357946237645553
ACH-000881,-0.02092317518317221
ACH-000882,-0.22941364683594714
ACH-000884,-0.09373121381820514
ACH-000885,-0.2383522360498111
ACH-000887,-0.13230087732087326
ACH-000889,-0.2279557840182984
ACH-000896,-0.15104085788676544
ACH-000898,-0.045545816837976524
ACH-000900,-0.16595387678456894
ACH-000901,-0.16438530143092306
ACH-000905,-0.06292509572380679
ACH-000906,-0.20426469808686235
ACH-000907,-0.2566514945038211
ACH-000910,-0.2401239889199529
ACH-000911,-0.2221320148924608
ACH-000912,-0.1469007006525388
ACH-000913,-0.2662958533583044
ACH-000915,-0.1545698963826153
ACH-000916,-0.056546260924915735
ACH-000917,-0.0030171139006440395
ACH-000920,-0.08688322829882858
ACH-000921,-0.07180821114638974
ACH-000924,-0.113653784042805
ACH-000926,-0.1933892856084652
ACH-000928,-0.22325492568359886
ACH-000929,-0.13109266187423166
ACH-000932,-0.14232491078921286
ACH-000935,0.008613614101802036
ACH-000936,-0.17250349532161902
ACH-000937,-0.17597547890214812
ACH-000938,-0.08889195964068157
ACH-000939,-0.11569440027503584
ACH-000941,0.10069767461905152
ACH-000943,-0.017256004453598494
ACH-000946,-0.04116666867299628
ACH-000947,-0.02341630410924071
ACH-000948,0.08626223015348265
ACH-000950,-0.0766250357937786
ACH-000953,-0.26725900639326433
ACH-000954,0.03129235482651615
ACH-000957,-0.025963627933280248
ACH-000958,0.07068530611008264
ACH-000960,-0.06276487264630272
ACH-000963,-0.20874313158065613
ACH-000968,-0.18187157336566048
ACH-000969,-0.12045296761034345
ACH-000972,0.08849192115024722
ACH-000973,-0.10314750369739514
ACH-000974,-0.18993493621412866
ACH-000978,0.1436879423379389
ACH-000984,-0.15107077022690052
ACH-000986,-0.0658736872618488
ACH-000988,-0.02047029819032833
ACH-000993,-0.2188981988508616
ACH-000994,0.034969156941127934
ACH-000996,-0.043696362194325725
ACH-001001,0.08213531897041157
ACH-001020,-0.11381631310799087
ACH-001028,-0.10226842566558987
ACH-001031,-0.14959291902228747
ACH-001038,0.002264764455618915
ACH-001048,-0.13095515409870714
ACH-001050,-0.12261967217473504
ACH-001053,0.12308794896439808
ACH-001054,-0.18741609198652776
ACH-001061,0.07893027210580238
ACH-001067,-0.23516558635429474
ACH-001075,-0.14908894058696734
ACH-001096,-0.03197152602261149
ACH-001111,0.13461664889285
ACH-001119,0.1197206780186895
ACH-001128,-0.2502862585805675
ACH-001134,-0.08377479560860794
ACH-001151,-0.1917899525662536
ACH-001163,-0.17776733813427167
ACH-001164,-0.06515167471004668
ACH-001183,-0.30091224876928824
ACH-001192,-0.04409140995569984
ACH-001193,0.06517598702819531
ACH-001196,-0.02147772334725421
ACH-001197,-0.05595105165367269
ACH-001205,0.1878646101880832
ACH-001211,-0.001980621746929089
ACH-001212,-0.0783247943613118
ACH-001228,-0.21571064139385066
ACH-001232,-0.020910723871961842
ACH-001239,-0.039604088523070256
ACH-001270,-0.23857502127400265
ACH-001274,-0.05106827823214927
ACH-001275,-0.0677273469388138
ACH-001277,-0.0462635868536554
ACH-001278,-0.15083186503933865
ACH-001280,-0.09196683714636396
ACH-001283,-0.030372323693171357
ACH-001289,0.044943247378852316
ACH-001300,-0.1315507254198636
ACH-001301,-0.16994039253576482
ACH-001302,-0.2971784756530568
ACH-001306,-0.009236109809668876
ACH-001318,-0.09197968138018976
ACH-001322,-0.17537049153438597
ACH-001328,-0.18090924973142672
ACH-001332,-0.00026901374150879867
ACH-001336,-0.0407986072697833
ACH-001346,-0.3131924040469281
ACH-001353,-0.1288595968918103
ACH-001354,0.02964670454923285
ACH-001367,-0.19403368035363652
ACH-001368,-0.027728503193273784
ACH-001374,-0.07530770332341356
ACH-001377,-0.10699233017905528
ACH-001380,-0.23023915990297825
ACH-001391,-0.0066249416176733964
ACH-001408,-0.1573869173293776
ACH-001430,-0.12362228501274287
ACH-001431,-0.21089282697724876
ACH-001450,-0.3783569175891425
ACH-001496,-0.09664456586309808
ACH-001500,-0.2481731687223085
ACH-001523,-0.246483731481578
ACH-001532,-0.06567108860375001
ACH-001550,-0.07563193251058786
ACH-001552,-0.15527992530886028
ACH-001554,-0.13683626842904867
ACH-001654,-0.1157501589472736
ACH-001735,-0.15430602872865853
ACH-001736,0.028303483463096826
ACH-001737,0.05384379041351573
ACH-001740,-0.0046839072473464655
ACH-001745,0.00837934219905737
ACH-001765,-0.12142670670982507
