,POLD1 (5424)
ACH-000004,-0.7840412153635639
ACH-000005,-1.0859230822753292
ACH-000007,-0.8073908258793617
ACH-000009,-0.9736766790076136
ACH-000011,-0.8951145539675953
ACH-000012,-0.9962425767680806
ACH-000013,-0.9986953465663956
ACH-000014,-0.8435124926655029
ACH-000015,-0.8389726746045052
ACH-000017,-0.924381912421932
ACH-000018,-0.8862125259798342
ACH-000019,-1.1539136186270682
ACH-000021,-1.0098119160084458
ACH-000022,-0.8416499796135416
ACH-000025,-0.7448751206560006
ACH-000028,-0.9129097552058304
ACH-000030,-1.1119660150407311
ACH-000035,-0.9434355528911722
ACH-000036,-0.8006727537082533
ACH-000037,-0.9125685635808466
ACH-000039,-0.915925590317836
ACH-000040,-1.0117732966121755
ACH-000041,-1.1573325877617862
ACH-000042,-0.9826104687695404
ACH-000045,-0.7495269751780387
ACH-000047,-0.8355799168245854
ACH-000052,-1.2670036624170615
ACH-000053,-1.1368666227699185
ACH-000054,-0.975927580301677
ACH-000055,-0.9705120284222559
ACH-000060,-0.9893895099250729
ACH-000067,-1.0957295415323272
ACH-000070,-0.43613700422016494
ACH-000075,-1.119449935051648
ACH-000078,-0.9469644252314684
ACH-000082,-0.9729184500343524
ACH-000085,-0.8887408449437709
ACH-000086,-1.1012463857873498
ACH-000087,-0.8282766813218341
ACH-000092,-0.8363991622284364
ACH-000095,-1.0646362477429996
ACH-000097,-0.9195258558298334
ACH-000098,-0.9289169900477044
ACH-000099,-1.0023403276795593
ACH-000108,-0.9866585306031068
ACH-000113,-0.8420196168969284
ACH-000116,-0.9439938867693871
ACH-000118,-0.977555732131032
ACH-000120,-1.0893318954835716
ACH-000123,-1.045975541231025
ACH-000127,-0.983157128176432
ACH-000128,-0.8258768310640059
ACH-000132,-0.8350505097284581
ACH-000133,-1.12907171346636
ACH-000137,-1.2047628928086702
ACH-000138,-0.8760733492834655
ACH-000142,-1.1210360704967115
ACH-000143,-0.7791039395155224
ACH-000146,-1.0635545433849831
ACH-000148,-0.8513383899107847
ACH-000150,-0.7701770889572077
ACH-000152,-1.0863308685186792
ACH-000153,-0.7329090367442501
ACH-000159,-0.7925834201577067
ACH-000160,-0.7864105668183731
ACH-000163,-0.8893140050145254
ACH-000167,-1.217134846452781
ACH-000168,-1.1297346506703014
ACH-000169,-0.9381352418862882
ACH-000178,-0.8761836850792951
ACH-000183,-0.95648248206143
ACH-000188,-0.7727838647324631
ACH-000189,-0.9289025676771536
ACH-000190,-1.2157102225754108
ACH-000198,-0.7579037296388048
ACH-000203,-0.9629517233886934
ACH-000204,-1.1501856338613397
ACH-000206,-1.0053125278504955
ACH-000207,-0.6722749216157544
ACH-000208,-0.7533184838777599
ACH-000210,-0.8610074734418363
ACH-000211,-0.973304112953464
ACH-000215,-1.0331216853368679
ACH-000221,-0.9432736034294172
ACH-000222,-0.8423705574180154
ACH-000223,-0.9332967461266104
ACH-000226,-0.8784820416219351
ACH-000227,-1.109025986963772
ACH-000228,-1.0061123827673173
ACH-000231,-0.9815037293818749
ACH-000232,-0.8131076370134703
ACH-000233,-0.8813852600064059
ACH-000234,-0.7858789602293301
ACH-000235,-0.989772659900354
ACH-000237,-0.9488662201706658
ACH-000238,-0.9114703058349998
ACH-000242,-0.7510972247355575
ACH-000243,-0.9216190549368128
ACH-000244,-0.7610116287444885
ACH-000246,-0.8433850266790929
ACH-000248,-1.082573151057015
ACH-000250,-1.0023489678586897
ACH-000251,-1.0078440531959691
ACH-000252,-0.9443583159853915
ACH-000253,-0.963329116088746
ACH-000255,-0.9937775696232486
ACH-000256,-0.8202421817872709
ACH-000257,-0.958016278333116
ACH-000258,-0.8475946672139532
ACH-000259,-0.9205842922269544
ACH-000260,-1.0438156684748343
ACH-000261,-0.8752120936456026
ACH-000262,-1.0683066505648569
ACH-000263,-0.9618842454210716
ACH-000264,-0.8414890155615106
ACH-000265,-1.051547612295422
ACH-000266,-1.0502368885686773
ACH-000272,-0.9931126755346616
ACH-000274,-0.7986840685179527
ACH-000277,-0.9003431925814672
ACH-000278,-1.1586208335342871
ACH-000279,-1.0526085222060753
ACH-000280,-0.7467052150245529
ACH-000281,-0.8286557721441441
ACH-000288,-0.925749765696818
ACH-000291,-0.7335088854583065
ACH-000293,-0.8827831565654468
ACH-000294,-1.2471905416933198
ACH-000295,-1.1329020930008795
ACH-000296,-0.882497034878882
ACH-000302,-0.9673977687987608
ACH-000304,-1.016421533391037
ACH-000307,-0.906957250795446
ACH-000308,-1.081053119049604
ACH-000310,-1.0813543087921058
ACH-000311,-0.8622754095619851
ACH-000312,-0.9691021052567764
ACH-000315,-1.1553910307121695
ACH-000316,-0.8420782735893496
ACH-000317,-0.6920359220562604
ACH-000318,-1.0174713806109286
ACH-000319,-0.8451957977031369
ACH-000320,-0.7248475483339464
ACH-000322,-0.7235450611771727
ACH-000323,-1.0954035247992446
ACH-000324,-0.9785339644104576
ACH-000329,-1.0188307390322435
ACH-000330,-1.13495053966077
ACH-000331,-0.9021560304646632
ACH-000332,-1.0441654829028788
ACH-000334,-0.7104045698951797
ACH-000335,-0.8606137586048039
ACH-000336,-0.99093184691289
ACH-000337,-1.21141345353666
ACH-000338,-1.419733175362207
ACH-000339,-0.9658490695022612
ACH-000341,-0.9109770389930186
ACH-000348,-0.8205369640306576
ACH-000350,-0.902768294744392
ACH-000352,-0.8895910075579867
ACH-000356,-0.8715753139007697
ACH-000361,-0.8516948110999351
ACH-000362,-0.8216100479836049
ACH-000363,-0.8186668432364398
ACH-000364,-0.990634594355433
ACH-000365,-1.0270085235103454
ACH-000366,-1.1321840410905384
ACH-000368,-1.2238631219503204
ACH-000374,-0.9670578571010944
ACH-000375,-0.7585286233252445
ACH-000376,-0.9667407150438528
ACH-000381,-1.1892960157620172
ACH-000383,-0.9985668119484132
ACH-000387,-0.8481790939196653
ACH-000389,-0.6702305947043666
ACH-000390,-0.9133507356687374
ACH-000393,-1.030485941163389
ACH-000395,-0.9398540330108438
ACH-000396,-1.044123328708273
ACH-000397,-1.1352131237689034
ACH-000401,-0.9939535638498876
ACH-000402,-0.8480617242914346
ACH-000403,-1.0694839529808329
ACH-000404,-0.6826030374698329
ACH-000406,-0.9006226598134546
ACH-000407,-0.9105631468752334
ACH-000408,-0.91664385042481
ACH-000410,-1.0165950687255243
ACH-000411,-0.9015923213454192
ACH-000414,-0.7095841318798521
ACH-000415,-0.9939229119321542
ACH-000416,-0.955623749292462
ACH-000420,-0.8822221532747777
ACH-000421,-0.9101603184822784
ACH-000424,-0.8547733688908349
ACH-000425,-0.8275296514549206
ACH-000426,-1.0413587135787197
ACH-000427,-0.7948528837296084
ACH-000433,-1.0074479792644857
ACH-000435,-1.067700935136524
ACH-000436,-1.0016831464488525
ACH-000444,-0.8108551875807765
ACH-000445,-1.1308850792943723
ACH-000448,-0.7804739552979472
ACH-000450,-1.023808727905407
ACH-000452,-0.9388835237284144
ACH-000454,-0.9191680472064974
ACH-000458,-0.8479921927833949
ACH-000459,-0.7117453257811817
ACH-000460,-1.0294503294020922
ACH-000461,-0.9902678132527744
ACH-000463,-1.0679285004140942
ACH-000464,-0.8936642144281352
ACH-000466,-0.8780992364137566
ACH-000467,-0.7062830071087385
ACH-000468,-0.7645951778365834
ACH-000469,-0.970263304814192
ACH-000470,-0.932301067812846
ACH-000471,-0.8630168700563096
ACH-000472,-0.7195480465680434
ACH-000473,-1.0592418937301786
ACH-000475,-0.8994085522374059
ACH-000476,-0.9035597829883356
ACH-000477,-0.7911698872037788
ACH-000479,-1.0022620954466122
ACH-000480,-0.8967975660172275
ACH-000481,-0.997046544944303
ACH-000483,-0.8143982088543852
ACH-000484,-0.987209679986646
ACH-000485,-0.9546541720984149
ACH-000486,-1.0187073293864088
ACH-000487,-0.8802458676738771
ACH-000488,-0.9153492221763329
ACH-000490,-0.9238819785867194
ACH-000491,-0.9905158103584624
ACH-000495,-0.9438440689717598
ACH-000496,-0.9092598891696928
ACH-000499,-0.9075160408600976
ACH-000500,-0.9982155227896496
ACH-000502,-0.8405825205949659
ACH-000503,-0.9479713885284116
ACH-000505,-0.8850168688559982
ACH-000507,-0.8715357516840165
ACH-000510,-0.9723933235034058
ACH-000511,-1.1009149283577633
ACH-000512,-1.0800914142322806
ACH-000516,-0.8772326520854751
ACH-000517,-1.110151148423956
ACH-000518,-0.6807921264240189
ACH-000520,-1.0136582354495502
ACH-000521,-1.0195054962581194
ACH-000522,-1.0131385015255745
ACH-000524,-0.9923625447232356
ACH-000527,-0.894483766495568
ACH-000528,-0.8301547654950874
ACH-000537,-0.9603279462976086
ACH-000541,-0.8533713895488304
ACH-000542,-0.863232551123215
ACH-000544,-0.7508911219727082
ACH-000545,-1.0523514163162857
ACH-000547,-1.0322389064843074
ACH-000548,-1.06245972799879
ACH-000549,-0.9094004535178672
ACH-000550,-1.0456355681456917
ACH-000552,-0.9971571719137926
ACH-000556,-0.833675750498508
ACH-000557,-0.8530885403857449
ACH-000569,-1.0414009414187826
ACH-000570,-0.8407193574260888
ACH-000571,-0.9172749562565422
ACH-000573,-0.9696566821299856
ACH-000576,-0.9063417581649748
ACH-000579,-0.9967913696265752
ACH-000580,-0.694750171272347
ACH-000584,-0.9658111282942176
ACH-000585,-0.9158614399493156
ACH-000588,-0.9168055819723648
ACH-000589,-0.8938450773833727
ACH-000591,-1.132212322379939
ACH-000593,-0.8201988654421455
ACH-000600,-0.7386810917277185
ACH-000601,-1.0604630626781557
ACH-000605,-0.6592162726456403
ACH-000606,-0.8702955076528308
ACH-000608,-0.8461339101206121
ACH-000614,-0.6887325775178925
ACH-000616,-1.0213351766429963
ACH-000618,-0.7411623265805619
ACH-000619,-1.1578626107889471
ACH-000620,-0.6875221878397767
ACH-000621,-1.1738526459192242
ACH-000622,-0.9648066724589024
ACH-000623,-0.9785902465623102
ACH-000624,-0.929865941073346
ACH-000627,-0.7998731440156214
ACH-000630,-0.8334164185164062
ACH-000631,-1.319374506726823
ACH-000632,-0.9989719449588398
ACH-000633,-0.9627798417932996
ACH-000637,-1.0351974249112736
ACH-000638,-0.9897864247416128
ACH-000646,-0.7108983178505011
ACH-000647,-0.9565669148486552
ACH-000648,-0.8159728970511075
ACH-000649,-0.8946960652871889
ACH-000651,-1.156636551131765
ACH-000652,-1.157292963990726
ACH-000653,-0.7836795428343495
ACH-000657,-0.8156822980179517
ACH-000658,-0.9625910421116636
ACH-000661,-0.9125911437016606
ACH-000662,-0.7879850353829286
ACH-000663,-0.8547882306260793
ACH-000665,-1.0416406893342656
ACH-000671,-0.7163027799535793
ACH-000672,-0.8997282414402257
ACH-000673,-0.9157350347134764
ACH-000676,-0.8773231162590253
ACH-000677,-0.6878234721340464
ACH-000681,-0.7798877010233254
